Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilica	Cyclicargolithus floridanus	Sphenolithus spp.	Triquetrorhabdulus rugosus	Discoaster kugleri	Calcidiscus macintyrei	Catinaster coalitus	Discoaster quinqueramus	Discoaster brouweri	Discoaster berggrenii	Discoaster pentaradiatus	Discoaster surculus	Amaurolithus tricorniculatus	Discoaster asymmetricus	Ceratolithus rugosus	Pseudoemiliania lacunosa	Discoaster tamalis	Helicosphaera sellii	Gephyrocapsa oceanica	Gephyrocapsa caribbeanica	Gephyrocapsa sp. (large)	Reticulofenestra asanoi	Comment
  SR	Pliocene         	                 	NN16              	NN17          	131	 808	C	 60	R	 5	  51.00	    873.3100	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	R                	                          	                  	R                     	                   	                       	F                  	                     	F                       	R                  	                            	R                      	                    	                        	R                 	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN14              	NN15          	131	 808	C	 60	R	CC	  17.00	    874.4700	Olafsson 	Nannofossils                                 	A              	M                 	                          	R                              	                           	F                	                          	                  	F                     	                   	                       	                   	                     	R                       	F                  	                            	R                      	                    	F                       	R                 	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN14              	NN15          	131	 808	C	 62	R	 1	 104.00	    887.1400	Olafsson 	Nannofossils                                 	C              	M                 	                          	F                              	                           	F                	                          	                  	R                     	                   	                       	R                  	                     	R                       	R                  	                            	R                      	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN14              	NN15          	131	 808	C	 62	R	 5	 105.00	    893.1500	Olafsson 	Nannofossils                                 	F              	M                 	                          	R                              	                           	                 	                          	                  	R                     	                   	                       	R                  	                     	R                       	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN14              	NN15          	131	 808	C	 62	R	CC	  33.00	    893.8700	Olafsson 	Nannofossils                                 	C              	P                 	                          	R                              	                           	R                	                          	                  	                      	                   	                       	                   	                     	R                       	R                  	                            	R                      	R                   	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN13              	              	131	 808	C	 63	R	 1	  41.00	    896.2100	Olafsson 	Nannofossils                                 	R              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	R                  	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN13              	              	131	 808	C	 63	R	 3	  32.00	    899.1200	Olafsson 	Nannofossils                                 	R              	M                 	                          	R                              	                           	R                	                          	                  	R                     	                   	                       	R                  	                     	R                       	R                  	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN13              	              	131	 808	C	 63	R	CC	  29.00	    901.5600	Olafsson 	Nannofossils                                 	R              	M                 	                          	R                              	                           	                 	                          	                  	                      	                   	                       	                   	                     	R                       	R                  	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN13              	              	131	 808	C	 64	R	 1	 116.00	    906.6600	Olafsson 	Nannofossils                                 	C              	M                 	                          	F                              	R                          	R                	                          	                  	                      	                   	                       	                   	                     	F                       	R                  	R                           	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN13              	              	131	 808	C	 64	R	 3	  77.00	    909.2700	Olafsson 	Nannofossils                                 	C              	M                 	                          	F                              	                           	F                	                          	                  	R                     	                   	                       	                   	                     	R                       	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN13              	              	131	 808	C	 64	R	CC	  17.00	    912.3500	Olafsson 	Nannofossils                                 	F              	P                 	                          	R                              	                           	R                	                          	                  	                      	                   	                       	                   	                     	R                       	R                  	                            	                       	R                   	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN12              	              	131	 808	C	 65	R	 1	  35.00	    915.4500	Olafsson 	Nannofossils                                 	C              	M                 	                          	F                              	                           	                 	                          	                  	R                     	                   	                       	                   	                     	R                       	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN12              	              	131	 808	C	 65	R	 2	  78.00	    917.3800	Olafsson 	Nannofossils                                 	C              	M                 	                          	R                              	                           	R                	                          	                  	R                     	                   	                       	                   	                     	R                       	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN12              	              	131	 808	C	 65	R	CC	  21.00	    917.9300	Olafsson 	Nannofossils                                 	C              	P                 	                          	F                              	                           	F                	                          	                  	R                     	                   	                       	R                  	                     	R                       	R                  	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN12              	              	131	 808	C	 67	R	CC	  21.00	    936.4100	Olafsson 	Nannofossils                                 	C              	M                 	                          	F                              	                           	R                	                          	                  	                      	                   	                       	                   	                     	R                       	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN12              	              	131	 808	C	 68	R	CC	   0.00	    946.2100	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	                       	                   	                     	R                       	R                  	                            	R                      	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Pliocene         	                 	NN12              	              	131	 808	C	 69	R	 1	  62.00	    954.4200	Olafsson 	Nannofossils                                 	C              	M                 	                          	R                              	                           	R                	                          	                  	                      	                   	                       	                   	                     	R                       	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 2. page 8.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 69	R	 3	  61.00	    957.4100	Olafsson 	Nannofossils                                 	C              	M                 	                          	F                              	                           	F                	R                         	                  	                      	                   	F                      	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 69	R	 5	  25.00	    960.0500	Olafsson 	Nannofossils                                 	F              	P                 	                          	R                              	                           	                 	                          	                  	                      	                   	R                      	                   	                     	R                       	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 70	R	 1	  28.00	    963.6800	Olafsson 	Nannofossils                                 	C              	P                 	                          	F                              	                           	F                	                          	                  	R                     	                   	F                      	                   	                     	F                       	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 70	R	 3	  76.00	    967.1600	Olafsson 	Nannofossils                                 	R              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	R                      	R                  	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 70	R	 5	  54.00	    969.9400	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	                 	                          	                  	                      	                   	R                      	                   	R                    	                        	R                  	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 71	R	 3	  10.00	    976.2000	Olafsson 	Nannofossils                                 	A              	M                 	                          	R                              	R                          	F                	R                         	                  	R                     	                   	F                      	                   	F                    	R                       	                   	R                           	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 71	R	 4	  66.00	    978.2600	Olafsson 	Nannofossils                                 	C              	M                 	                          	F                              	R                          	C                	R                         	                  	R                     	                   	C                      	R                  	C                    	F                       	R                  	R                           	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 71	R	CC	  10.00	    979.2000	Olafsson 	Nannofossils                                 	A              	M                 	                          	                               	                           	                 	R                         	                  	                      	                   	C                      	                   	C                    	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 72	R	 1	   0.00	    982.8000	Olafsson 	Nannofossils                                 	A              	P                 	                          	                               	                           	C                	                          	                  	                      	                   	F                      	                   	F                    	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 72	R	CC	  20.00	    989.2700	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	F                	                          	                  	                      	                   	F                      	                   	F                    	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 73	R	 3	  59.00	    995.6900	Olafsson 	Nannofossils                                 	A              	P                 	                          	                               	                           	A                	                          	                  	F                     	                   	C                      	C                  	C                    	F                       	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN11              	              	131	 808	C	 73	R	 5	  63.00	    998.7300	Olafsson 	Nannofossils                                 	A              	G                 	                          	                               	                           	C                	                          	                  	                      	                   	C                      	F                  	C                    	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN8               	NN10          	131	 808	C	 74	R	CC	  22.00	   1004.9900	Olafsson 	Nannofossils                                 	R              	P                 	                          	                               	                           	                 	R                         	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN8               	NN10          	131	 808	C	 77	R	CC	  20.00	   1037.7000	Olafsson 	Nannofossils                                 	C              	P                 	                          	F                              	                           	F                	R                         	                  	R                     	                   	R                      	R                  	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN8               	NN10          	131	 808	C	 78	R	CC	  11.00	   1046.8500	Olafsson 	Nannofossils                                 	R              	P                 	                          	                               	                           	                 	                          	                  	                      	R                  	                       	R                  	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN8               	NN10          	131	 808	C	 79	R	CC	  22.00	   1055.1500	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	                 	                          	                  	                      	F                  	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN8               	NN10          	131	 808	C	 80	R	CC	  19.00	   1062.8800	Olafsson 	Nannofossils                                 	R              	M                 	                          	R                              	                           	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN8               	NN10          	131	 808	C	 82	R	CC	  21.00	   1079.2700	Olafsson 	Nannofossils                                 	R              	P                 	                          	                               	                           	                 	R                         	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN8               	NN10          	131	 808	C	 83	R	 1	  49.00	   1086.2900	Olafsson 	Nannofossils                                 	C              	P                 	                          	R                              	                           	R                	R                         	                  	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN8               	NN10          	131	 808	C	 83	R	 3	  25.00	   1089.0500	Olafsson 	Nannofossils                                 	C              	M                 	                          	F                              	                           	F                	                          	                  	R                     	                   	?                      	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN8               	NN10          	131	 808	C	 83	R	CC	  35.00	   1089.5601	Olafsson 	Nannofossils                                 	C              	P                 	                          	F                              	                           	R                	                          	                  	                      	R                  	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 84	R	 3	  47.00	   1095.4700	Olafsson 	Nannofossils                                 	R              	M                 	                          	                               	                           	                 	                          	                  	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 85	R	CC	  18.00	   1102.7100	Olafsson 	Nannofossils                                 	F              	P                 	                          	                               	                           	R                	R                         	R                 	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 86	R	CC	  13.00	   1111.5100	Olafsson 	Nannofossils                                 	C              	P                 	                          	                               	                           	F                	                          	R                 	R                     	?                  	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 88	R	CC	  15.00	   1128.8101	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	                           	F                	                          	R                 	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 89	R	CC	  15.00	   1139.2400	Olafsson 	Nannofossils                                 	C              	P                 	                          	F                              	R                          	                 	R                         	R                 	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 91	R	CC	  22.00	   1159.0200	Olafsson 	Nannofossils                                 	C              	P                 	                          	F                              	                           	F                	R                         	R                 	R                     	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 92	R	 1	  86.00	   1166.4600	Olafsson 	Nannofossils                                 	A              	M                 	                          	C                              	                           	C                	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 92	R	 2	  10.00	   1167.2000	Olafsson 	Nannofossils                                 	C              	M                 	                          	F                              	                           	F                	                          	R                 	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 92	R	CC	  19.00	   1167.5900	Olafsson 	Nannofossils                                 	F              	P                 	                          	                               	                           	                 	                          	R                 	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 93	R	 1	 103.00	   1176.3300	Olafsson 	Nannofossils                                 	F              	M                 	                          	                               	                           	R                	R                         	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 94	R	 1	 105.00	   1185.9500	Olafsson 	Nannofossils                                 	F              	M                 	                          	R                              	R                          	R                	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 94	R	 2	  52.00	   1186.9200	Olafsson 	Nannofossils                                 	F              	M                 	                          	R                              	                           	                 	                          	?                 	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 95	R	CC	  12.00	   1196.2200	Olafsson 	Nannofossils                                 	R              	M                 	                          	                               	R                          	                 	R                         	R                 	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN6               	NN7           	131	 808	C	 97	R	 1	  80.00	   1214.8000	Olafsson 	Nannofossils                                 	C              	M                 	                          	                               	F                          	F                	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN5               	              	131	 808	C	 97	R	CC	   0.00	   1215.6899	Olafsson 	Nannofossils                                 	R              	P                 	R                         	                               	R                          	R                	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN5               	              	131	 808	C	102	R	CC	  15.00	   1266.1500	Olafsson 	Nannofossils                                 	C              	M                 	R                         	                               	C                          	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN5               	              	131	 808	C	103	R	CC	   0.00	   1275.5699	Olafsson 	Nannofossils                                 	C              	P                 	R                         	R                              	R                          	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

  SR	Miocene          	                 	NN5               	              	131	 808	C	104	R	CC	   0.00	   1283.3600	Olafsson 	Nannofossils                                 	A              	P                 	R                         	F                              	C                          	                 	                          	                  	                      	                   	                       	                   	                     	                        	                   	                            	                       	                    	                        	                  	                    	                     	                         	                        	                       	from 131SR. Chapter 1. Table 3. page 9.

