Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Paragloborotalia acostaensis,Turborotalita quinqueloba,Paragloborotalia continuosa,Neogloboquadrina pachyderma (dextral),Globorotalia cf. Gr. zealandica,Globigerina praebulloides,Globigerina officinalis,Catapsydrax unicavus,Neogloboquadrina atlantica (sinistral),Neogloboquadrina atlantica (dextral),Globorotalia scitula,Globigerinoides ruber,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina sp. juv. sinistral,Neogloboquadrina sp. juv. dextral,Globoconella inflata,Globigerina bulloides,Orbulina universa,Neogloboquadrina cf. dutertrei,Comment
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 47,X, 2, 115.00,    440.8500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 47,X, 3, 115.00,    442.3500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 47,X, 5, 115.00,    445.0100,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 50,X, 2, 115.00,    469.8500,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,R                                   ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 51,X,CC,  36.00,    486.7100,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Pliocene         ,N. atlantica      ,              ,151, 911,A, 52,X, 2, 115.00,    488.4000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,C                        ,                       ,                    ,C                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Pliocene         ,N. atlantica      ,              ,151, 911,A, 52,X, 3, 115.00,    489.9000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,R                        ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Pliocene         ,N. atlantica      ,              ,151, 911,A, 52,X, 4, 115.00,    491.4000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,R                          ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Pliocene         ,N. atlantica      ,              ,151, 911,A, 53,X, 2, 113.00,    498.0700,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,R                   ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Pliocene         ,N. atlantica      ,              ,151, 911,A, 53,X, 3, 113.00,    499.5700,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,R                                   ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Pliocene         ,N. atlantica      ,              ,151, 911,A, 53,X, 4, 113.00,    501.0700,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,R                                   ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,                  ,              ,151, 911,A, 53,X, 5,  84.00,    502.0200,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,                  ,              ,151, 911,A, 53,X, 5, 111.00,    502.2900,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,                  ,              ,151, 911,A, 53,X, 5, 113.00,    502.3100,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,R                           ,R                        ,R                          ,R                                    ,R                              ,C                        ,R                      ,R                   ,                                      ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,                  ,              ,151, 911,A, 53,X, 6,  31.00,    502.8600,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,R                           ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
