Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Prinsius bisulcus	Ellipsolithus macellus	Ellipsolithus distichus	Cruciplacolithus edwardsii	Sphenolithus primus	Placozygus sigmoides	Ericsonia subpertusa	Cruciplacolithus tenuis	Cruciplacolithus primus (large)	Chiasmolithus danicus	Fasciculithus ulii	Fasciculithus pileatus	Fasciculithus magnicordis	Chiasmolithus bidens	Fasciculithus tympaniformis	Chiasmolithus consuetus	Fasciculithus bitectus	Ericsonia cava	Cruciplacolithus frequens	Bomolithus elegans	Ellipsolithus bollii	Sphenolithus anarrhopus	Heliolithus kleinpellii	Heliolithus cantabriae	Neochiastozygus digitosus	Discoaster mohleri	Fasciculithus clinatus	Discoaster robustus	Fasciculithus richardii	Discoaster multiradiatus	Campylosphaera eodela	Toweius tovae	Toweius eminens	Fasciculithus schaubii	Discoaster salisburgensis	Discoaster falcatus	Toweius pertusus	Fasciculithus involutus	Coccolithus pelagicus	Rhomboaster bramlettei	Tribrachiatus digitalis	Rhomboaster contortus	Discoaster diastypus	Tribrachiatus orthostylus	Zygrhablithus bijugatus	Neococcolithes protenus	Coccolithus eopelagicus	Toweius crassus	Lophodolithus nascens	Discoaster lodoensis	Sphenolithus conspicuus	Sphenolithus pseudoradians	Toweius gammation	Lophodolithus reniformis	Discoaster kuepperi	Campylosphaera dela	Rhabdosphaera inflata	Discoaster sublodoensis	Sphenolithus radians	Pseudotriquetrorhabdulus inversus	Discoaster saipanensis	Chiasmolithus solitus	Chiasmolithus expansus	Reticulofenestra dictyoda	Braarudosphaera discula	Braarudosphaera bigelowii	Sphenolithus stellatus	Nannotetrina quadrata	Nannotetrina fulgens	Lophodolithus acutus	Chiasmolithus gigas	Ericsonia formosa	Helicosphaera lophota	Discoaster barbadiensis	Coronocyclus nitescens	Sphenolithus furcatolithoides	Pedinocyclus larvalis	Ericsonia obruta	Chiasmolithus grandis	Nannotetrina pappii	Discoaster strictus	Prediscosphaera grandis	Sphenolithus furcatolithoides labradorensis	Rhabdosphaera tenuis	Reticulofenestra umbilica	Discoaster tanii ornatus	Blackites spinosus	Sphenolithus spiniger	Discoaster bifax	Sphenolithus moriformis	Ellipsolithus lajollaensis	Micrantholithus pinguis	Markalius inversus	Pemma papillatum	Sphenolithus obtusus	Discoaster tanii	Comment
  IR	                 	Middle Eocene    	                  	CP12b         	171	1050	A	 16	X	 3	  67.00	    147.2700	Watkins  	Nannofossils                                 	A              	M                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	F                    	                       	                    	                                 	F                     	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Middle Eocene    	                  	CP12b         	171	1050	A	 16	X	 5	  63.00	    150.2300	Watkins  	Nannofossils                                 	A              	M                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	F                    	C                      	F                   	F                                	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Middle Eocene    	                  	CP12b         	171	1050	A	 16	X	 6	  67.00	    151.7700	Watkins  	Nannofossils                                 	A              	M                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	+                    	+                      	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Early Eocene     	                  	CP11          	171	1050	A	 16	X	CC	  30.00	    153.3700	Self-Trail	Nannofossils                                 	A              	M                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	F                        	                       	                       	                       	F              	                     	C                   	                       	                          	R                	R                       	R                  	F                  	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	CP11a

  IR	                 	                 	                  	              	171	1050	A	 17	X	CC	  26.00	    157.9500	Mita     	Nannofossils                                 	T              	                  	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	R                      	                       	R                      	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	                 	                  	              	171	1050	A	 18	X	CC	  19.00	    168.9200	Mita     	Nannofossils                                 	               	                  	                 	R                     	                       	                          	                   	                    	                    	R                      	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	R                      	                       	                       	               	                     	                    	                       	R                         	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	                 	                  	              	171	1050	A	 19	X	CC	  31.00	    182.1600	Mita     	Nannofossils                                 	F              	P                 	                 	R                     	                       	                          	                   	F                   	                    	R                      	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	                 	                  	              	171	1050	A	 20	X	CC	  32.00	    191.8200	Mita     	Nannofossils                                 	               	                  	                 	R                     	                       	                          	                   	                    	                    	R                      	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	R                      	                       	R                      	               	                     	                    	R                      	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Early Eocene     	                  	CP11          	171	1050	A	 21	X	 1	  65.00	    190.2500	Watkins  	Nannofossils                                 	A              	M                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	R                       	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	F                        	                       	                       	                       	F              	F                    	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Early Eocene     	                  	CP11          	171	1050	A	 21	X	 2	  64.00	    191.7400	Watkins  	Nannofossils                                 	A              	M                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	R                       	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	R                        	                       	                       	                       	F              	                     	F                   	R                      	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Early Eocene     	                  	CP11          	171	1050	A	 21	X	 3	  64.00	    193.2400	Watkins  	Nannofossils                                 	A              	G                 	                 	R                     	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	F                        	F                      	                       	                       	F              	R                    	F                   	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	CP11a

  IR	                 	Early Eocene     	                  	CP9b          	171	1050	A	 21	X	 4	  60.00	    194.7000	Watkins  	Nannofossils                                 	A              	M                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	R                       	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	F                        	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	No D. lodoensis, No R. contortus

  IR	                 	Early Eocene     	                  	CP9b          	171	1050	A	 21	X	CC	  23.00	    199.2900	Mita     	Nannofossils                                 	               	                  	                 	R                     	                       	                          	                   	R                   	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	R                      	R                      	R                      	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Early Eocene     	                  	CN9b          	171	1050	A	 22	X	 5	  68.00	    205.8800	Watkins  	Nannofossils                                 	A              	M                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	F                        	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	No D. lodoensis

  IR	                 	Early Eocene     	                  	CN9b          	171	1050	A	 22	X	 6	  69.00	    207.3900	Watkins  	Nannofossils                                 	A              	M                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	+                   	+                        	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Early Eocene     	                  	CN9a          	171	1050	A	 22	X	CC	  29.00	    208.9700	Self-Trail	Nannofossils                                 	A              	P                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	C                        	                   	                	                       	                     	                      	F                      	F                    	R                   	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Early Eocene     	                  	CP9a          	171	1050	A	 23	X	CC	  42.00	    218.6900	Self-Trail	Nannofossils                                 	A              	P                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	F                       	                     	             	               	                      	                         	                   	                	                       	                     	F                     	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	No Rh. contortus

  IR	                 	Paleogene        	                  	              	171	1050	A	 24	X	CC	  37.00	    228.2200	Self-Trail	Nannofossils                                 	F              	P                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	R                    	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	Nondiagnostic

  IR	                 	Late Paleocene   	                  	CP8           	171	1050	A	 25	X	CC	  28.00	    228.2800	Self-Trail	Nannofossils                                 	F              	P                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	+                       	                     	             	               	                      	                         	                   	                	                       	+                    	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	Poor preservation, Forams indicate a early Eocene age

  IR	                 	Late Paleocene   	                  	CP8           	171	1050	A	 26	X	 1	   0.00	    237.7000	Watkins  	Nannofossils                                 	A              	M                 	                 	                      	R                      	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	F                          	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	C               	F                      	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	Zone CP 8b

  IR	                 	Late Paleocene   	                  	CP8           	171	1050	A	 26	X	CC	  22.00	    242.0100	Self-Trail	Nannofossils                                 	A              	M                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	C                       	F                    	F            	C              	R                     	F                        	F                  	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	CP 8b

  IR	                 	Late Paleocene   	                  	CP8           	171	1050	A	 27	X	CC	  23.00	    249.1200	Self-Trail	Nannofossils                                 	A              	G                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	                           	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	+                       	+                    	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	CP 8b

  IR	                 	Late Paleocene   	                  	CP8           	171	1050	A	 28	X	 3	  62.00	    250.9200	Watkins  	Nannofossils                                 	A              	G                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	+                          	                       	                      	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	+                      	+                       	+                    	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Late Paleocene   	                  	              	171	1050	A	 28	X	CC	  32.00	    255.3800	Watkins  	Nannofossils                                 	T              	                  	                 	F                     	                       	                          	C                  	                    	                    	F                      	                               	                     	                  	                      	                         	                    	F                          	C                      	                      	              	                         	                  	R                   	C                      	                       	                      	                         	R                 	F                     	A                  	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	mid late Paleocene

  IR	                 	Late Paleocene   	                  	              	171	1050	A	 29	X	CC	  38.00	    266.8200	Mita     	Nannofossils                                 	C              	M                 	                 	R                     	                       	                          	                   	R                   	                    	R                      	                               	                     	                  	                      	                         	                    	R                          	R                      	                      	              	                         	                  	                    	                       	                       	                      	R                        	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Late Paleocene   	                  	CP6           	171	1050	A	 30	X	 4	  68.00	    271.6800	Watkins  	Nannofossils                                 	A              	G                 	                 	+                     	                       	                          	+                  	                    	                    	                       	                               	                     	                  	                      	                         	                    	+                          	                       	                      	              	                         	                  	                    	+                      	                       	+                     	                         	+                 	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Late Paleocene   	                  	CP6           	171	1050	A	 30	X	 5	  67.00	    273.1700	Watkins  	Nannofossils                                 	A              	M                 	                 	                      	                       	                          	+                  	                    	                    	                       	                               	                     	                  	                      	                         	+                   	+                          	                       	                      	              	                         	                  	                    	+                      	                       	                      	                         	+                 	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Late Paleocene   	                  	CP5           	171	1050	A	 30	X	 6	  65.00	    274.6500	Watkins  	Nannofossils                                 	A              	M                 	                 	+                     	                       	                          	                   	                    	                    	+                      	                               	+                    	                  	                      	                         	+                   	                           	                       	                      	              	                         	                  	                    	+                      	+                      	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Late Paleocene   	                  	CP5           	171	1050	A	 30	X	CC	  14.00	    276.1100	Mita     	Nannofossils                                 	C              	M                 	                 	R                     	                       	                          	R                  	R                   	                    	R                      	                               	                     	                  	                      	                         	                    	R                          	R                      	                      	              	                         	                  	                    	                       	F                      	                      	R                        	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Late Paleocene   	                  	CP5           	171	1050	A	 31	X	 3	  61.00	    278.5700	Watkins  	Nannofossils                                 	A              	M                 	F                	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	F                          	F                      	                      	              	                         	                  	                    	F                      	R                      	R                     	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Late Paleocene   	                  	CP4           	171	1050	A	 31	X	 7	  65.00	    284.6100	Watkins  	Nannofossils                                 	A              	M                 	F                	R                     	                       	                          	F                  	                    	                    	                       	                               	                     	R                 	                      	                         	                    	F                          	F                      	                      	              	                         	                  	R                   	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	Upper CP4

  IR	                 	Late Paleocene   	                  	CP4           	171	1050	A	 31	X	CC	  40.00	    285.9500	Watkins  	Nannofossils                                 	A              	G                 	                 	                      	                       	                          	                   	                    	                    	                       	                               	                     	                  	                      	                         	                    	F                          	                       	                      	              	F                        	F                 	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	Late CP4

  IR	                 	Late Paleocene   	                  	CP4           	171	1050	A	 32	X	CC	  27.00	    291.7300	Watkins  	Nannofossils                                 	A              	M                 	+                	                      	                       	                          	                   	                    	+                   	+                      	                               	                     	                  	                      	                         	                    	+                          	                       	                      	+             	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Late Paleocene   	                  	CP4           	171	1050	A	 33	X	CC	  36.00	    298.1100	Watkins  	Nannofossils                                 	A              	G                 	C                	R                     	                       	                          	C                  	                    	                    	R                      	                               	F                    	R                 	R                     	                         	                    	R                          	F                      	F                     	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

  IR	                 	Late Paleocene   	                  	CP4           	171	1050	A	 34	X	 1	  71.00	    296.0100	Watkins  	Nannofossils                                 	               	                  	                 	                      	                       	                          	+                  	                    	                    	                       	                               	+                    	+                 	+                     	                         	+                   	+                          	+                      	+                     	              	                         	                  	                    	                       	                       	                      	                         	                  	                      	                   	                       	                        	                     	             	               	                      	                         	                   	                	                       	                     	                      	                       	                     	                    	                         	                       	                       	                       	               	                     	                    	                       	                          	                 	                        	                   	                   	                     	                       	                    	                                 	                      	                     	                      	                         	                       	                         	                      	                     	                    	                    	                   	                 	                     	                       	                      	                             	                     	                	                     	                   	                   	                       	                                           	                    	                         	                        	                  	                     	                	                       	                          	                       	                  	                	                    	                	       

