Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus moriformis,Reticulofenestra umbilica,Reticulofenestra pseudogammation,Reticulofenestra hillae,Neococcolithes dubius,Ericsonia formosa,Discoaster tanii nodifer,Coccolithus pelagicus,Chiasmolithus solitus,Chiasmolithus expansus,Nannotetrina cristata,Discoaster barbadiensis,Coccolithus eopelagicus,Chiasmolithus grandis,Reticulofenestra samodurovii,Reticulofenestra hampdenensis,Reticulofenestra floridana,Reticulofenestra reticulata,Reticulofenestra hesslandii,Lanternithus minutus,Reticulofenestra oamaruensis,Discoaster tanii,Markalius inversus,Discoaster strictus,Blackites tenuis,Pseudotriquetrorhabdulus inversus,Reticulofenestra onusta,Discoaster sp. (overgrown),Discoaster distinctus,Coccolithus formosus,Blackites spinosus,Sphenolithus (all Sphenolithus taxa),Helicosphaerid (all Helicosphaerid taxa),Discoaster (all Discoaster taxa),Chiasmoliths (all Chiasmolith taxa),Reticulofenestra daviesii,Braarudosphaera bigelowii,Pontosphaera sp.,Discoaster saipanensis,Helicosphaera compacta,Chiasmolithus titus,Discoaster binodosus,Chiasmolithus altus,Clausicoccus fenestratus,Chiasmolithus oamaruensis,Scampanella sp.,Pontosphaera versa,Reticulofenestra bisecta,Helicopontosphaera reticulata,Reticulofenestra abisecta,Markalius apertus,Isthmolithus recurvus,Cyclicargolithus floridanus,Clausicoccus subdistichus,Discoaster deflandrei,Cyclicargolithus abisectus,Coccolithus pelagicus floralis,Reticulofenestra gelida,Reticulofenestra pseudoumbilica,Discoaster sp.,Helicosphaera sp.,Calcidiscus leptoporus,Reticulofenestra producta,Reticulofenestra perplexa,Calcidiscus macintyrei,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B,  9,H, 5,  70.00,     73.3000,Aubry    ,Nannofossils                                 ,A              ,M-P               ,                       ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,A                            ,A                         ,                           ,C                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,F                        ,               ,                  ,                        ,                             ,R                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,C. altus          ,              ,120, 748,B,  9,H, 6,  10.00,     74.2000,Wei      ,Nannofossils                                 ,V              ,M                 ,                       ,                       ,r                        ,                                ,                       ,                     ,                 ,                        ,A                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,A                          ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B,  9,H, 6,  70.00,     74.8000,Aubry    ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,R                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,F                            ,A                         ,                           ,C                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,F                        ,               ,                  ,                        ,                             ,R                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,C. altus          ,              ,120, 748,B,  9,H, 7,  10.00,     75.7000,Wei      ,Nannofossils                                 ,V              ,M                 ,                       ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,V                          ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B,  9,H,CC,   8.00,     76.2900,Aubry    ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,r                        ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,R                            ,R                         ,                           ,A                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,F                        ,               ,                  ,                        ,                             ,R                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,C. altus          ,              ,120, 748,B, 10,H, 1,  10.00,     76.2000,Wei      ,Nannofossils                                 ,V              ,M                 ,                       ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,18.4%                              ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,C                       ,                             ,                         ,                 ,                     ,A                          ,                         ,                     ,R                         ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B, 10,H, 1,  70.00,     76.8000,Aubry    ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,R                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,R                            ,R                         ,                           ,A                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,F                        ,               ,                  ,r                       ,                             ,F                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,C. altus          ,              ,120, 748,B, 10,H, 2,   9.00,     77.6900,Wei      ,Nannofossils                                 ,V              ,M                 ,                       ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,16.7%                              ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,F                       ,                             ,                         ,                 ,                     ,A                          ,                         ,                     ,F                         ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B, 10,H, 2,  68.00,     78.2800,Aubry    ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,C                            ,A                         ,                           ,R                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,                        ,                             ,C                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,C. altus          ,              ,120, 748,B, 10,H, 3,  10.00,     79.2000,Wei      ,Nannofossils                                 ,V              ,M                 ,                       ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,25.8%                              ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,V                  ,                        ,                         ,               ,                  ,C                       ,                             ,                         ,                 ,                     ,A                          ,                         ,                     ,C                         ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B, 10,H, 3,  70.00,     79.8000,Aubry    ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,F                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,C                            ,A                         ,                           ,R                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,F                        ,               ,                  ,                        ,                             ,R                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,C. altus          ,              ,120, 748,B, 10,H, 4,  10.00,     80.7000,Wei      ,Nannofossils                                 ,V              ,M                 ,F                      ,R                      ,                         ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,r                           ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,21.1%                              ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,R                       ,                             ,                         ,                 ,                     ,A                          ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B, 10,H, 4,  70.00,     81.3000,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,F                      ,                         ,                                ,                       ,                     ,                 ,                        ,F                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,R                            ,C                         ,                           ,R                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,F                        ,               ,                  ,                        ,                             ,R                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,C. altus          ,              ,120, 748,B, 10,H, 5,  10.00,     82.2000,Wei      ,Nannofossils                                 ,V              ,M                 ,R                      ,R                      ,r                        ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,25.1%                              ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,C                       ,                             ,                         ,                 ,                     ,F                          ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B, 10,H, 5,  70.00,     82.8000,Aubry    ,Nannofossils                                 ,A              ,M-P               ,C                      ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,F                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,A                            ,C                         ,                           ,C                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,F                        ,               ,                  ,                        ,                             ,R                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,C. altus          ,              ,120, 748,B, 10,H, 6,  10.00,     83.7000,Wei      ,Nannofossils                                 ,V              ,M                 ,                       ,                       ,r                        ,                                ,                       ,                     ,                 ,                        ,A                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,20.0%                              ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,V                  ,                        ,                         ,               ,                  ,C                       ,                             ,                         ,                 ,                     ,R                          ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B, 10,H,CC,  15.00,     84.2900,Aubry    ,Nannofossils                                 ,A              ,M/G               ,                       ,F                      ,r                        ,                                ,r                      ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,C                            ,R                         ,                           ,C                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,F                        ,               ,                  ,                        ,                             ,F                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B, 11,H, 1,  70.00,     86.3000,Aubry    ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,C                            ,C                         ,                           ,R                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,F                        ,               ,                  ,                        ,                             ,C                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,Late Oligocene   ,C. altus          ,              ,120, 748,B, 11,H, 2,  10.00,     87.2000,Wei      ,Nannofossils                                 ,V              ,M                 ,R                      ,R                      ,r                        ,                                ,                       ,                     ,                 ,                        ,A                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,33.0%                              ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,V                  ,                        ,                         ,               ,                  ,C                       ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B, 11,H, 2,  70.00,     87.8000,Aubry    ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,r                        ,                                ,r                      ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,C                            ,C                         ,                           ,R                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,F                        ,               ,                  ,                        ,                             ,C                        ,                 ,r                    ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,Late Oligocene   ,C. altus          ,              ,120, 748,B, 11,H, 3,  10.00,     88.7000,Wei      ,Nannofossils                                 ,V              ,M                 ,R                      ,                       ,r                        ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,r                           ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,44.4%                              ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,R                       ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,A                         ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,NP23              ,NP25          ,120, 748,B, 11,H, 3,  70.00,     89.3000,Aubry    ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                         ,                                ,                       ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,C                            ,A                         ,                           ,R                          ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,F                        ,               ,                  ,                        ,                             ,R                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,Late Oligocene   ,C. altus          ,              ,120, 748,B, 11,H, 4,  10.00,     90.2000,Wei      ,Nannofossils                                 ,V              ,M                 ,F                      ,                       ,r                        ,                                ,                       ,                     ,                 ,                        ,F                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,30.6%                              ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,R                       ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,V                         ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
