Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Tectatodinium sp. III	Tectatodinium sp. II	Tectatodinium sp. I	Tectatodinium simplex	Tectatodinium pellitum	Spiniferites spp.	Spiniferites sp. "TS"	Spiniferites scabratus	Spiniferites rubinus	Spiniferites pseudofurcatus	Spiniferites elongatus	Spiniferites bentorii	Selenopemphix nephroides	Quinquecuspis spp.	Platycystidia sp. 1	Peridinium faeroense	Pediastrum sp.	Palaeostomocystis spp.	Operculodinium wallii	Operculodinium sp.	Operculodinium longispinigerum	Operculodinium israelianum	Operculodinium echigoense	Operculodinium crassum	Operculodinium centrocarpum	Nematosphaeropsis oblonga	Nematosphaeropsis lemniscata	Nematosphaeropsis labyrinthea	Melitasphaeridium choanophorum	Lingulodinium machaerophorum	Impletosphaeridium spp.	Impagidinium spp.	Impagidinium sphaericum	Impagidinium pallidum	Impagidinium multiplexum	Hystrichokolpoma sp.	Filisphaera filifera	Dinocyst sp. 1	Cymatiosphaera sp. 1	Cordosphaeridium sp. 1	Brigantedinium sp. group B	Brigantedinium sp. group A	Bitectatodinium tepikiense	Batiacasphaera sphaerica	Amiculosphaera umbracula	Achomosphaera sp. A	Achomosphaera ramulifera	Achomosphaera andalousiensis	?Labyrinthodinium sp. 1	Stelladinium reidii	Selenopemphix cf. sp. B	Polysphaeridium zoharyi	Multispinula minuta	Brigantedinium simplex	Comment

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 20	H	 3	 135.00	    182.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	R                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	R                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	R                    	-                       	-                   	-                   	-             	-                   	-                     	C                         	A                         	R                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 23	H	 4	 132.00	    199.9200	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	R                   	R                  	R                    	R                     	C                	R                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	R                    	-                 	-                             	-                         	-                        	R                     	R                          	-                        	-                           	R                            	-                             	R                           	-                      	R                	R                      	-                    	-                       	R                   	R                   	C             	-                   	-                     	-                         	R                         	R                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 23	H	 5	  35.00	    200.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	C                   	R                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	-             	R                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	R                           	R                            	-                             	R                           	-                      	-                	-                      	-                    	-                       	-                   	R                   	R             	C                   	-                     	R                         	-                         	R                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 23	H	 5	  85.00	    200.9500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C                    	C                   	C                  	-                    	-                     	-                	R                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	R                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	C             	-                   	-                     	-                         	R                         	R                         	-                       	-                       	R                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 23	H	 5	 135.00	    201.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	R                   	R                  	-                    	-                     	C                	-                    	-                     	R                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	R                   	C             	R                   	-                     	C                         	-                         	-                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 24	H	 1	  35.00	    201.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	R                  	-                    	R                     	C                	-                    	-                     	R                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	C             	-                     	-                    	-                 	-                             	-                         	-                        	R                     	R                          	-                        	-                           	R                            	-                             	R                           	C                      	R                	-                      	-                    	-                       	-                   	R                   	R             	R                   	-                     	R                         	-                         	-                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 24	H	 1	  85.00	    201.9500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	C                   	C                  	-                    	R                     	C                	-                    	-                     	-                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	R                     	-                          	-                        	-                           	-                            	-                             	R                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	C             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	R                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 24	H	 1	 135.00	    202.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	-                  	-                    	R                     	-                	R                    	-                     	R                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	R                          	-                        	-                           	R                            	-                             	R                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	C             	-                   	-                     	-                         	-                         	R                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 24	H	 2	  35.00	    202.9500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	R                  	-                    	-                     	C                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	R                        	-                           	R                            	-                             	R                           	-                      	-                	-                      	-                    	-                       	R                   	R                   	R             	R                   	-                     	C                         	R                         	C                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 24	H	 2	  85.00	    203.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	C                   	R                  	R                    	R                     	R                	-                    	-                     	-                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	R                            	-                             	R                           	-                      	-                	-                      	-                    	-                       	-                   	R                   	C             	R                   	-                     	R                         	-                         	R                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 24	H	 3	  35.00	    204.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	C                   	R                  	R                    	R                     	C                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	R                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	R                   	R                   	C             	R                   	-                     	R                         	-                         	R                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 24	H	 3	  85.00	    204.9500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	C                    	R                   	R                  	-                    	R                     	C                	-                    	-                     	-                   	-                          	-                     	R                    	R                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	R                     	-                          	-                        	-                           	R                            	-                             	R                           	-                      	-                	-                      	-                    	R                       	R                   	R                   	C             	R                   	-                     	R                         	C                         	R                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 24	H	 3	 135.00	    205.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	C                   	R                  	R                    	-                     	C                	-                    	-                     	-                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	R             	-                     	-                    	-                 	-                             	-                         	-                        	R                     	-                          	-                        	-                           	R                            	-                             	R                           	-                      	-                	-                      	R                    	-                       	-                   	R                   	R             	C                   	-                     	R                         	-                         	C                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 28	H	 1	  35.00	    216.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	C                   	-                  	R                    	R                     	R                	-                    	-                     	-                   	-                          	C                     	-                    	R                       	-                 	-                  	-                   	-             	-                     	-                    	R                 	-                             	-                         	-                        	-                     	C                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	R                   	R             	C                   	-                     	-                         	-                         	R                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 28	H	 1	  85.00	    216.9500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 28	H	 1	 135.00	    217.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 28	H	 2	  35.00	    217.9500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	A                   	-                  	R                    	R                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	-             	R                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	C             	-                   	-                     	R                         	-                         	R                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 28	H	CC	  31.00	    221.4900	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	R                    	-                     	R                	-                    	-                     	-                   	-                          	-                     	-                    	?                       	-                 	-                  	-                   	-             	-                     	-                    	R                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	R                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	C                   	-                     	C                         	R                         	C                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 29	H	 1	  35.00	    221.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	-                    	-                     	C                	R                    	-                     	-                   	-                          	-                     	-                    	C                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	C                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	R             	C                   	-                     	C                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 29	H	 1	  85.00	    221.9500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	R                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	R             	R                   	-                     	C                         	C                         	R                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 29	H	 1	 135.00	    222.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	C                   	-                  	-                    	R                     	C                	R                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	R                 	-                             	-                         	-                        	R                     	R                          	R                        	-                           	R                            	-                             	C                           	C                      	R                	R                      	R                    	-                       	-                   	-                   	C             	R                   	-                     	C                         	C                         	R                         	-                       	R                       	R                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 29	H	 2	  35.00	    222.9500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	-                  	-                    	R                     	R                	-                    	-                     	R                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	C             	-                     	-                    	-                 	-                             	-                         	-                        	R                     	C                          	-                        	-                           	R                            	-                             	R                           	R                      	R                	-                      	R                    	-                       	R                   	-                   	C             	-                   	-                     	-                         	C                         	R                         	-                       	C                       	R                  	R                       	-                           	-                      	                   	                       	                       	                   	                      	Black spores = C;  from ODP 104 SR Chapter 31 Figure 8 p 597

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 29	H	 2	  85.00	    223.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	C                   	C                  	-                    	-                     	R                	-                    	-                     	-                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	C                           	-                      	R                	-                      	-                    	-                       	-                   	-                   	-             	R                   	-                     	-                         	R                         	C                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	                 	                 	                  	              	104	 644	A	 29	H	 3	  35.00	    224.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	-                    	-                     	-                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	R             	-                     	-                    	-                 	-                             	-                         	-                        	-                     	-                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	-                   	-                     	-                         	-                         	-                         	-                       	-                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	Black spores = R; from ODP 104 SR Chapter 31 Figure 8 p 597

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 29	H	 3	  85.00	    224.9500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	-                  	-                    	-                     	C                	-                    	-                     	R                   	-                          	-                     	-                    	-                       	-                 	-                  	-                   	-             	-                     	-                    	-                 	R                             	-                         	-                        	R                     	R                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	R                   	-             	C                   	-                     	C                         	-                         	-                         	-                       	R                       	-                  	-                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 29	H	 3	 135.00	    225.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	-                  	-                    	-                     	R                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	R                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	R                        	-                     	C                          	-                        	-                           	-                            	-                             	-                           	-                      	-                	-                      	-                    	-                       	-                   	-                   	-             	C                   	-                     	C                         	-                         	C                         	-                       	-                       	-                  	-                       	-                           	R                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 31	H	 2	  35.00	    233.9500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	-                  	-                    	-                     	R                	R                    	-                     	-                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	-             	-                     	-                    	R                 	R                             	-                         	R                        	R                     	C                          	-                        	-                           	-                            	-                             	R                           	R                      	-                	-                      	-                    	-                       	R                   	R                   	-             	R                   	-                     	-                         	R                         	R                         	R                       	R                       	-                  	-                       	R                           	R                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 31	H	 2	 135.00	    234.9500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	-                  	-                    	R                     	R                	-                    	-                     	R                   	-                          	-                     	-                    	R                       	R                 	-                  	-                   	-             	-                     	-                    	-                 	-                             	-                         	-                        	R                     	C                          	-                        	R                           	-                            	R                             	R                           	R                      	-                	-                      	-                    	-                       	R                   	R                   	-             	R                   	-                     	R                         	R                         	-                         	-                       	R                       	-                  	R                       	-                           	R                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 31	H	 3	  35.00	    235.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	-                    	-                     	R                	-                    	-                     	-                   	-                          	-                     	-                    	-                       	-                 	R                  	-                   	-             	-                     	R                    	-                 	-                             	-                         	-                        	-                     	C                          	R                        	-                           	-                            	-                             	C                           	-                      	R                	-                      	-                    	-                       	R                   	-                   	-             	-                   	-                     	-                         	-                         	R                         	-                       	-                       	-                  	R                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596

  SR	Late Pliocene    	                 	PM2 (Mudie1989)   	              	104	 644	A	 31	H	 4	  85.00	    237.4500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	R                  	-                    	-                     	C                	-                    	-                     	-                   	-                          	-                     	-                    	R                       	-                 	-                  	-                   	-             	R                     	-                    	-                 	-                             	-                         	-                        	-                     	C                          	R                        	R                           	R                            	-                             	-                           	R                      	-                	-                      	-                    	-                       	-                   	R                   	R             	R                   	-                     	C                         	R                         	R                         	-                       	R                       	-                  	R                       	-                           	-                      	                   	                       	                       	                   	                      	from ODP 104 SR Chapter 31 Figure 8 p 596
