Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix longissima,Thalassiosira sp. B,Thalassiosira pacifica,Thalassiosira oestrupii,Thalassiosira lineata,Thalassiosira jouseae,Thalassiosira eccentrica,Thalassionema schraderi,Thalassionema nitzschioides,Stephanopyxis spp.,Rhizosolenia bergonii,Rhaphoneis paralis,Pseudopodosira spp.,Paralia sulcata,Neodelphineis pelagica,Melosira westii,Melosira architecturalis,Koizumia tatsunokuchiensis,Freshwater species,Diploneis spp.,Cymatosira immunis,Coscinodiscus radiatus,Chaetoceros spp. (resting spores),Biddulphia spp.,Actinoptychus senarius,Actinocyclus octonarius,Thalassiosira convexa,Stephanopyxis turris,Rhizosolenia styliformis,Rhizosolenia hebetata,Rhaphoneis spp.,Rhaphoneis amphiceros,Koizumia adaroi,Hyalodiscus sp. A,Hemidiscus ovalis,Goniothecium sp.,Delphineis spp.,Cyclotella striata,Coscinodiscus marginatus,Azpeitia nodulifera,Trachyneis aspera,Thalassiothrix acuta,Thalassionema nitzschioides  var. parva,Grammatophora spp.,Cavitatus jouseanus,Bacteriastrum spp.,Actinocyclus curvatulus,Hemiaulus spp.,Delphineis surirella,Thalassiosira spp.,Thalassionema hirosakiensis,Cyclotella styroleum,Nitzschia cylindrica,Triceratium spp.,Azpeitia vetustissima,Rhizosolenia setigera,Proboscia alata,Melosira spp.,Glyphodesmis acus,Nitzschia fossilis,Thalassiosira nidulus,Trigonium alternans,Thalassiothrix frauenfeldii,Nitzschia marina,Azpeitia tabularis,Asterolampra sp.,Actinoptychus splendens,Planktoniella  sol,Hantzschia amphioxys,Cyclotella sp.,Thalassiosira sp. C,Delphineis angustata,Coscinodiscus obscurus,Rhizosolenia spp.,Nitzschia lorenziana,Nitzschia constricta,Thalassiosira zabellinae,Porosira pseudodenticulata,Thalassionema bacillaris,Nitzschia jouseae,Nitzschia bicapitata,Lyrella hennedyii,Hemidiscus cuneiformis,Synedra indica,Denticulopsis dimorpha,Coscinodiscus nitidus,Coscinodiscus denarius,Thalassiosira symmetrica,Thalassiosira tetraoestrupii,Nitzschia reinholdii,Epithemia spp.,Coscinodiscus perforatus,Thalassiosira leptopus,Thalassiosira ferelineata,Thalassiosira trifulta,Roperia tesselata,Actinocyclus ingens,Thalassiosira plicata,Thalassiosira anguste-lineata,Hyalodiscus sp. B,Thalassiosira manifesta,Tetracyclus emarginatus,Nitzschia granulata,Actinoptychus heliopelta,Rossiella paleacea,Porosira glacialis,Nitzschia rolandii,Nitzschia panduriformis,Actinocyclus elongatus,Thalassiosira symbolophora,Denticulopsis hustedtii,Coscinodiscus aff. C. antimimos,Bacillaria paxillifer,Actinoptychus intermedius,Coscinodiscus plicatus,Plagiogramma sp.,Cyclotella sp. 1,Actinocyclus spp.,Synedra ulna,Coscinodiscus spp.,Thalassiothrix robusta,Stauroneis spp.,Asteromphalus arachne,Nitzschia spp.,Azpeitia africana,Actinoptychus vulgaris,Pleurosigma spp.,Fragilariopsis doliolus,Rossiella spp.,Neodenticula seminae,Coscinodiscus oculus-iridis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 38,X, 3,  30.00,    301.8000,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,3                          ,                  ,                     ,                  ,                   ,14             ,                      ,1              ,1                       ,                          ,0                 ,              ,                  ,                      ,5                                ,               ,2                     ,                       ,                     ,1                   ,                        ,                     ,               ,1                    ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,1                 ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,1               ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 25; Age Est 3.58Ma; Abundance 15.2 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 39,X, 1,  30.00,    308.4000,Okada    ,Diatoms                                      ,               ,                  ,                         ,1                  ,                      ,                       ,                     ,                     ,                        ,                       ,2                          ,                  ,                     ,                  ,1                  ,12             ,                      ,1              ,                        ,                          ,0                 ,1             ,                  ,                      ,3                                ,               ,                      ,                       ,                     ,2                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,1              ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 21; Age Est 3.62Ma; Abundance 12.4 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 39,X, 6,  30.00,    315.9000,Okada    ,Diatoms                                      ,               ,                  ,1                        ,1                  ,                      ,2                      ,1                    ,                     ,1                       ,                       ,8                          ,                  ,                     ,                  ,2                  ,72             ,                      ,6              ,                        ,4                         ,0                 ,              ,                  ,                      ,33                               ,1              ,1                     ,                       ,                     ,2                   ,                        ,                     ,               ,1                    ,               ,1                ,                 ,                ,               ,                  ,                        ,                   ,1                ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,1                    ,               ,             ,                 ,1                 ,                     ,1                  ,1                          ,1               ,1                 ,1               ,2                      ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 111; Age Est 3.67Ma; Abundance 68.4 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 41,X, 4,  29.00,    323.4900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,1                    ,                     ,                        ,                       ,                           ,                  ,                     ,                  ,                   ,9              ,                      ,               ,                        ,                          ,0                 ,              ,                  ,1                     ,3                                ,               ,                      ,                       ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,1                  ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,1                          ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,1                    ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 14; Age Est 3.72Ma; Abundance 8.57 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 42,X, 2,  30.00,    329.2000,Okada    ,Diatoms                                      ,               ,                  ,1                        ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,5                          ,                  ,                     ,                  ,                   ,               ,                      ,4              ,                        ,                          ,0                 ,              ,                  ,                      ,16                               ,               ,1                     ,1                      ,                     ,1                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,1                  ,                 ,                    ,1                                      ,                  ,                   ,                  ,1                      ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 15; Age Est 3.88Ma; Abundance 9.2 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 43,X, 2,  26.00,    338.7000,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,2                          ,                  ,                     ,                  ,                   ,18             ,                      ,3              ,                        ,                          ,1                 ,              ,1                 ,                      ,10                               ,1              ,                      ,                       ,                     ,1                   ,                        ,                     ,               ,1                    ,2              ,                 ,                 ,                ,               ,                  ,                        ,1                  ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,1                    ,               ,             ,                 ,1                 ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 32; Age Est 4.43Ma; Abundance 19.3 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 44,X, 1,  32.00,    347.0200,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,1                    ,                     ,                        ,                       ,8                          ,                  ,                     ,1                 ,1                  ,150            ,                      ,20             ,                        ,                          ,0                 ,1             ,                  ,                      ,42                               ,               ,2                     ,2                      ,                     ,3                   ,1                       ,                     ,               ,3                    ,               ,                 ,                 ,                ,               ,                  ,2                       ,                   ,1                ,1                   ,                                       ,3                 ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,1                    ,1              ,1            ,1                ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 202; Age Est 4.49Ma; Abundance 110 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 44,X, 6,  30.00,    354.5000,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,                           ,                  ,                     ,                  ,                   ,3              ,                      ,               ,1                       ,                          ,0                 ,              ,                  ,                      ,0                                ,               ,                      ,                       ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 4; Age Est 4.54Ma; Abundance 2.46 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 46,X, 1,  30.00,    366.2000,Okada    ,Diatoms                                      ,               ,                  ,1                        ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,1                          ,                  ,                     ,                  ,1                  ,31             ,                      ,3              ,                        ,                          ,0                 ,2             ,                  ,2                     ,7                                ,               ,2                     ,1                      ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,1                   ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 45; Age Est 4.63Ma; Abundance 27.4 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 46,X, 3,  26.00,    368.9100,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,3                          ,                  ,                     ,                  ,1                  ,17             ,1                     ,4              ,                        ,                          ,0                 ,1             ,                  ,                      ,11                               ,               ,1                     ,1                      ,                     ,1                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 29; Age Est 4.65Ma; Abundance 17.6 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 47,X, 1,  30.00,    375.9000,Okada    ,Diatoms                                      ,               ,                  ,1                        ,                   ,                      ,1                      ,                     ,                     ,                        ,                       ,                           ,                  ,                     ,1                 ,                   ,13             ,                      ,5              ,                        ,                          ,1                 ,1             ,                  ,                      ,5                                ,1              ,                      ,                       ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,1                       ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,1             ,                    ,                  ,                           ,                    ,                    ,                ,1                    ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 25; Age Est 4.69Ma; Abundance 15.1 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 48,X, 1,  27.00,    385.5700,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,1                    ,                        ,                       ,2                          ,                  ,                     ,                  ,1                  ,19             ,                      ,3              ,1                       ,                          ,0                 ,              ,                  ,                      ,8                                ,1              ,                      ,1                      ,                     ,1                   ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,1                   ,                                       ,1                 ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,1               ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 32; Age Est 4.76Ma; Abundance 19.3 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 48,X, 5,  27.00,    391.5700,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,1                    ,2                       ,                       ,2                          ,                  ,                     ,1                 ,1                  ,31             ,                      ,1              ,                        ,                          ,1                 ,              ,                  ,                      ,15                               ,               ,1                     ,                       ,                     ,                    ,                        ,                     ,1              ,                     ,               ,                 ,                 ,1               ,               ,1                 ,1                       ,                   ,                 ,                    ,                                       ,1                 ,1                  ,                  ,                       ,              ,                    ,                  ,                           ,                    ,1                   ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 45; Age Est 4.81Ma; Abundance 26.8 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 50,X,CC,   0.00,    399.4700,Okada    ,Diatoms                                      ,               ,                  ,1                        ,1                  ,2                     ,3                      ,2                    ,                     ,2                       ,                       ,13                         ,                  ,1                    ,6                 ,1                  ,99             ,                      ,12             ,                        ,2                         ,2                 ,1             ,                  ,                      ,41                               ,               ,5                     ,4                      ,                     ,2                   ,                        ,                     ,               ,1                    ,               ,1                ,                 ,                ,               ,                  ,1                       ,                   ,                 ,2                   ,                                       ,                  ,                   ,                  ,                       ,              ,1                   ,1                 ,1                          ,1                   ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 165; Age Est 4.86Ma; Abundance 100 10^4/g; from 164SR.Ch 35.Table 1.
