Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Uvigerina spp.,Unilocular species,Tosaia hanzawai,Siphotextularia catenata,Pullenia zaandamae,Pullenia sp.,Pullenia quinqueloba,Pullenia osloensis,Pleurostomella sp.,Oridorsalis umbonatus,Oridorsalis tenera,Nuttallides umbonifera,Nonionella sp.,Miliolid taxa,Melonis barleeanus,Ioanella tumidula,Gyroidinoides lamarckianus,Gyroidina umbonata,Gyroidina spp.,Gyroidina regularis,Globocassidulina subglobosa,Epistominella sp. A,Epistominella exigua,Cibicidoides mundulus,Cassidulina spp.,Bolivina spp.,Alabaminella weddellensis,Abditodentrix pseudothalmanni,Schackoinella sp.,Gyroidinoides neosoldanii,Gyroidina orbicularis,Cibicidoides wuellerstorfi,Cibicidoides kullenbergi,Cibicides  bradyi,Astrononion echolsi,Anomalinoides globulosus,Pyrgo sp.,Pyrgo murrhina,Cibicidoides robertsonianus,Laticarinina pauperata,Discorbinella bertheloti,Sphaeroidina bulloides,Melonis pompilioides,Uvigerina peregrina,Bulimina alazanensis,Stainforthia fusiformis,Bulimina sp. A,Pullenia bulloides,Uvigerina hispida,Bolivina pacifica,Uvigerina proboscidea,Miliolid taxa (thin-walled),Pseudoparrella sp.,Ehrenbergina sp.,Oridorsalis sp.,Comment
  IR,                 ,                 ,                  ,              ,154, 926,A,  6,H, 1,  80.00,     42.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,13                ,               ,4                       ,1                 ,1           ,5                   ,5                 ,1                 ,4                    ,2                 ,12                    ,              ,3            ,                  ,19               ,                          ,                  ,              ,2                  ,52                         ,3                  ,10                  ,20                   ,19              ,             ,7                        ,                             ,                 ,1                        ,                     ,2                         ,                        ,2                ,                   ,                        ,         ,2             ,                           ,1                     ,2                       ,                      ,                    ,                   ,                    ,                       ,12            ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 4; total count = 403; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  6,H, 2,  80.00,     44.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,7                 ,1              ,1                       ,                  ,3           ,1                   ,4                 ,                  ,31                   ,8                 ,                      ,              ,             ,                  ,4                ,8                         ,                  ,              ,                   ,25                         ,                   ,77                  ,10                   ,7               ,2            ,54                       ,                             ,                 ,                         ,                     ,3                         ,                        ,                 ,                   ,                        ,1        ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,1                      ,5             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 8; total count = 263; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  6,H, 3,  80.00,     45.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,13                ,3              ,                        ,                  ,3           ,4                   ,7                 ,                  ,7                    ,3                 ,8                     ,1             ,1            ,1                 ,14               ,                          ,5                 ,              ,                   ,59                         ,3                  ,13                  ,12                   ,5               ,1            ,47                       ,                             ,                 ,3                        ,                     ,1                         ,                        ,                 ,                   ,                        ,2        ,1             ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,7             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 9; total count = 362; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  6,H, 4,  80.00,     47.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,11                ,3              ,6                       ,1                 ,1           ,                    ,5                 ,                  ,5                    ,10                ,8                     ,              ,2            ,1                 ,4                ,1                         ,                  ,              ,                   ,45                         ,1                  ,7                   ,7                    ,7               ,             ,47                       ,                             ,                 ,3                        ,                     ,1                         ,                        ,3                ,5                  ,                        ,         ,1             ,                           ,                      ,                        ,                      ,2                   ,5                  ,                    ,1                      ,4             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 10; total count = 251; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  6,H, 5,  80.00,     48.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,12                ,               ,2                       ,1                 ,4           ,2                   ,3                 ,                  ,14                   ,3                 ,9                     ,              ,             ,                  ,10               ,                          ,2                 ,              ,1                  ,50                         ,7                  ,51                  ,7                    ,12              ,7            ,47                       ,                             ,                 ,                         ,                     ,1                         ,                        ,                 ,                   ,                        ,3        ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,1                      ,3             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 2; total count = 326; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  6,H, 6,  80.00,     50.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,20                ,4              ,1                       ,                  ,3           ,1                   ,4                 ,                  ,6                    ,10                ,11                    ,1             ,7            ,2                 ,30               ,                          ,                  ,              ,                   ,39                         ,1                  ,3                   ,19                   ,19              ,9            ,11                       ,1                            ,                 ,                         ,                     ,                          ,                        ,4                ,7                  ,                        ,         ,              ,                           ,                      ,3                       ,                      ,                    ,                   ,                    ,                       ,2             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 9; total count = 462; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  7,H, 1,  80.00,     52.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,3             ,17                ,               ,3                       ,3                 ,1           ,5                   ,2                 ,3                 ,10                   ,6                 ,20                    ,              ,5            ,                  ,14               ,3                         ,3                 ,              ,                   ,31                         ,4                  ,11                  ,9                    ,4               ,20           ,47                       ,2                            ,                 ,                         ,                     ,1                         ,1                       ,                 ,3                  ,                        ,3        ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,3             ,                  ,1                ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 3; total count = 488; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  7,H, 2,  80.00,     53.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,12                ,               ,2                       ,                  ,2           ,11                  ,3                 ,                  ,1                    ,10                ,                      ,              ,3            ,2                 ,14               ,1                         ,                  ,              ,                   ,34                         ,3                  ,15                  ,1                    ,14              ,2            ,55                       ,                             ,                 ,1                        ,                     ,                          ,                        ,1                ,1                  ,                        ,         ,3             ,                           ,                      ,                        ,                      ,                    ,5                  ,                    ,2                      ,3             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 9; total count = 210; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  7,H, 3,  80.00,     55.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,14                ,3              ,2                       ,                  ,4           ,1                   ,4                 ,1                 ,6                    ,5                 ,24                    ,              ,             ,                  ,4                ,4                         ,                  ,              ,                   ,53                         ,7                  ,25                  ,12                   ,11              ,2            ,5                        ,                             ,                 ,1                        ,                     ,1                         ,                        ,                 ,4                  ,1                       ,1        ,              ,                           ,3                     ,3                       ,                      ,                    ,                   ,                    ,                       ,5             ,2                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 4; total count = 231; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  7,H, 4,  80.00,     56.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,13                ,2              ,2                       ,                  ,3           ,                    ,                  ,                  ,6                    ,11                ,10                    ,1             ,2            ,                  ,23               ,4                         ,1                 ,              ,                   ,62                         ,6                  ,16                  ,12                   ,8               ,4            ,14                       ,                             ,                 ,2                        ,                     ,                          ,                        ,                 ,                   ,                        ,1        ,1             ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,4             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 4; total count = 273; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  7,H, 5,  80.00,     58.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,13                ,5              ,3                       ,                  ,6           ,4                   ,                  ,                  ,14                   ,2                 ,4                     ,              ,5            ,                  ,12               ,10                        ,2                 ,              ,                   ,55                         ,8                  ,15                  ,                     ,21              ,1            ,69                       ,                             ,                 ,                         ,                     ,2                         ,                        ,                 ,                   ,                        ,         ,1             ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,2                      ,11            ,1                 ,2                ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 15; total count = 285; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  7,H, 6,  80.00,     59.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,18                ,1              ,1                       ,                  ,3           ,                    ,2                 ,5                 ,7                    ,3                 ,36                    ,              ,9            ,2                 ,13               ,1                         ,6                 ,1             ,                   ,62                         ,5                  ,9                   ,8                    ,5               ,8            ,41                       ,                             ,                 ,3                        ,                     ,3                         ,                        ,                 ,                   ,1                       ,         ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,4             ,                  ,1                ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 5; total count = 330; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  7,H, 7,  50.00,     61.0000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,22                ,2              ,3                       ,                  ,2           ,6                   ,2                 ,2                 ,7                    ,2                 ,11                    ,3             ,1            ,1                 ,13               ,2                         ,6                 ,1             ,                   ,67                         ,11                 ,31                  ,                     ,15              ,1            ,37                       ,                             ,                 ,1                        ,                     ,2                         ,                        ,                 ,1                  ,                        ,         ,1             ,                           ,1                     ,2                       ,                      ,1                   ,1                  ,                    ,                       ,8             ,1                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 11; total count = 348; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  8,H, 1,  80.00,     61.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,9                 ,1              ,2                       ,                  ,1           ,5                   ,2                 ,2                 ,4                    ,1                 ,36                    ,              ,1            ,1                 ,17               ,1                         ,                  ,              ,                   ,33                         ,6                  ,25                  ,7                    ,5               ,2            ,47                       ,                             ,                 ,                         ,                     ,                          ,2                       ,                 ,                   ,                        ,         ,              ,                           ,                      ,                        ,1                     ,                    ,                   ,                    ,                       ,4             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 4; total count = 717; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  8,H, 2,  80.00,     63.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,16                ,3              ,                        ,                  ,1           ,                    ,1                 ,                  ,9                    ,                  ,28                    ,              ,1            ,                  ,2                ,4                         ,                  ,              ,                   ,45                         ,12                 ,29                  ,3                    ,14              ,             ,29                       ,                             ,                 ,                         ,                     ,1                         ,                        ,                 ,1                  ,                        ,         ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,6             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 3; total count = 209; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  8,H, 3,  82.00,     64.8200,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,7                 ,               ,2                       ,                  ,1           ,1                   ,6                 ,                  ,5                    ,2                 ,26                    ,              ,3            ,1                 ,5                ,1                         ,4                 ,1             ,                   ,38                         ,                   ,23                  ,                     ,13              ,1            ,51                       ,                             ,                 ,                         ,                     ,4                         ,                        ,                 ,4                  ,                        ,2        ,1             ,                           ,                      ,1                       ,1                     ,1                   ,1                  ,                    ,                       ,5             ,2                 ,                 ,1                ,                     ,                           ,                  ,                ,               ,other taxa = 2; total count = 221; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  8,H, 4,  78.00,     66.2800,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,21                ,3              ,1                       ,                  ,2           ,                    ,2                 ,1                 ,13                   ,1                 ,15                    ,1             ,2            ,                  ,22               ,1                         ,3                 ,              ,                   ,48                         ,4                  ,8                   ,17                   ,5               ,             ,30                       ,                             ,                 ,2                        ,                     ,1                         ,                        ,                 ,1                  ,                        ,         ,              ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,3             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 6; total count = 281; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  8,H, 5,  77.00,     67.7700,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,15                ,1              ,1                       ,                  ,1           ,2                   ,1                 ,                  ,18                   ,1                 ,10                    ,              ,5            ,                  ,17               ,                          ,                  ,              ,                   ,57                         ,6                  ,30                  ,                     ,15              ,2            ,39                       ,                             ,1                ,                         ,                     ,                          ,                        ,                 ,                   ,                        ,         ,1             ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,2             ,                  ,                 ,1                ,                     ,                           ,                  ,                ,               ,other taxa = 9; total count = 236; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  8,H, 6,  78.00,     69.2800,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,19                ,2              ,3                       ,                  ,            ,2                   ,3                 ,                  ,14                   ,7                 ,12                    ,              ,1            ,                  ,10               ,4                         ,                  ,              ,                   ,37                         ,6                  ,30                  ,4                    ,15              ,             ,67                       ,                             ,                 ,                         ,                     ,2                         ,                        ,                 ,                   ,                        ,         ,2             ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,2                      ,7             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 4; total count = 287; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  8,H, 7,  50.00,     70.5000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,24                ,2              ,3                       ,                  ,8           ,                    ,2                 ,                  ,16                   ,1                 ,18                    ,1             ,4            ,                  ,3                ,6                         ,4                 ,1             ,                   ,31                         ,7                  ,24                  ,2                    ,9               ,             ,36                       ,                             ,1                ,                         ,                     ,7                         ,                        ,                 ,                   ,                        ,1        ,1             ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,3                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 3; total count = 218; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  9,H, 1,  80.00,     71.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,14                ,1              ,1                       ,                  ,            ,                    ,2                 ,1                 ,2                    ,5                 ,26                    ,              ,5            ,1                 ,1                ,6                         ,                  ,              ,                   ,25                         ,11                 ,22                  ,4                    ,11              ,             ,37                       ,1                            ,1                ,3                        ,1                    ,                          ,7                       ,2                ,                   ,                        ,         ,1             ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,7             ,                  ,                 ,                 ,                     ,1                          ,                  ,                ,               ,other taxa = 9; total count = 261; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  9,H, 2,  78.00,     72.7800,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,18                ,2              ,4                       ,1                 ,3           ,1                   ,11                ,3                 ,6                    ,2                 ,24                    ,8             ,2            ,                  ,14               ,3                         ,8                 ,              ,1                  ,37                         ,1                  ,29                  ,5                    ,6               ,9            ,28                       ,2                            ,                 ,3                        ,3                    ,1                         ,                        ,                 ,                   ,                        ,2        ,              ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,9             ,2                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 6; total count = 343; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  9,H, 3,  80.00,     74.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,21                ,1              ,                        ,                  ,5           ,                    ,11                ,4                 ,4                    ,3                 ,57                    ,2             ,2            ,                  ,2                ,3                         ,                  ,              ,1                  ,36                         ,2                  ,51                  ,6                    ,7               ,9            ,13                       ,2                            ,1                ,4                        ,2                    ,                          ,                        ,                 ,                   ,                        ,         ,              ,                           ,                      ,5                       ,                      ,                    ,                   ,                    ,                       ,2             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 5; total count = 321; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A,  9,H, 4,  80.00,     75.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,25                ,2              ,1                       ,                  ,7           ,                    ,10                ,3                 ,20                   ,1                 ,7                     ,              ,9            ,1                 ,4                ,3                         ,4                 ,2             ,                   ,60                         ,14                 ,49                  ,3                    ,11              ,3            ,107                      ,2                            ,                 ,                         ,                     ,1                         ,                        ,                 ,                   ,                        ,         ,              ,                           ,                      ,                        ,                      ,1                   ,                   ,                    ,1                      ,14            ,                  ,                 ,1                ,                     ,                           ,1                 ,                ,               ,other taxa = 9; total count = 470; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 10,H, 1,  77.00,     80.7700,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,13                ,4              ,1                       ,2                 ,            ,9                   ,5                 ,5                 ,5                    ,6                 ,18                    ,2             ,5            ,4                 ,11               ,2                         ,2                 ,              ,                   ,22                         ,10                 ,33                  ,15                   ,5               ,3            ,33                       ,1                            ,                 ,2                        ,2                    ,                          ,                        ,                 ,                   ,1                       ,1        ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,2                      ,5             ,1                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 2; total count = 445; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 10,H, 2,  77.00,     82.2700,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,21                ,1              ,1                       ,2                 ,5           ,2                   ,13                ,6                 ,8                    ,4                 ,15                    ,5             ,4            ,3                 ,11               ,3                         ,6                 ,              ,                   ,34                         ,10                 ,53                  ,5                    ,8               ,12           ,5                        ,                             ,1                ,                         ,1                    ,                          ,                        ,1                ,4                  ,                        ,3        ,              ,                           ,                      ,4                       ,1                     ,1                   ,                   ,                    ,                       ,3             ,1                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 11; total count = 312; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 10,H, 3,  77.00,     83.7700,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,2             ,19                ,4              ,3                       ,1                 ,            ,3                   ,4                 ,3                 ,10                   ,4                 ,9                     ,              ,6            ,2                 ,10               ,4                         ,                  ,              ,                   ,54                         ,5                  ,61                  ,                     ,6               ,8            ,36                       ,2                            ,1                ,4                        ,                     ,2                         ,                        ,                 ,                   ,                        ,1        ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,1                      ,4             ,                  ,                 ,2                ,                     ,                           ,                  ,                ,               ,other taxa = 7; total count = 296; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 10,H, 4,  77.00,     85.2700,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,12                ,2              ,                        ,                  ,5           ,5                   ,7                 ,10                ,8                    ,5                 ,8                     ,1             ,             ,3                 ,11               ,                          ,4                 ,              ,                   ,25                         ,9                  ,36                  ,                     ,2               ,3            ,51                       ,3                            ,                 ,1                        ,1                    ,6                         ,                        ,                 ,                   ,                        ,         ,1             ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,3             ,                  ,1                ,                 ,                     ,1                          ,                  ,                ,               ,other taxa = 6; total count = 365; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 10,H, 5,  77.00,     86.7700,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,17                ,4              ,                        ,1                 ,4           ,4                   ,9                 ,9                 ,11                   ,8                 ,14                    ,1             ,1            ,                  ,10               ,6                         ,                  ,              ,2                  ,33                         ,10                 ,11                  ,1                    ,4               ,3            ,35                       ,2                            ,                 ,4                        ,2                    ,4                         ,                        ,1                ,1                  ,                        ,1        ,              ,                           ,                      ,                        ,1                     ,                    ,                   ,                    ,1                      ,4             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 11; total count = 362; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 10,H, 6,  77.00,     88.2700,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,16                ,4              ,                        ,                  ,3           ,2                   ,10                ,6                 ,                     ,3                 ,14                    ,1             ,3            ,1                 ,5                ,1                         ,                  ,2             ,                   ,25                         ,14                 ,42                  ,                     ,4               ,5            ,32                       ,1                            ,                 ,2                        ,2                    ,4                         ,2                       ,                 ,                   ,                        ,         ,2             ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,1                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 7; total count = 214; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 10,H, 7,  49.00,     89.4900,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,7                 ,1              ,1                       ,1                 ,5           ,4                   ,12                ,4                 ,3                    ,4                 ,18                    ,              ,6            ,5                 ,5                ,3                         ,3                 ,              ,2                  ,25                         ,7                  ,55                  ,                     ,4               ,4            ,12                       ,9                            ,                 ,3                        ,                     ,2                         ,                        ,                 ,                   ,                        ,         ,1             ,                           ,1                     ,2                       ,                      ,                    ,                   ,                    ,4                      ,              ,                  ,                 ,1                ,1                    ,                           ,                  ,                ,               ,other taxa = 10; total count = 388; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 11,H, 1,  80.00,     90.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,25                ,3              ,2                       ,4                 ,7           ,4                   ,2                 ,4                 ,9                    ,                  ,13                    ,2             ,1            ,                  ,6                ,7                         ,4                 ,              ,1                  ,25                         ,5                  ,23                  ,6                    ,10              ,             ,38                       ,1                            ,                 ,                         ,13                   ,3                         ,                        ,                 ,                   ,                        ,         ,              ,                           ,                      ,1                       ,1                     ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 15; total count = 321; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
