Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ventilabrella multicamerata,Rugotruncana subcircumnodifer,Pseudotextularia nuttalli,Pseudoguembelina excolata,Pseudoguembelina costulata,Heterohelix rajagopalani,Globotruncanita stuartiformis,Globotruncanita stuarti,Globotruncanella havanensis,Globotruncana orientalis,Globotruncana mariei,Globotruncana linneiana,Globotruncana bulloides,Globotruncana arca,Globigerinelloides messinae,Gansserina wiedenmayeri,Gansserina gansseri,Contusotruncana walfischensis,Contusotruncana fornicata,Contusotruncana contusa,Rugoglobigerina rugosa,Rugoglobigerina hexacamerata,Heterohelix dentata,Globigerinelloides subcarinatus,Contusotruncana patelliformis,Heterohelix punctulata,Globotruncanita conica,Pseudotextularia elegans,Abathomphalus intermedius,Pseudoguembelina hariaensis,Globotruncanella petaloidea,Abathomphalus mayaroensis,Racemiguembelina fructicosa,Schackoina cenomana,Hedbergella monmouthensis,Hedbergella holmdelensis,Guembelitria cretacea,Woodringina hornerstownensis,Woodringina claytonensis,Praemurica pseudoinconstans,Parasubbotina pseudobulloides,Globanomalina planocompressa,Eoglobigerina eobulloides,Chiloguembelina morsei,Subbotina cancellata,Praemurica uncinata,Praemurica inconstans,Parasubbotina varianta,Morozovella conicotruncata,Morozovella acuta,Igorina pusilla,Morozovella velascoensis,Morozovella praeangulata,Morozovella pasionensis,Morozovella occlusa,Morozovella formosa,Morozovella angulata,Morozovella aequa,Igorina albeari,Acarinina soldadoensis,Acarinina mckannai,Acarinina nitida,Subbotina velascoensis,Morozovella subbotinae,Morozovella aragonensis,Morozovella caucasica,Globigerinatheka senni,Acarinina quetra,Acarinina pentacamerata,Igorina broedermanni,Globigerinatheka subconglobata,Catapsydrax dissimilis,Hantkenina sp.,Guembelitrioides higginsi,Globigerinatheka index,Acarinina bullbrooki,Turborotalia pomeroli,Subbotina gortanii,Globigerinatheka mexicana,Hantkenina alabamensis,Globigerina euapertura,Paragloborotalia pseudokugleri,Globorotaloides suteri,Globigerina angustiumbilicata,Catapsydrax unicavus,Sphaeroidinellopsis disjuncta,Praeorbulina sicana,Globorotalia zealandica,Globoquadrina venezuelana,Globoquadrina dehiscens,Globoquadrina binaiensis,Globigerinoides mitra,Sphaeroidinellopsis seminulina,Paragloborotalia mayeri,Orbulina universa,Globoturborotalita woodi,Globoturborotalita nepenthes,Globorotalia praemenardii,Globorotalia panda,Globorotalia miozea,Globorotalia menardii,Globorotalia lenguaensis,Globigerinoides trilobus,Globigerinoides sacculifer,Globigerinoides ruber,Globorotalia conoidea,Globigerinoides obliquus,Globigerinoides conglobatus,Globigerina bulloides,Dentoglobigerina altispira,Sphaeroidinella dehiscens s.l.,Globorotalia plesiotumida,Globorotalia merotumida,Globoconella conomiozea,Globorotalia tumida,Globorotalia conomiozea,Globigerinoides extremus,Globorotalia margaritae,Globigerinella aequilateralis,Truncorotalia crassaformis,Neogloboquadrina dutertrei,Globorotalia inflata,Globorotalia crassula,Truncorotalia truncatulinoides,Truncorotalia tosaensis,Pulleniatina obliquiloculata,Neogloboquadrina pachyderma (dextral),Globorotalia scitula,Pulleniatina primalis,Neogloboquadrina humerosa,Globorotalia hirsuta,Candeina nitida,Comment
  IR,Late Eocene      ,Late Eocene      ,P17               ,P15           ,198,1209,B, 14,H,CC,  13.00,    128.7800,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,                      ,                  ,                ,                      ,                      ,                       ,                     ,                      ,                ,                       ,                    ,                              ,F                     ,F             ,                         ,                      ,                    ,                     ,F                 ,                         ,F                     ,F                     ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Eocene      ,Middle Eocene    ,P15               ,P12           ,198,1209,B, 15,H,CC,  11.00,    138.0300,planks   ,Planktonic Foraminifers                      ,R              ,M                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,                      ,                  ,                ,                      ,                      ,                       ,                     ,A                     ,                ,                       ,                    ,                              ,F                     ,F             ,                         ,F                     ,                    ,P                    ,F                 ,A                        ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Eocene    ,Middle Eocene    ,P11               ,P11           ,198,1209,B, 16,H,CC,  10.00,    147.3900,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,                      ,                  ,                ,                      ,                      ,A                      ,                     ,A                     ,                ,                       ,                    ,A                             ,                      ,F             ,R                        ,A                     ,A                   ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Eocene      ,Early Eocene     ,P9                ,P9            ,198,1209,B, 17,H,CC,  11.00,    157.2800,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,F                     ,                  ,                ,                      ,F                     ,A                      ,A                    ,                      ,F               ,F                      ,F                   ,A                             ,                      ,+             ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Early Eocene     ,P9                ,P9            ,198,1209,B, 18,H,CC,  14.00,    166.7000,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,F                     ,                  ,                ,                      ,F                     ,A                      ,A                    ,A                     ,F               ,F                      ,F                   ,A                             ,F                     ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Early Eocene     ,P9                ,P8            ,198,1209,B, 19,H,CC,  14.00,    175.9600,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,F                     ,                  ,                ,                      ,F                     ,A                      ,R                    ,F                     ,R               ,F                      ,                    ,                              ,                      ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Eocene     ,P7                ,P7            ,198,1209,B, 20,H,CC,  18.00,    185.1800,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,F                  ,                    ,                 ,               ,                      ,                  ,                ,F                     ,A                     ,A                      ,                     ,                      ,                ,                       ,                    ,                              ,                      ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Early Eocene     ,P6a               ,P6a           ,198,1209,B, 21,H,CC,   9.00,    195.1300,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,F                  ,                   ,                    ,F                ,               ,F                     ,                  ,                ,F                     ,A                     ,                       ,                     ,                      ,                ,                       ,                    ,                              ,                      ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Paleocene   ,Late Paleocene   ,P4b               ,P4b           ,198,1209,B, 22,H,CC,  17.00,    204.7500,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,R                ,R              ,A                       ,                        ,                       ,F                  ,                   ,                    ,R                ,F              ,                      ,F                 ,F               ,                      ,                      ,                       ,                     ,                      ,                ,                       ,                    ,                              ,                      ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Paleocene   ,Late Paleocene   ,P4a               ,P4a           ,198,1209,B, 23,H,CC,  11.00,    214.3100,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,F                            ,                            ,                         ,                      ,                    ,                   ,                     ,F                     ,                          ,F                ,               ,A                       ,F                       ,F                      ,F                  ,+                  ,F                   ,F                ,F              ,F                     ,F                 ,                ,                      ,                      ,                       ,                     ,                      ,                ,                       ,                    ,                              ,                      ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Paleocene   ,Late Paleocene   ,P2                ,P3b           ,198,1209,B, 24,H,CC,   8.00,    223.8800,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,F                            ,                            ,                         ,                      ,F                   ,F                  ,F                    ,F                     ,A                         ,+                ,R              ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,                      ,                  ,                ,                      ,                      ,                       ,                     ,                      ,                ,                       ,                    ,                              ,                      ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,Reworked  from P4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Paleocene   ,Early Paleocene  ,P1a               ,P1a           ,198,1209,B, 25,H,CC,  11.00,    233.4500,planks   ,Planktonic Foraminifers                      ,               ,M                 ,                           ,                             ,                         ,                         ,                          ,                        ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,                               ,                             ,                      ,                      ,                        ,                         ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,F                           ,F                       ,F                          ,F                            ,F                           ,F                        ,F                     ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,                      ,                  ,                ,                      ,                      ,                       ,                     ,                      ,                ,                       ,                    ,                              ,                      ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Maestrichtian    ,Early Paleocene  ,KS31              ,Pa            ,198,1209,B, 26,H,CC,  10.00,    239.5100,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,                           ,                             ,                         ,                         ,                          ,F                       ,                             ,                       ,                           ,                        ,                    ,                       ,                       ,                  ,R                          ,                       ,                   ,                             ,                         ,                       ,                      ,                            ,                   ,F                              ,                             ,                      ,                      ,                        ,                         ,                           ,F                          ,R                        ,                           ,R                  ,R                        ,F                       ,F                    ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,                      ,                  ,                ,                      ,                      ,                       ,                     ,                      ,                ,                       ,                    ,                              ,                      ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Maestrichtian    ,Maestrichtian    ,KS31              ,KS31          ,198,1209,B, 27,H,CC,  16.00,    252.2400,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,F                          ,F                            ,                         ,F                        ,F                         ,F                       ,F                            ,F                      ,                           ,                        ,                    ,F                      ,                       ,                  ,F                          ,                       ,                   ,                             ,                         ,F                      ,F                     ,F                           ,                   ,F                              ,                             ,                      ,                      ,F                       ,                         ,F                          ,                           ,F                        ,F                          ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,                      ,                  ,                ,                      ,                      ,                       ,                     ,                      ,                ,                       ,                    ,                              ,                      ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Maestrichtian    ,Maestrichtian    ,KS31              ,KS31          ,198,1209,B, 28,H,CC,  12.00,    261.8700,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,F                          ,R                            ,                         ,F                        ,F                         ,                        ,F                            ,F                      ,                           ,                        ,                    ,F                      ,                       ,                  ,                           ,                       ,                   ,                             ,                         ,F                      ,F                     ,F                           ,                   ,                               ,                             ,                      ,                      ,F                       ,                         ,R                          ,R                          ,F                        ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,                      ,                  ,                ,                      ,                      ,                       ,                     ,                      ,                ,                       ,                    ,                              ,                      ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Maestrichtian    ,Maestrichtian    ,KS30              ,KS30          ,198,1209,B, 29,H,CC,  12.00,    271.1000,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,F                          ,                             ,F                        ,F                        ,                          ,F                       ,F                            ,F                      ,                           ,                        ,R                   ,F                      ,F                      ,                  ,F                          ,                       ,                   ,F                            ,R                        ,F                      ,                      ,                            ,F                  ,F                              ,+                            ,                      ,                      ,F                       ,F                        ,                           ,                           ,                         ,                           ,                   ,                         ,                        ,                     ,                            ,                        ,                           ,                             ,                            ,                         ,                      ,                    ,                   ,                     ,                      ,                          ,                 ,               ,                        ,                        ,                       ,                   ,                   ,                    ,                 ,               ,                      ,                  ,                ,                      ,                      ,                       ,                     ,                      ,                ,                       ,                    ,                              ,                      ,              ,                         ,                      ,                    ,                     ,                  ,                         ,                      ,                      ,                              ,                      ,                             ,                    ,                             ,                   ,                       ,                         ,                       ,                        ,                     ,                              ,                       ,                 ,                        ,                            ,                         ,                  ,                   ,                     ,                        ,                        ,                          ,                     ,                     ,                        ,                           ,                     ,                          ,                              ,                         ,                       ,                       ,                   ,                       ,                        ,                       ,                             ,                          ,                          ,                    ,                     ,                              ,                       ,                            ,                                     ,                    ,                     ,                         ,                    ,               ,       
