Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Toweius sp.	Toweius pertusus	Sphenolithus moriformis	Prinsius martinii	Prinsius bisulcus	Placozygus sigmoides	Neochiastozygus perfectus	Ericsonia subpertusa	Ericsonia cava	Cruciplacolithus tenuis	Cruciplacolithus sp.	Coccolithus pelagicus	Chiasmolithus danicus	Chiasmolithus bidens	Prinsius dimorphosus	Micula sp.	Fasciculithus stonehengei	Fasciculithus pileatus	Neochiastozygus primitivus	Neochiastozygus modestus	Sphenolithus anarrhopus	Neococcolithes protenus	Neochiastozygus saepes	Fasciculithus ulii	Fasciculithus tympaniformis	Coronocyclus nitescens	Chiasmolithus consuetus	Fasciculithus involutus	Ericsonia robusta	Ellipsolithus bollii	Cruciplacolithus frequens	Heliolithus kleinpellii	Heliolithus cantabriae	Cruciplacolithus asymmetricus	Toweius eminens	Neocrepidolithus sp.	Neocrepidolithus bukryi	Fasciculithus billii	Ellipsolithus distichus	Cruciplacolithus latipons	Chiasmolithus californicus	Neochiastozygus distentus	Neochiastozygus chiastus	Ellipsolithus macellus	Markalius inversus	Discoaster mohleri	Neocrepidolithus biskayae	Campylosphaera eodela	Thoracosphaera operculata	Zygodiscus bramlettei	Zygodiscus adamas	Neochiastozygus concinnus	Discoaster sp.	Discoaster nobilis	Neochiastozygus cearae	Ericsonia cf. E. robusta	Discoaster multiradiatus	Chiasmolithus solitus	Fasciculithus lillianae	Discoaster okadai	Fasciculithus tonii	Neochiastozygus junctus	Discoaster lenticularis	Heliolithus riedelii	Fasciculithus bobii	Campylosphaera dela	Lophodolithus nascens	Fasciculithus alanii	Fasciculithus schaubii	Fasciculithus aubertae	Fasciculithus richardii	Pontosphaera sp.	Pedinocyclus "prelarvalis"	Pontosphaera scissura	Ellipsolithus sp. 	Fasciculithus thomasii	Chiasmolithus eograndis	Toweius occultatus	Zygrhablithus bijugatus	Tribrachiatus brammlettei	Discoaster salisburgensis	Pedinocyclus larvalis	Tribrachiatus contortus?	Toweius callosus	Discoaster barbadiensis	Sphenolithus editus	Discoaster binodosus	Tribrachiatus orthostylus	Sphenolithus conspicuus	Discoaster boulangeri	Chiasmolithus titus	Sphenolithus radians	Calcidiscus protoannulus	Ericsonia formosa	Discoaster lodoensis	Discoaster kuepperi	Discoaster falcatus	Striatococcolithus pacificanus	Reticulofenestra dictyoda	Chiasmolithus mutatus	Neococcolithes dubius	Cruciplacolithus cribellum	Ellipsolithus lajollaensis	Lophodolithus mochlophorus	Helicosphaera seminulum	Coccolithus crassus	Discoaster deflandrei	Chiasmolithus nitidus	Braarudosphaera bigelowii	Toweius gammation	Birkelundia staurion	Nannotetrina sp. 	Helicosphaera lophota	Discoaster sublodoensis	Chiasmolithus grandis	Discoaster "presaipanensis"	Discoaster strictus	Triquetrorhabdulus inversus	Ericsonia insolita	Helicosphaera papillata	Cyclicargolithus spp.	Chiasmolithus expansus	Rhabdosphaera inflata	Discoaster saipanensis	Sphenolithus stellatus	Sphenolithus spiniger	Sphenolithus orphanknollensis	Nannotetrina fulgens	Sphenolithus "spinatus"	Lophodolithus rotundus	Discoaster "prenodifer"	Cruciplacolithus vanheckae	Chiasmolithus gigas	Sphenolithus furcatolithoides	Reticulofenestra "grandis"	Chiasmolithus medius	Discoaster "pretanii"	Bramletteius serraculoides	Helicosphaera dinesenii	Ericsonia obruta	Reticulofenestra umbilica	Sphenolithus pseudoradians	Helicosphaera heezenii	Sphenolithus obtusus	Dictyococcites scrippsae	Dictyococcites bisectus	Reticulofenestra reticulata	Reticulofenestra hillae	Discoaster tanii	Discoaster nodifer	Chiasmolithus oamaruensis	Sphenolithus predistentus	Helicosphaera reticulata	Ericsonia subdisticha	Comment

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	  9	H	CC	  20.00	     83.8400	Bralower 	Nannofossils                                 	               	                  	C          	R               	C                      	                 	                 	                    	                         	F                   	F             	                       	                    	F                    	                     	                    	                    	R         	                         	                      	                          	                        	                       	                       	                      	                  	                           	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	R              	                    	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	R                    	                         	                     	                 	                         	R             	                  	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	F                  	R                    	                    	                      	                      	                       	                	                          	R                    	R                 	                      	                       	                  	C                      	                         	                         	R                    	                        	R               	R                      	R                  	                    	                         	R                      	                     	                   	F                   	R                       	C                	R                   	                   	                   	                              	R                        	                     	                     	R                         	R                         	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	 10	H	 1	  23.00	     84.7300	Bralower 	Nannofossils                                 	               	                  	F          	                	F                      	                 	                 	                    	                         	F                   	R             	                       	                    	F                    	                     	                    	                    	R         	                         	                      	                          	                        	                       	R                      	                      	                  	                           	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	R              	R                   	                       	                    	                       	                         	                          	                         	                        	R                     	                  	                  	                         	R                    	                         	                     	                 	                         	R             	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	R                  	R                    	                    	                      	                      	                       	R               	                          	                     	R                 	                      	                       	                  	F                      	                         	                         	R                    	                        	R               	R                      	R                  	                    	                         	                       	                     	                   	R                   	R                       	F                	R                   	                   	                   	                              	R                        	                     	R                    	R                         	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	 10	H	 1	  83.00	     85.3300	Bralower 	Nannofossils                                 	               	                  	C          	R               	F                      	                 	                 	                    	                         	F                   	C             	                       	                    	R                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	R              	                    	                       	                    	                       	                         	                          	                         	                        	R                     	                  	                  	                         	R                    	R                        	                     	                 	                         	R             	R                 	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	F                  	R                    	                    	                      	                      	                       	R               	                          	                     	R                 	                      	R                      	                  	F                      	                         	                         	R                    	                        	C               	R                      	R                  	                    	R                        	R                      	                     	                   	R                   	R                       	C                	R                   	R                  	                   	                              	R                        	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	 10	H	 1	 120.00	     85.7000	Bralower 	Nannofossils                                 	               	                  	A          	R               	F                      	                 	                 	                    	                         	F                   	F             	                       	                    	R                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	R                     	                       	                       	                 	                    	                         	                       	                      	                             	R              	                    	                       	                    	                       	                         	                          	                         	                        	R                     	                  	                  	                         	R                    	                         	                     	                 	                         	R             	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	R                  	R                    	                    	                      	                      	                       	                	                          	                     	R                 	                      	                       	                  	R                      	                         	                         	R                    	                        	F               	R                      	F                  	                    	R                        	R                      	                     	                   	R                   	                        	F                	R                   	                   	                   	                              	R                        	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	 10	H	 2	   4.00	     86.0400	Bralower 	Nannofossils                                 	               	                  	C          	R               	C                      	                 	                 	                    	                         	R                   	F             	                       	                    	F                    	                     	                    	                    	R         	                         	                      	                          	                        	                       	R                      	                      	                  	                           	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	R              	R                   	                       	                    	                       	                         	R                         	                         	                        	R                     	                  	                  	                         	R                    	                         	                     	                 	                         	R             	R                 	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	F                  	R                    	                    	                      	                      	                       	R               	                          	                     	R                 	                      	                       	                  	R                      	                         	                         	R                    	                        	F               	R                      	R                  	                    	F                        	R                      	                     	                   	R                   	R                       	F                	R                   	                   	                   	                              	R                        	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	 10	H	 2	  60.00	     86.6000	Bralower 	Nannofossils                                 	               	                  	C          	R               	C                      	                 	                 	                    	                         	F                   	C             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	                       	                      	                  	                           	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	R              	R                   	                       	                    	                       	                         	R                         	                         	                        	R                     	                  	                  	                         	R                    	                         	                     	                 	                         	R             	R                 	                      	R                       	                        	                     	                       	                 	                   	                       	                       	                    	                   	R                  	R                    	                    	                      	                      	                       	                	                          	                     	R                 	                      	                       	                  	R                      	                         	                         	                     	                        	C               	R                      	R                  	                    	R                        	F                      	                     	                   	R                   	R                       	F                	R                   	R                  	                   	                              	R                        	R                    	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	 10	H	 2	 112.00	     87.1200	Bralower 	Nannofossils                                 	               	                  	C          	                	R                      	                 	                 	                    	                         	R                   	C             	                       	                    	C                    	                     	                    	                    	R         	                         	                      	                          	                        	R                      	R                      	                      	                  	                           	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	R              	R                   	                       	                    	                       	                         	                          	                         	                        	R                     	                  	                  	                         	R                    	                         	                     	                 	                         	R             	R                 	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	R                    	                    	                      	                      	                       	                	                          	                     	R                 	                      	                       	R                 	R                      	                         	                         	R                    	                        	C               	R                      	R                  	                    	F                        	F                      	                     	R                  	R                   	R                       	F                	R                   	R                  	                   	R                             	R                        	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	 10	H	 3	   4.00	     87.5400	Bralower 	Nannofossils                                 	               	                  	C          	R               	F                      	                 	                 	                    	                         	F                   	F             	                       	                    	F                    	                     	                    	                    	R         	                         	                      	                          	                        	R                      	R                      	                      	                  	                           	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	R              	R                   	                       	                    	                       	                         	R                         	                         	                        	R                     	R                 	                  	                         	R                    	                         	                     	F                	                         	R             	R                 	                      	                        	                        	R                    	                       	                 	                   	                       	                       	                    	                   	F                  	R                    	                    	                      	                      	                       	                	                          	                     	R                 	                      	R                      	R                 	R                      	                         	                         	                     	                        	F               	R                      	R                  	                    	R                        	F                      	                     	                   	R                   	R                       	F                	R                   	R                  	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	 10	H	 3	  60.00	     88.1000	Bralower 	Nannofossils                                 	               	                  	C          	R               	F                      	                 	                 	                    	                         	C                   	C             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	                       	R                      	                      	                  	                           	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	R              	R                   	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	R                    	                         	                     	R                	                         	R             	R                 	                      	R                       	R                       	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	R                    	                    	                      	                      	                       	                	                          	                     	R                 	                      	                       	                  	F                      	                         	                         	R                    	                        	C               	R                      	R                  	                    	R                        	F                      	                     	                   	R                   	R                       	R                	R                   	R                  	R                  	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	 10	H	 3	 120.00	     88.7000	Bralower 	Nannofossils                                 	               	                  	A          	R               	F                      	                 	                 	                    	                         	F                   	F             	                       	R                   	F                    	                     	                    	                    	          	                         	                      	                          	                        	R                      	                       	                      	                  	                           	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	R              	R                   	                       	                    	                       	                         	R                         	                         	                        	R                     	                  	                  	                         	F                    	                         	                     	                 	                         	F             	                  	                      	                        	R                       	                     	                       	                 	                   	                       	                       	                    	                   	F                  	R                    	                    	                      	                      	                       	R               	                          	                     	R                 	                      	                       	                  	R                      	                         	                         	R                    	                        	F               	R                      	R                  	                    	                         	R                      	R                    	                   	R                   	                        	R                	R                   	R                  	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	 10	H	 4	   4.00	     89.0400	Bralower 	Nannofossils                                 	               	                  	C          	R               	C                      	                 	                 	                    	                         	F                   	C             	                       	                    	R                    	                     	                    	                    	          	                         	                      	                          	                        	R                      	                       	                      	                  	                           	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	R              	R                   	                       	                    	                       	                         	R                         	                         	                        	R                     	                  	                  	                         	R                    	                         	                     	R                	                         	F             	R                 	                      	                        	R                       	                     	                       	                 	                   	                       	                       	                    	                   	F                  	R                    	                    	                      	                      	                       	R               	                          	                     	R                 	                      	                       	                  	F                      	                         	                         	R                    	                        	F               	F                      	R                  	                    	R                        	R                      	R                    	                   	R                   	R                       	R                	R                   	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP10              	              	143	 865	B	 10	H	 4	  60.00	     89.6000	Bralower 	Nannofossils                                 	               	                  	C          	R               	C                      	                 	                 	                    	                         	F                   	C             	                       	                    	F                    	                     	                    	                    	          	                         	                      	                          	                        	R                      	                       	                      	                  	                           	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	F              	R                   	                       	                    	                       	                         	R                         	                         	                        	R                     	                  	                  	                         	R                    	                         	                     	R                	                         	F             	R                 	                      	                        	R                       	R                    	                       	                 	                   	                       	                       	                    	                   	R                  	R                    	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	R                 	R                      	                         	                         	R                    	                        	F               	R                      	R                  	                    	R                        	R                      	                     	R                  	R                   	                        	R                	R                   	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Early Eocene     	                 	CP9b              	              	143	 865	B	 10	H	 4	 120.00	     90.2000	Bralower 	Nannofossils                                 	               	                  	C          	F               	F                      	                 	                 	                    	                         	C                   	C             	                       	R                   	F                    	                     	                    	                    	R         	                         	                      	                          	                        	R                      	R                      	                      	                  	                           	F                     	R                      	                       	                 	                    	                         	                       	                      	                             	R              	R                   	                       	                    	                       	                         	R                         	                         	                        	R                     	                  	                  	                         	R                    	                         	                     	                 	                         	C             	                  	                      	                        	R                       	                     	                       	                 	                   	                       	                       	                    	                   	F                  	R                    	                    	                      	                      	                       	                	                          	                     	R                 	                      	                       	                  	F                      	                         	                         	R                    	                        	F               	R                      	R                  	                    	R                        	R                      	                     	                   	R                   	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1
