Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Umbilicosphaera sp. A	Syracosphaera spp.	Sphenolithus neoabies	Sphenolithus abies	Reticulofenestra umbilica	Reticulofenestra pseudoumbilica	Reticulofenestra producta	Reticulofenestra perplexa	Reticulofenestra minutula	Reticulofenestra minuta	Reticulofenestra gelida	Pontosphaera spp.	Pontosphaera discopora	Neosphaera coccolithomorpha	Florisphaera profunda	Discoaster surculus	Discoaster pentaradiatus	Discoaster intercalaris	Discoaster brouweri	Cyclicargolithus floridanus	Cruciplacolithus neohelis	Coccolithus streckerii	Coccolithus pelagicus	Ceratolithus armatus	Calcidiscus leptoporus	Amaurolithus tricorniculatus	Amaurolithus delicatus	Schyphosphaera sp.	Rhabdosphaera clavigera	Pontosphaera multipora	Pontosphaera japonica	Discoaster variabilis	Ceratolithus acutus	Calcidiscus macintyrei	Helicosphaera carteri	Ceratolithus rugosus	Braarudosphaera bigelowii	Ceratolithus spp.	Helicosphaera euphratis	Tetralithoides quadrilaminata	Placozygus sigmoides	Chiasmolithus solitus	Umbilicosphaera sibogae var. foliosa	Reticulofenestra bisecta	Discoaster triradiatus	Ceratolithus separatus	Lithostromation perdurum	Helicosphaera sellii	Gephyrocapsa spp. (small)	Sphenolithus heteromorphus	Pseudoemiliania cf. P. lacunosa	Discoaster tamalis	Umbilicosphaera sibogae var. sibogae	Pseudoemiliania lacunosa	Discoaster asymmetricus	Zygrhablithus bijugatus	Oolithotus fragilis	Calciosolenia murrayi	Sphenolithus moriformis	Discoaster blackstockae	Watznaueria barnesae	Ceratolithus cristatus	Ericsonia formosa	Gephyrocapsa spp. medium	Gephyrocapsa caribbeanica	Eiffellithus turriseiffelii	Umbellosphaera tenuis	Gephyrocapsa spp. (large)	Reticulofenestra asanoi	Gephyrocapsa oceanica ss	Gephyrocapsa margerelii/muellerae	Umbellosphaera irregularis	Helicosphaera pavimentum	Helicosphaera inversa	Emiliania huxleyi	Umbilicosphaera hulburtiana	Comment
  IR	Late Pliocene    	                 	CN12a             	              	164	 997	A	 26	X	 5	  30.00	    209.7000	Okada    	Nannofossils                                 	A              	G                 	C                    	F                 	                     	                  	                         	                               	C                        	                         	A                        	A                      	                       	R                	R                     	R                          	A                    	F                  	C                       	R                      	C                  	                           	                         	                      	C                    	                    	F                     	                            	                      	                  	                       	                      	R                    	                     	                   	C                     	F                    	                    	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	F                   	F                        	                          	                               	R                 	                                    	A                       	R                      	                       	                   	                     	                       	R                      	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12a             	              	164	 997	A	 28	X	CC	   0.00	    225.0600	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	                     	                  	rR                       	                               	C                        	                         	A                        	A                      	                       	R                	                      	                           	A                    	F                  	C                       	R                      	F                  	                           	                         	                      	C                    	                    	F                     	                            	                      	                  	                       	                      	R                    	                     	                   	C                     	F                    	R                   	R                        	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	F                   	F                        	                          	                               	R                 	                                    	A                       	F                      	                       	                   	R                    	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12a             	              	164	 997	A	 30	X	CC	   0.00	    236.3400	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	                     	                  	                         	                               	F                        	                         	A                        	A                      	                       	R                	                      	R                          	A                    	F                  	C                       	                       	C                  	                           	                         	F                     	C                    	                    	R                     	                            	                      	R                 	                       	                      	                     	                     	                   	C                     	F                    	R                   	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	F                   	A                        	                          	                               	R                 	                                    	A                       	R                      	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12a             	              	164	 997	A	 32	X	CC	   0.00	    258.5300	Okada    	Nannofossils                                 	A              	M                 	F                    	F                 	                     	                  	                         	                               	C                        	                         	A                        	A                      	                       	R                	R                     	F                          	A                    	F                  	F                       	R                      	F                  	                           	                         	R                     	C                    	                    	R                     	                            	                      	                  	                       	                      	R                    	                     	                   	C                     	C                    	R                   	                         	                 	                       	                             	                    	rR                   	                                    	                        	                      	                      	                        	R                   	F                        	                          	                               	R                 	                                    	A                       	R                      	                       	                   	                     	rR                     	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12a             	              	164	 997	A	 34	X	CC	   0.00	    268.0300	Okada    	Nannofossils                                 	A              	M                 	F                    	R                 	                     	                  	                         	                               	C                        	                         	A                        	A                      	                       	R                	                      	R                          	A                    	F                  	C                       	R                      	F                  	                           	                         	R                     	C                    	                    	R                     	                            	                      	                  	                       	                      	R                    	                     	                   	F                     	F                    	R                   	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	R                   	                         	                          	                               	R                 	                                    	A                       	F                      	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Late Pliocene    	                 	CN12a             	              	164	 997	A	 37	X	CC	   0.00	    297.5700	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	                     	                  	                         	                               	C                        	                         	A                        	A                      	                       	R                	R                     	R                          	A                    	R                  	F                       	                       	C                  	                           	                         	                      	F                    	                    	F                     	                            	                      	                  	                       	                      	R                    	                     	                   	F                     	F                    	R                   	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	F                   	C                        	                          	                               	R                 	                                    	A                       	R                      	                       	                   	R                    	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN12a             	              	164	 997	A	 38	X	 3	  30.00	    301.8000	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	                     	R                 	                         	                               	C                        	                         	A                        	A                      	                       	                 	R                     	F                          	A                    	F                  	F                       	R                      	C                  	                           	                         	R                     	C                    	                    	C                     	                            	                      	                  	                       	R                     	                     	                     	                   	F                     	C                    	R                   	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	F                   	C                        	                          	                               	R                 	                                    	A                       	R                      	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN12a             	              	164	 997	A	 38	X	CC	   0.00	    305.9700	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	R                    	F                 	                         	rR                             	C                        	                         	A                        	A                      	                       	R                	                      	F                          	A                    	R                  	F                       	R                      	F                  	rR                         	                         	R                     	C                    	                    	C                     	                            	                      	                  	                       	                      	R                    	                     	                   	F                     	C                    	R                   	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	F                   	C                        	                          	                               	R                 	                                    	C                       	F                      	                       	R                  	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN12a             	              	164	 997	A	 39	X	CC	   0.00	    316.5100	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	R                    	F                 	                         	rR                             	F                        	                         	A                        	A                      	                       	R                	                      	F                          	A                    	F                  	C                       	R                      	F                  	                           	                         	R                     	C                    	                    	C                     	                            	                      	                  	                       	                      	                     	                     	                   	F                     	F                    	R                   	                         	R                	                       	                             	                    	                     	                                    	                        	                      	                      	                        	F                   	A                        	                          	                               	R                 	                                    	C                       	R                      	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN11b             	              	164	 997	A	 41	X	 1	  27.00	    318.9700	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	F                    	F                 	                         	R                              	C                        	                         	A                        	C                      	R                      	R                	R                     	F                          	A                    	F                  	F                       	                       	F                  	                           	                         	R                     	C                    	                    	F                     	                            	                      	                  	                       	                      	R                    	                     	                   	F                     	F                    	R                   	                         	                 	                       	                             	                    	                     	                                    	                        	                      	R                     	                        	F                   	A                        	                          	                               	R                 	                                    	C                       	F                      	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN11b             	              	164	 997	A	 41	X	CC	   0.00	    326.1800	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	F                    	F                 	                         	R                              	R                        	                         	A                        	A                      	R                      	R                	                      	F                          	A                    	F                  	C                       	R                      	C                  	                           	                         	R                     	C                    	                    	F                     	                            	                      	R                 	                       	                      	R                    	                     	                   	F                     	F                    	R                   	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	F                   	A                        	                          	                               	R                 	                                    	C                       	F                      	rR                     	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN11b             	              	164	 997	A	 42	X	 2	  30.00	    329.2000	Okada    	Nannofossils                                 	A              	M                 	A                    	F                 	F                    	C                 	                         	F                              	                         	                         	A                        	A                      	F                      	F                	R                     	R                          	A                    	F                  	C                       	                       	C                  	                           	                         	                      	C                    	                    	F                     	                            	                      	                  	                       	                      	R                    	                     	                   	F                     	C                    	R                   	                         	R                	                       	                             	                    	                     	                                    	                        	                      	R                     	                        	R                   	A                        	                          	                               	R                 	R                                   	A                       	F                      	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN11a             	              	164	 997	A	 43	X	 1	  30.00	    337.3000	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	C                    	A                 	                         	C                              	C                        	                         	A                        	A                      	F                      	R                	R                     	F                          	A                    	F                  	C                       	R                      	F                  	                           	                         	                      	F                    	                    	C                     	                            	rR                    	                  	F                      	                      	                     	R                    	                   	                      	C                    	R                   	                         	R                	                       	                             	                    	                     	R                                   	                        	R                     	                      	                        	R                   	C                        	                          	C                              	R                 	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN11a             	              	164	 997	A	 43	X	CC	  28.00	    342.1000	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	F                    	A                 	rR                       	C                              	                         	                         	A                        	A                      	C                      	R                	                      	F                          	A                    	F                  	C                       	                       	F                  	                           	R                        	R                     	C                    	                    	C                     	                            	rR                    	R                 	R                      	R                     	                     	R                    	                   	F                     	C                    	F                   	R                        	F                	                       	                             	                    	                     	                                    	                        	                      	                      	                        	R                   	F                        	rR                        	C                              	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN11a             	              	164	 997	A	 44	X	 3	  29.00	    349.9900	Okada    	Nannofossils                                 	A              	M                 	F                    	F                 	C                    	F                 	rR                       	C                              	F                        	                         	A                        	A                      	C                      	R                	                      	F                          	A                    	C                  	A                       	F                      	C                  	                           	                         	                      	C                    	                    	C                     	                            	R                     	R                 	                       	F                     	R                    	R                    	                   	R                     	C                    	R                   	R                        	F                	                       	                             	                    	                     	                                    	                        	                      	R                     	R                       	R                   	C                        	                          	                               	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 997	A	 44	X	 5	  25.00	    352.9500	Okada    	Nannofossils                                 	A              	M                 	F                    	F                 	F                    	C                 	                         	F                              	C                        	                         	A                        	A                      	F                      	R                	R                     	F                          	A                    	F                  	A                       	R                      	F                  	                           	                         	                      	F                    	                    	C                     	                            	R                     	                  	R                      	F                     	R                    	                     	                   	F                     	R                    	R                   	                         	R                	                       	                             	                    	                     	                                    	                        	                      	                      	                        	                    	                         	                          	                               	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 997	A	 44	X	CC	   0.00	    355.7000	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	F                    	F                 	                         	C                              	                         	                         	A                        	A                      	C                      	R                	R                     	F                          	A                    	F                  	A                       	                       	F                  	                           	                         	                      	C                    	                    	C                     	                            	R                     	                  	R                      	R                     	R                    	R                    	                   	F                     	C                    	F                   	R                        	F                	                       	                             	                    	                     	R                                   	rR                      	R                     	R                     	                        	                    	                         	                          	                               	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 997	A	 46	X	CC	  20.00	    374.7200	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	C                    	C                 	                         	A                              	                         	R                        	A                        	A                      	C                      	R                	                      	F                          	A                    	C                  	A                       	F                      	C                  	                           	                         	                      	C                    	                    	F                     	                            	R                     	                  	R                      	                      	R                    	F                    	                   	F                     	F                    	R                   	                         	                 	                       	R                            	rR                  	rR                   	                                    	                        	                      	                      	                        	                    	                         	                          	                               	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 997	A	 47	X	CC	  20.00	    380.2000	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	F                    	C                 	                         	C                              	C                        	                         	A                        	A                      	C                      	R                	                      	F                          	A                    	F                  	A                       	R                      	F                  	                           	                         	                      	F                    	                    	F                     	R                           	R                     	                  	                       	                      	                     	F                    	                   	F                     	F                    	R                   	                         	R                	                       	                             	                    	                     	                                    	                        	                      	                      	                        	                    	                         	                          	                               	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 997	A	 48	X	CC	  59.00	    394.0700	Okada    	Nannofossils                                 	A              	M                 	F                    	R                 	R                    	F                 	                         	A                              	C                        	                         	A                        	A                      	C                      	R                	                      	F                          	A                    	F                  	C                       	R                      	F                  	                           	                         	R                     	F                    	                    	F                     	R                           	                      	R                 	R                      	                      	R                    	F                    	                   	R                     	F                    	R                   	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	                    	                         	                          	                               	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 997	A	 50	X	CC	   0.00	    399.4700	Okada    	Nannofossils                                 	A              	M                 	R                    	F                 	R                    	F                 	rR                       	A                              	F                        	                         	A                        	A                      	C                      	R                	                      	F                          	A                    	F                  	A                       	R                      	C                  	                           	R                        	R                     	R                    	                    	C                     	R                           	R                     	                  	R                      	R                     	                     	F                    	                   	R                     	R                    	R                   	                         	                 	R                      	                             	                    	                     	                                    	                        	                      	                      	                        	                    	                         	                          	                               	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 997	A	 52	X	 7	  18.00	    414.6800	Okada    	Nannofossils                                 	A              	M                 	F                    	F                 	F                    	C                 	                         	A                              	F                        	                         	A                        	A                      	C                      	R                	                      	F                          	A                    	C                  	C                       	F                      	C                  	                           	                         	                      	F                    	                    	C                     	R                           	R                     	R                 	R                      	R                     	R                    	                     	                   	                      	F                    	R                   	R                        	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	                    	                         	                          	                               	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN10c             	CN10d         	164	 997	A	 53	X	CC	   0.00	    414.1000	Okada    	Nannofossils                                 	A              	M                 	F                    	F                 	F                    	C                 	                         	A                              	C                        	F                        	A                        	A                      	C                      	F                	                      	F                          	A                    	C                  	C                       	R                      	C                  	                           	R                        	                      	F                    	R                   	C                     	R                           	                      	R                 	                       	R                     	                     	                     	                   	                      	C                    	                    	R                        	R                	                       	                             	                    	                     	                                    	                        	                      	                      	                        	                    	                         	                          	                               	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN10b             	              	164	 997	A	 54	X	 1	  28.00	    423.9800	Okada    	Nannofossils                                 	A              	M                 	C                    	F                 	C                    	A                 	                         	C                              	A                        	C                        	A                        	A                      	C                      	R                	                      	R                          	A                    	F                  	C                       	R                      	C                  	                           	                         	                      	F                    	R                   	C                     	R                           	R                     	R                 	R                      	R                     	R                    	R                    	R                  	R                     	                     	                    	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	                    	                         	                          	                               	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

  IR	Early Pliocene   	                 	CN10b             	              	164	 997	A	 54	X	CC	   0.00	    430.6900	Okada    	Nannofossils                                 	A              	M                 	F                    	F                 	F                    	C                 	rR                       	C                              	C                        	C                        	A                        	A                      	C                      	R                	R                     	F                          	A                    	C                  	C                       	F                      	F                  	rR                         	R                        	R                     	F                    	R                   	C                     	R                           	R                     	                  	                       	                      	                     	                     	                   	                      	                     	                    	                         	                 	                       	                             	                    	                     	                                    	                        	                      	                      	                        	                    	                         	                          	                               	                  	                                    	                        	                       	                       	                   	                     	                       	                       	                    	                      	                 	                        	                         	                           	                     	                         	                       	                        	                                 	                          	                        	                     	                 	                           	from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997A

