Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix planata	Heterohelix globulosa	Hedbergella monmouthensis	Globigerinelloides multispinus	Archaeoglobigerina australis	Hedbergella sliteri	Heterohelix dentata	Globotruncanella? sp.	Archaeoglobigerina mateola	Abathomphalus mayaroensis	Rugotruncana circumnodifer	Rugoglobigerina rugosa	Globigerinelloides subcarinatus	Globigerinelloides impensus	Zeauvigerina teuria	Pseudotextularia elegans	Hedbergella sp.	Guembelitria cretacea	Gublerina robusta	Globotruncanella petaloidea	Globotruncanella citae	Abathomphalus intermedius	Chiloguembelina sp.	Schackoina multispinata	Eoglobigerina fringa	Eoglobigerina eobulloides	Chiloguembelina crinita	Eoglobigerina? sp.	Bifarina alabamensis	Chiloguembelina waiparensis	Globoconusa daubjergensis	Eoglobigerina simplicissima	Subbotina pseudobulloides	Subbotina trivialis	Subbotina triloculinoides	Chiloguembelina morsei	Planorotalites compressus	Eoglobigerina quadrilocula	Morozovella inconstans	Subbotina triangularis	Guembelitrioides sp.	Planorotalites cf. P. appressus	Subbotina varianta	Planorotalites imitatus	Chiloguembelina wilcoxensis	Igorina spiralis	Acarinina? sp.	Acarinina praeangulata	Acarinina mckannai	Acarinina esnaensis	Acarinina praepentacamerata	Acarinina praecursoria	Acarinina apanthesma	Acarinina soldadoensis	Acarinina acarinata	Acarinina chascanona	Planorotalites reissi	Igorina pusilla	Acarinina cf. A. mckannai	Planorotalites planoconicus	Subbotina velascoensis	Planorotalites australiformis	Acarinina pseudotopilensis	Acarinina intermedia	Planorotalites chapmani	Acarinina triplex	Pseudohastigerina wilcoxensis	Morozovella subbotinae	Morozovella gracilis	Subbotina cf. S. hornibrooki	Planorotalites sp. 2	Acarinina wilcoxensis	Acarinina strabocella	Acarinina coalingensis	Acarinina nitida	Subbotina patagonica	Muricoglobigerina senni	Acarinina pentacamerata	Subbotina hardingae	Acarinina interposita	Subbotina pseudoeocaena	Acarinina primitiva	Acarinina broedermanni	Acarinina cuneicamerata	Cassigerinelloita amekiensis	Acarinina cf. A. collactea	Comment

  SR	Late Paleocene   	                 	AP5               	              	119	 738	C	 11	R	CC	  15.00	    286.8000	Huber    	Planktonic Foraminifers                      	C              	G                 	                   	                     	                         	?                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	R                   	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	C                 	                       	R                          	                	              	                      	                  	F                  	C                          	                      	                    	F                     	C                  	R                   	R                    	               	F                        	?                          	A                     	R                            	F                         	R                   	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Late Paleocene   	                 	AP4               	              	119	 738	C	 13	R	CC	   8.00	    302.7800	Huber    	Planktonic Foraminifers                      	A              	M                 	                   	                     	                         	r                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	R                   	                           	                         	                           	                         	                   	                         	R                     	                         	                          	                      	                      	F                   	                               	C                 	                       	F                          	                	              	                      	                  	R                  	F                          	                      	                    	R                     	C                  	F                   	F                    	F              	                         	R                          	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Late Paleocene   	                 	AP4               	              	119	 738	C	 14	R	CC	   9.00	    312.3900	Huber    	Planktonic Foraminifers                      	A              	G                 	                   	                     	                         	                              	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	C                      	                  	                    	                           	                         	                           	                         	                   	                         	R                     	                         	                          	                      	R                     	                    	                               	C                 	                       	                           	                	              	                      	                  	                   	R                          	                      	                    	F                     	C                  	A                   	F                    	R              	R                        	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Late Paleocene   	                 	AP4               	              	119	 738	C	 15	R	CC	  14.00	    322.0400	Huber    	Planktonic Foraminifers                      	C              	M                 	                   	                     	                         	r                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	F                      	                  	R                   	                           	                         	                           	R                        	                   	                         	                      	R                        	                          	R                     	C                     	                    	                               	F                 	                       	F                          	R               	              	                      	R                 	R                  	F                          	                      	                    	                      	A                  	C                   	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Late Paleocene   	                 	AP4               	              	119	 738	C	 16	R	 1	  55.00	    332.1500	Huber    	Planktonic Foraminifers                      	A              	G                 	r                  	                     	                         	                              	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	R                      	                  	R                   	                           	                         	                           	R                        	                   	                         	                      	R                        	                          	                      	C                     	R                   	                               	                  	                       	                           	R               	R             	C                     	R                 	C                  	F                          	R                     	R                   	R                     	F                  	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Late Paleocene   	                 	AP4               	              	119	 738	C	 16	R	 2	  74.00	    333.8400	Huber    	Planktonic Foraminifers                      	A              	M                 	                   	r                    	                         	r                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	R                   	                           	                         	                           	F                        	                   	                         	R                     	F                        	                          	C                     	F                     	R                   	                               	C                 	                       	R                          	                	R             	F                     	R                 	F                  	R                          	R                     	R                   	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Late Paleocene   	                 	AP3               	              	119	 738	C	 16	R	 4	  90.00	    337.0000	Huber    	Planktonic Foraminifers                      	A              	M                 	r                  	r                    	                         	r                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	R                      	                  	C                   	                           	                         	A                          	C                        	                   	                         	R                     	F                        	                          	C                     	F                     	                    	                               	                  	                       	F                          	                	F             	C                     	R                 	C                  	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Late Paleocene   	                 	AP2               	              	119	 738	C	 16	R	 5	  90.00	    338.5000	Huber    	Planktonic Foraminifers                      	A              	G                 	r                  	                     	                         	r                             	                            	                   	                   	                     	                          	                         	r                         	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	F                      	                  	F                   	                           	                         	                           	C                        	F                  	                         	R                     	F                        	R                         	F                     	F                     	F                   	R                              	                  	                       	F                          	R               	C             	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP2               	              	119	 738	C	 16	R	 6	  90.00	    340.0000	Huber    	Planktonic Foraminifers                      	A              	G                 	                   	                     	                         	                              	                            	                   	                   	                     	                          	                         	                          	                      	r                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	F                      	                  	F                   	                           	                         	A                          	C                        	F                  	                         	C                     	F                        	C                         	F                     	C                     	R                   	R                              	                  	                       	F                          	R               	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP2               	              	119	 738	C	 16	R	CC	  12.00	    340.9000	Huber    	Planktonic Foraminifers                      	A              	G                 	                   	                     	                         	                              	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	C                      	                  	R                   	                           	                         	                           	C                        	F                  	F                        	R                     	R                        	F                         	R                     	C                     	R                   	                               	A                 	R                      	R                          	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP2               	              	119	 738	C	 17	R	 1	  90.00	    342.2000	Huber    	Planktonic Foraminifers                      	A              	G                 	                   	                     	                         	                              	                            	                   	                   	                     	                          	                         	r                         	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	A                      	                  	R                   	                           	                         	F                          	R                        	R                  	C                        	C                     	R                        	F                         	F                     	F                     	F                   	R                              	A                 	                       	F                          	R               	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP2               	              	119	 738	C	 17	R	 2	  90.00	    343.7000	Huber    	Planktonic Foraminifers                      	A              	G                 	                   	                     	                         	r                             	r                           	r                  	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	F                      	                  	R                   	                           	                         	A                          	F                        	A                  	C                        	F                     	R                        	F                         	R                     	R                     	F                   	F                              	C                 	F                      	                           	F               	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP2               	              	119	 738	C	 17	R	 3	  90.00	    345.2000	Huber    	Planktonic Foraminifers                      	A              	G                 	                   	                     	                         	                              	                            	                   	                   	                     	                          	                         	                          	                      	r                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	C                      	                  	R                   	                           	                         	R                          	C                        	A                  	R                        	A                     	F                        	F                         	R                     	C                     	F                   	                               	A                 	R                      	                           	R               	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP2               	              	119	 738	C	 17	R	 4	  88.00	    346.6800	Huber    	Planktonic Foraminifers                      	A              	G                 	                   	                     	                         	                              	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	F                      	                  	R                   	                           	                         	A                          	C                        	F                  	C                        	F                     	R                        	F                         	R                     	F                     	F                   	                               	F                 	F                      	R                          	R               	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP2               	              	119	 738	C	 17	R	 5	  90.00	    348.2000	Huber    	Planktonic Foraminifers                      	A              	G                 	                   	                     	                         	                              	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	A                      	                  	R                   	                           	                         	A                          	C                        	F                  	F                        	C                     	F                        	R                         	C                     	R                     	R                   	                               	C                 	C                      	R                          	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP2               	              	119	 738	C	 17	R	 6	  90.00	    349.7000	Huber    	Planktonic Foraminifers                      	R              	M                 	                   	                     	                         	                              	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	F                      	                  	R                   	                           	                         	F                          	C                        	F                  	C                        	F                     	F                        	F                         	R                     	                      	C                   	F                              	F                 	C                      	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP2               	              	119	 738	C	 17	R	 7	  65.00	    350.9500	Huber    	Planktonic Foraminifers                      	A              	G                 	                   	                     	                         	                              	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	A                      	                  	R                   	                           	                         	F                          	C                        	F                  	                         	F                     	F                        	R                         	F                     	R                     	F                   	A                              	F                 	R                      	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP1a (Huber 1991) 	              	119	 738	C	 17	R	CC	  26.00	    351.2900	Huber    	Planktonic Foraminifers                      	C              	G                 	                   	                     	                         	r                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	F                      	                  	R                   	                           	R                        	C                          	F                        	F                  	R                        	F                     	A                        	                          	F                     	F                     	F                   	F                              	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP1a (Huber 1991) 	              	119	 738	C	 18	R	 1	  94.00	    351.8400	Huber    	Planktonic Foraminifers                      	F              	G                 	                   	                     	                         	                              	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	F                  	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	F                      	                  	R                   	                           	R                        	C                          	R                        	F                  	F                        	C                     	F                        	                          	A                     	R                     	F                   	C                              	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP1a (Huber 1991) 	              	119	 738	C	 18	R	 2	  94.00	    353.3400	Huber    	Planktonic Foraminifers                      	C              	G                 	                   	                     	                         	r                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	C                      	                  	F                   	                           	R                        	F                          	C                        	C                  	F                        	C                     	F                        	F                         	                      	F                     	R                   	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.
