Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera sibogae,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus grandis,Hayaster perplexus,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Coronocyclus nitescens,Coccolithus pelagicus,Ceratolithus rugosus,Calcidiscus macintyrei,Braarudosphaera bigelowii,Discosphaera tubifera,Syracosphaera pulchra,Sphenolithus neoabies,Sphenolithus abies,Helicosphaera kamptneri,Calcidiscus leptoporus,Discoaster variabilis,Discoaster brouweri,Discoaster braarudii,Chiasmolithus altus,Rhabdosphaera clavigera,Reticulofenestra pseudoumbilicus,Gephyrocapsa aperta,Dictyococcites antarcticus,Reticulofenestra minutula,Helicosphaera sellii,Gephyrocapsa caribbeanica,Small Gephyrocapsa spp.,Scyphosphaera spp.,Reticulofenestra umbilica,Pseudoemiliania lacunosa,Pontosphaera japonica,Helicosphaera carteri,Reticulofenestra minuta,Dictyococcites productus,Reticulofenestra haqii,Reticulofenestra asanoi,Medium Gephyrocapsa spp.,Helicosphaera hyalina,Gephyrocapsa parallela,Oolithotus fragilis,Gephyrocapsa margerelii,Gephyrocapsa oceanica,Pontosphaera plana,Pontosphaera millepuncta,Helicosphaera inversa,Emiliania huxleyi,Coccolithus formosus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 47,X,CC,  36.00,    441.7100,Ladner   ,Nannofossils                                 ,F              ,P                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,                         ,                     ,                     ,                     ,                  ,R                      ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,F                         ,                         ,R                   ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,Abundant amounts of extra calcite.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 48,X,CC,  27.00,    453.0100,Ladner   ,Nannofossils                                 ,F              ,P                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,                      ,                         ,                     ,F                    ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,R                   ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,"Abundant calcite, repricipation. Not many datable fossils."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 49,X, 3,  64.00,    456.5400,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,F                     ,A                        ,                     ,                     ,                     ,                  ,R                      ,                      ,                     ,                   ,                    ,                   ,                       ,                                ,F                  ,C                         ,                         ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 49,X,CC,  34.00,    459.6200,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,                     ,                    ,F                     ,D                        ,                     ,R                    ,                     ,                  ,F                      ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,F                  ,C                         ,F                        ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1127,B, 50,X, 3, 144.00,    466.9400,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,F                    ,                    ,                      ,F                        ,                     ,F                    ,                     ,                  ,                       ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,C                  ,C                         ,                         ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Early Pliocene   ,NN6               ,NN15          ,182,1127,B, 50,X, 4,  54.00,    467.5400,Ladner   ,Nannofossils                                 ,A              ,M                 ,C                      ,C                      ,                          ,                    ,                  ,                           ,                          ,                      ,C                    ,                    ,F                     ,                         ,                     ,                     ,C                    ,                  ,F                      ,                      ,F                    ,F                  ,                    ,                   ,F                      ,                                ,                   ,                          ,                         ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Early Pliocene   ,NN6               ,NN15          ,182,1127,B, 50,X,CC,  32.00,    472.2500,Ladner   ,Nannofossils                                 ,A              ,M                 ,C                      ,R                      ,                          ,                    ,F                 ,                           ,                          ,                      ,                     ,                    ,R                     ,                         ,                     ,F                    ,C                    ,                  ,C                      ,F                     ,                     ,R                  ,                    ,                   ,F                      ,F                               ,                   ,                          ,                         ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Pliocene   ,NN6               ,NN15          ,182,1127,B, 51,X,CC,  30.00,    479.9400,Ladner   ,Nannofossils                                 ,A              ,M                 ,C                      ,                       ,                          ,                    ,F                 ,                           ,                          ,                      ,C                    ,                    ,F                     ,                         ,                     ,F                    ,C                    ,                  ,F                      ,F                     ,F                    ,R                  ,R                   ,1                  ,                       ,                                ,                   ,                          ,                         ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,"Chiasmolithus altus was severly overgrown, and most likely reworked"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Pliocene   ,NN6               ,NN15          ,182,1127,B, 52,X,CC,  20.00,    487.9400,Ladner   ,Nannofossils                                 ,C              ,M                 ,C                      ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,C                    ,                    ,C                     ,                         ,                     ,R                    ,F                    ,R                 ,F                      ,                      ,F                    ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,Most Discoaster were heavily overgrown.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Pliocene   ,NN6               ,NN15          ,182,1127,B, 53,X,CC,  23.00,    493.6900,Ladner   ,Nannofossils                                 ,C              ,M                 ,F                      ,                       ,                          ,                    ,                  ,                           ,                          ,                      ,C                    ,                    ,F                     ,R                        ,                     ,F                    ,F                    ,F                 ,F                      ,F                     ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,Abundant precipitation and etching.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Pliocene   ,NN6               ,NN15          ,182,1127,B, 54,X,CC,   0.00,    501.1000,Ladner   ,Nannofossils                                 ,F              ,M                 ,F                      ,R                      ,                          ,                    ,                  ,                           ,                          ,                      ,R                    ,                    ,R                     ,                         ,1                    ,                     ,                     ,                  ,                       ,                      ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,Not enough nannos to call a zone. Extensive precipitation on distal shields of C. pelagicus.\
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,NN4               ,NN5           ,182,1127,B, 55,X,CC,   5.00,    507.7500,Ladner   ,Nannofossils                                 ,A              ,M                 ,C                      ,C                      ,F                         ,C                   ,F                 ,F                          ,F                         ,R                     ,F                    ,F                   ,F                     ,F                        ,                     ,                     ,                     ,                  ,                       ,                      ,                     ,                   ,                    ,                   ,                       ,                                ,                   ,                          ,                         ,                    ,                         ,                       ,                  ,                         ,                        ,                     ,                     ,                       ,                        ,                      ,                       ,                        ,                     ,                      ,                   ,                       ,                     ,                  ,                        ,                     ,                 ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
