Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stichomitra granulata,Buryella spp.,Phormocyrtis cubensis,Lamptonium pennatum,Lamptonium fabaeforme fabaeforme,Amphicraspedum murrayanum,Theocotylissa alpha,Podocyrtis papalis,Phormocyrtis turgida,Thyrsocyrtis hirsuta,Phormocyrtis striata striata,Phormocyrtis striata exquisita,Lychnocanoma babylonis group,Dictyoprora mongolfieri,Buryella clinata,Thyrsocyrtis rhizodon,Podocyrtis diamesa,Lithochytris vespertilio,Theocotylissa ficus,Theocotyle cryptocephala,Theocorys anaclasta,Spongatractus pachystylus,Rhopalocanium ornatum,Podocyrtis sinuosa,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme chaunothorax,Eusyringium lagena,Dictyoprora amphora,Dictyophimus craticula,Thyrsocyrtis robusta,Rhabdolithis pipa,Lithocyclia ocellus,Eusyringium fistuligerum,Thyrsocyrtis triacantha,Sethochytris triconiscus,Podocyrtis  ampla,Lophocyrtis biaurita,Calocyclas hispida,Podocyrtis mitra,Calocycloma ampulla,Anthocyrtoma sp.,Podocyrtis trachodes,Podocyrtis fasciolata,Podocyrtis chalara,Dictyoprora armadillo,Cryptocarpium ornatum,Lithocyclia aristotelis group,Podocyrtis goetheana,Dictyoprora pirum,Calocyclas turris,Thyrsocyrtis  tetracantha,Lychnocanoma bajunensis,Cryptocarpium azyx,Tristylospyris triceros,Lychnocanoma amphitrite,Thyrsocyrtis bromia,Thyrsocyrtis lochites,Calocyclas bandyca,Theocyrtis tuberosa,Artophormis gracilis,Lithocyclia angusta,Carpocanistrum spp.,Eucyrtidium diaphanes,Theocyrtis annosa,Centrobotrys gravida,Lophocyrtis spp.,Dorcadospyris ateuchus,Dorcadospyris papilio,Centrobotrys petrushevskayae,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP17              ,              ,165, 999,B, 28,R, 3,  14.00,    758.8400,Nigrini  ,Radiolarians                                 ,A              ,M                 ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,R                           ,F                      ,                ,+                    ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,+                  ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,+                    ,+                    ,+                            ,                    ,R                ,F                ,+                        ,                       ,+                 ,+                      ,+                      ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP17              ,              ,165, 999,B, 28,R, 5,   2.00,    761.7200,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,+                    ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,+                  ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,?                            ,                    ,                 ,?                ,+                        ,                       ,?                 ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP16              ,              ,165, 999,B, 29,R, 1,  40.00,    765.8000,Nigrini  ,Radiolarians                                 ,A              ,MG                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,F                 ,                    ,                    ,                            ,                              ,+                           ,R                      ,                ,                     ,                  ,                        ,                   ,                        ,                   ,+                        ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,VF                 ,                        ,+                      ,                        ,                 ,                    ,+                 ,                ,+                  ,+               ,                    ,                     ,                  ,+                    ,                     ,MR                           ,                    ,+                ,                 ,                         ,+                      ,-                 ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP16              ,              ,165, 999,B, 29,R, 3,  14.00,    768.5400,Nigrini  ,Radiolarians                                 ,F              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,+                 ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,+                    ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,+                       ,+                      ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,+                    ,                     ,+                            ,                    ,                 ,                 ,+                        ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,RP16              ,              ,165, 999,B, 29,R, 5,  72.00,    772.1200,Nigrini  ,Radiolarians                                 ,A              ,MG                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,F                 ,                    ,                    ,                            ,                              ,+                           ,C                      ,                ,MR                   ,                  ,                        ,                   ,                        ,                   ,+                        ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,R                  ,R                       ,+                      ,                        ,                 ,                    ,R                 ,                ,+                  ,                ,                    ,                     ,+                 ,R                    ,                     ,R                            ,                    ,+                ,-                ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP16              ,              ,165, 999,B, 30,R, 1,  57.00,    775.6700,Nigrini  ,Radiolarians                                 ,F              ,MG                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,F                 ,                    ,                    ,                            ,                              ,R                           ,C                      ,                ,R                    ,+                 ,                        ,+                  ,                        ,                   ,R                        ,+                    ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,MR                 ,R                       ,VF                     ,                        ,                 ,                    ,R                 ,                ,MR                 ,+               ,                    ,                     ,+                 ,                     ,                     ,+                            ,+                   ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP16              ,              ,165, 999,B, 30,R, 3,  72.00,    778.8200,Nigrini  ,Radiolarians                                 ,A              ,MG                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,+                    ,                  ,                        ,                   ,                        ,                   ,                         ,+                    ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,+                       ,+                      ,                        ,                 ,                    ,                  ,                ,                   ,+               ,                    ,                     ,+                 ,?                    ,                     ,+                            ,+                   ,?                ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP15              ,              ,165, 999,B, 31,R, 1, 131.00,    786.2100,Nigrini  ,Radiolarians                                 ,C              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,+                    ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,+                  ,+                       ,?                      ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,?                            ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP15              ,              ,165, 999,B, 31,R, 3,  12.00,    788.0200,Nigrini  ,Radiolarians                                 ,A              ,M                 ,                     ,             ,                     ,                   ,                                ,                         ,                   ,R                 ,                    ,                    ,                            ,                              ,+                           ,C                      ,                ,+                    ,                  ,+                       ,                   ,                        ,                   ,R                        ,+                    ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,+                  ,+                       ,R                      ,                        ,                 ,                    ,+                 ,                ,                   ,+               ,                    ,                     ,+                 ,                     ,                     ,?                            ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP15              ,              ,165, 999,B, 31,R, 5,  62.00,    790.6200,Nigrini  ,Radiolarians                                 ,C              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,+                 ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,+                  ,                      ,                    ,                 ,+                  ,+                       ,+                      ,+                       ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,R                    ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 999,B, 32,R, 1,  40.00,    795.2000,Nigrini  ,Radiolarians                                 ,A              ,M                 ,                     ,             ,                     ,                   ,                                ,                         ,                   ,+                 ,                    ,                    ,                            ,                              ,+                           ,C                      ,                ,F                    ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,+                  ,+                       ,+                      ,+                       ,                 ,                    ,VF                ,+               ,                   ,+               ,                    ,                     ,                  ,?                    ,+                    ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 999,B, 33,R, 1,  78.00,    805.4800,Nigrini  ,Radiolarians                                 ,A              ,M                 ,                     ,             ,                     ,                   ,                                ,                         ,                   ,R                 ,                    ,                    ,                            ,                              ,R                           ,C                      ,                ,F                    ,                  ,R                       ,+                  ,                        ,                   ,+                        ,+                    ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,+                ,R                  ,MR                      ,R                      ,MR                      ,?                ,                    ,                  ,+               ,                   ,+               ,                    ,                     ,+                 ,-                    ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 999,B, 33,R, 3,  55.00,    808.2500,Nigrini  ,Radiolarians                                 ,C              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,+                    ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,+                       ,+                      ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,+                 ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 999,B, 33,R, 5,  54.00,    811.2400,Nigrini  ,Radiolarians                                 ,A              ,M                 ,                     ,             ,                     ,                   ,                                ,                         ,                   ,F                 ,                    ,                    ,                            ,                              ,MR                          ,C                      ,                ,                     ,                  ,R                       ,R                  ,                        ,                   ,R                        ,R                    ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,R                  ,MR                      ,F                      ,MR                      ,                 ,                    ,MR                ,+               ,R                  ,+               ,                    ,                     ,+                 ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP14              ,              ,165, 999,B, 34,R, 1,  55.00,    815.0500,Nigrini  ,Radiolarians                                 ,A              ,M                 ,                     ,             ,                     ,                   ,                                ,                         ,                   ,R                 ,                    ,                    ,                            ,                              ,R                           ,C                      ,                ,R                    ,                  ,R                       ,R                  ,                        ,                   ,+                        ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,F                  ,R                       ,F                      ,R                       ,                 ,                    ,                  ,F               ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP14              ,              ,165, 999,B, 34,R, 3,  53.00,    818.0300,Nigrini  ,Radiolarians                                 ,A              ,P-M               ,                     ,             ,                     ,                   ,                                ,                         ,                   ,+                 ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,                     ,                  ,+                       ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,+                  ,+                       ,+                      ,+                       ,                 ,                    ,                  ,+               ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP14              ,              ,165, 999,B, 34,R, 5,  15.00,    820.6500,Nigrini  ,Radiolarians                                 ,A              ,P                 ,                     ,             ,                     ,                   ,                                ,                         ,                   ,MR                ,                    ,                    ,                            ,                              ,MR                          ,C                      ,                ,VF                   ,                  ,+                       ,                   ,                        ,                   ,                         ,+                    ,                  ,                                 ,                                  ,                  ,F                  ,                      ,                    ,                 ,MR                 ,VF                      ,F                      ,MR                      ,+                ,                    ,                  ,+               ,                   ,                ,+                   ,+                    ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP14              ,              ,165, 999,B, 35,R, 1,  73.00,    824.8300,Nigrini  ,Radiolarians                                 ,A              ,M-G               ,                     ,             ,                     ,                   ,                                ,                         ,                   ,R                 ,                    ,                    ,                            ,                              ,MR                          ,C                      ,                ,MR                   ,                  ,R                       ,                   ,                        ,                   ,R                        ,                     ,                  ,                                 ,                                  ,                  ,F                  ,                      ,                    ,+                ,MR                 ,VF                      ,F                      ,-                       ,R                ,                    ,R                 ,-               ,                   ,+               ,F                   ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP14              ,              ,165, 999,B, 35,R, 3,  18.00,    827.2800,Nigrini  ,Radiolarians                                 ,A              ,P-M               ,                     ,             ,                     ,                   ,                                ,                         ,                   ,MR                ,                    ,                    ,                            ,                              ,VF                          ,+                      ,                ,VF                   ,                  ,F                       ,+                  ,                        ,                   ,VF                       ,                     ,-                 ,                                 ,                                  ,                  ,+                  ,                      ,                    ,+                ,F                  ,VF                      ,F                      ,                        ,+                ,                    ,+                 ,F               ,+                  ,R               ,+                   ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP13              ,              ,165, 999,B, 36,R, 2, 120.00,    836.4000,Nigrini  ,Radiolarians                                 ,A              ,MG                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,F                 ,                    ,                    ,                            ,                              ,MR                          ,C                      ,                ,VF                   ,                  ,F                       ,+                  ,                        ,                   ,R                        ,+                    ,F                 ,                                 ,                                  ,R                 ,C                  ,R                     ,                    ,                 ,R                  ,+                       ,F                      ,?                       ,R                ,R                   ,R                 ,R               ,+                  ,R               ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP13              ,              ,165, 999,B, 36,R, 4,   7.00,    838.2700,Nigrini  ,Radiolarians                                 ,A              ,MG                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,+                 ,                    ,                    ,                            ,                              ,F                           ,C                      ,                ,VF                   ,                  ,                        ,+                  ,                        ,                   ,R                        ,                     ,F                 ,                                 ,                                  ,R                 ,C                  ,                      ,                    ,                 ,                   ,R                       ,F                      ,-                       ,+                ,R                   ,R                 ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP13              ,              ,165, 999,B, 37,R, 1,  76.00,    844.0600,Nigrini  ,Radiolarians                                 ,C              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,+                 ,                    ,                    ,                            ,                              ,+                           ,+                      ,                ,                     ,                  ,                        ,                   ,                        ,                   ,+                        ,                     ,                  ,                                 ,                                  ,+                 ,+                  ,                      ,                    ,                 ,+                  ,+                       ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP13              ,              ,165, 999,B, 37,R, 3, 143.00,    847.7300,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,+                 ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,                     ,                  ,+                       ,                   ,                        ,                   ,                         ,                     ,+                 ,                                 ,                                  ,+                 ,+                  ,                      ,                    ,                 ,+                  ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP13              ,              ,165, 999,B, 38,R, 1,  10.00,    853.0000,Nigrini  ,Radiolarians                                 ,C              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,+                           ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,+                 ,                   ,                      ,                    ,                 ,+                  ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 999,B, 41,R, 1, 128.00,    883.1800,Nigrini  ,Radiolarians                                 ,A              ,P-M               ,                     ,             ,                     ,                   ,                                ,                         ,                   ,R                 ,                    ,                    ,                            ,                              ,MR                          ,                       ,                ,R                    ,                  ,MR                      ,+                  ,MR                      ,+                  ,+                        ,R                    ,+                 ,+                                ,+                                 ,-                 ,                   ,                      ,MR                  ,R                ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 999,B, 41,R, 3,  33.00,    885.2300,Nigrini  ,Radiolarians                                 ,T              ,                  ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,+                      ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,F                  ,R                     ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 999,B, 42,R, 1, 107.00,    887.5700,Nigrini  ,Radiolarians                                 ,C              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,+                 ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
