Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Transversopontis pulcher	Reticulofenestra umbilica	Reticulofenestra sp. (small)	Micrantholithus sp.	Helicosphaera seminulum	Discolithina oamaruensis	Discoaster saipanensis	Dictyococcites dictyodus	Cyclococcolithus luminis	Cyclococcolithus formosus	Cyclicargolithus floridanus	Cribrocentrum reticulatum	Coronocyclus nitescens	Coccolithus pelagicus	Coccolithus eopelagicus	Helicosphaera lophota	Discoaster sp. cf. D. tani	Blackites tenuis	Sphenolithus moriformis	Discolithina distincta	Discoaster tanii	Discoaster distinctus	Chiasmolithus grandis	Braarudosphaera bigelowii	Sphenolithus radians	Discoaster sp. cf. D. distinctus	Discoaster binodosus	Zygrhablithus bijugatus	Helicosphaera euphratis	Discolithina sp. cf. D. oamaruensis	Discoaster germanicus	Discoaster barbadiensis	Chiasmolithus solitus	Isthmolithus recurvus	Helicosphaera sp. cf. H. compacta	Markalius inversus	Triquetrorhabdulus sp. cf. T. carinatus	Reticulofenestra insignita	Discoaster deflandrei	Cyclicargolithus abisectus	Coccolithus miopelagicus	Triquetrorhabdulus carinatus	Sphenolithus dissimilis	Chiasmolithus altus	Discolithina desueta	Dictyococcites sp. cf. D. dictyodus	Discolithina sp. cf. D. enormis	Helicosphaera sp. cf. H. euphratis	Discoaster druggii	Helicosphaera carteri	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilicus	Helicosphaera ampliaperta	Discoaster exilis	Reticulofenestra cf. pseudoumbilica	Sphenolithus abies	Discoaster brouweri	Discoaster VI sec. calc.	Discoaster variabilis	Cyclococcolithus rotula	Cyclococcolithus macintyrei	Cyclococcolithus leptoporus	Lithostromation perdurum	Discoaster sp. cf. D. brouweri	Discoaster sp. cf. D. exilis	Gephyrocapsa sp.	Ceratolithus rugosus	Scyphosphaera sp. (base)	Gephyrocapsa oceanica	Gephyrocapsa aperta	Umbilicosphaera mirabilis	Emiliania huxleyi	Comment
  SR	Late Oligocene   	                 	NP24              	NP25          	112	 682	A	 38	X	 2	  64.00	    341.8400	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	F                    	                       	                     	                          	                	F                      	                      	                	                     	                     	                         	                    	                                	                    	                       	R                      	                                   	                     	                       	                     	                     	                                 	                  	                                       	R                         	C                    	C                         	F                       	R                           	R                      	                   	                    	                                   	R                              	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Oligocene   	                 	NP24              	NP25          	112	 682	A	 38	X	CC	  28.00	    344.7200	Martini  	Nannofossils                                 	               	P/M               	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	C                    	                       	                     	                          	                	F                      	                      	                	                     	                     	                         	                    	                                	                    	                       	R                      	                                   	                     	                       	                     	                     	                                 	                  	                                       	R                         	C                    	C                         	R                       	R                           	R                      	                   	F                   	R                                  	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Oligocene   	                 	NP24              	NP25          	112	 682	A	 39	X	 1	 130.00	    350.6000	Martini  	Nannofossils                                 	               	P                 	                        	                         	R                           	                   	                       	                        	                      	R                       	                        	                         	R                          	                         	                      	R                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	R                      	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	F                    	R                         	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Oligocene   	                 	NP24              	NP25          	112	 682	A	 39	X	CC	  25.00	    352.4600	Martini  	Nannofossils                                 	               	P                 	                        	                         	C                           	                   	                       	                        	                      	                        	                        	                         	C                          	                         	                      	F                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	R                         	F                    	C                         	R                       	R                           	                       	R                  	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Oligocene   	                 	NP24              	NP25          	112	 682	A	 40	X	 2	 100.00	    361.2000	Martini  	Nannofossils                                 	               	P                 	                        	                         	F                           	                   	                       	                        	                      	R                       	                        	                         	C                          	                         	                      	R                    	                       	                     	                          	                	F                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	F                         	F                    	R                         	R                       	F                           	R                      	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Oligocene   	                 	NP24              	NP25          	112	 682	A	 41	X	CC	  30.00	    368.5000	Martini  	Nannofossils                                 	               	P                 	                        	                         	C                           	                   	                       	                        	                      	F                       	                        	                         	C                          	                         	                      	F                    	                       	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	R                                      	F                         	F                    	R                         	R                       	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Oligocene        	                 	NP21              	              	112	 682	A	 44	X	CC	  13.00	    397.2300	Martini  	Nannofossils                                 	               	P/M               	                        	F                        	C                           	                   	                       	                        	                      	F                       	                        	R                        	C                          	                         	                      	F                    	R                      	                     	R                         	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	R                      	                                   	                     	                       	                     	F                    	                                 	R                 	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Cretaceous reworked from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Oligocene        	                 	NP21              	              	112	 682	A	 44	X	CC	  17.00	    397.2700	Martini  	Nannofossils                                 	               	P                 	                        	R                        	F                           	                   	                       	                        	                      	F                       	                        	R                        	F                          	                         	                      	F                    	R                      	                     	                          	                	                       	                      	R               	                     	                     	                         	                    	                                	                    	                       	F                      	                                   	                     	                       	                     	R                    	R                                	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Cretaceous reworked from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Eocene      	                 	NP16              	              	112	 682	A	 45	X	 1	  55.00	    404.2500	Martini  	Nannofossils                                 	               	P/M               	                        	R                        	F                           	                   	R                      	                        	                      	                        	                        	F                        	                           	F                        	R                     	F                    	R                      	R                    	                          	R               	                       	                      	                	R                    	                     	R                        	                    	                                	                    	                       	                       	                                   	R                    	R                      	R                    	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Cretaceous reworked from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Eocene      	                 	NP16              	              	112	 682	A	 45	X	CC	  25.00	    404.5500	Martini  	Nannofossils                                 	               	P/M               	                        	R                        	F                           	R                  	                       	                        	F                     	R                       	                        	R                        	F                          	R                        	                      	F                    	                       	                     	                          	R               	                       	                      	R               	R                    	                     	                         	                    	                                	                    	R                      	R                      	R                                  	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Eocene      	                 	NP16              	              	112	 682	A	 46	X	CC	  16.00	    410.1300	Martini  	Nannofossils                                 	               	P/M               	                        	C                        	                            	R                  	F                      	                        	C                     	F                       	                        	F                        	C                          	F                        	                      	F                    	R                      	R                    	                          	R               	R                      	R                     	R               	                     	R                    	R                        	R                   	R                               	R                   	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Eocene      	                 	NP16              	              	112	 682	A	 47	X	 2	  67.00	    419.8700	Martini  	Nannofossils                                 	               	P/M               	                        	F                        	                            	                   	R                      	                        	F                     	                        	F                       	F                        	F                          	F                        	                      	F                    	                       	                     	                          	                	R                      	R                     	R               	R                    	R                    	R                        	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Cretaceous reworked from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Eocene      	                 	NP16              	              	112	 682	A	 47	X	CC	  28.00	    421.7700	Martini  	Nannofossils                                 	               	P                 	                        	F                        	C                           	                   	                       	                        	F                     	R                       	                        	                         	F                          	R                        	                      	F                    	R                      	                     	                          	                	R                      	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Cretaceous reworked from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Eocene      	                 	NP16              	              	112	 682	A	 48	X	 1	  37.00	    427.5700	Martini  	Nannofossils                                 	               	P/M               	                        	F                        	F                           	                   	R                      	                        	R                     	R                       	R                       	R                        	                           	R                        	                      	F                    	R                      	R                    	R                         	R               	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	Cretaceous reworked from ODP Leg 112 SR Chapter 14 Table 5 p 223

  SR	Late Eocene      	                 	NP16              	              	112	 682	A	 48	X	CC	  34.00	    427.9300	Martini  	Nannofossils                                 	               	P/M               	R                       	F                        	C                           	R                  	R                      	R                       	F                     	R                       	R                       	F                        	F                          	F                        	R                     	C                    	R                      	                     	                          	                	                       	                      	                	                     	                     	                         	                    	                                	                    	                       	                       	                                   	                     	                       	                     	                     	                                 	                  	                                       	                          	                     	                          	                        	                            	                       	                   	                    	                                   	                               	                                  	                  	                     	                          	                                	                         	                 	                                   	                  	                   	                        	                     	                       	                           	                           	                        	                              	                            	                	                    	                        	                     	                   	                         	                 	from ODP Leg 112 SR Chapter 14 Table 5 p 223

