verbatim_name,name,taxon_group,genera
Discoaster calcaris,Discoaster calcaris,nannofossils,Discoaster
Discoaster calculosus,Discoaster calculosus,nannofossils,Discoaster
Discoaster challengeri,Discoaster challengeri,nannofossils,Discoaster
Discoaster challengerii,Discoaster challengerii,nannofossils,Discoaster
Discoaster deflandrei,Discoaster deflandrei,diatoms,Discoaster
Discoaster deflandrei,Discoaster deflandrei,nannofossils,Discoaster
Discoaster deflandrei (small),Discoaster deflandrei (small),nannofossils,Discoaster
Discoaster delicatus,Discoaster delicatus,nannofossils,Discoaster
Discoaster diastypus,Discoaster diastypus,nannofossils,Discoaster
Discoaster distinctus,Discoaster distinctus,nannofossils,Discoaster
Discoaster druggii,Discoaster druggii,diatoms,Discoaster
Discoaster druggii,Discoaster druggii,nannofossils,Discoaster
Discoaster druggii (< 15 microns),Discoaster druggii (< 15 microns),nannofossils,Discoaster
Discoaster elegans,Discoaster elegans,nannofossils,Discoaster
Discoaster exilis,Discoaster exilis,nannofossils,Discoaster
Discoaster falcatus,Discoaster falcatus,nannofossils,Discoaster
Discoaster gr. variabilis,Discoaster gr. variabilis,nannofossils,Discoaster
Discoaster hamatus,Discoaster hamatus,diatoms,Discoaster
Discoaster hamatus,Discoaster hamatus,nannofossils,Discoaster
Discoaster hamatus/bellus,Discoaster hamatus/bellus,nannofossils,Discoaster
Discoaster intercalaris,Discoaster intercalaris,nannofossils,Discoaster
Discoaster kuepperi,Discoaster kuepperi,nannofossils,Discoaster
Discoaster kugleri,Discoaster kugleri,diatoms,Discoaster
Discoaster kugleri,Discoaster kugleri,nannofossils,Discoaster
Discoaster kuglerii,Discoaster kuglerii,nannofossils,Discoaster
Discoaster lenticularis,Discoaster lenticularis,nannofossils,Discoaster
Discoaster lodoensis,Discoaster lodoensis,nannofossils,Discoaster
Discoaster loeblichii,Discoaster loeblichii,nannofossils,Discoaster
Discoaster mahmoudii,Discoaster mahmoudii,nannofossils,Discoaster
Discoaster mediosus,Discoaster mediosus,nannofossils,Discoaster
Discoaster mendomobensis,Discoaster mendomobensis,nannofossils,Discoaster
Discoaster mohleri,Discoaster mohleri,nannofossils,Discoaster
Discoaster moorei,Discoaster moorei,diatoms,Discoaster
Discoaster moorei,Discoaster moorei,nannofossils,Discoaster
Discoaster moori,Discoaster moori,nannofossils,Discoaster
Discoaster multiradiatus,Discoaster multiradiatus,nannofossils,Discoaster
Discoaster musicus,Discoaster musicus,nannofossils,Discoaster
Discoaster neohamatus,Discoaster neohamatus,nannofossils,Discoaster
Discoaster neohamatus,Discoaster neohamatus,diatoms,Discoaster
Discoaster neorectus,Discoaster neorectus,nannofossils,Discoaster
Discoaster nobilis,Discoaster nobilis,nannofossils,Discoaster
Discoaster nodifer,Discoaster nodifer,nannofossils,Discoaster
Discoaster ornatus,Discoaster ornatus,nannofossils,Discoaster
Discoaster pacificus,Discoaster pacificus,nannofossils,Discoaster
Discoaster paelikei,Discoaster paelikei,nannofossils,Discoaster
Discoaster pansus,Discoaster pansus,nannofossils,Discoaster
Discoaster pentaradiatus,Discoaster pentaradiatus,nannofossils,Discoaster
Discoaster pentaradiatus,Discoaster pentaradiatus,diatoms,Discoaster
Discoaster petaliformis,Discoaster petaliformis,diatoms,Discoaster
Discoaster petaliformis,Discoaster petaliformis,nannofossils,Discoaster
Discoaster prepentaradiatus,Discoaster prepentaradiatus,diatoms,Discoaster
Discoaster prepentaradiatus,Discoaster prepentaradiatus,nannofossils,Discoaster
Discoaster quadramus,Discoaster quadramus,nannofossils,Discoaster
Discoaster quinqueramus,Discoaster quinqueramus,diatoms,Discoaster
Discoaster quinqueramus,Discoaster quinqueramus,nannofossils,Discoaster
Discoaster quintatus,Discoaster quintatus,nannofossils,Discoaster
Discoaster saipanensis,Discoaster saipanensis,nannofossils,Discoaster
Discoaster salisburgensis,Discoaster salisburgensis,nannofossils,Discoaster
Discoaster sanmiguelensis,Discoaster sanmiguelensis,nannofossils,Discoaster
Discoaster septemradiatus,Discoaster septemradiatus,nannofossils,Discoaster
Discoaster signus,Discoaster signus,nannofossils,Discoaster
Discoaster signus,Discoaster signus,diatoms,Discoaster
Discoaster sp.,Discoaster sp.,nannofossils,Discoaster
Discoaster sp. cf. D. brouweri,Discoaster sp. cf. D. brouweri,nannofossils,Discoaster
Discoaster sp. cf. D. variabilis,Discoaster sp. cf. D. variabilis,nannofossils,Discoaster
Discoaster spp.,Discoaster spp.,nannofossils,Discoaster
Discoaster spp.,Discoaster spp.,diatoms,Discoaster
Discoaster spp. (Neogene),Discoaster spp. (Neogene),nannofossils,Discoaster
Discoaster spp. (Paleogene),Discoaster spp. (Paleogene),nannofossils,Discoaster
Discoaster spp. (five-rayed),Discoaster spp. (five-rayed),nannofossils,Discoaster
Discoaster stellulus,Discoaster stellulus,nannofossils,Discoaster
Discoaster sublodoensis,Discoaster sublodoensis,nannofossils,Discoaster
Discoaster subsurculus,Discoaster subsurculus,nannofossils,Discoaster
Discoaster surculus,Discoaster surculus,nannofossils,Discoaster
Discoaster surculus,Discoaster surculus,diatoms,Discoaster
Discoaster tamalis,Discoaster tamalis,nannofossils,Discoaster
Discoaster tamalis,Discoaster tamalis,diatoms,Discoaster
Discoaster tanii,Discoaster tanii,nannofossils,Discoaster
Discoaster tanii,Discoaster tanii,diatoms,Discoaster
Discoaster triradiatus,Discoaster triradiatus,nannofossils,Discoaster
Discoaster tristellifer,Discoaster tristellifer,nannofossils,Discoaster
Discoaster variabilis,Discoaster variabilis,diatoms,Discoaster
Discoaster variabilis,Discoaster variabilis,nannofossils,Discoaster
Discoaster variabilis group,Discoaster variabilis group,nannofossils,Discoaster
Discoaster wemmelensis,Discoaster wemmelensis,nannofossils,Discoaster
Discoaster williamsii,Discoaster williamsii,nannofossils,Discoaster
Discogypsina sp.,Discogypsina sp.,benthic_forams,Discogypsina
Discolithina japonica,Discolithina japonica,nannofossils,Discolithina
Discorbia spp.,Discorbia spp.,benthic_forams,Discorbia
Discorbids,Discorbids,benthic_forams,
Discorbina sp.,Discorbina sp.,benthic_forams,Discorbina
Discorbinella bertheloti,Discorbinella bertheloti,benthic_forams,Discorbinella
Discorbinella sp.,Discorbinella sp.,benthic_forams,Discorbinella
Discorbinella sp. 1,Discorbinella sp. 1,benthic_forams,Discorbinella
Discorbinella spp.,Discorbinella spp.,benthic_forams,Discorbinella
Discorbis dimidiatus,Discorbis dimidiatus,benthic_forams,Discorbis
Discorbis sp.,Discorbis sp.,benthic_forams,Discorbis
Discorbis spp.,Discorbis spp.,benthic_forams,Discorbis
Discorbis?,Discorbis?,benthic_forams,
Discorhabdus watkinsii,Discorhabdus watkinsii,nannofossils,Discorhabdus
Discorotalia spp.,Discorotalia spp.,benthic_forams,Discorotalia
Discosphaera tubifera,Discosphaera tubifera,nannofossils,Discosphaera
Disolenia sp.,Disolenia sp.,radiolarians,Disolenia
Dispinodiscus sp.,Dispinodiscus sp.,diatoms,Dispinodiscus
Distatodinium sp.,Distatodinium sp.,palynology,Distatodinium
Distephanus boliviensis (binoculoid),Distephanus boliviensis (binoculoid),silicoflagellates,Distephanus
Distephanus crux,Distephanus crux,diatoms,Distephanus
Distephanus crux group,Distephanus crux group,silicoflagellates,Distephanus
Distephanus pseudofibulua,Distephanus pseudofibulua,silicoflagellates,Distephanus
Distephanus speculum,Distephanus speculum,silicoflagellates,Distephanus
Dorcadospyris alata,Dorcadospyris alata,radiolarians,Dorcadospyris
Dorcadospyris anastasis n. sp.,Dorcadospyris anastasis n. sp.,radiolarians,Dorcadospyris
Dorcadospyris ateuchus,Dorcadospyris ateuchus,radiolarians,Dorcadospyris
Dorcadospyris circulus,Dorcadospyris circulus,radiolarians,Dorcadospyris
Dorcadospyris copelata n. sp.,Dorcadospyris copelata n. sp.,radiolarians,Dorcadospyris
Dorcadospyris cyclacantha n. sp.,Dorcadospyris cyclacantha n. sp.,radiolarians,Dorcadospyris
Dorcadospyris dentata,Dorcadospyris dentata,radiolarians,Dorcadospyris
Dorcadospyris forcipata,Dorcadospyris forcipata,radiolarians,Dorcadospyris
Dorcadospyris ombros n. sp.,Dorcadospyris ombros n. sp.,radiolarians,Dorcadospyris
Dorcadospyris ombros n. sp. (upper),Dorcadospyris ombros n. sp. (upper),radiolarians,Dorcadospyris
Dorcadospyris papilio,Dorcadospyris papilio,radiolarians,Dorcadospyris
Dorcadospyris praeforcipata,Dorcadospyris praeforcipata,radiolarians,Dorcadospyris
Dorcadospyris pseudopapilio,Dorcadospyris pseudopapilio,radiolarians,Dorcadospyris
Dorcadospyris quadripes,Dorcadospyris quadripes,radiolarians,Dorcadospyris
Dorcadospyris riedeli,Dorcadospyris riedeli,radiolarians,Dorcadospyris
Dorcadospyris scambos n. sp.,Dorcadospyris scambos n. sp.,radiolarians,Dorcadospyris
Dorcadospyris simplex s.s.,Dorcadospyris simplex s.s.,radiolarians,Dorcadospyris
Dorcadospyris spinosa,Dorcadospyris spinosa,radiolarians,Dorcadospyris
Dorothia,Dorothia,benthic_forams,
Dorothia bradyana,Dorothia bradyana,benthic_forams,Dorothia
Dorothia brevis,Dorothia brevis,benthic_forams,Dorothia
Dorothia  bulleta,Dorothia bulleta,benthic_forams,Dorothia
Dorothia elongata,Dorothia elongata,benthic_forams,Dorothia
Dorothia exilis,Dorothia exilis,benthic_forams,Dorothia
Dorothia goesi,Dorothia goesi,benthic_forams,Dorothia
Dorothia oxycona,Dorothia oxycona,benthic_forams,Dorothia
Dorothia sp.,Dorothia sp.,benthic_forams,Dorothia
Dorothia spp.,Dorothia spp.,benthic_forams,Dorothia
Dorothia trochoides,Dorothia trochoides,benthic_forams,Dorothia
Dorthia biformis,Dorthia biformis,benthic_forams,Dorthia
Druppatractus hastatus,Druppatractus hastatus,radiolarians,Druppatractus
Dyctiocha fibula,Dyctiocha fibula,diatoms,Dyctiocha
Dyctiophimus butschlii,Dyctiophimus butschlii,radiolarians,Dyctiophimus
Dyctyocoryne profunda,Dyctyocoryne profunda,radiolarians,Dyctyocoryne
Ebridulina paradoxa,Ebridulina paradoxa,ebridians,Ebridulina
Echigoina hataii,Echigoina hataii,benthic_forams,Echigoina
Echinidinium sp.,Echinidinium sp.,dinoflagellates,Echinidinium
Edentostomina sp.,Edentostomina sp.,benthic_forams,Edentostomina
Eggerella advena,Eggerella advena,benthic_forams,Eggerella
Eggerella bradyi,Eggerella bradyi,benthic_forams,Eggerella
Eggerella bradyi >600 m,Eggerella bradyi >600 m,benthic_forams,Eggerella
Eggerella bradyi nitens,Eggerella bradyi nitens,benthic_forams,Eggerella
Eggerella columna,Eggerella columna,benthic_forams,Eggerella
Eggerella decepta,Eggerella decepta,benthic_forams,Eggerella
Eggerella sp.,Eggerella sp.,benthic_forams,Eggerella
Eggerella spp.,Eggerella spp.,benthic_forams,Eggerella
Ehrenbergina bicornis,Ehrenbergina bicornis,benthic_forams,Ehrenbergina
Ehrenbergina carinata,Ehrenbergina carinata,benthic_forams,Ehrenbergina
Ehrenbergina glabra,Ehrenbergina glabra,benthic_forams,Ehrenbergina
Ehrenbergina histrix,Ehrenbergina histrix,benthic_forams,Ehrenbergina
Ehrenbergina marwicki,Ehrenbergina marwicki,benthic_forams,Ehrenbergina
Ehrenbergina pacifica,Ehrenbergina pacifica,benthic_forams,Ehrenbergina
Ehrenbergina pupa?,Ehrenbergina pupa?,benthic_forams,Ehrenbergina
Ehrenbergina sp.,Ehrenbergina sp.,benthic_forams,Ehrenbergina
Ehrenbergina spp.,Ehrenbergina spp.,benthic_forams,Ehrenbergina
Ehrenbergina trigona,Ehrenbergina trigona,benthic_forams,Ehrenbergina
Eifellithus,Eifellithus,nannofossils,
Eiffellithus angustus,Eiffellithus angustus,nannofossils,Eiffellithus
Eiffellithus casulus,Eiffellithus casulus,nannofossils,Eiffellithus
Eiffellithus equibiramus,Eiffellithus equibiramus,nannofossils,Eiffellithus
Eiffellithus eximius,Eiffellithus eximius,nannofossils,Eiffellithus
Eiffellithus eximius (sensu Verbeek),Eiffellithus eximius (sensu Verbeek),nannofossils,Eiffellithus
Eiffellithus gorkae,Eiffellithus gorkae,nannofossils,Eiffellithus
Eiffellithus monechiae,Eiffellithus monechiae,nannofossils,Eiffellithus
Eiffellithus parallelus,Eiffellithus parallelus,nannofossils,Eiffellithus
Eiffellithus perchnielseniae,Eiffellithus perchnielseniae,nannofossils,Eiffellithus
Eiffellithus praestigium,Eiffellithus praestigium,nannofossils,Eiffellithus
Eiffellithus sp.,Eiffellithus sp.,nannofossils,Eiffellithus
Eiffellithus turriseiffelii,Eiffellithus turriseiffelii,nannofossils,Eiffellithus
Eiffellithus vonsalisiae,Eiffellithus vonsalisiae,nannofossils,Eiffellithus
Eilohedra rotunda,Eilohedra rotunda,benthic_forams,Eilohedra
Eilohedra vitrea,Eilohedra vitrea,benthic_forams,Eilohedra
Elatomma penicillus,Elatomma penicillus,radiolarians,Elatomma
Elhpidium craticulatum,Elhpidium craticulatum,benthic_forams,Elhpidium
Ellipsodimorphina macrocephala,Ellipsodimorphina macrocephala,benthic_forams,Ellipsodimorphina
Ellipsodimorphina spp.,Ellipsodimorphina spp.,benthic_forams,Ellipsodimorphina
Ellipsoglandulina sp.,Ellipsoglandulina sp.,benthic_forams,Ellipsoglandulina
Ellipsoidella  sp.,Ellipsoidella sp.,benthic_forams,Ellipsoidella
Ellipsoidina sp.,Ellipsoidina sp.,benthic_forams,Ellipsoidina
Ellipsolithus bollii,Ellipsolithus bollii,nannofossils,Ellipsolithus
Ellipsolithus distichus,Ellipsolithus distichus,nannofossils,Ellipsolithus
Ellipsolithus macellus,Ellipsolithus macellus,nannofossils,Ellipsolithus
Ellipsolithus subdistichus,Ellipsolithus subdistichus,nannofossils,Ellipsolithus
Elongated,Elongated,benthic_forams,
Elongobula parallela,Elongobula parallela,benthic_forams,Elongobula
Elphidid taxa,Elphidid taxa,benthic_forams,Elphidid
Elphidiella sp.,Elphidiella sp.,benthic_forams,Elphidiella
Elphidiella spp.,Elphidiella spp.,benthic_forams,Elphidiella
Elphidium aculeatum,Elphidium aculeatum,benthic_forams,Elphidium
Elphidium advenum,Elphidium advenum,benthic_forams,Elphidium
Elphidium advenum limbatum,Elphidium advenum limbatum,benthic_forams,Elphidium
Elphidium cf. jenseni,Elphidium cf. jenseni,benthic_forams,Elphidium
Elphidium charlottensis,Elphidium charlottensis,benthic_forams,Elphidium
Elphidium crispum,Elphidium crispum,benthic_forams,Elphidium
Elphidium excavatum,Elphidium excavatum,benthic_forams,Elphidium
Elphidium hampdenense,Elphidium hampdenense,benthic_forams,Elphidium
Elphidium macellum,Elphidium macellum,benthic_forams,Elphidium
Elphidium magellanicum,Elphidium magellanicum,benthic_forams,Elphidium
Elphidium novozealandicum,Elphidium novozealandicum,benthic_forams,Elphidium
Elphidium saginatum,Elphidium saginatum,benthic_forams,Elphidium
Elphidium sp.,Elphidium sp.,benthic_forams,Elphidium
Elphidium spp.,Elphidium spp.,benthic_forams,Elphidium
Emiliania huxleyi,Emiliania huxleyi,diatoms,Emiliania
Emiliania huxleyi,Emiliania huxleyi,nannofossils,Emiliania
Emiliania huxleyi (<5 microns),Emiliania huxleyi (<5 microns),nannofossils,Emiliania
Emiliania huxleyi (>5 microns),Emiliania huxleyi (>5 microns),nannofossils,Emiliania
Endictya robusta,Endictya robusta,diatoms,Endictya
Engelhardia,Engelhardia,palynology,
Enneadocysta,Enneadocysta,palynology,
Enneadocysta dictyostila,Enneadocysta dictyostila,dinoflagellates,Enneadocysta
Enneadocysta pectinoformis,Enneadocysta pectinoformis,dinoflagellates,Enneadocysta
Enneaphormis rotula,Enneaphormis rotula,radiolarians,Enneaphormis
Entopyla spp.,Entopyla spp.,diatoms,Entopyla
Eoglobigerina edita,Eoglobigerina edita,planktic_forams,Eoglobigerina
Eoglobigerina eobulloides,Eoglobigerina eobulloides,planktic_forams,Eoglobigerina
Eoglobigerina spiralis,Eoglobigerina spiralis,planktic_forams,Eoglobigerina
Eouvigerina sp.,Eouvigerina sp.,benthic_forams,Eouvigerina
Eouvigerina spp.,Eouvigerina spp.,benthic_forams,Eouvigerina
Ephedra distachya type,Ephedra distachya type,palynology,Ephedra
Ephedra fragilis type,Ephedra fragilis type,palynology,Ephedra
Epistomina sp.,Epistomina sp.,benthic_forams,Epistomina
Epistominella exigua,Epistominella exigua,benthic_forams,Epistominella
Epistominella pacifica,Epistominella pacifica,benthic_forams,Epistominella
Epistominella pulchella,Epistominella pulchella,benthic_forams,Epistominella
Epistominella smithi,Epistominella smithi,benthic_forams,Epistominella
Epistominella sp.,Epistominella sp.,benthic_forams,Epistominella
Epistominella spp.,Epistominella spp.,benthic_forams,Epistominella
Epistominella umbonifera ?,Epistominella umbonifera ?,benthic_forams,Epistominella
Epistominella vitrea,Epistominella vitrea,benthic_forams,Epistominella
Epithemia argus,Epithemia argus,diatoms,Epithemia
Epithemia turgida,Epithemia turgida,diatoms,Epithemia
Eponides concinnus,Eponides concinnus,benthic_forams,Eponides
Eponides regularis,Eponides regularis,benthic_forams,Eponides
Eponides repandus,Eponides repandus,benthic_forams,Eponides
Eponides sp.,Eponides sp.,benthic_forams,Eponides
Eprolithus eptapetalus,Eprolithus eptapetalus,nannofossils,Eprolithus
Eprolithus floralis,Eprolithus floralis,nannofossils,Eprolithus
Eprolithus moratus,Eprolithus moratus,nannofossils,Eprolithus
Eprolithus octopetalus,Eprolithus octopetalus,nannofossils,Eprolithus
Ericaceae,Ericaceae,palynology,
Ericsonia robusta,Ericsonia robusta,nannofossils,Ericsonia
Ericsonia robusta (small),Ericsonia robusta (small),nannofossils,Ericsonia
Ericsonia subpertusa,Ericsonia subpertusa,nannofossils,Ericsonia
Ethmodiscus rex,Ethmodiscus rex,diatoms,Ethmodiscus
Ethmodiscus sp.,Ethmodiscus sp.,diatoms,Ethmodiscus
Ethmodiscus sp. fragments,Ethmodiscus sp. fragments,diatoms,Ethmodiscus
Eubuliminella exilis,Eubuliminella exilis,benthic_forams,Eubuliminella
Eucampia antactica var. twista,Eucampia antactica var. twista,diatoms,Eucampia
Eucampia antarctica,Eucampia antarctica,diatoms,Eucampia
Eucampia antarctica var twista,Eucampia antarctica var twista,diatoms,Eucampia
Eucecryphalus sp.,Eucecryphalus sp.,radiolarians,Eucecryphalus
Euchitonia elegans/furcata group,Euchitonia elegans/furcata group,radiolarians,Euchitonia
Euchitonia furcata,Euchitonia furcata,radiolarians,Euchitonia
Euchitonia furcata/elegans,Euchitonia furcata/elegans,radiolarians,Euchitonia
Euchitonia sp.,Euchitonia sp.,radiolarians,Euchitonia
Eucyrtidium acuminatum,Eucyrtidium acuminatum,radiolarians,Eucyrtidium
Eucyrtidium annulatum,Eucyrtidium annulatum,radiolarians,Eucyrtidium
Eucyrtidium antiquum,Eucyrtidium antiquum,radiolarians,Eucyrtidium
Eucyrtidium calvertense,Eucyrtidium calvertense,radiolarians,Eucyrtidium
Eucyrtidium cf. calvertense,Eucyrtidium cf. calvertense,radiolarians,Eucyrtidium
Eucyrtidium cienkowskii,Eucyrtidium cienkowskii,radiolarians,Eucyrtidium
Eucyrtidium diaphanes,Eucyrtidium diaphanes,radiolarians,Eucyrtidium
Eucyrtidium hexagonatum,Eucyrtidium hexagonatum,radiolarians,Eucyrtidium
Eucyrtidium inflatum,Eucyrtidium inflatum,radiolarians,Eucyrtidium
Eucyrtidium mariae,Eucyrtidium mariae,radiolarians,Eucyrtidium
Eucyrtidium matuyamai,Eucyrtidium matuyamai,radiolarians,Eucyrtidium
Eucyrtidium mitodes n. sp.,Eucyrtidium mitodes n. sp.,radiolarians,Eucyrtidium
Eucyrtidium montiparum,Eucyrtidium montiparum,radiolarians,Eucyrtidium
Eucyrtidium nishimurae,Eucyrtidium nishimurae,radiolarians,Eucyrtidium
Eucyrtidium plesiodiaphanes,Eucyrtidium plesiodiaphanes,radiolarians,Eucyrtidium
Eucyrtidium pseudoinflatum,Eucyrtidium pseudoinflatum,radiolarians,Eucyrtidium
Eucyrtidium spinosum,Eucyrtidium spinosum,radiolarians,Eucyrtidium
Euloxostomum pseudobeyrichi,Euloxostomum pseudobeyrichi,benthic_forams,Euloxostomum
Eunotia spp.,Eunotia spp.,diatoms,Eunotia
Euphorbia,Euphorbia,palynology,
Eurossia irregularis var. incurvatus,Eurossia irregularis var. incurvatus,diatoms,Eurossia
Eurrosia irregularis var. irregularis,Eurrosia irregularis var. irregularis,diatoms,Eurrosia
Eusphaeroidina inflata,Eusphaeroidina inflata,benthic_forams,Eusphaeroidina
Eustephanias spp.,Eustephanias spp.,diatoms,Eustephanias
Eusyringium fistuligerum,Eusyringium fistuligerum,radiolarians,Eusyringium
Eusyringium lagena,Eusyringium lagena,radiolarians,Eusyringium
Euuvigerina bortotara,Euuvigerina bortotara,benthic_forams,Euuvigerina
Euuvigerina cf. peregrina,Euuvigerina cf. peregrina,benthic_forams,Euuvigerina
Euuvigerina miozea,Euuvigerina miozea,benthic_forams,Euuvigerina
Euuvigerina miozea (group) >100 m,Euuvigerina miozea (group) >100 m,benthic_forams,Euuvigerina
Euuvigerina pliozea,Euuvigerina pliozea,benthic_forams,Euuvigerina
Euuvigerina rodleyi (group) >50 m,Euuvigerina rodleyi (group) >50 m,benthic_forams,Euuvigerina
Euuvigerina sp.,Euuvigerina sp.,benthic_forams,Euuvigerina
Euuvigerina spp.,Euuvigerina spp.,benthic_forams,Euuvigerina
Euuvigerina wanzea,Euuvigerina wanzea,benthic_forams,Euuvigerina
Evolvocassidulina spp.,Evolvocassidulina spp.,benthic_forams,Evolvocassidulina
Exotic,Exotic,palynology,
Falsoguttulina sp.,Falsoguttulina sp.,benthic_forams,Falsoguttulina
Falsotruncana maslakovae,Falsotruncana maslakovae,planktic_forams,Falsotruncana
Fasciculithus alanii,Fasciculithus alanii,nannofossils,Fasciculithus
Fasciculithus clinatus,Fasciculithus clinatus,nannofossils,Fasciculithus
Fasciculithus involutus,Fasciculithus involutus,nannofossils,Fasciculithus
Fasciculithus lilianae,Fasciculithus lilianae,nannofossils,Fasciculithus
Fasciculithus magnus,Fasciculithus magnus,nannofossils,Fasciculithus
Fasciculithus pileatus,Fasciculithus pileatus,nannofossils,Fasciculithus
Fasciculithus richardii,Fasciculithus richardii,nannofossils,Fasciculithus
Fasciculithus shaubii,Fasciculithus shaubii,nannofossils,Fasciculithus
Fasciculithus spp.,Fasciculithus spp.,nannofossils,Fasciculithus
Fasciculithus thomasii,Fasciculithus thomasii,nannofossils,Fasciculithus
Fasciculithus tympaniformis,Fasciculithus tympaniformis,nannofossils,Fasciculithus
Fasciculithus ulii,Fasciculithus ulii,nannofossils,Fasciculithus
Fasciculithus ullii,Fasciculithus ullii,nannofossils,Fasciculithus
Favocassidulina favus,Favocassidulina favus,benthic_forams,Favocassidulina
Favocassidulina spinifer,Favocassidulina spinifer,benthic_forams,Favocassidulina
Favocassidulina subfavus,Favocassidulina subfavus,benthic_forams,Favocassidulina
Favulina spp.,Favulina spp.,benthic_forams,Favulina
Filipendula,Filipendula,palynology,
Fissurina alveolata,Fissurina alveolata,benthic_forams,Fissurina
Fissurina cf. radiata,Fissurina cf. radiata,benthic_forams,Fissurina
Fissurina cf. staphyllearia,Fissurina cf. staphyllearia,benthic_forams,Fissurina
Fissurina cucullata,Fissurina cucullata,benthic_forams,Fissurina
Fissurina formosa,Fissurina formosa,benthic_forams,Fissurina
Fissurina lucida,Fissurina lucida,benthic_forams,Fissurina
Fissurina marginata,Fissurina marginata,benthic_forams,Fissurina
Fissurina orbignyana,Fissurina orbignyana,benthic_forams,Fissurina
Fissurina radiata,Fissurina radiata,benthic_forams,Fissurina
Fissurina semimarginata,Fissurina semimarginata,benthic_forams,Fissurina
Fissurina sp.,Fissurina sp.,benthic_forams,Fissurina
Fissurina spp.,Fissurina spp.,benthic_forams,Fissurina
Fissurina wiesneri,Fissurina wiesneri,benthic_forams,Fissurina
Flagilariopsis cylindrus,Flagilariopsis cylindrus,diatoms,Flagilariopsis
Florisphaera profunda,Florisphaera profunda,diatoms,Florisphaera
Florisphaera profunda,Florisphaera profunda,nannofossils,Florisphaera
Florisphaera profunda var. elongata,Florisphaera profunda var. elongata,nannofossils,Florisphaera
"Fohsella ""praefohsi"" _B_ _M8","Fohsella ""praefohsi"" _B_ _M8",planktic_forams,
"Fohsella ""praefohsi"" _B_ _M8_","Fohsella ""praefohsi"" _B_ _M8_",planktic_forams,
Fohsella birnageae,Fohsella birnageae,planktic_forams,Fohsella
Fohsella fohsi,Fohsella fohsi,planktic_forams,Fohsella
Fohsella fohsi _T and B_ _M10 and M9a,Fohsella fohsi _T and B_ _M10 and M9a,planktic_forams,Fohsella
Fohsella fohsi _T and B_ _M10 and M9a_,Fohsella fohsi _T and B_ _M10 and M9a_,planktic_forams,Fohsella
Fohsella fohsi fohsi,Fohsella fohsi fohsi,planktic_forams,Fohsella
Fohsella fohsi lobata,Fohsella fohsi lobata,planktic_forams,Fohsella
Fohsella kugleri,Fohsella kugleri,planktic_forams,Fohsella
Fohsella lenguaensis _T and B_ _M14,Fohsella lenguaensis _T and B_ _M14,planktic_forams,Fohsella
Fohsella lenguaensis _T and B_ _M14_,Fohsella lenguaensis _T and B_ _M14_,planktic_forams,Fohsella
Fohsella lobata,Fohsella lobata,planktic_forams,Fohsella
Fohsella lobata _B,Fohsella lobata _B,planktic_forams,Fohsella
Fohsella lobata _B_,Fohsella lobata _B_,planktic_forams,Fohsella
Fohsella peripheroacuta,Fohsella peripheroacuta,planktic_forams,Fohsella
Fohsella peripheroacuta _B_,Fohsella peripheroacuta _B_,planktic_forams,Fohsella
Fohsella peripheroacuta _B_ _M7_,Fohsella peripheroacuta _B_ _M7_,planktic_forams,Fohsella
Fohsella peripheroronda,Fohsella peripheroronda,planktic_forams,Fohsella
Fohsella peripheroronda _T,Fohsella peripheroronda _T,planktic_forams,Fohsella
Fohsella peripheroronda _T_,Fohsella peripheroronda _T_,planktic_forams,Fohsella
Fohsella praefohsi,Fohsella praefohsi,planktic_forams,Fohsella
Fohsella robusta,Fohsella robusta,planktic_forams,Fohsella
Fohsella robusta _B_ _M9b,Fohsella robusta _B_ _M9b,planktic_forams,Fohsella
Fohsella robusta _B_ _M9b_,Fohsella robusta _B_ _M9b_,planktic_forams,Fohsella
Foraminifer test linings,Foraminifer test linings,dinoflagellates,Foraminifer
Foraminiferal linings,Foraminiferal linings,palynology,Foraminiferal
Foraminiferal test linings,Foraminiferal test linings,palynology,Foraminiferal
Forma T,Forma T,dinoflagellates,
Fragiariopsis evenescens,Fragiariopsis evenescens,diatoms,Fragiariopsis
Fragilaria leptostauron,Fragilaria leptostauron,diatoms,Fragilaria
Fragilaria sp.,Fragilaria sp.,diatoms,Fragilaria
Fragilariopsis arcula,Fragilariopsis arcula,diatoms,Fragilariopsis
Fragilariopsis aurica,Fragilariopsis aurica,diatoms,Fragilariopsis
Fragilariopsis barronii,Fragilariopsis barronii,diatoms,Fragilariopsis
Fragilariopsis barronii/kerguelensis transtitional form,Fragilariopsis barronii/kerguelensis transtitional form,diatoms,Fragilariopsis
Fragilariopsis bohatyi,Fragilariopsis bohatyi,diatoms,Fragilariopsis
Fragilariopsis claviceps,Fragilariopsis claviceps,diatoms,Fragilariopsis
Fragilariopsis clementia,Fragilariopsis clementia,diatoms,Fragilariopsis
Fragilariopsis curta,Fragilariopsis curta,diatoms,Fragilariopsis
Fragilariopsis cylindrus,Fragilariopsis cylindrus,diatoms,Fragilariopsis
Fragilariopsis doliolus,Fragilariopsis doliolus,diatoms,Fragilariopsis
Fragilariopsis doliolus (Wallich),Fragilariopsis doliolus (Wallich),diatoms,Fragilariopsis
Fragilariopsis donahuensis,Fragilariopsis donahuensis,diatoms,Fragilariopsis
