Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stichocorys wolffii,Stichocorys delmontensis,Siphostichartus corona,Lithopera thornburgi,Diartus petterssoni,Cyrtocapsella japonica,Carpocanopsis cristata,Calocycletta caepa,Botryostrobus miralestensis,Stichocorys johnsoni,Diartus hughesi,Solenosphaera omnitubus omnitubus,Stichocorys peregrina,Theocorythium vetulum,Stylatractus universus,Phormostichoartus fistula,Phormostichoartus doliolum,Lychnodictyum audax,Didymocyrtis penultima,Anthocyrtidium pliocenica,Anthocyrtidium jenghisi,Pterocanium prismatium,Spongaster tetras,Amphirhopalum ypsilon,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Theocalyptra davisiana,Pterocorys minythorax,Anthocyrtidium angulare,Theocorythium trachelium trachelium,Lamprocyrtis nigriniae,Collosphaera tuberosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 15,X, 6, 110.00,    145.0000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,                        ,-                     ,                    ,                   ,                      ,                      ,                  ,                           ,                    ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 15,X,CC,  21.00,    146.0200,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                        ,R                     ,                    ,                   ,                      ,                      ,                  ,                           ,                    ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 16,X,CC,  15.00,    155.5700,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,                        ,R                     ,                    ,                   ,                      ,                      ,                  ,                           ,                    ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 17,X,CC,  22.00,    164.8700,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,                        ,R                     ,                    ,                   ,                      ,                      ,                  ,                           ,                    ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 18,X,CC,  23.00,    174.6200,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,                        ,R                     ,                    ,                   ,                      ,                      ,                  ,                           ,                    ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 19,X, 4, 110.00,    179.8000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,                        ,R                     ,                    ,                   ,                      ,                      ,                  ,                           ,                    ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 19,X, 6, 110.00,    182.8000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,                        ,R                     ,                    ,                   ,                      ,                      ,-                 ,                           ,-                   ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 19,X,CC,  30.00,    183.9200,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,                        ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 20,X, 4, 110.00,    189.4000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,F                       ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 20,X,CC,  23.00,    193.5000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,F                       ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 21,X, 4, 114.00,    199.1400,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,F                       ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 21,X,CC,  16.00,    203.1200,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,F                       ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 22,X, 4, 115.00,    208.7500,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,F                       ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S peregrina(RN9)M95,              ,138, 850,B, 22,X,CC,  19.00,    212.8000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,F                       ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 850,B, 23,X, 2, 110.00,    215.4000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,R                                ,C                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 850,B, 23,X, 4, 110.00,    218.4000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,R                                ,F                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 850,B, 23,X,CC,  15.00,    222.3600,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,R                                ,R                    ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 850,B, 24,X,CC,  21.00,    231.9200,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,R                                ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 850,B, 25,X, 2, 110.00,    234.7000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,R                 ,                           ,R                   ,               ,-                                ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 850,B, 25,X,CC,  18.00,    241.7000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,F                 ,                           ,R                   ,-              ,R                                ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,Uncertain identity of S. omnitubus; from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 850,B, 26,X,CC,  27.00,    251.4600,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,F                 ,                           ,R                   ,rT             ,-                                ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 850,B, 27,X, 2, 110.00,    253.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,F                 ,                           ,R                   ,rT             ,-                                ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 850,B, 27,X, 4, 110.00,    256.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,F                 ,                           ,R                   ,R              ,-                                ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 850,B, 27,X,CC,  24.00,    260.7600,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,F                 ,                           ,R                   ,R              ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 850,B, 28,X, 4, 109.00,    266.2900,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,F                 ,-                          ,R                   ,F              ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 850,B, 28,X,CC,  12.00,    270.3000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,                   ,                      ,                      ,F                 ,-                          ,R                   ,F              ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 850,B, 29,X, 4, 110.00,    275.9000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,C                       ,R                     ,                    ,-                  ,                      ,                      ,F                 ,R                          ,R                   ,F              ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 850,B, 29,X, 6, 110.00,    278.9000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,C                       ,R                     ,                    ,R                  ,                      ,                      ,F                 ,R                          ,R                   ,F              ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 850,B, 29,X,CC,  28.00,    279.9000,Moore    ,Radiolarians                                 ,A              ,G                 ,                   ,C                       ,R                     ,                    ,R                  ,                      ,                      ,F                 ,R                          ,R                   ,F              ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 850,B, 30,X, 2, 110.00,    282.5000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,C                       ,R                     ,                    ,R                  ,                      ,                      ,F                 ,R                          ,R                   ,F              ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 850,B, 30,X, 4, 110.00,    285.5000,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,C                       ,R                     ,                    ,R                  ,                      ,                      ,F                 ,R                          ,R                   ,F              ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 30,X,CC,  21.00,    289.4700,Moore    ,Radiolarians                                 ,A              ,M                 ,                   ,C                       ,R                     ,                    ,F                  ,                      ,                      ,F                 ,R                          ,R                   ,R              ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 31,X, 2, 110.00,    292.2000,Moore    ,Radiolarians                                 ,A              ,M                 ,-                  ,C                       ,R                     ,                    ,F                  ,                      ,                      ,F                 ,R                          ,-                   ,R              ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 31,X,CC,  29.00,    299.3300,Moore    ,Radiolarians                                 ,A              ,G                 ,R                  ,C                       ,R                     ,                    ,F                  ,                      ,                      ,F                 ,R                          ,-                   ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 32,X, 2, 110.00,    301.8000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,C                       ,R                     ,                    ,F                  ,                      ,                      ,F                 ,R                          ,                    ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 32,X, 4, 110.00,    304.8000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,C                       ,R                     ,                    ,C                  ,                      ,                      ,F                 ,R                          ,                    ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 32,X, 6, 110.00,    307.8000,Moore    ,Radiolarians                                 ,A              ,G                 ,F                  ,C                       ,R                     ,-                   ,C                  ,                      ,                      ,F                 ,R                          ,                    ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 32,X,CC,  15.00,    308.1900,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,C                       ,R                     ,-                   ,F                  ,                      ,                      ,F                 ,R                          ,                    ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 33,X,CC,  25.00,    318.7200,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,C                       ,R                     ,R                   ,F                  ,                      ,                      ,F                 ,R                          ,                    ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 34,X,CC,  33.00,    328.4800,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,C                       ,R                     ,R                   ,F                  ,                      ,                      ,F                 ,R                          ,                    ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 35,X, 2, 110.00,    330.8000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,C                       ,R                     ,R                   ,F                  ,-                     ,                      ,F                 ,R                          ,                    ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 35,X, 4, 110.00,    333.8000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,C                       ,R                     ,R                   ,F                  ,C                     ,                      ,F                 ,R                          ,                    ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 35,X,CC,  33.00,    338.1300,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,C                       ,R                     ,R                   ,F                  ,C                     ,                      ,F                 ,R                          ,                    ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 36,X, 4, 133.00,    343.6300,Moore    ,Radiolarians                                 ,A              ,M                 ,R                  ,C                       ,-                     ,R                   ,F                  ,C                     ,                      ,F                 ,R                          ,                    ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 850,B, 36,X,CC,  31.00,    344.6400,Moore    ,Radiolarians                                 ,C/A            ,M                 ,R                  ,C                       ,-                     ,R                   ,F                  ,C                     ,                      ,F                 ,R                          ,                    ,               ,                                 ,                     ,                     ,                      ,                         ,                          ,                   ,                      ,                         ,                       ,                      ,                 ,                     ,                        ,                           ,                      ,                     ,                       ,                                   ,                      ,                     ,from ODP Leg 138 SR Chapter 11 Fig 7 p 214-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
