Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Pulleniatina sp.,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pachyderma (dextral),Neogloboquadrina dutertrei,Globorotalia menardii,Globorotalia inflata,Globigerinoides sp.,Globigerinoides ruber,Globigerina spp.,Globigerina quinqueloba,Globigerina bulloides umbilicata,Globigerina bulloides,Comment
  SR,                 ,                 ,                  ,              ,128, 798,A, 10,H, 4,  84.00,     88.8600,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,265                                    ,22                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,11                     ,0                               ,0                    ,Other taxa = 2; Total count = 300; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 10,H, 5,  84.00,     90.3600,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,1                                      ,0                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,0                    ,Other taxa = 0; Total count = 1; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 10,H, 6,  84.00,     91.8600,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,256                                    ,23                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,14                   ,Other taxa = 0; Total count = 293; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 10,H, 7,  75.00,     93.2700,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,234                                    ,85                                   ,7                         ,0                    ,0                   ,0                  ,0                    ,0               ,9                      ,0                               ,0                    ,Other taxa = 1 ;Total count = 336; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 10,H, 8,  75.00,     94.7700,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,267                                    ,40                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,1               ,28                     ,0                               ,2                    ,Other taxa = 1 ;Total count = 339; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 10,H,CC,  22.00,     95.1900,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,236                                    ,36                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,1               ,33                     ,0                               ,1                    ,Other taxa = 1 ;Total count = 308; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 11,H, 1,  89.00,     94.9900,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,183                                    ,2                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,3                      ,0                               ,8                    ,Other taxa = 1; Total count = 197; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 11,H, 2,  82.00,     96.4200,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,0                                      ,0                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,0                    ,Other taxa = 0; Total count = 0; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 11,H, 3,  80.00,     97.9000,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,222                                    ,63                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,42                     ,0                               ,0                    ,Other taxa = 2; Total count = 329; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 11,H, 4,  78.00,     99.3800,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,242                                    ,60                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,17                     ,1                               ,46                   ,Other taxa = 0; Total count = 366; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 11,H, 5,  78.00,    100.8800,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,269                                    ,66                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,4               ,3                      ,4                               ,44                   ,Other taxa =1 ; Total count = 391; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 11,H, 6,  80.00,    102.4000,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,138                                    ,53                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,1               ,36                     ,5                               ,67                   ,Other taxa = 11; Total count = 311; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 11,H, 7,  79.00,    103.8900,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,118                                    ,214                                  ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,35                     ,0                               ,1                    ,Other taxa = 0; Total count = 368; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 11,H,CC,  29.00,    104.2400,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,192                                    ,92                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,16                     ,2                               ,8                    ,Other taxa = 0; Total count = 311; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 12,H, 2,  98.00,    105.5500,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,277                                    ,5                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,1                      ,0                               ,4                    ,Other taxa = 0; Total count = 287; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 12,H, 3,  99.00,    107.0600,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,4                                      ,1                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,0                    ,Other taxa = 0; Total count = 5; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 12,H, 4, 103.00,    108.6000,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,1                                      ,0                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,0                    ,Other taxa = 0; Total count = 1; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 12,H, 5,  79.00,    109.8600,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,8                                      ,0                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,1                      ,0                               ,0                    ,Other taxa = 0; Total count = 9; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 12,H, 6,  96.00,    111.5300,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,202                                    ,4                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,1                               ,3                    ,Other taxa = 0; Total count = 210; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 12,H, 7,  83.00,    112.8500,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,113                                    ,37                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,64                   ,Other taxa = 0; Total count = 214; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 12,H, 8,  82.00,    114.3400,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,117                                    ,42                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,1                               ,36                   ,Other taxa = 0; Total count = 196; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 12,H,CC,  36.00,    114.8300,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,2                                      ,0                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,0                    ,Other taxa = 0; Total count = 2; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 13,H, 1, 110.00,    114.5000,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,246                                    ,21                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,6                      ,0                               ,30                   ,Other taxa =1 ; Total count = 304; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 13,H, 2,  79.00,    115.6900,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,7                                      ,8                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,43                   ,Other taxa = 0; Total count = 58; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 13,H, 3,  80.00,    117.2000,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,28                                     ,112                                  ,0                         ,0                    ,0                   ,0                  ,0                    ,4               ,55                     ,3                               ,106                  ,Other taxa = 0; Total count = 308; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 13,H, 4,  81.00,    118.7100,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,236                                    ,43                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,2                      ,0                               ,32                   ,Other taxa = 0; Total count = 313; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 13,H, 5,  85.00,    120.2500,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,1                                      ,0                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,0                    ,Other taxa = 0; Total count = 1; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 13,H, 6,  85.00,    121.7500,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,0                                      ,2                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,0                    ,Other taxa = 0; Total count = 2; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 13,H,CC,  29.00,    123.5300,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,33                                     ,152                                  ,0                         ,0                    ,0                   ,0                  ,0                    ,6               ,71                     ,9                               ,45                   ,Other taxa = 0; Total count = 316; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 14,H, 2, 104.00,    124.5500,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,14                                     ,229                                  ,1                         ,0                    ,0                   ,0                  ,0                    ,1               ,9                      ,0                               ,28                   ,Other taxa = 2; Total count = 284; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 14,H, 3, 123.00,    126.2400,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,0                                      ,1                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,0                    ,Other taxa = 0; Total count = 1; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 14,H, 4, 134.00,    127.8500,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,45                                     ,111                                  ,1                         ,0                    ,48                  ,0                  ,0                    ,11              ,43                     ,1                               ,78                   ,Other taxa = 7; Total count = 345; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 14,H, 5, 123.00,    129.2400,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,63                                     ,132                                  ,0                         ,0                    ,0                   ,0                  ,0                    ,11              ,88                     ,0                               ,0                    ,Other taxa = 11; Total count = 305; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 14,H, 6, 124.00,    130.7500,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,5               ,0                                      ,63                                   ,2                         ,1                    ,162                 ,0                  ,6                    ,0               ,32                     ,0                               ,19                   ,Other taxa = 6; Total count = 296; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 14,H, 7,   7.00,    131.0800,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,2                                      ,37                                   ,0                         ,0                    ,123                 ,0                  ,0                    ,0               ,8                      ,0                               ,8                    ,Other taxa = 1; Total count = 179; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 14,H, 8,   7.00,    132.5800,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,13                                     ,222                                  ,0                         ,0                    ,0                   ,0                  ,1                    ,0               ,13                     ,0                               ,16                   ,Other taxa = 1; Total count = 266; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 14,H,CC,  38.00,    133.8100,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,1                                      ,2                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,1               ,0                      ,0                               ,0                    ,Other taxa = 0; Total count = 5; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 15,H, 1,  86.00,    133.6600,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,12                                     ,47                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,7                      ,0                               ,12                   ,Other taxa = 0; Total count = 78; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 15,H, 2,  86.00,    135.0600,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,9                                      ,73                                   ,0                         ,0                    ,26                  ,0                  ,0                    ,0               ,14                     ,0                               ,106                  ,Other taxa = 1; Total count = 229; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 15,H, 3,  86.00,    136.5600,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,1               ,4                                      ,6                                    ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,8                    ,Other taxa = 0; Total count = 19; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 15,H, 4,  86.00,    138.0600,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,9                                      ,46                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,21                     ,2                               ,216                  ,Other taxa = 2; Total count = 296; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 15,H, 5,  68.00,    139.3800,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,5                                      ,87                                   ,1                         ,0                    ,0                   ,0                  ,0                    ,0               ,0                      ,0                               ,185                  ,Other taxa = 1; Total count = 279; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 15,H, 6,  80.00,    141.0000,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,2                                      ,50                                   ,0                         ,0                    ,165                 ,0                  ,0                    ,0               ,10                     ,0                               ,59                   ,Other taxa = 2; Total count = 288; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 15,H, 7,  80.00,    142.5000,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,6                                      ,70                                   ,0                         ,0                    ,122                 ,0                  ,1                    ,1               ,7                      ,0                               ,75                   ,Other taxa = 0; Total count = 282; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 15,H, 8,  80.00,    144.0000,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,0                                      ,0                                    ,0                         ,0                    ,7                   ,0                  ,0                    ,0               ,0                      ,0                               ,0                    ,Other taxa = 0; Total count = 7; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,A, 15,H,CC,  32.00,    144.4500,Kheradyar,Planktonic Foraminifers                      ,               ,                  ,0               ,37                                     ,13                                   ,0                         ,0                    ,0                   ,0                  ,0                    ,0               ,2                      ,0                               ,21                   ,Other taxa = 0; Total count = 74; from ODP Legs 127&128 SR Chapter 27 Table 1 p 462-465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
