Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Pseudoemiliania lacunosa,Helicosphaera carteri,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Pontosphaera pacifica,Syracosphaera pulchra,Helicosphaera sellii,Gephyrocapsa sp.,Braarudosphaera bigelowii,Reticulofenestra cf. pseudoumbilica,Discolithina japonica,Syracosphaera mediterranea,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Emiliania huxleyi,Comment
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 32,X, 2,  65.00,    263.0100,Spiegler ,Nannofossils                                 ,A              ,G                 ,F                       ,C                    ,C                    ,F                     ,                      ,                     ,                     ,                    ,A               ,                         ,R                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 32,X,CC,  24.00,    263.4800,Spiegler ,Nannofossils                                 ,F              ,G                 ,F                       ,F                    ,R                    ,F                     ,                      ,                     ,                     ,                    ,                ,                         ,F                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 33,X,CC,  25.00,    273.7200,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,R                    ,R                    ,R                     ,                      ,                     ,                     ,                    ,F               ,                         ,F                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,141, 860,B, 34,X, 3,  42.00,    284.2200,Spiegler ,Nannofossils                                 ,B              ,                  ,                        ,                     ,                     ,                      ,                      ,                     ,                     ,                    ,                ,                         ,F                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 35,X, 1,  49.00,    290.8900,Spiegler ,Nannofossils                                 ,R              ,M                 ,R                       ,                     ,                     ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 35,X,CC,  12.00,    291.9700,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,                     ,                     ,R                     ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 36,X, 1,  42.00,    300.5200,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,R                    ,R                    ,R                     ,                      ,                     ,                     ,                    ,                ,                         ,R                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,141, 860,B, 36,X, 3,  41.00,    303.5100,Spiegler ,Nannofossils                                 ,B              ,                  ,                        ,                     ,                     ,                      ,                      ,                     ,R                    ,                    ,                ,                         ,R                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 37,X,CC,   9.00,    314.8700,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                       ,                     ,C                    ,F                     ,F                     ,A                    ,                     ,F                   ,                ,R                        ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 38,X,CC,   7.00,    322.3800,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,                     ,                     ,                      ,R                     ,                     ,                     ,                    ,R               ,                         ,F                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 43,X,CC,  37.00,    361.2500,Spiegler ,Nannofossils                                 ,T              ,M                 ,                        ,                     ,R                    ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 44,X,CC,  14.00,    367.4400,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,                     ,                     ,                      ,R                     ,R                    ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 49,X,CC,  32.00,    416.7600,Spiegler ,Nannofossils                                 ,R              ,M                 ,                        ,                     ,R                    ,                      ,                      ,                     ,                     ,                    ,R               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 51,X,CC,  37.00,    439.0800,Spiegler ,Nannofossils                                 ,F              ,G                 ,                        ,                     ,C                    ,R                     ,                      ,                     ,R                    ,                    ,F               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 52,X,CC,  32.00,    444.7200,Spiegler ,Nannofossils                                 ,               ,G                 ,R                       ,                     ,R                    ,R                     ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 53,X, 1,  14.00,    449.2400,Spiegler ,Nannofossils                                 ,               ,G                 ,                        ,                     ,                     ,                      ,R                     ,                     ,                     ,                    ,                ,                         ,R                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 53,X, 2,  60.00,    451.2000,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,                     ,                     ,R                     ,                      ,                     ,                     ,                    ,R               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 53,X,CC,  27.00,    452.1900,Spiegler ,Nannofossils                                 ,R              ,G                 ,F                       ,                     ,F                    ,R                     ,F                     ,                     ,                     ,                    ,                ,                         ,F                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 58,X,CC,  34.00,    497.0600,Spiegler ,Nannofossils                                 ,C              ,G                 ,F                       ,F                    ,F                    ,C                     ,F                     ,R                    ,                     ,                    ,C               ,                         ,                                   ,F                    ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 61,X, 2,  57.00,    523.7700,Spiegler ,Nannofossils                                 ,T              ,G                 ,                        ,                     ,                     ,                      ,                      ,                     ,                     ,                    ,R               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 61,X, 4,  35.00,    526.5500,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,                     ,R                    ,R                     ,                      ,                     ,                     ,                    ,R               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN16              ,NN18          ,141, 860,B, 61,X, 6,  34.00,    529.5400,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,                     ,R                    ,R                     ,                      ,                     ,                     ,                    ,R               ,                         ,R                                  ,                     ,                          ,                      ,                     ,                         ,                 ,from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN15              ,              ,141, 860,B, 61,X,CC,  27.00,    531.4200,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,R                    ,R                    ,                      ,R                     ,                     ,                     ,                    ,R               ,R                        ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,zone assignment uncertain; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN15              ,              ,141, 860,B, 62,X, 3, 114.00,    535.0400,Spiegler ,Nannofossils                                 ,F              ,G                 ,R                       ,                     ,R                    ,R                     ,R                     ,                     ,                     ,                    ,R               ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,zone assignment uncertain; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN15              ,              ,141, 860,B, 62,X,CC,  18.00,    536.2800,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,R                    ,R                    ,R                     ,R                     ,                     ,                     ,R                   ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,zone assignment uncertain; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN15              ,              ,141, 860,B, 63,X,CC,  13.00,    540.6300,Spiegler ,Nannofossils                                 ,R              ,G                 ,                        ,R                    ,R                    ,                      ,                      ,                     ,T                    ,R                   ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,zone assignment uncertain; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN15              ,              ,141, 860,B, 64,X, 4,  73.00,    553.9300,Spiegler ,Nannofossils                                 ,R              ,M                 ,                        ,                     ,R                    ,R                     ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,zone assignment uncertain; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN15              ,              ,141, 860,B, 65,X,CC,  21.00,    560.1100,Spiegler ,Nannofossils                                 ,T              ,M                 ,                        ,                     ,R                    ,                      ,                      ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,zone assignment uncertain; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN15              ,              ,141, 860,B, 66,X,CC,  36.00,    572.3600,Spiegler ,Nannofossils                                 ,T              ,G                 ,T                       ,                     ,R                    ,R                     ,                      ,R                    ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,zone assignment uncertain; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,NN15              ,              ,141, 860,B, 67,X, 3,   7.00,    582.2700,Spiegler ,Nannofossils                                 ,R              ,G                 ,R                       ,R                    ,R                    ,R                     ,R                     ,                     ,                     ,                    ,                ,                         ,                                   ,                     ,                          ,                      ,                     ,                         ,                 ,zone assignment uncertain; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
