Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera rotula,Umbilicosphaera jafari,Sphenolithus moriformis,Sphenolithus abies,Reticulofenestra pseudoumbilica(5-7microns),Reticulofenestra pseudoumbilica (>7microns),Reticulofenestra minuta,Reticulofenestra haqii,Discoaster surculus,Discoaster pansus,Discoaster challengeri,Discoaster berggrenii,Discoaster bellus,Coccolithus pelagicus,Calcidiscus leptoporus,Helicosphaera carteri,Discoaster variabilis,Discoaster quinqueramus,Discoaster exilis,Discoaster bergenii,Sphenolithus spp.,Discoaster spp.,Helicosphaera orientalis,Calcidiscus tropicus,Helicosphaera stalis,Reticulofenestra (pseudobar),Minylitha convallis,Florisphaera profunda,Discoaster pentaradiatus,Discoaster brouweri,Discoaster loeblichii,Triquetrorhabdulus rugosus,Amaurolithus spp.,Amaurolithus primus,Sphenolithus grandis,Coccolithus pelagicus (with bar),Amaurolithus amplificus,Pontosphaera multipora,Helicosphaera intermedia,Amaurolithus tricorniculatus,Calcidiscus macintyrei,Syracosphaera spp.,Pseudoemiliania ovata,Gephyrocapsa spp. (small),Amaurolithus delicatus,Helicosphaera sellii,Discoaster altus,Reticulofenestra minutula,Pontosphaera discopora,Triquetrorhabdulus rioi,Pontosphaera japonica,Scapholithus fossilis,Braarudosphaera bigelowii,Discoaster asymmetricus,Discoaster kugleri,Ceratolithus cristatus,Scyphosphaera spp.,Rhabdosphaera clavigera,Umbilicosphaera hulburtiana,Discoaster triradiatus,Ceratolithus cristatus var. telesmus,Umbilicosphaera sibogae var. sibogae,Umbilicosphaera sibogae var. foliosa,Gephyrocapsa muellerae,Helicosphaera carteri var. walichii,Discoaster tamalis,Pseudoemiliania lacunosa,Cyclolithus annulus,Syracosphaera pulchra,Gephyrocapsa spp. (large),Umbellosphaera tenuis,Umbellosphaera irregularis,Rhabdosphaera clavigera var. stylifera,Neosphaera coccolithomorpha,Emiliania huxleyi,Comment
  IR,                 ,                 ,                  ,              ,190,1178,A, 22,X, 3,  57.00,    193.3700,Boeckel  ,Nannofossils                                 ,C              ,M                 ,                      ,                      ,                       ,C                 ,C                                          ,F                                          ,A                      ,C                     ,C                  ,                 ,                      ,                     ,                 ,                     ,C                     ,C                    ,F                    ,                       ,                 ,                   ,                 ,               ,                        ,C                   ,                    ,                            ,                   ,A                    ,C                       ,                   ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,F                     ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 23,X,CC,  18.00,    204.5300,Boeckel  ,Nannofossils                                 ,F              ,M                 ,                      ,C                     ,                       ,C                 ,                                           ,F                                          ,D                      ,C                     ,R                  ,                 ,                      ,                     ,                 ,                     ,R                     ,R                    ,R                    ,C                      ,                 ,                   ,                 ,               ,                        ,                    ,                    ,C                           ,                   ,A                    ,                        ,R                  ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,F                 ,                     ,C                        ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 24,X,CC,   0.00,    216.5500,Boeckel  ,Nannofossils                                 ,C              ,M                 ,                      ,                      ,                       ,C                 ,A                                          ,C                                          ,A                      ,A                     ,F                  ,                 ,                      ,                     ,                 ,C                    ,C                     ,                     ,C                    ,F                      ,                 ,                   ,A                ,               ,                        ,                    ,                    ,C                           ,                   ,                     ,F                       ,                   ,                     ,F                         ,                 ,                   ,                    ,                                ,                       ,F                     ,                        ,                            ,C                     ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,F                 ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 25,X,CC,  28.00,    226.1000,Boeckel  ,Nannofossils                                 ,F              ,M                 ,R                     ,C                     ,                       ,                  ,C                                          ,                                           ,D                      ,                      ,R                  ,                 ,                      ,                     ,                 ,R                    ,F                     ,F                    ,F                    ,F                      ,                 ,                   ,C                ,               ,                        ,                    ,                    ,C                           ,                   ,A                    ,C                       ,F                  ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,F                 ,                     ,                         ,                      ,                    ,                ,C                        ,R                     ,                       ,                     ,                     ,                         ,R                      ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 26,X,CC,  42.00,    232.9800,Boeckel  ,Nannofossils                                 ,F              ,M                 ,                      ,                      ,                       ,C                 ,                                           ,                                           ,D                      ,C                     ,                   ,                 ,                      ,                     ,                 ,                     ,                      ,F                    ,F                    ,                       ,                 ,                   ,                 ,F              ,                        ,                    ,                    ,R                           ,                   ,A                    ,C                       ,                   ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,C                        ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,F                        ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 27,X,CC,  32.00,    247.3700,Boeckel  ,Nannofossils                                 ,F              ,M                 ,F                     ,F                     ,                       ,F                 ,                                           ,                                           ,D                      ,A                     ,R                  ,F                ,                      ,                     ,                 ,                     ,C                     ,                     ,F                    ,R                      ,                 ,                   ,                 ,               ,                        ,                    ,                    ,C                           ,                   ,A                    ,                        ,                   ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,C                        ,                      ,                    ,C               ,                         ,                      ,                       ,                     ,F                    ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 28,X,CC,  20.00,    256.5200,Boeckel  ,Nannofossils                                 ,F              ,M                 ,                      ,                      ,                       ,C                 ,C                                          ,F                                          ,D                      ,C                     ,F                  ,F                ,                      ,                     ,                 ,                     ,C                     ,                     ,                     ,                       ,                 ,                   ,                 ,               ,                        ,                    ,                    ,C                           ,                   ,A                    ,F                       ,                   ,                     ,                          ,                 ,                   ,C                   ,                                ,                       ,                      ,F                       ,                            ,                      ,C                 ,                     ,                         ,                      ,                    ,                ,                         ,                      ,F                      ,F                    ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 29,X, 3,  75.00,    260.4600,Boeckel  ,Nannofossils                                 ,F              ,P                 ,F                     ,                      ,C                      ,                  ,C                                          ,F                                          ,D                      ,C                     ,C                  ,                 ,                      ,                     ,                 ,                     ,                      ,                     ,F                    ,C                      ,                 ,                   ,                 ,               ,                        ,C                   ,                    ,                            ,                   ,A                    ,F                       ,                   ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 29,X,CC,  24.00,    264.7800,Boeckel  ,Nannofossils                                 ,F              ,P                 ,                      ,R                     ,                       ,C                 ,F                                          ,R                                          ,D                      ,C                     ,                   ,R                ,                      ,                     ,                 ,F                    ,                      ,                     ,                     ,R                      ,                 ,                   ,                 ,               ,                        ,                    ,                    ,C                           ,                   ,A                    ,R                       ,                   ,                     ,                          ,                 ,                   ,                    ,R                               ,                       ,                      ,R                       ,                            ,                      ,                  ,F                    ,C                        ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 30,X,CC,  28.00,    274.8100,Boeckel  ,Nannofossils                                 ,C              ,P                 ,                      ,                      ,                       ,C                 ,F                                          ,F                                          ,D                      ,C                     ,R                  ,R                ,                      ,                     ,                 ,F                    ,F                     ,F                    ,R                    ,R                      ,                 ,                   ,F                ,               ,                        ,                    ,                    ,C                           ,                   ,                     ,F                       ,                   ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,C                    ,F                        ,                      ,                    ,F               ,A                        ,F                     ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 31,X,CC,  22.00,    286.0700,Boeckel  ,Nannofossils                                 ,F              ,P                 ,C                     ,                      ,                       ,C                 ,                                           ,C                                          ,D                      ,C                     ,                   ,                 ,                      ,                     ,                 ,C                    ,F                     ,                     ,R                    ,                       ,                 ,                   ,F                ,               ,                        ,                    ,                    ,                            ,                   ,C                    ,                        ,                   ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,C                        ,                      ,R                   ,C               ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 32,X,CC,  34.00,    294.6900,Boeckel  ,Nannofossils                                 ,F              ,M                 ,C                     ,C                     ,                       ,C                 ,C                                          ,C                                          ,A                      ,A                     ,                   ,R                ,                      ,                     ,                 ,F                    ,C                     ,F                    ,R                    ,R                      ,                 ,                   ,                 ,               ,                        ,                    ,                    ,                            ,                   ,A                    ,                        ,                   ,                     ,R                         ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,R                 ,C                    ,C                        ,R                     ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 33,X,CC,  29.00,    305.2500,Boeckel  ,Nannofossils                                 ,F              ,M                 ,                      ,F                     ,                       ,C                 ,F                                          ,C                                          ,D                      ,A                     ,R                  ,                 ,                      ,                     ,                 ,F                    ,C                     ,                     ,                     ,F                      ,                 ,                   ,                 ,               ,                        ,F                   ,                    ,C                           ,                   ,A                    ,                        ,F                  ,                     ,R                         ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,F                     ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 34,X, 3,  75.00,    308.8500,Boeckel  ,Nannofossils                                 ,F              ,M                 ,                      ,                      ,                       ,C                 ,C                                          ,R                                          ,D                      ,C                     ,C                  ,R                ,                      ,                     ,                 ,F                    ,                      ,                     ,                     ,F                      ,                 ,                   ,                 ,               ,                        ,                    ,                    ,                            ,                   ,                     ,                        ,                   ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,F                           ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 34,X,CC, 100.00,    311.3000,Boeckel  ,Nannofossils                                 ,F              ,M                 ,C                     ,                      ,                       ,                  ,                                           ,C                                          ,D                      ,A                     ,                   ,                 ,                      ,                     ,                 ,C                    ,                      ,                     ,C                    ,C                      ,                 ,                   ,C                ,               ,                        ,                    ,                    ,F                           ,                   ,C                    ,F                       ,F                  ,                     ,F                         ,                 ,                   ,                    ,                                ,                       ,F                     ,C                       ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 35,X,CC,  25.00,    323.8000,Boeckel  ,Nannofossils                                 ,F              ,P                 ,                      ,                      ,                       ,C                 ,C                                          ,C                                          ,D                      ,C                     ,R                  ,                 ,                      ,                     ,                 ,                     ,C                     ,F                    ,                     ,R                      ,                 ,                   ,                 ,R              ,                        ,                    ,                    ,                            ,                   ,                     ,                        ,                   ,                     ,                          ,                 ,C                  ,                    ,                                ,F                      ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 36,X,CC,  60.00,    333.9700,Boeckel  ,Nannofossils                                 ,F              ,M                 ,C                     ,                      ,                       ,C                 ,                                           ,F                                          ,D                      ,A                     ,                   ,                 ,                      ,                     ,                 ,                     ,C                     ,                     ,C                    ,C                      ,                 ,                   ,                 ,               ,                        ,                    ,                    ,                            ,                   ,C                    ,                        ,F                  ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 37,X,CC,  48.00,    343.2500,Boeckel  ,Nannofossils                                 ,F              ,P                 ,                      ,                      ,                       ,R                 ,C                                          ,C                                          ,D                      ,C                     ,                   ,R                ,                      ,                     ,                 ,                     ,                      ,                     ,                     ,                       ,                 ,                   ,                 ,R              ,                        ,                    ,                    ,                            ,                   ,                     ,F                       ,R                  ,                     ,                          ,R                ,                   ,                    ,R                               ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 38,X, 2,  69.00,    345.7900,Boeckel  ,Nannofossils                                 ,F              ,P                 ,C                     ,F                     ,C                      ,                  ,C                                          ,C                                          ,D                      ,                      ,                   ,                 ,                      ,F                    ,                 ,                     ,C                     ,                     ,                     ,C                      ,                 ,                   ,                 ,               ,                        ,                    ,                    ,                            ,                   ,C                    ,                        ,                   ,                     ,                          ,                 ,                   ,F                   ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 38,X,CC,  36.00,    350.5700,Boeckel  ,Nannofossils                                 ,F              ,M                 ,F                     ,                      ,                       ,F                 ,C                                          ,C                                          ,D                      ,A                     ,F                  ,F                ,                      ,                     ,                 ,F                    ,                      ,                     ,C                    ,                       ,                 ,                   ,                 ,               ,                        ,                    ,                    ,                            ,                   ,A                    ,C                       ,F                  ,                     ,F                         ,F                ,C                  ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 39,X, 1,  19.00,    353.3900,Boeckel  ,Nannofossils                                 ,F              ,P                 ,F                     ,                      ,C                      ,                  ,A                                          ,F                                          ,A                      ,A                     ,C                  ,                 ,                      ,                     ,                 ,F                    ,                      ,F                    ,C                    ,                       ,                 ,                   ,                 ,               ,                        ,                    ,                    ,                            ,                   ,                     ,                        ,F                  ,F                    ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 39,X,CC,  23.00,    355.3700,Boeckel  ,Nannofossils                                 ,F              ,P                 ,                      ,                      ,                       ,C                 ,C                                          ,                                           ,D                      ,A                     ,                   ,                 ,                      ,                     ,                 ,                     ,C                     ,                     ,F                    ,                       ,                 ,                   ,C                ,               ,                        ,                    ,                    ,                            ,                   ,                     ,                        ,F                  ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 40,X,CC,  36.00,    369.0400,Boeckel  ,Nannofossils                                 ,F              ,M                 ,                      ,                      ,                       ,C                 ,C                                          ,F                                          ,D                      ,C                     ,                   ,C                ,                      ,F                    ,                 ,C                    ,F                     ,F                    ,C                    ,F                      ,                 ,                   ,                 ,               ,                        ,                    ,                    ,C                           ,F                  ,A                    ,F                       ,                   ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 41,X, 1,  67.00,    373.1700,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                      ,                      ,C                      ,                  ,                                           ,                                           ,D                      ,C                     ,C                  ,                 ,                      ,C                    ,                 ,                     ,C                     ,                     ,                     ,C                      ,                 ,                   ,                 ,               ,F                       ,F                   ,F                   ,                            ,                   ,                     ,                        ,                   ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 41,X,CC,  30.00,    375.8000,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                      ,                      ,                       ,                  ,                                           ,                                           ,D                      ,                      ,                   ,                 ,                      ,                     ,                 ,                     ,                      ,                     ,                     ,                       ,                 ,                   ,                 ,C              ,                        ,                    ,                    ,                            ,                   ,                     ,                        ,                   ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1178,A, 42,X, 2,  31.00,    383.9100,Boeckel  ,Nannofossils                                 ,C              ,P                 ,                      ,C                     ,C                      ,C                 ,A                                          ,                                           ,C                      ,A                     ,                   ,                 ,C                     ,                     ,                 ,                     ,C                     ,                     ,                     ,                       ,F                ,                   ,                 ,               ,F                       ,F                   ,                    ,                            ,                   ,                     ,                        ,                   ,                     ,                          ,                 ,                   ,                    ,                                ,                       ,                      ,                        ,                            ,                      ,                  ,                     ,                         ,                      ,                    ,                ,                         ,                      ,                       ,                     ,                     ,                         ,                       ,                  ,                      ,                  ,                       ,                           ,                      ,                                    ,                                    ,                                    ,                      ,                                   ,                  ,                        ,                   ,                     ,                         ,                     ,                          ,                                      ,                           ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
