Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tabulozoans/Bryozoans (unspecified taxon or taxa),Sphinctozoan (unspecified taxon or taxa)(sponge),Salzburgia (unspecified taxon or taxa)(sponge),Retiophyllia sp. (cnidarian),Peronidella (unspecified taxon or taxa)(sponge),Inozoans (unspecified taxon or taxa)(sponge),Hydrozoans (unspecified taxon or taxa)(cnidarian),Sestrostomella (unspecified taxon or taxa)(sponge),Spongiomorpha ramosa (cnidarian),Disjectopora (unspecified taxon or taxa)(sponge),Molengraaffia (unspecified taxon or taxa)(sponge),Calcisponges (unspecified taxon or taxa)(sponge),Astreomorpha crassisepta (cnidarian),Stromatomorpha rhaetica (cnidarian),Spongiomorphids (unspecified taxon or taxa)(cnidarian),Retiophyllia paraclathrata (cnidarian),Corals (other)  (cnidarian),Margarosmilia gr. charlyana (cnidarian),Astreomorpha confusa (cnidarian),Chondrocoenia schafhaeutli (cnidarian),Thamnasteroid corals  (cnidarian),Comment
  SR,                 ,                 ,                  ,              ,122, 764,B, 27,R, 1,  74.00,    242.2400,Sarti    ,Macrofossils                                 ,               ,                  ,                                                 ,                                                ,                                              ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,+                                                ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 27,R, 1,  95.00,    242.4500,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,+                                               ,                                              ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 27,R, 1, 105.00,    242.5500,Sarti    ,Macrofossils                                 ,               ,                  ,                                                 ,+                                               ,                                              ,                            ,                                               ,+                                           ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 27,R, 1, 114.00,    242.6400,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,                                                ,                                              ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 1,  10.00,    251.1000,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,                                                ,                                              ,                            ,                                               ,                                            ,+                                                ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 1,  40.00,    251.4000,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,                                                ,                                              ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,+                                  ,+                                                     ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 1,  71.00,    251.7100,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,K                                               ,                                              ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,+                                   ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 1,  80.00,    251.8000,Sarti    ,Macrofossils                                 ,               ,                  ,                                                 ,                                                ,                                              ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,+                                                ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 1, 104.00,    252.0400,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,                                                ,+                                             ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 1, 122.00,    252.2200,Sarti    ,Macrofossils                                 ,               ,                  ,                                                 ,                                                ,                                              ,                            ,                                               ,                                            ,+                                                ,                                                  ,                                ,                                                ,+                                                ,K                                               ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 1, 131.00,    252.3100,Sarti    ,Macrofossils                                 ,               ,                  ,                                                 ,                                                ,                                              ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,+                                                ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 1, 142.00,    252.4200,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,                                                ,                                              ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 2,   0.00,    252.5000,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,                                                ,                                              ,                            ,                                               ,+                                           ,                                                 ,                                                  ,                                ,                                                ,                                                 ,+                                               ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 2,  20.00,    252.7000,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,+                                               ,+                                             ,                            ,                                               ,                                            ,+                                                ,                                                  ,                                ,                                                ,+                                                ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 2,  31.00,    252.8100,Sarti    ,Macrofossils                                 ,               ,                  ,                                                 ,+                                               ,                                              ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 2,  38.00,    252.8800,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,                                                ,                                              ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,+                                               ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 2,  66.00,    253.1600,Sarti    ,Macrofossils                                 ,               ,                  ,                                                 ,                                                ,                                              ,                            ,                                               ,                                            ,                                                 ,                                                  ,+                               ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 2, 108.00,    253.5800,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,                                                ,                                              ,                            ,                                               ,                                            ,+                                                ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 2, 116.00,    253.6600,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,+                                               ,                                              ,                            ,                                               ,                                            ,+                                                ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 3,  24.00,    254.2400,Sarti    ,Macrofossils                                 ,               ,                  ,                                                 ,+                                               ,+                                             ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 3,  28.00,    254.2800,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,+                                               ,+                                             ,                            ,+                                              ,                                            ,+                                                ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 3,  43.00,    254.4300,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,+                                               ,+                                             ,                            ,                                               ,                                            ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 3,  51.00,    254.5100,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,+                                               ,+                                             ,                            ,+                                              ,                                            ,                                                 ,+                                                 ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,uncertain identity of Peronidella; from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 28,R, 3,  68.00,    254.6800,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,+                                               ,                                              ,                            ,                                               ,                                            ,+                                                ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,uncertain identity of Hydrozoans; from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 29,R, 1,  39.00,    260.8900,Sarti    ,Macrofossils                                 ,               ,                  ,                                                 ,+                                               ,                                              ,                            ,                                               ,+                                           ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,122, 764,B, 30,R, 1,  45.00,    270.4500,Sarti    ,Macrofossils                                 ,               ,                  ,+                                                ,+                                               ,+                                             ,+                           ,+                                              ,                                            ,                                                 ,                                                  ,                                ,                                                ,                                                 ,                                                ,                                    ,                                   ,                                                      ,                                      ,                           ,                                       ,                                ,                                      ,                                 ,from ODP Leg 122 SR Chapter 9 Table 1 p 190-191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
