Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Tenuitellinata angustiumbilicata	Subbotina praeturritilina	Subbotina gortanii	Pseudohastigerina micra	Paragloborotalia pseudokugleri	Paragloborotalia mayeri	Paragloborotalia continuosa	Globoturborotalita woodi s. I	Globoquadrina tripartita	Globoquadrina sellii	Globigerinoides primordius	Globigerinita glutinata s. I	Globigerinella obesa	Globigerina prasaepis	Globigerina praebulloides	Globigerina ouachitaensis	Globigerina ciperoensis	Globigerina angulisuturalis	Dentoglobigerina larmeui	Dentoglobigerina galavisi	Dentoglobigerina baroemoenensis	Chiloguembelina cubensis	Catapsydrax unicavus	Cassigerinella chipolensis	Globorotalia suterae	Tenuitella gemma	Dentoglobigerina globularis	Protentella sp.	Globoquadrina praedehiscens	Globigerinella praesiphonifera	Catapsydrax dissimilis	Globoquadrina binaiensis	Paragloborotalia kugleri	Globigerinoides trilobus s.l.	Globigerinita uvula	Globigerinoides altiapertura	Globoquadrina dehiscens	Tenuitella clemenciae	Globoquadrina venezuelana	Globigerinoides ruber s.l.	Globigerinoides obliquus	Globigerinatella sp.	Dentoglobigerina altispira	Globigerinoides bisphericus	Paragloborotalia nana	Fohsella peripheroronda	Tenuitella sp.	Paragloborotalia opima	Praeorbulina sicana	Globorotalia praescitula	Globigerinoides mitra	Globigerinatella insueta s. str.	Sphaeroidinella disjuncta	Praeorbulina curva	Globorotalia tumida	Globorotalia archeomenardii	Praeorbulina circularis	Orbulina suturalis	Globorotalia hexagonus	Fohsella peripheroacuta	Clavatorella bermudezi	Praeorbulina glomerosa	Fohsella praefohsi	Sphaeroidinellopsis seminulina	Orbulina universa	Globorotalia menardii s.l.	Globigerinella siphonifera	Sphaeroidinellopsis kochi	Globigerina nepenthes	Fohsella fohsi	Globorotalia praemenardii	Fohsella lobata	Fohsella robusta	Globorotalia limbata	Pulleniatina obliquiloculata	Globoturborotalita rubescens	Globorotalia ungulata	Globorotalia merotumida	Sphaeroidinella dehiscens	Neogloboquadrina acostaensis	Globigerinoides conglobatus	Pulleniatina praecursor	Globigerinoides sacculifer	Pulleniatina primalis	Globorotalia scitula	Globorotalia plesiotumida	Globigerinoides extremus	Sphaeroidinellopsis paenedehiscens	Globorotalia multicamerata	Pulleniatina finalis	Globorotalia flexuosa	Pulleniatina praespectabilis	Neogloboquadrina humerosa	Pulleniatina spectabilis	Tenuitella iota	Globorotalia crassaformis	Globoquadrina sp.	Turborotalita humilis	Streptochilus spp.	Candeina nitida	Globorotalia hirsuta	Globigerinoides fistulosus	Globorotalia tosaensis	Globorotalia pertenuis	Neogloboquadrina dutertrei	Globorotalia inflata	Globorotalia truncatulinoides	Globigerina bulloides s. I.	Sphaeroidinella excavata	Globigerinoides ruber (pink)	Globigerinella calida	Globoturborotalita tenella	Comment

  SR	Early Miocene    	                 	N5                	              	144	 872	C	 12	H	CC	   0.00	    106.9200	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	R                           	                    	                     	R                        	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	R                            	R                  	F                           	R                      	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Early Miocene    	                 	N5                	              	144	 872	C	 13	H	 1	  20.00	    106.2000	Pearson  	Planktonic Foraminifers                      	               	                  	R                               	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	R                           	                    	                     	R                        	                         	                       	                           	                        	                         	R                              	R                       	                    	                          	R                   	                	                           	               	R                          	R                             	                      	R                       	                        	R                            	R                  	R                           	R                      	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Early Miocene    	                 	N5                	              	144	 872	C	 13	H	 2	  20.00	    107.3800	Pearson  	Planktonic Foraminifers                      	               	                  	R                               	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	R                           	                    	                     	R                        	                         	                       	                           	                        	                         	R                              	R                       	R                   	                          	R                   	                	                           	               	R                          	R                             	                      	R                       	                        	F                            	R                  	R                           	R                      	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Early Miocene    	                 	N5                	              	144	 872	C	 13	H	 3	  20.00	    108.6800	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	R                         	R                           	                    	                     	R                        	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	R                          	R                             	                      	R                       	                        	F                            	R                  	                            	R                      	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Early Miocene    	                 	N4b               	              	144	 872	C	 13	H	 4	  20.00	    110.0000	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	R                           	                    	                     	R                        	                         	                       	                           	R                       	                         	R                              	                        	                    	                          	R                   	                	R                          	               	F                          	R                             	                      	F                       	R                       	F                            	R                  	R                           	R                      	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Early Miocene    	                 	N4b               	              	144	 872	C	 13	H	 5	  20.00	    111.3400	Pearson  	Planktonic Foraminifers                      	               	                  	R                               	                         	                  	                       	                              	R                      	R                          	F                            	                        	                    	R                         	R                           	                    	                     	R                        	                         	R                      	                           	                        	                         	R                              	R                       	                    	                          	                    	                	                           	               	F                          	R                             	                      	R                       	R                       	R                            	R                  	R                           	R                      	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Late Oligocene   	                 	N4a               	              	144	 872	C	 13	H	 6	  20.00	    112.6400	Pearson  	Planktonic Foraminifers                      	               	                  	R                               	                         	                  	                       	                              	                       	                           	R                            	                        	                    	                          	R                           	                    	                     	R                        	                         	                       	                           	                        	                         	R                              	R                       	                    	                          	R                   	                	R                          	               	F                          	R                             	                      	R                       	R                       	F                            	R                  	                            	                       	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Late Oligocene   	                 	N4a               	              	144	 872	C	 13	H	CC	  17.00	    114.2800	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	                       	R                          	R                            	                        	                    	                          	R                           	                    	                     	R                        	                         	                       	                           	                        	                         	R                              	                        	                    	                          	R                   	                	R                          	               	F                          	R                             	                      	R                       	R                       	R                            	R                  	R                           	                       	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Late Oligocene   	                 	N4a               	              	144	 872	C	 14	H	 1	  20.00	    115.7000	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	                       	R                          	R                            	                        	                    	                          	R                           	                    	                     	R                        	                         	                       	                           	                        	                         	R                              	                        	R                   	                          	R                   	                	                           	               	F                          	R                             	                      	R                       	F                       	R                            	R                  	                            	                       	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Late Oligocene   	                 	N4a               	              	144	 872	C	 14	H	 2	  20.00	    116.7900	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	R                             	                       	                           	R                            	                        	                    	R                         	R                           	                    	                     	R                        	                         	                       	                           	                        	                         	R                              	                        	R                   	                          	R                   	                	                           	               	F                          	R                             	                      	R                       	F                       	R                            	                   	                            	                       	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Late Oligocene   	                 	N4a               	              	144	 872	C	 14	H	 3	  20.00	    118.0900	Pearson  	Planktonic Foraminifers                      	               	                  	R                               	                         	                  	                       	                              	                       	                           	F                            	                        	R                   	F                         	R                           	                    	                     	R                        	                         	                       	                           	                        	                         	R                              	R                       	                    	                          	                    	                	                           	               	F                          	R                             	                      	R                       	F                       	R                            	R                  	R                           	                       	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Late Oligocene   	                 	N4a               	              	144	 872	C	 14	H	 4	  20.00	    119.4100	Pearson  	Planktonic Foraminifers                      	               	                  	R                               	                         	                  	                       	                              	                       	                           	R                            	                        	R                   	F                         	R                           	                    	                     	R                        	                         	R                      	R                          	                        	                         	R                              	R                       	                    	                          	R                   	                	R                          	               	R                          	R                             	                      	R                       	F                       	R                            	R                  	R                           	                       	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Late Oligocene   	                 	N4a               	              	144	 872	C	 14	H	 5	  20.00	    120.6900	Pearson  	Planktonic Foraminifers                      	               	                  	R                               	                         	                  	                       	                              	                       	                           	R                            	                        	                    	F                         	R                           	                    	                     	F                        	                         	                       	R                          	R                       	                         	                               	R                       	R                   	                          	R                   	                	                           	               	R                          	R                             	                      	R                       	F                       	R                            	                   	                            	                       	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Late Oligocene   	                 	N4a               	              	144	 872	C	 14	H	 6	  20.00	    122.0600	Pearson  	Planktonic Foraminifers                      	               	                  	R                               	                         	                  	                       	                              	                       	                           	F                            	                        	                    	R                         	R                           	                    	                     	R                        	R                        	                       	                           	R                       	                         	R                              	R                       	                    	R                         	                    	R               	                           	               	R                          	R                             	                      	                        	F                       	R                            	R                  	                            	                       	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Late Oligocene   	                 	N4a               	              	144	 872	C	 14	H	 7	  20.00	    123.4300	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	R                             	R                      	R                          	F                            	                        	                    	R                         	                            	                    	                     	R                        	R                        	                       	                           	R                       	                         	R                              	                        	R                   	R                         	                    	                	R                          	               	R                          	                              	                      	R                       	R                       	                             	                   	                            	                       	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	rare Middle Eocene taxa; from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Late Oligocene   	                 	N4a               	              	144	 872	C	 14	H	CC	  13.00	    123.6900	Pearson  	Planktonic Foraminifers                      	               	                  	R                               	                         	                  	                       	R                             	R                      	R                          	R                            	                        	                    	R                         	R                           	                    	                     	R                        	F                        	                       	                           	R                       	                         	                               	R                       	R                   	R                         	                    	                	                           	               	R                          	R                             	                      	R                       	F                       	                             	                   	                            	                       	                     	                         	                          	                        	                    	                          	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	rare Middle Eocene taxa; from Leg 144 SR; Ch 2; Table 4; pp. 34-37
