Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Umbilicosphaera sp. A	Triquetrorhabdulus farnsworthii	Sphenolithus neoabies	Sphenolithus abies	Rhabdosphaera clavigera	Reticulofenestra pseudoumbilica	Reticulofenestra producta	Reticulofenestra perplexa	Reticulofenestra minutula	Reticulofenestra minuta	Reticulofenestra gelida	Pontosphaera spp.	Pontosphaera multipora	Neosphaera coccolithomorpha	Helicosphaera carteri	Florisphaera profunda	Discoaster variabilis	Discoaster surculus	Discoaster quinqueramus	Discoaster pentaradiatus	Discoaster intercalaris	Discoaster brouweri	Discoaster blackstockae	Discoaster berggrenii	Coccolithus pelagicus	Calcidiscus leptoporus	Amaurolithus tricorniculatus	Amaurolithus delicatus	Amaurolithus amplificus	Reticulofenestra umbilica	Discoaster triradiatus	Discoaster barbadiensis	Ceratolithus atlanticus	Amaurolithus ninae	Coccolithus streckerii	Braarudosphaera bigelowii	Sphenolithus grandis	Pontosphaera discopora	Amaurolithus primus	Syracosphaera spp.	Schyphosphaera sp.	Pontosphaera japonica	Cyclicargolithus floridanus	Calciosolenia murrayi	Calcidiscus macintyrei	Helicosphaera euphratis	Ceratolithus spp.	Discoaster saipanensis	Cruciplacolithus neohelis	Chiasmolithus grandis	Helicosphaera intermedia	Cretarhabdus conicus	Discoaster challengeri	Ceratolithus armatus	Ceratolithus acutus	Umbilicosphaera sibogae var. foliosa	Placozygus sigmoides	Chiasmolithus solitus	Eiffellithus turriseiffelii	Ceratolithus rugosus	Watznaueria barnesae	Umbilicosphaera sibogae var. sibogae	Ceratolithus separatus	Pseudoemiliania cf. P. lacunosa	Helicosphaera sellii	Reticulofenestra bisecta	Discoaster asymmetricus	Pseudoemiliania lacunosa	Gephyrocapsa spp. (small)	Lithostromation perdurum	Discoaster tamalis	Campylosphaera dela	Tetralithoides quadrilaminata	Micula decussata	Ceratolithus cristatus	Reinhardtites anthophorus	Oolithotus fragilis	Markalius inversus	Umbellosphaera irregularis	Gephyrocapsa spp. medium	Gephyrocapsa caribbeanica	Gephyrocapsa spp. (large)	Reticulofenestra asanoi	Helicosphaera pavimentum	Eiffellithus eximius	Gephyrocapsa oceanica ss	Gephyrocapsa margerelii/muellerae	Helicosphaera inversa	Emiliania huxleyi	Umbellosphaera tenuis	Comment

  IR	Miocene          	Pliocene         	CN10b             	              	164	 995	A	 67	X	CC	  33.00	    556.7900	Okada    	Nannofossils                                 	A              	M                 	A                    	                               	C                    	A                 	R                      	C                              	C                        	A                        	A                        	A                      	F                      	F                	R                     	F                          	C                    	A                    	F                    	F                  	                       	F                       	R                      	F                  	                       	                     	C                    	C                     	                            	R                     	                       	                         	                      	                       	R                      	                  	R                     	R                        	                    	R                     	                   	                  	R                 	                     	                           	                     	R                     	                       	                 	                      	                         	                     	                        	                    	                      	R                   	R                  	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN10b             	              	164	 995	A	 68	X	CC	  27.00	    569.9100	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	C                    	C                 	                       	C                              	A                        	C                        	A                        	A                      	F                      	R                	                      	F                          	F                    	A                    	F                    	F                  	                       	C                       	R                      	F                  	                       	                     	F                    	F                     	                            	R                     	                       	rR                       	                      	                       	                       	                  	R                     	R                        	                    	                      	                   	                  	                  	                     	                           	                     	R                     	                       	                 	                      	                         	                     	                        	                    	                      	R                   	R                  	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN10b             	              	164	 995	A	 69	X	 2	  45.00	    571.9500	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	C                    	C                 	R                      	C                              	A                        	C                        	A                        	A                      	C                      	F                	R                     	F                          	F                    	A                    	F                    	F                  	                       	C                       	                       	C                  	                       	                     	C                    	C                     	                            	                      	                       	rR                       	                      	                       	                       	                  	R                     	R                        	                    	                      	                   	F                 	R                 	R                    	                           	                     	R                     	                       	                 	                      	                         	                     	                        	                    	R                     	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN10a             	              	164	 995	A	 69	X	CC	  22.00	    573.8600	Okada    	Nannofossils                                 	A              	M                 	A                    	                               	C                    	C                 	R                      	C                              	A                        	C                        	A                        	A                      	F                      	R                	R                     	F                          	F                    	A                    	F                    	F                  	                       	C                       	                       	F                  	R                      	                     	F                    	C                     	                            	R                     	                       	                         	                      	                       	                       	                  	R                     	R                        	                    	                      	R                  	F                 	R                 	                     	                           	                     	R                     	                       	                 	                      	                         	                     	                        	rR                  	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 71	X	 1	   8.00	    580.6800	Okada    	Nannofossils                                 	A              	M                 	C                    	R                              	C                    	C                 	R                      	C                              	A                        	C                        	A                        	A                      	C                      	R                	                      	R                          	C                    	A                    	C                    	F                  	C                      	C                       	F                      	                   	R                      	F                    	C                    	C                     	                            	R                     	                       	                         	R                     	                       	                       	                  	R                     	                         	                    	                      	                   	                  	                  	                     	                           	                     	                      	R                      	                 	                      	                         	                     	R                       	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 71	X	 2	   5.00	    581.5300	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	C                    	A                 	                       	F                              	A                        	C                        	A                        	A                      	C                      	R                	                      	R                          	F                    	A                    	F                    	C                  	C                      	F                       	R                      	                   	                       	C                    	F                    	F                     	                            	R                     	                       	                         	                      	                       	                       	                  	R                     	R                        	                    	                      	                   	                  	                  	                     	                           	                     	                      	                       	                 	                      	                         	rR                   	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 71	X	 3	  14.00	    582.9800	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	C                    	A                 	                       	C                              	A                        	F                        	A                        	A                      	C                      	R                	                      	F                          	F                    	A                    	F                    	F                  	F                      	C                       	F                      	F                  	                       	F                    	C                    	C                     	                            	R                     	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	                  	                  	                     	                           	                     	R                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 71	X	CC	  60.00	    589.4400	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	C                    	A                 	                       	C                              	A                        	A                        	A                        	A                      	C                      	                 	                      	C                          	C                    	A                    	C                    	                   	F                      	A                       	F                      	C                  	                       	F                    	F                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	                  	                  	                     	                           	                     	R                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 72	X	CC	  19.00	    590.7000	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	C                    	A                 	R                      	C                              	A                        	C                        	A                        	A                      	F                      	F                	R                     	F                          	C                    	A                    	R                    	F                  	F                      	C                       	F                      	F                  	                       	R                    	C                    	C                     	                            	R                     	                       	                         	                      	                       	                       	                  	                      	                         	                    	R                     	R                  	F                 	R                 	R                    	                           	R                    	                      	                       	                 	rR                    	R                        	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 73	X	CC	  15.00	    607.0800	Okada    	Nannofossils                                 	A              	M                 	C                    	R                              	C                    	A                 	R                      	C                              	C                        	C                        	A                        	A                      	C                      	R                	R                     	F                          	C                    	A                    	C                    	F                  	F                      	C                       	R                      	F                  	                       	F                    	C                    	C                     	                            	R                     	                       	rR                       	                      	                       	                       	                  	                      	R                        	                    	                      	                   	F                 	                  	                     	                           	                     	                      	R                      	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 74	X	CC	  21.00	    611.3200	Okada    	Nannofossils                                 	A              	M                 	A                    	R                              	F                    	A                 	R                      	C                              	A                        	C                        	A                        	A                      	C                      	R                	R                     	R                          	F                    	A                    	F                    	F                  	C                      	C                       	F                      	R                  	                       	F                    	F                    	F                     	                            	                      	                       	                         	R                     	                       	                       	                  	R                     	R                        	                    	                      	                   	F                 	                  	R                    	                           	                     	R                     	R                      	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 75	X	CC	  21.00	    625.3000	Okada    	Nannofossils                                 	A              	M                 	F                    	R                              	C                    	C                 	R                      	C                              	C                        	C                        	A                        	A                      	F                      	F                	R                     	R                          	C                    	A                    	C                    	F                  	F                      	C                       	F                      	R                  	                       	F                    	C                    	C                     	                            	R                     	                       	                         	                      	                       	                       	                  	R                     	R                        	                    	                      	R                  	F                 	                  	                     	                           	R                    	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 76	X	CC	  20.00	    629.6200	Okada    	Nannofossils                                 	A              	M                 	C                    	R                              	C                    	A                 	R                      	C                              	A                        	C                        	A                        	A                      	F                      	R                	R                     	F                          	F                    	A                    	F                    	R                  	C                      	F                       	R                      	R                  	                       	R                    	R                    	F                     	R                           	                      	                       	rR                       	R                     	                       	                       	R                 	                      	                         	                    	R                     	                   	R                 	R                 	R                    	                           	R                    	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 77	X	 3	  22.00	    639.2400	Okada    	Nannofossils                                 	A              	M                 	C                    	R                              	C                    	A                 	R                      	C                              	A                        	                         	A                        	A                      	C                      	F                	R                     	F                          	C                    	A                    	C                    	F                  	C                      	C                       	F                      	C                  	R                      	F                    	F                    	F                     	                            	R                     	R                      	                         	                      	                       	                       	R                 	R                     	R                        	R                   	R                     	                   	                  	R                 	R                    	                           	                     	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 77	X	CC	  30.00	    642.0300	Okada    	Nannofossils                                 	A              	M                 	C                    	R                              	C                    	A                 	                       	C                              	C                        	C                        	A                        	A                      	C                      	                 	                      	R                          	F                    	A                    	R                    	F                  	C                      	C                       	F                      	R                  	R                      	F                    	F                    	C                     	R                           	R                     	R                      	                         	                      	                       	                       	R                 	R                     	R                        	                    	                      	R                  	R                 	                  	                     	rR                         	                     	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 78	X	CC	  15.00	    648.3000	Okada    	Nannofossils                                 	A              	M                 	F                    	R                              	C                    	C                 	                       	C                              	F                        	F                        	A                        	A                      	C                      	R                	                      	R                          	F                    	A                    	F                    	F                  	C                      	C                       	F                      	R                  	R                      	F                    	F                    	F                     	                            	R                     	R                      	rR                       	R                     	                       	                       	                  	                      	                         	                    	                      	                   	R                 	                  	R                    	                           	                     	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 79	X	CC	  21.00	    659.5600	Okada    	Nannofossils                                 	A              	M                 	F                    	R                              	C                    	C                 	                       	C                              	A                        	F                        	A                        	A                      	F                      	R                	                      	F                          	C                    	A                    	F                    	C                  	C                      	F                       	F                      	R                  	                       	C                    	F                    	F                     	R                           	R                     	R                      	                         	                      	                       	                       	                  	R                     	R                        	R                   	                      	R                  	R                 	R                 	R                    	rR                         	R                    	R                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 80	X	CC	   0.00	    671.4700	Okada    	Nannofossils                                 	A              	M                 	F                    	R                              	C                    	C                 	                       	C                              	C                        	F                        	A                        	A                      	C                      	                 	R                     	F                          	F                    	A                    	F                    	F                  	C                      	F                       	F                      	F                  	                       	C                    	C                    	F                     	R                           	R                     	R                      	                         	                      	                       	                       	R                 	R                     	                         	R                   	R                     	R                  	                  	                  	                     	                           	                     	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Miocene     	                 	CN9b              	              	164	 995	A	 81	X	CC	  39.00	    685.0000	Okada    	Nannofossils                                 	A              	M                 	F                    	R                              	C                    	C                 	R                      	C                              	F                        	F                        	A                        	A                      	C                      	R                	                      	F                          	F                    	A                    	C                    	C                  	C                      	F                       	F                      	F                  	                       	C                    	F                    	F                     	                            	R                     	R                      	                         	                      	                       	                       	                  	R                     	R                        	                    	                      	                   	                  	                  	                     	                           	                     	                      	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	                        	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A
