Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Toweius callosus,Reticulofenestra spp.,Prinsius bisulcus,Toweius pertusus,Coccolithus pelagicus,Sphenolithus moriformis,Chiasmolithus spp.,Chiasmolithus solitus,Transversopontis pulcheroides,Sphenolithus spiniger,Discoaster kuepperi,Zygrhablithus bijugatus,Sphenolithus primus,Pontosphaera spp.,Transversopontis rectipons,Sphenolithus spp.,Reticulofenestra dictyoda,Neococcolithes dubius,Ericsonia formosa,Chiasmolithus nitidus,Transversopontis pulcher,Sphenolithus radians,Chiasmolithus consuetus,Chiasmolithus medius,Discoaster lodoensis,Discoaster distinctus,Chiasmolithus expansus,Reticulofenestra samodurovii,Ellipsolithus lajollaensis,Reticulofenestra umbilica,Reticulofenestra reticulata,Reticulofenestra pseudoumbilica,Chiasmolithus altus,Dictyococcites bisectus,Reticulofenestra oamaruensis,Isthmolithus recurvus,Cyclicargolithus floridanus,Comment
  IR,                 ,                 ,                  ,              ,189,1171,D, 46,R,CC,   0.00,    677.7900,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,C                    ,F                      ,                  ,C                    ,C                            ,                     ,R                  ,A                      ,                   ,                 ,F                         ,R                ,F                        ,C                    ,C                ,F                    ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 47,R,CC,  17.00,    690.2400,nannos   ,Nannofossils                                 ,A              ,M                 ,                ,                     ,                 ,                ,                     ,F                      ,                  ,C                    ,                             ,                     ,F                  ,F                      ,R                  ,F                ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 48,R,CC,   0.00,    699.5000,nannos   ,Nannofossils                                 ,R              ,P                 ,                ,R                    ,                 ,                ,                     ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 49,R,CC,   0.00,    709.3500,nannos   ,Nannofossils                                 ,R              ,P                 ,                ,R                    ,                 ,                ,                     ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 50,R,CC,  23.00,    718.4800,nannos   ,Nannofossils                                 ,R              ,M                 ,                ,R                    ,                 ,                ,                     ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 51,R,CC,   0.00,    726.9400,nannos   ,Nannofossils                                 ,F              ,M                 ,                ,R                    ,                 ,                ,                     ,                       ,                  ,                     ,                             ,                     ,R                  ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 52,R,CC,   8.00,    738.1100,nannos   ,Nannofossils                                 ,R              ,M                 ,                ,R                    ,                 ,                ,                     ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 53,R,CC,  16.00,    745.8000,nannos   ,Nannofossils                                 ,R              ,M                 ,                ,R                    ,                 ,                ,                     ,                       ,                  ,                     ,                             ,                     ,F                  ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 54,R,CC,   9.00,    757.2600,nannos   ,Nannofossils                                 ,C              ,M                 ,R               ,R                    ,                 ,                ,                     ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 55,R,CC,  11.00,    766.9500,nannos   ,Nannofossils                                 ,C              ,M                 ,R               ,R                    ,                 ,                ,                     ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 56,R,CC,  17.00,    771.4000,nannos   ,Nannofossils                                 ,R              ,P                 ,                ,R                    ,                 ,                ,                     ,                       ,                  ,                     ,R                            ,R                    ,R                  ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 57,R,CC,  16.00,    781.7300,nannos   ,Nannofossils                                 ,R              ,P                 ,                ,                     ,                 ,                ,F                    ,R                      ,R                 ,R                    ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 64,R,CC,   9.00,    852.0100,nannos   ,Nannofossils                                 ,R              ,P                 ,                ,R                    ,R                ,                ,R                    ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 65,R,CC,  20.00,    863.0000,nannos   ,Nannofossils                                 ,R              ,P                 ,                ,                     ,                 ,R               ,R                    ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 67,R,CC,  21.00,    882.2200,nannos   ,Nannofossils                                 ,B              ,                  ,R               ,R                    ,R                ,                ,                     ,                       ,                  ,                     ,                             ,                     ,                   ,                       ,                   ,                 ,                          ,                 ,                         ,                     ,                 ,                     ,                        ,                    ,                       ,                    ,                    ,                     ,                      ,                            ,                          ,                         ,                           ,                               ,                   ,                       ,                            ,                     ,                           ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
