leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor,,,,,
110,674,A,020,Extended Core Barrel,04,OGA,000,,,150,,,"mudstone, with volcanic ash(48-66 cm), and in bioturbations(66-90 cm)",dark greenish gray mottled by darker material(0-48 cm);dark gray(48-66 cm); olive(?)(66-150 cm),5gy 4/1(0-48 cm); n4/ (48-66 cm); 10y 4/4(66-150 cm),moderate bioturbation; mottling; slickenside?(dip 45 degrees)(59 cm); vein structures(68-72 cm),moderately fragmented,,"volcanic ash(48-66 cm), and in bioturbations(66-90 cm)",,,,,X,15.53817,-58.85150,0181.60,18160,18310,,,,,
110,674,A,020,Extended Core Barrel,05,SCN,000,,,150,,,mudstone; with volcanic ash(mottled throughout),"olive green, mottled w/ darker sediment, and buff color material along fractures(143-150 cm)",10y 4/2,moderate bioturbation; fractures; mottling; moderately well-developed scaly fabric,highly fragmented,,volcanic ash(in mottles throughout),,,,,X,15.53817,-58.85150,0183.10,18310,18460,,,,,
110,674,A,020,Extended Core Barrel,06,OGA,000,,,083,,,"mudstone sporadically black ashy ""stuffs"" are dispersed","olive green(?), with yellowish brown(~33-66 cm); white specks(0-15 cm)","10y 4/2, w/ 10yr 5/4(~33-66 cm)",minor bioturbation; scaly cleavage(dips 60 degrees?),moderately fragmented,calcite veins(0-15 cm); ptigmatic calcite veinlet(55-60 cm),volcanic ash dispersed; glauconite halos (22-24 cm),,,,,X,15.53817,-58.85150,0184.60,18460,18543,,,,,
110,674,A,020,Extended Core Barrel,CC,OGA,000,,,038,,,mudstone,olive green(?)with dark spots,10y 5/2,minor bioturbation,moderately fragmented,dark spots of bioturbation,,,,,,X,15.53817,-58.85150,0185.43,18542,18580,,,,,
110,674,A,021,Extended Core Barrel,01,BER,000,,,150,,,claystone,greenish gray,5gy 5/1,,highly disturbed and drilling breccia,,,,,,,X,15.53817,-58.85150,0186.60,18660,18810,,,,,
110,674,A,021,Extended Core Barrel,02,BER,000,,,150,,,claystone,greenish gray,5gy 5/1,,highly disturbed and drilling breccia,,,,,,,X,15.53817,-58.85150,0188.10,18810,18960,,,,,
110,674,A,021,Extended Core Barrel,03,BER,000,,,140,,,claystone,greenish gray,5gy 5/1,,highly disturbed and drilling breccia,,,,,,,X,15.53817,-58.85150,0189.60,18960,19100,,,,,
110,674,A,021,Extended Core Barrel,03,BER,140,,,150,,,interstitial water sample,,,,,,,,,,,X,15.53817,-58.85150,0189.60,19100,19110,,,,,
110,674,A,021,Extended Core Barrel,04,BCK,000,,,076,,,"claystone,with volcanic ash and""manganiferous""material in local bioturbations,w/ some fragments of micritic limestone?","grayish green, w/ some white fragments",5g 4/2,"moderate bioturbation(12-16, 40-45, 62-67 cm)",highly disturbed and drilling breccia,,,,micrite limestone or vein calcite fragments,,,X,15.53817,-58.85150,0191.10,19110,19186,,,,,
110,674,A,021,Extended Core Barrel,CC,BCK,000,,,026,,,claystone,"greenish gray, w/ some dark green spots",5gy 5/1,infilled burrow,moderately fragmented,,glauconite in burrow?,,,,,X,15.53817,-58.85150,0191.88,19188,19214,,,,,
110,674,A,022,Extended Core Barrel,01,BER,000,,,150,,,"claystone(0-120 cm)to breccia containing volcanogenic, ashy silty mudstone and clasts more indurated than sediment",dark greenish gray,5gy 4/1,minor bioturbation(120-150 cm); silty laminae(120-150 cm); scaly cleavage fabric(50-120 cm),drilling breccia,,volcanic clasts(120-150 cm),,,,,X,15.53817,-58.85150,0196.10,19610,19760,,,,,
110,674,A,022,Extended Core Barrel,02,OGA,000,,,150,,,"claystone, with volcanic ash(5%)in bioturbations at(43-49, 75-80, 136-140 cm) and layer(110-120 cm)","dark gray to olive gray, olive(?)(104-115 cm)","5y 4/1 to 5y 4/2, 10y 4/2(104-115 cm)","moderate bioturbation(40-60 cm); mottling(43-49, 75-80, 136-140 cm); high angle bedding(104-115 cm); scaly cleavage",highly(0-50 cm)to moderately fragmented(50-150 cm),mn-oxide micronodule(?),"volcanic ash(43-49, 75-80, 110-120; 136-140 cm)",,,,,X,15.53817,-58.85150,0197.60,19760,19910,,,,,
110,674,A,022,Extended Core Barrel,03,OGA,000,,,150,,,slightly ashy(5-20% volcanic ash)claystone,olive gray,5y 4/2,minor bioturbation; burrows; chondrites; steep beddding(80 degrees); moderately scaly cleavage,moderately fragmented,,"volcanic ash(5%)dispersed,(20%)w/ ""anglesite mineral""(102cm)",,angle-site-like mineral similar to that at site 673b,,,X,15.53817,-58.85150,0199.10,19910,20060,,,,,
110,674,A,022,Extended Core Barrel,04,BCK,000,,,055,,,claystone(0-42 cm); slightly ashy claystone(42-55 cm),dark greenish gray (0-40 cm); grayish green (40-55 cm),5gy 4/1 to 5g 5/2,moderate(20-40 cm)to strong bioturbation(bioturbation is high angle & ~perpendicular to color boundaries),moderately fragmented,,volcanic ash(included in lithology from 42-55 cm),,gradational high angle (65 degrees) color boundaries,,,X,15.53817,-58.85150,0200.60,20060,20115,,,,,
110,674,A,022,Extended Core Barrel,04,BCK,055,,,072,,,ashy claystone,grayish green to dark greenish gray to very dark gray,5g 5/2 to 5gy 4/1 to 5y 3/1,strong bioturbation (bioturbation is high angle and ~perpendicular to color boundaries),moderately fragmented,,volcanic ash,,gradational high angle (65 degrees) color boundaries,,,X,15.53817,-58.85150,0200.60,20115,20132,,,,,
110,674,A,022,Extended Core Barrel,04,BCK,072,,,120,,,"claystone(72-97, 103-120 cm); ashy claystone(97-103 cm)","dark greenish gray(72-97, 103-120 cm); grayish green(97-103 cm)","5gy 4/1(72-97, 103-120 cm); 5g 5/2(97-103 cm)",strong bioturbation(90-110 cm),moderately fragmented,,volcanic ash(ashy claystone at 97-103 cm),,gradational high angle (65 degrees) color boundaries,,,X,15.53817,-58.85150,0200.60,20132,20180,,,,,
110,674,A,022,Extended Core Barrel,04,BCK,120,,,150,,,organic geochemistry sample,,,,,,,,,,,X,15.53817,-58.85150,0200.60,20180,20210,,,,,
110,674,A,022,Extended Core Barrel,05,BCK,000,,,150,,,"claystone, with volcanic ash(patch at 130 cm)","dark greenish gray, with grayish green at 110-120 cm","5gy 4/1, with 5g 4/2 at 110-120 cm",minor bioturbation(95-120 cm); vertical bedding(110-120 cm); scaly fabric,moderately fragmented,,volcanic ash(patch at 130 cm),,,,,X,15.53817,-58.85150,0202.10,20210,20360,,,,,
110,674,A,022,Extended Core Barrel,06,BCK,000,,,030,,,claystone; void(27-30 cm),dark greenish gray,5gy 4/1,,"moderately fragmented, scaly fabric",,,,,,,X,15.53817,-58.85150,0203.60,20360,20390,,,,,
110,674,A,022,Extended Core Barrel,CC,BCK,000,,,036,,,claystone,dark greenish gray,5gy 4/1,,moderately fragmented; scaly fabric at bottom,,,,,,,X,15.53817,-58.85150,0203.86,20386,20422,,,,,
110,674,A,023,Extended Core Barrel,01,BER,000,,,150,,,claystone,greenish gray to dark greenish gray,5gy 5/1 to 5gy 4/1,large breccia components(40-100 cm); scaly fabric,drilling breccia,,,,,,,X,15.53817,-58.85150,0205.60,20560,20710,,,,,
110,674,A,023,Extended Core Barrel,02,VRO,000,,,150,,,"claystone(0-10, 48-61 cm); void(10-48, 61-93 cm); mudstone(93-150 cm)",gray,5y 5/1,"scaly fabric, moderately dipping (40 degrees)","highly(0-30, 110-150 cm)to moderately(30-110 cm)fragmented",,,,"two coherent chunks(51-53, 114-116 cm); all pervasively scaly, moderately dipping(40 degrees)",,,X,15.53817,-58.85150,0207.10,20710,20860,,,,,
110,674,A,023,Extended Core Barrel,03,VRO,000,,,150,,,mudstone w/ volcanic ash(ash-rich 10% material 10-30 cm)(probable ~3% ash throughout);void(71-150cm),"dark gray, mottled with darker gray",5y 4/1,"mottling; moderate bioturbation(10-35 cm);scaly fabric w/ 2 sets of dominant orientation(30 & 40, 60 & 55 degrees)",highly(0-10 cm)to moderately(10-71 cm)fragmented,,volcanic ash(10% at 10-30 cm); (~3% scattered throughout),,,,,X,15.53817,-58.85150,0208.60,20860,21010,,,,,
110,674,A,023,Extended Core Barrel,04,VRO,000,,,067,,,mudstone; void(0-32 cm),gray,5y 5/1,scaly fabric,highly fragmented,,,,,,,X,15.53817,-58.85150,0210.10,21010,21077,,,,,
110,674,A,023,Extended Core Barrel,CC,OGA,000,,,029,,,"mudstone, with volcanic ash(10% ashy materials mottled by bioturbation at 15-21 cm)",greenish gray and dark gray in burrows,5gy 5/1 and 10yr 4/1 in burrows,moderate bioturbation; burrows(bioturbation dips 80 degrees at 15-21 cm); steeply dipping beds (80 degrees),moderately fragmented,,volcanic ash(10% ashy mottles at 15-21cm);50% ash in burrows,,,,,X,15.53817,-58.85150,0210.76,21075,21104,,,,,
110,674,A,024,Extended Core Barrel,01,VRO,000,,,150,,,"claystone(0-115 cm); mudstone(115-150 cm), w/ volcanic ash(128-140 cm)","dark greenish gray to olive gray, w/ olive gray ash(128-140 cm)",5gy 4/1 to 5y 5/2; 5y 5/2 ash,scaly fabric,highly fragmented,,volcanic ash blebs(w/ alteration rims) & bed from 128-140cm),,,,,X,15.53817,-58.85150,0215.10,21510,21660,,,,,
110,674,A,024,Extended Core Barrel,02,BCK,000,,,050,,,"mudstone, with volcanic ash(~23-26 cm)","dark greenish gray, w/ dark gray ash layer(~23-26 cm)","5gy 4/1, w/ n4/ ash layer(~23-26 cm)",moderate bioturbation(0-5 cm),drilling breccia,,volcanic ash(~23-26 cm),,,,,X,15.53817,-58.85150,0216.60,21660,21710,,,,,
110,674,A,024,Extended Core Barrel,02,BCK,050,,,150,,,"mudstone, with altered volcanic ash material(?)(60-70, 95-100, 105-115 cm)","dark greenish gray, w/ grayish green(60-70, 95-100, 105-115 cm)","5gy 4/1, w/ 5g 4/2 layers(60-70, 95-100, 105-115 cm)",possible bedding dip(70 degrees); grayish green layers dip 45 degrees (at 60-70 cm),"moderately fragmented(95-100, 105-115 cm)",mn-oxide(vitric ash entirely altered to mn-oxide(60-150 cm),"altered volcanic material(ash/glass)(60-70,95-100,105-110cm)",,,,,X,15.53817,-58.85150,0216.60,21710,21810,,,,,
110,674,A,024,Extended Core Barrel,03,BER,000,,,150,,,"mudstone(0-27 cm); claystone(27-150 cm), with devitrified volcanic ash(95-105 cm), and ash(131-133 cm)",greenish gray,5gy 5/1,fault(true dip 60 degrees)131-133 cm;bedding dips(10 degrees at 130cm)& 70 degrees at ~10cm;convolute bedding(131-133cm),highly fragmented,,"volcanic glass(95-105 cm), and ash(131-133 cm)",,"ashy stratification is convoluted,could be slump folding(131-133cm);irregular scaly fabric 100-15ocm",,,X,15.53817,-58.85150,0218.10,21810,21960,,,,,
110,674,A,024,Extended Core Barrel,04,VRO,000,,,078,,,"claystone, with volcanic ash(phacoid at 55 cm)","olive gray, w/ gray/light gray ash at 55 cm","5y 4/2, w/ n6/ at 55 cm",scaly fabric,moderately fragmented,,volcanic ash(thin ash phacoid at 55 cm),,ash smeared along scaly clay layers (tectonically disrupted),,,X,15.53817,-58.85150,0219.60,21960,22038,,,,,
110,674,A,024,Extended Core Barrel,04,VRO,078,,,150,,,"claystone, with volcanic ash(altered ash at 78-92 cm), and(blebs at 125-130 cm)","dark greenish gray, w/ gray/light gray ash","5g 4/1 to 5gy 4/1, w/ n6/ ash(78-92, 125-130 cm)",moderately to steeply dipping scaly fabric,moderately fragmented,glauconite(78-92 cm),volcanic altered ash & glauconite(78-92 cm)blebs(125-130 cm),,,,,X,15.53817,-58.85150,0219.60,22038,22110,,,,,
110,674,A,024,Extended Core Barrel,05,BCK,000,,,140,,,"claystone, with volcanic ash bed at 58-68 cm","dark greenish gray(0-58, 68-140 cm); dark gray(58-68 cm)","5gy 4/1(0-58, 68-140 cm); n4/ (58-68 cm)","moderate bioturbation(50-75, 120-140 cm); scaly fabric",moderately fragmented,,volcanic ash(58-68 cm),,,,,X,15.53817,-58.85150,0221.10,22110,22250,,,,,
110,674,A,024,Extended Core Barrel,05,BCK,140,,,150,,,interstitial water sample,,,,,,,,,,,X,15.53817,-58.85150,0221.10,22250,22260,,,,,
110,674,A,024,Extended Core Barrel,06,BER,000,,,100,,,"claystone, with mud-matrix-supported conglomerate with reworked claystone(54-58 cm) and ash(0-7, 67-74 cm)pebbles",greenish gray,5gy 5/1,horizontal bedding(62-75 cm); scaly fabric(dips 30-40 degrees),highly fragmented; scaly fabric(~30-40 degrees),,"volcanic ash components(pebbles)(0-7, 67-74 cm)",,scaly fabric overprints conglomerate components and matrix,,,X,15.53817,-58.85150,0222.60,22260,22360,,,,,
110,674,A,024,Extended Core Barrel,CC,BCK,000,,,008,,,claystone,dark greenish gray,5g 4/1,,moderately fragmented,,,,,,,X,15.53817,-58.85150,0223.58,22358,22366,,,,,
110,674,A,025,Extended Core Barrel,01,OGA,000,,,100,,,"mudstone, with volcanic ash fragments(~10%)","dark greenish gray(0-100 cm); black burrows(40-41,90-92 cm)","5gy 4/1(0-100 cm); n4/(40-41, 90-92 cm)","minor bioturbation; bedding; shallow dipping burrows (40-41,90-92 cm)","moderately fragmented(0-83, 90-100 cm)to drilling breccia",,volcanic ash fragments(10%),,,,,X,15.53817,-58.85150,0224.60,22460,22560,,,,,
110,674,A,025,Extended Core Barrel,01,OGA,100,,,150,,,"mudstone, with volcanic ash (~10%)","olive gray (100-150 cm), black burrows (106-107 cm)",5y 4/2 (100-150 cm); n4/ (106-107 cm),"minor bioturbation, bedding, shallow dipping burrows(106-107 cm); chondrites (119-123 cm); planolites (126-130 cm)","moderately fragmented to drilling breccia(105-110,115-120cm)",,volcanic ash (~10%),,,,,X,15.53817,-58.85150,0224.60,22560,22610,,,,,
110,674,A,025,Extended Core Barrel,02,OGA,000,,,150,,,"mudstone, with volcanic ash(~10%)scattered throughout",gray with dark burrows,5y 5/1,"minor bioturbation; planolites? & chondrites (8-10, 36-43, 53-75, 88-92, 103-116cm); straight fractures(55-60, 77-80 cm)",drilling breccia(0-10 cm); moderately fragmented(10-150 cm),,volcanic ash(10%)scattered throughout,,weak scaly cleavage,,,X,15.53817,-58.85150,0226.10,22610,22760,,,,,
110,674,A,025,Extended Core Barrel,03,OGA,000,,,150,,,"claystone, with volcanic ash(50% or more at 17-24 cm)",olive gray with dark gray ash(17-24 cm),5y 5/2 with n4/ at 17-24 cm,"minor(0-15, 60-150 cm)to moderate(15-60 cm)bioturbation; chondrites(17-24 cm);zoophycos(30-39 cm);teichichnus(41-45 cm)","moderately(0-55, 120-145 cm)fragmented to drilling breccia",,volcanic ash(50% or more at 17-24cm);calcite vein(102-126cm),,,,,X,15.53817,-58.85150,0227.60,22760,22910,,,,,
110,674,A,025,Extended Core Barrel,04,OGA,000,,,150,,,claystone; void(28-114 cm),"gray(0-28, 114-150 cm)","5y 5/1(0-28, 114-150 cm)",,drilling breccia; possibly soupy? at 114-150 cm,,,,,,,X,15.53817,-58.85150,0229.10,22910,23060,,,,,
110,674,A,025,Extended Core Barrel,05,VRO,000,,,120,,,claystone,olive gray,5y 4/2,,drilling breccia,,,,,,,X,15.53817,-58.85150,0230.60,23060,23180,,,,,
110,674,A,025,Extended Core Barrel,05,VRO,120,,,150,,,organic geochemistry sample,,,,,,,,,,,X,15.53817,-58.85150,0230.60,23180,23210,,,,,
110,674,A,025,Extended Core Barrel,06,VRO,000,,,150,,,claystone; void(7-101 cm),olive gray,5y 4/2,,drilling breccia,,,,,,,X,15.53817,-58.85150,0232.10,23210,23360,,,,,
110,674,A,025,Extended Core Barrel,07,VRO,000,,,061,,,claystone,olive gray,5y 4/2,,drilling breccia,,,,,,,X,15.53817,-58.85150,0233.10,23310,23371,,,,,
110,674,A,025,Extended Core Barrel,CC,OGA,000,,,023,,,claystone,"dark gray, w/ a greenish blue bleb and one black bleb",5y 4/1,moderate bioturbation,drilling breccia,,,,not interesting,,,X,15.53817,-58.85150,0233.70,23369,23392,,,,,
110,674,A,026,Extended Core Barrel,01,DOL,000,,,100,,,mudstone,dark greenish gray,5gy 4/1,strong bioturbation(70-100 cm); planolites reburrowed by chondrites,drilling breccia(0-20 cm)to highly fragmented,,,,scaly fabric,,,X,15.53817,-58.85150,0234.10,23410,23510,,,,,
110,674,A,026,Extended Core Barrel,01,DOL,100,,,150,,,"mudstone, with volcanic ash (~20%) diffuse dark gray patches along faults at 101-104 cm",dark greenish gray,5gy 4/1,strong bioturbation (100-110 cm); planolites reburrowed by chondrites; faults (101-104 cm),moderately fragmented,,volcanic ash(~20%)diffuse patches along faults at 101-104 cm,,scaly fabric,,,X,15.53817,-58.85150,0234.10,23510,23560,,,,,
110,674,A,026,Extended Core Barrel,02,DOL,000,,,150,,,mudstone,dark greenish gray,5gy 4/1,minor(10-75 cm)to moderate(75-150 cm)bioturbation; planolites reburrowed by chondrites,moderately fragmented,,,,moderate(0-88 cm)to strongly developed scaly fabric (dips 0-45 degrees),,,X,15.53817,-58.85150,0235.60,23560,23710,,,,,
110,674,A,026,Extended Core Barrel,03,DOL,000,,,150,,,"mudstone, with minor common gray(volcanic ashy) material(101-132 cm), and small gray ashy burrows",dark greenish gray with gray ash (101-132 cm),"5gy 4/1, w/ 5g 4/1 at 49-55 cm",minor(0-30 cm)to moderate(30-150 cm)bioturbation;chondrites?;planolites(101-125 cm);zoophycos at 131 cm;laminae(49-55cm),moderately fragmented,,volcanic ash(ashy material(101-132 cm);small ashy burrows,,moderately to well developed scaly fabric (0-104 cm),,,X,15.53817,-58.85150,0237.10,23710,23860,,,,,
110,674,A,026,Extended Core Barrel,04,SCN,000,,,150,,,"mudstone, with volcanic ashy material in phacoidal structures(50-116 cm)",dark greenish gray(0-50 cm); dark greenish gray to olive gray(50-~75 cm); olive gray(~75-150cm),5gy 4/1(0-50cm);5gy 4/1 to 5y 4/2(50-~75cm);5y 4/2(&5-150cm),flaser bedding(phacoidal structure)(50-116 cm); fault zone(50-75 cm); bedding dips 20 degrees (50-~75 cm),moderately fragmented,,volcanic ash(in phacoidal structures at 50-116 cm),,intensely sheared scaly fabric (dips 0-10 degrees); sharp upper contact (~50 cm),,,X,15.53817,-58.85150,0238.60,23860,24010,,,,,
110,674,A,026,Extended Core Barrel,05,SCN,000,,,011,,,mudstone,olive gray,5y 4/2,moderate bioturbation; intensely scaly,moderately fragmented,,,,,,,X,15.53817,-58.85150,0240.10,24010,24021,,,,,
110,674,A,026,Extended Core Barrel,CC,SCN,000,,,036,,,mudstone,olive gray,5y 4/2,"moderate bioturbation(0-5, 20-30 cm); fractures",moderately fragmented,,,,"pervasive scaly fabric, more intense (24-36 cm)",,,X,15.53817,-58.85150,0240.20,24019,24055,,,,,
110,674,A,027,Extended Core Barrel,01,SCN,000,,,150,,,mudstone and claystone,greenish gray,5gy 5/1,,drilling breccia,,,,may be stratigraphically coherent (120-150 cm),,,X,15.53817,-58.85150,0243.60,24360,24510,,,,,
110,674,A,027,Extended Core Barrel,02,SCN,000,,,150,,,mudstone and claystone,greenish gray,5gy 5/1,,drilling breccia(0-48 cm); moderately fragmented(48-150 cm),,,,,,,X,15.53817,-58.85150,0245.10,24510,24660,,,,,
110,674,A,027,Extended Core Barrel,03,BRO,000,,,150,,,mudstone and claystone,"yellowish brown, w/ strong brown and brown blotches; black(55-95 cm)","10yr 5/4, w/ 7.5yr 5/6 & 7.5yr 5/4 patches",subhorizontal scaly shear zone; fabric dips 0-30 degrees and is folded & anastomized(~40-45 cm);breccia pipes(0-10cm),moderately fragmented,concretions? (~20 cm),,,relatively undisturbed zone (55-95 cm),,Y,X,15.53817,-58.85150,0246.60,24660,24810,,,,,
110,674,A,027,Extended Core Barrel,04,DOL,000,,,086,,,mudstone,"pale brown(0-26 cm); yellowish brown(26-86 cm), w/ brown concretions(33,60,75,80 cm)",10yr 6/3(0-26 cm); 10yr 5/4(26-86 cm),"1-7 mm concretions(33, 60, 75, 80 cm); moderately to well developed low angle scaly fabric",moderately fragmented,,"metallic concretions(33, 60, 75, 80 cm)",,,,,X,15.53817,-58.85150,0248.10,24810,24896,,,,,
110,674,A,027,Extended Core Barrel,04,DOL,086,,,150,,,"mudstone, with sandy siltstone(148 cm)",yellowish brown mixed with dark grayish brown(86-125 cm)yellowish brown(125-148 cm); white stringers(148 cm),10yr 5/4 mixed with 10yr 4/2(86-125 cm); 10yr 5/4(125-148cm),moderately to well developed low angle scaly fabric,moderately fragmented,,,,three 2mm thick stringers of siltstone,,,X,15.53817,-58.85150,0248.10,24896,24960,,,,,
110,674,A,027,Extended Core Barrel,05,DOL,000,,,100,,,mudstone,grayish brown(0-62 cm); grayish brown and brown(62-93 cm); stromg brown(93-100 cm),10yr 5/2 (0-62 cm); 10yr 5/4 & 10yr 5/3 (62-93 cm); 7.5yr 5/6 (93-100 cm),"minor(15-25, 60-80 cm)to moderate(84-100 cm); burrow mottles(84-100 cm)",moderately fragmented; drilling laminations every 1.5-3 cm,,,,shallow dipping scaly fabric,,,X,15.53817,-58.85150,0249.60,24960,25060,,,,,
110,674,A,027,Extended Core Barrel,05,DOL,100,,,142,,,mudstone,yellowish brown mixed w/ brown(100-114cm);dark grayish brown(114-134cm);strong brown(134-142cm),10yr 5/4 mixed w/ 10yr 5/3(100-114cm);10yr 4/2(114-134cm); ~7.5yr 5/6(134-142cm),moderate bioturbation; burrow mottles,moderately fragmented; drilling laminations every 1.5-3 cm,,,,shallow dipping scaly fabric,,,X,15.53817,-58.85150,0249.60,25060,25102,,,,,
110,674,A,027,Extended Core Barrel,05,DOL,142,,,150,,,interstitial water sample,,,,,,,,,,,X,15.53817,-58.85150,0249.60,25102,25110,,,,,
110,674,A,027,Extended Core Barrel,06,DOL,000,,,042,,,mudstone,yellowish brown with dark grayish brown,10yr 5/6 & 10yr 5/4 with 10yr 4/2,minor bioturbation; burrow mottles; scaly to subscaly foliation,moderately fragmented; drilling horizontal laminations,,,,burrow mottles smeared out by scaly foliation,,,X,15.53817,-58.85150,0251.10,25110,25152,,,,,
110,674,A,027,Extended Core Barrel,CC,SCN,000,,,030,,,mudstone,yellowish brown,10yr 5/5,"low angle, intensely scaly foliation",moderately fragmented; drilling laminations,,,,intense scaly- low angle(near horizontal)fabric,,,X,15.53817,-58.85150,0251.51,25150,25180,,,,,
110,674,A,028,Extended Core Barrel,01,DOL,000,,,100,,,mudstone,yellowish brown(0-65 cm); light yellowish brown(65-100 cm),10yr 5/5(0-65 cm); 10yr 6/4(65-100 cm),minor bioturbation; burrow mottles; pervasive scaly fabric(dips 50-70 degrees),"drilling breccia(0-15, 40-60, 85-100 cm)to highly fragmented",,,,pervasive scaly fabric (dips 50-70 degrees),,,X,15.53817,-58.85150,0253.10,25310,25410,,,,,
110,674,A,028,Extended Core Barrel,01,DOL,100,,,150,,,mudstone,light yellowish brown (100-120 cm)to grayish brown/light olive brown,10yr 6/4 (100-120 cm); 2.5y 5/3 (120-150 cm),minor bioturbation; burrow mottles; pervasive scaly fabric(dips 50-70 degrees)(more coherent from 118-150 cm),moderately fragmented,,,,"pervasive scaly fabric (dips 50-70 degrees), more coherent from 118-150 cm",,,X,15.53817,-58.85150,0253.10,25410,25460,,,,,
110,674,A,028,Extended Core Barrel,02,SCN,000,,,059,,,mudstone(0-23 cm); volcanic ash-rich mudstone(23-53 cm); silty marlstone(53-59 cm),grayish brown/light olive brown w/ streaks of orangish tan & blue(0-21cm);dark gray(21-53cm);greenish gray(53-59cm),2.5y 5/3(0-21 cm); 2.5y 4/1(21-23 cm); 5y 4/1(23-53 cm); 5gy 6/1(53-59 cm),scaly fabric,moderately fragmented,,volcanic ash-rich zone(23-53 cm),,"scaly, flow-like appearance (0-21 cm)",,,X,15.53817,-58.85150,0254.60,25460,25519,,,,,
110,674,A,028,Extended Core Barrel,02,SCN,059,,,111,,,mudstone(59-73 cm); silty marlstone(73-111 cm),dark gray intermixed with dark greenish gray(59-73 cm); light greenish gray(73-111 cm),5g 5/2 intermixed with n4/ (59-73 cm); 5gy 7/1(73-111 cm),poorly defined laminae(70-76 cm)parallel laminae w/ 40 degree dip(105-110 cm); contorted bedding(87-95 cm);scaly fabric,moderately fragmented,,,,boudinaged parallel layers w/ 40 degree dip (73-81 cm),,,X,15.53817,-58.85150,0254.60,25519,25571,,,,,
110,674,A,028,Extended Core Barrel,02,SCN,111,,,120,,,mudstone interlayered with small chunks of marlstone,dark gray(111-116 cm); greenish gray(116-120 cm),n4/ (111-116 cm); 5gy 5/1(116-120 cm),scaly fabric,moderately fragmented,,,,,,,X,15.53817,-58.85150,0254.60,25571,25580,,,,,
110,674,A,028,Extended Core Barrel,02,SCN,120,,,150,,,organic geochemistry sample,,,,,,,,,,,X,15.53817,-58.85150,0254.60,25580,25610,,,,,
110,674,A,028,Extended Core Barrel,03,BRO,000,,,060,,,silty marlstone(0-13 cm); claystone(13-33 cm); mudstone(33-60 cm),greenish gray(0-13 cm); dark greenish gray(?)(13-33 cm); very dark grayish brown(33-60 cm),5gy 6/1(0-13 cm); 5g 5/2(13-33 cm); 2.5y 3/2(33-60 cm),parallel laminae(0-10 cm); slump structures(10-13 cm); sheared fabric dips 0-20 degrees (33-60 cm),moderately fragmented,,,,dark sheared claystone blebs (result of tectonism?)(13-33 cm),,,X,15.53817,-58.85150,0256.10,25610,25670,,,,,
110,674,A,028,Extended Core Barrel,03,BRO,060,,,100,,,"laminated silty marlstone(60-80, 87-100 cm); calcareous claystone(80-87 cm)","greenish gray(60-80, 87-100 cm); grayish green(80-87 cm)","5gy 6/1(60-80, 87-100 cm); 5g 5/2(80-87 cm)","parallel laminae(60-76, 90-100 cm); cross stratification(76-80 cm); normal fault zone dips 40 degrees(90-100 cm)",moderately fragmented,,,,bedding dips 5-14 degrees,,,X,15.53817,-58.85150,0256.10,25670,25710,,,,,
110,674,A,028,Extended Core Barrel,03,BRO,100,,,131,,,laminated silty marlstone,greenish gray,5gy 6/1 to 5gy 5/1,reverse fault dips 40 degrees(110-115 cm); poorly defined laminae(115-120 cm); bedding dips 25 degrees,moderately fragmented,,,,,,,X,15.53817,-58.85150,0256.10,25710,25741,,,,,
110,674,A,028,Extended Core Barrel,03,BRO,131,,,150,,,silty marlstone (131-~142 cm) to calcareous sandstone,greenish gray(131-~142 cm); light brownish gray (~142-150 cm),5gy 5/1 (131-~142 cm); 2.5y 6/2 (~142-150 cm),laminae; bedding dips 5-14 degrees,moderately fragmented,,,,,,,X,15.53817,-58.85150,0256.10,25741,25760,,,,,
110,674,A,028,Extended Core Barrel,CC,SCN,000,,,038,,,"silty marlstone(0-17 cm), with a chunk of calcareous mudstone at(14-15 cm);  calcareous claystone(17-38 cm)",gray(0-17 cm); dark gray(17-38 cm); chunk of light greenish gray (14-15 cm),5y 5/1(0-17 cm); 5y 4/1(17-38 cm); 5gy 7/1(14-15 cm),parallel laminae and low angle cross-stratification(dip 10 degrees)(0-2 cm); web structure(23-26 cm),moderately fragmented,,,,,,,X,15.53817,-58.85150,0257.41,25741,25779,,,,,
110,674,A,029,Extended Core Barrel,01,BRO,000,,,057,,,claystone(0-53 cm); calcareous sandstone(53-57 cm),light gray(0-5 cm); pale green(5-53 cm); dark gray(53-57 cm),5y 7/1(0-5 cm); 5g 6/2(5-53 cm); 5y 4/1(53-57 cm),normal fault w/ 1cm offset (0-5 cm); overturned bedding?(10 degree dip)(53-57 cm),drilling breccia,,,,,,,X,15.53817,-58.85150,0262.60,26260,26317,,,,,
110,674,A,029,Extended Core Barrel,01,BRO,057,,,080,,,claystone,grayish green(57-65 cm); light greenish gray(65-70 cm); olive(70-80 cm),5g 5/2(57-65 cm); 5gy 7/1(65-70 cm); 5y 4/4(70-80 cm),phacoids; intensely scaly clays,drilling breccia(57-74 cm); moderately fragmented(74-80 cm),,,,,,,X,15.53817,-58.85150,0262.60,26317,26340,,,,,
