Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thalassiothrix miocenica	Thalassiothrix longissima	Thalassiosira vulnifica	Thalassiosira torokina	Thalassiosira sp. cf. T.vulnifica	Thalassiosira lentiginosa var. ovalis	Thalassiosira lentiginosa	Thalassiosira kolbei	Thalassiosira insigna	Thalassiosira elliptipora	Thalassionema nitzschioides  var. parva	Thalassionema nitzschioides	Stephanopyxis turris	Simonseniella praebarboi	Simonseniella barboi	Rouxia spp.	Rocella vigilans (large)	Rocella gelida	Rhizosolenia styliformis	Pyxilla fragments	Nitzschia weaveri	Nitzschia sp. 19	Nitzschia reinholdii	Nitzschia pusilla	Nitzschia praeinterfrigidaria	Nitzschia marina	Nitzschia kerguelenis	Nitzschia interfrigidaria	Nitzschia efferans	Nitzschia denticuloides	Nitzschia angulata	Neobrunia mirabilis	Lithodesmium sp.	Lisitzinia ornata	Hemidiscus karstenii f.1	Hemidiscus karstenii	Hemidiscus cuneiformis	Eucampia antarctica	Denticulopsis sp. (copulae)	Denticulopsis lauta	Denticulopsis hustedtii	Denticulopsis dimorpha	Craspedodiscus coscinodiscus	Coscinodiscus rhombicus	Coscinodiscus marginatus	Coscinodiscus endoi	Charcotia actinochilus	Actinocyclus ingens	Actinocyclus ingens var. planus	Coscinodiscus insignis	Comment

  SR	                 	                 	T.elliptip/A.ingens	              	114	 699	A	  2	H	 3	 110.00	     12.7000	Ciesielski	Diatoms                                      	               	G                 	-                       	C                        	R                      	-                     	R                                	-                                    	S                        	rVR                 	-                    	F                        	-                                      	-                          	-                   	-                       	-                   	-          	-                       	-             	-                       	-                	-                	-               	-                   	-                	-                            	-               	F                    	-                        	-                 	-                      	F                 	-                  	-               	-                	-                       	-                   	-                     	F                  	-                          	-                  	-                      	-                     	-                           	-                      	-                       	-                  	-                     	C                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  2	H	 3	 127.00	     12.8700	Fenner   	Diatoms                                      	               	                  	                        	                         	1.0%                   	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	39.8%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  2	H	 3	 136.00	     12.9600	Fenner   	Diatoms                                      	               	                  	                        	                         	4.6%                   	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	50.8%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  2	H	 4	   5.00	     13.1500	Fenner   	Diatoms                                      	               	                  	                        	                         	.4%                    	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	1.1%                           	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  2	H	 4	  42.00	     13.5200	Fenner   	Diatoms                                      	               	                  	                        	                         	2.5%                   	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	74.3%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  2	H	 4	  85.00	     13.9500	Fenner   	Diatoms                                      	               	                  	                        	                         	.4%                    	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.2%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	61.7%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  2	H	 4	 105.00	     14.1500	Fenner   	Diatoms                                      	               	                  	                        	                         	.3%                    	                      	                                 	                                     	                         	                    	                     	.3%                      	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	40.0%                          	.3%                   	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	T.elliptip/A.ingens	              	114	 699	A	  2	H	 4	 110.00	     14.2000	Ciesielski	Diatoms                                      	               	G                 	-                       	C                        	-                      	-                     	-                                	-                                    	F                        	-                   	-                    	F                        	-                                      	-                          	-                   	-                       	-                   	S          	-                       	-             	-                       	-                	-                	-               	-                   	-                	-                            	-               	F                    	-                        	-                 	-                      	C                 	-                  	-               	-                	-                       	-                   	-                     	F                  	-                          	-                  	-                      	-                     	-                           	-                      	S                       	-                  	-                     	C                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  2	H	 4	 127.00	     14.3700	Fenner   	Diatoms                                      	               	                  	                        	                         	.6%                    	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	26.1%                          	.3%                   	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  2	H	 4	 136.00	     14.4600	Fenner   	Diatoms                                      	               	                  	                        	                         	.7%                    	                      	                                 	                                     	                         	                    	                     	.3%                      	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	16.9%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  2	H	 5	  15.00	     14.7500	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	                    	                     	.6%                      	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	20.3%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  2	H	CC	  20.00	     15.0800	Fenner   	Diatoms                                      	               	                  	                        	                         	1.2%                   	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	1.2%                           	8.0%                  	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 1	  16.00	     18.2600	Fenner   	Diatoms                                      	               	                  	                        	                         	1.8%                   	                      	                                 	                                     	                         	                    	                     	.4%                      	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	40.4%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 1	  35.00	     18.4500	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	.4%                 	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 1	  59.00	     18.6900	Fenner   	Diatoms                                      	               	                  	                        	                         	.6%                    	                      	                                 	                                     	                         	                    	                     	.3%                      	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.3%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	18.4%                          	.3%                   	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	T.elliptip/A.ingens	              	114	 699	A	  3	H	 1	  68.00	     18.7800	Ciesielski	Diatoms                                      	               	G                 	-                       	C                        	-                      	-                     	-                                	-                                    	F                        	rVR                 	-                    	F                        	-                                      	-                          	-                   	-                       	-                   	S          	-                       	-             	-                       	-                	-                	-               	-                   	-                	-                            	-               	F                    	-                        	-                 	-                      	C                 	-                  	-               	-                	-                       	-                   	-                     	F                  	-                          	-                  	-                      	-                     	-                           	-                      	R                       	-                  	-                     	C                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  3	H	 1	 106.00	     19.1600	Fenner   	Diatoms                                      	               	                  	                        	                         	.4%                    	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	22.5%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 1	 144.00	     19.5400	Fenner   	Diatoms                                      	               	                  	                        	                         	.5%                    	                      	                                 	                                     	                         	                    	                     	1.0%                     	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	4.8%                           	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 2	  11.00	     19.7100	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	12.4%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 2	  45.00	     20.0500	Fenner   	Diatoms                                      	               	                  	                        	                         	1.6%                   	                      	                                 	                                     	                         	                    	                     	.4%                      	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	10.4%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	S.barboi/N.kerguel.	              	114	 699	A	  3	H	 2	  67.00	     20.2700	Ciesielski	Diatoms                                      	               	F                 	-                       	F                        	VR                     	-                     	VR                               	-                                    	S                        	-                   	-                    	S                        	-                                      	F                          	-                   	-                       	VR                  	-          	-                       	-             	-                       	-                	rVR              	-               	-                   	-                	-                            	-               	S                    	-                        	-                 	-                      	F                 	-                  	-               	-                	-                       	VR                  	-                     	S                  	-                          	-                  	-                      	-                     	-                           	-                      	S                       	-                  	-                     	C                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  3	H	 2	  85.00	     20.4500	Fenner   	Diatoms                                      	               	                  	                        	                         	3.5%                   	                      	                                 	                                     	                         	                    	                     	.5%                      	                                       	                           	                    	                        	.5%                 	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.9%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	16.0%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 2	 130.00	     20.9000	Fenner   	Diatoms                                      	               	                  	                        	                         	.6%                    	                      	                                 	                                     	                         	                    	                     	.3%                      	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	24.4%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 3	  18.00	     21.2800	Fenner   	Diatoms                                      	               	                  	                        	                         	.3%                    	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	18.4%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 3	  28.00	     21.3800	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.3%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 3	  55.00	     21.6500	Fenner   	Diatoms                                      	               	                  	                        	                         	1.7%                   	                      	                                 	                                     	                         	1.1%                	                     	.6%                      	                                       	                           	                    	                        	1.7%                	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	10.3%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	T. insigna        	T.kolbei/S.barboi	114	 699	A	  3	H	 3	  60.00	     21.7000	Ciesielski	Diatoms                                      	               	M                 	-                       	F                        	S                      	-                     	S                                	-                                    	F                        	S                   	-                    	S                        	-                                      	R                          	R                   	-                       	S                   	-          	-                       	-             	-                       	-                	-                	-               	-                   	-                	-                            	-               	S                    	-                        	-                 	-                      	F                 	-                  	-               	-                	-                       	-                   	-                     	F                  	-                          	-                  	rR                     	rVR                   	-                           	-                      	S                       	-                  	-                     	C                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  3	H	 3	 104.00	     22.1400	Fenner   	Diatoms                                      	               	                  	                        	                         	1.3%                   	                      	                                 	                                     	                         	1.9%                	                     	.5%                      	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	6.0%                           	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 3	 124.00	     22.3400	Fenner   	Diatoms                                      	               	                  	                        	                         	1.8%                   	                      	                                 	                                     	                         	.3%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	44.7%                          	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 4	  15.00	     22.7500	Fenner   	Diatoms                                      	               	                  	                        	                         	3.0%                   	                      	                                 	                                     	                         	.6%                 	                     	.2%                      	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 4	  29.00	     22.8900	Fenner   	Diatoms                                      	               	                  	                        	                         	1.4%                   	                      	                                 	                                     	                         	1.3%                	                     	.9%                      	                                       	                           	                    	                        	.4%                 	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.4%                            	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	 4	  54.00	     23.1400	Fenner   	Diatoms                                      	               	                  	                        	                         	.2%                    	                      	                                 	                                     	                         	4.6%                	                     	.4%                      	                                       	                           	                    	                        	1.0%                	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118
