Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Vulvulina spinosa,Vaginulina spp.,Uvigerina spinulosa,Trifarina sp.,Stilostomella modesta,Stilostomella lepidula,Stilostomella cf. antillea,Saracenaria spp.,Pullenia quinqueloba,Pullenia bulloides,Pleurostomella alternans,Planulina spp.,Planulina costata,Orthomorphina spp.,Oridorsalis umbonatus,Nonion havanensis,Nodosaria spp.,Nodosarella spp.,Martinottiella scabra,Marginulina spp.,Lenticulina spp.,Lagena spp.,Karreriella spp.,Heronallenina spp.,Hanzawaia ammophila,Gyroidina soldanii,Globocassidulina subglobosa (s.l.)+globosa,Fissurina spp.,Epistominella umbonifera,Eggerella spp.,Dentalina spp.,Cibicidoides spp.,Cibicidoides mundulus,Cibicidoides havanensis,Cibicidoides cf. mundulus,Cibicidina walli,Cibicides spp.,Bulimina tuxpamensis,Bulimina spp.,Bulimina impendens,Astrononion echolsi,Anomalinoides pseudogrosserugosus,Amphicoryna spp.,Uvigerina sp. A,Stilostomella fistuca,Stilostomella cf. modesta,Rectuvigerina striata,Pullenia spp.,Pleurostomella obtusa,Osangularia mexicana,Orthomorphina himerensis,Glandulina spp.,Epistominella cf. umbonifera,Dorothia spp.,Bulimina sp. B,Bulimina rostrata,Brizalina spp.,Anomalinoides flintii,Textularia spp.,Stilostomella spp.,Planulina cf. mexicana,Orthomorphina richardsi,Orthomorphina challengeriana,Oolina spp.,Karreriella bradyi,Globocassidulina perumbonata,Glandulopleurostomella spp.,Cibicidoides mexicanus,Astacolus spp.,Anomalinoides semicribratus,Siphotextularia catenata,Planulina subtenuissima,Planulina renzi,Laticarinina pauperata,Globocassidulina spp.,Eggerella bradyi,Valvulineria cf. V. laevigata,Uvigerina proboscidea,Sphaeroidina spp.,Nonion spp.,Cibicidoides bradyi,Burseolina pacifica,Brizalina pusilla,Pullenia riveroi,Pullenia osloensis,Orthomorphina columnaris,Kyphopyxa spp.,Gyroidina lamarckiana,Dorothia brevis,Cibicidoides incrassatus,Bulimina carteri,Stilostomella subspinosa,Stilostomella cf. annulifera,Pleurostomella spp.,Pleurostomella acuminata,Orthomorphina perversa,Nonion cf. havanensis,Nodosaria vertebralis,Marginulinopsis spp.,Cibicidoides cf. laurisae,Uvigerina miozea,Turrillina spp.,Sphaeroidina bulloides,Pseudonodosaria laevigata,Siphonina tenuicarinata,Quinqueloculina sp.,Gyroidina spp.,Cibicidoides alazanensis,Bulimina jarvisi,Astrononion stelligerum,Stilostomella annulifera,Lingulina spp.,Gyroidina orbicularis,Dentalina hircicornua,Pullenia subcarinata,Planulina dohertyi,Cibicidoides matanzaensis,Bolivina spp.,Triloculina spp.,Stilostomella aculeata,Pleurostomella bierigi,Evolvocassidulina spp.,Epistominella cf. exigua,Bolivinopsis cubensis,Heronallenina sp. A,Uvigerina spp.,Globocassidulina cf. moluccensis,Discorbis sub-vilardeboanus,Brizalina byramensis,Stilostomella antillea,Orthomorphina glandigena,Nonionella spp.,Dentalina communis,Cibicidina cf. walli,Anomalina spp.,Trifarina bradyi,Paracassidulina neocarinata,Buliminella cf. sculpturata,Astrononion spp.,Amphicoryna scalaris,Rectuvigerina royoi,Trifarina sp. B,Trifarina sp. A,Planulina wuellerstorfi,Globocassidulina sp. cf. G. decorata,Globocassidulina sp. D,Globocassidulina crassa,Uvigerina schencki,Brizalina albatrossi,Bulimina macilenta,Epistominella exigua,Brizalina pseudoplicata,Anomalinoides globulosus,Gavelinopsis lobatulus,Paracassidulina spp.,Ellipsoidella spp.,Buliminella sculpturata,Brizalina thalmanni,Rectuvigerina sp.,Pleurostomella sp. F,Nonion cf. affine,Saracenaria latifrons,Ophthalmidium spp.,Ehrenbergina carinata,Bulimina cf. mexicana,Pyrgo cf. murrhina,Ehrenbergina hystrix,Brizalina cf. pusilla,Anomalinoides spp.,Textularia milletti,Pyrgo sp.,Ehrenbergina sp.,Bulimina mexicana,Uvigerina hispida,Globocassidulina reflexa,Pyrgo serrata,Gaudryina sp.,Cibicidoides grosseperforatus,Nodosaria cf. pyrula,Globocassidulina gemma,Stilostomella capitata,Spiroplectammina sp. A,Gyroidina sp. A,Ellipsoidina spp.,Cassidulina carinata,Allomorphina pacifica,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 756,B,  9,H, 5,  70.00,     81.9000,Nomura   ,Benthic Foraminifers                         ,               ,                  ,10               ,               ,4                  ,             ,                     ,7                     ,10                        ,                ,8                   ,10                ,                        ,              ,                 ,                  ,25                   ,                 ,              ,                ,1                    ,                ,3               ,1          ,                ,1                 ,                   ,15                ,40                                        ,5             ,79                      ,              ,1             ,3                ,30                   ,                       ,                         ,                ,              ,                    ,             ,4                 ,3                  ,                                 ,                ,8              ,                     ,                         ,                     ,             ,                     ,6                   ,1                       ,               ,                            ,             ,1             ,5                ,              ,                     ,               ,5                 ,                      ,2                      ,1                           ,           ,5                 ,                            ,                           ,14                    ,              ,2                          ,                        ,                       ,9              ,                      ,1                    ,                ,                             ,6                    ,                 ,           ,                   ,                   ,8                ,                ,5                 ,                        ,              ,                     ,1              ,                        ,1               ,1                       ,2                           ,1                  ,1                       ,1                     ,4                    ,1                    ,1                   ,11                       ,                ,               ,                      ,                         ,                       ,                   ,              ,                        ,                ,                       ,                        ,              ,                     ,                     ,                    ,                  ,                         ,             ,                ,                      ,                      ,                      ,                        ,                     ,                   ,              ,                                ,                           ,                    ,                      ,                        ,               ,                  ,                    ,              ,                ,                           ,                           ,                ,                    ,                   ,               ,               ,                       ,                                    ,                      ,                       ,                  ,                    ,                  ,                    ,                       ,                        ,                      ,                    ,                  ,                       ,                   ,                 ,                    ,                 ,                     ,                  ,                     ,                     ,                  ,                    ,                     ,                  ,                   ,         ,                ,                 ,                 ,                        ,             ,             ,                             ,                    ,                      ,                      ,                      ,               ,                 ,                    ,                     ,"Total number of specimens 367  Calcareous misc. 2 Agglutinated misc. 1 from ODP Leg 121 SR Chapter 2 Table 2 p 44-51,1,2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 756,B, 10,H, 1,  70.00,     85.6000,Nomura   ,Benthic Foraminifers                         ,               ,                  ,4                ,               ,2                  ,             ,1                    ,4                     ,10                        ,                ,5                   ,6                 ,2                       ,2             ,                 ,                  ,15                   ,                 ,1             ,                ,2                    ,                ,8               ,1          ,                ,2                 ,                   ,16                ,22                                        ,2             ,13                      ,              ,              ,1                ,24                   ,                       ,                         ,                ,              ,3                   ,             ,2                 ,13                 ,                                 ,                ,1              ,1                    ,                         ,                     ,             ,                     ,1                   ,                        ,               ,                            ,             ,5             ,4                ,1             ,                     ,               ,6                 ,                      ,                       ,                            ,           ,4                 ,                            ,                           ,8                     ,              ,                           ,                        ,                       ,13             ,2                     ,3                    ,                ,3                            ,3                    ,                 ,           ,                   ,                   ,                 ,5               ,3                 ,1                       ,2             ,1                    ,3              ,1                       ,1               ,                        ,                            ,                   ,                        ,                      ,                     ,                     ,                    ,                         ,                ,               ,                      ,                         ,                       ,                   ,              ,                        ,                ,                       ,                        ,              ,                     ,                     ,                    ,                  ,                         ,             ,                ,                      ,                      ,                      ,                        ,                     ,                   ,              ,                                ,                           ,                    ,                      ,                        ,               ,                  ,                    ,              ,                ,                           ,                           ,                ,                    ,                   ,               ,               ,                       ,                                    ,                      ,                       ,                  ,                    ,                  ,                    ,                       ,                        ,                      ,                    ,                  ,                       ,                   ,                 ,                    ,                 ,                     ,                  ,                     ,                     ,                  ,                    ,                     ,                  ,                   ,         ,                ,                 ,                 ,                        ,             ,             ,                             ,                    ,                      ,                      ,                      ,               ,                 ,                    ,                     ,"Total number of specimens 236  Calcareous misc. 3 from ODP Leg 121 SR Chapter 2 Table 2 p 44-51,,3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 756,B, 10,H, 3,  70.00,     88.6000,Nomura   ,Benthic Foraminifers                         ,               ,                  ,3                ,               ,                   ,             ,                     ,5                     ,5                         ,                ,3                   ,1                 ,2                       ,              ,                 ,                  ,9                    ,                 ,              ,                ,                     ,                ,6               ,2          ,                ,                  ,                   ,20                ,37                                        ,              ,4                       ,              ,1             ,12               ,10                   ,                       ,                         ,                ,              ,                    ,             ,2                 ,19                 ,                                 ,                ,5              ,                     ,                         ,                     ,1            ,                     ,                    ,4                       ,               ,                            ,3            ,2             ,1                ,              ,                     ,               ,6                 ,                      ,4                      ,                            ,2          ,6                 ,1                           ,                           ,3                     ,              ,                           ,                        ,                       ,5              ,3                     ,2                    ,                ,1                            ,2                    ,3                ,1          ,1                  ,10                 ,19               ,                ,                  ,                        ,              ,                     ,               ,                        ,                ,                        ,                            ,                   ,                        ,                      ,                     ,                     ,                    ,                         ,                ,               ,                      ,                         ,                       ,                   ,              ,                        ,                ,                       ,                        ,              ,                     ,                     ,                    ,                  ,                         ,             ,                ,                      ,                      ,                      ,                        ,                     ,                   ,              ,                                ,                           ,                    ,                      ,                        ,               ,                  ,                    ,              ,                ,                           ,                           ,                ,                    ,                   ,               ,               ,                       ,                                    ,                      ,                       ,                  ,                    ,                  ,                    ,                       ,                        ,                      ,                    ,                  ,                       ,                   ,                 ,                    ,                 ,                     ,                  ,                     ,                     ,                  ,                    ,                     ,                  ,                   ,         ,                ,                 ,                 ,                        ,             ,             ,                             ,                    ,                      ,                      ,                      ,               ,                 ,                    ,                     ,"Total number of specimens 232 Calcareous misc. 4 Agglutinated misc. 2 from ODP Leg 121 SR Chapter 2 Table 2 p 44-51,2,4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 756,B, 10,H, 5,  70.00,     91.6000,Nomura   ,Benthic Foraminifers                         ,               ,                  ,2                ,               ,                   ,             ,                     ,3                     ,4                         ,                ,5                   ,8                 ,1                       ,              ,                 ,                  ,3                    ,4                ,3             ,1               ,1                    ,                ,17              ,2          ,7               ,                  ,                   ,20                ,15                                        ,              ,22                      ,              ,3             ,1                ,16                   ,9                      ,                         ,                ,              ,                    ,2            ,12                ,18                 ,                                 ,                ,8              ,                     ,                         ,                     ,             ,1                    ,1                   ,                        ,               ,                            ,             ,              ,2                ,              ,                     ,               ,                  ,                      ,1                      ,                            ,           ,                  ,                            ,                           ,                      ,              ,                           ,3                       ,1                      ,4              ,1                     ,3                    ,2               ,                             ,                     ,                 ,           ,                   ,                   ,                 ,                ,                  ,                        ,              ,                     ,               ,                        ,                ,                        ,                            ,                   ,                        ,                      ,                     ,                     ,                    ,                         ,                ,               ,                      ,                         ,                       ,                   ,              ,                        ,                ,                       ,                        ,              ,                     ,                     ,                    ,                  ,                         ,             ,                ,                      ,                      ,                      ,                        ,                     ,                   ,              ,                                ,                           ,                    ,                      ,                        ,               ,                  ,                    ,              ,                ,                           ,                           ,                ,                    ,                   ,               ,               ,                       ,                                    ,                      ,                       ,                  ,                    ,                  ,                    ,                       ,                        ,                      ,                    ,                  ,                       ,                   ,                 ,                    ,                 ,                     ,                  ,                     ,                     ,                  ,                    ,                     ,                  ,                   ,         ,                ,                 ,                 ,                        ,             ,             ,                             ,                    ,                      ,                      ,                      ,               ,                 ,                    ,                     ,"Total number of specimens 212 Calcareous misc. 4 Agglutinated misc. 2 from ODP Leg 121 SR Chapter 2 Table 2 p 44-51,2,4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 756,B, 11,H, 1,  70.00,     95.3000,Nomura   ,Benthic Foraminifers                         ,               ,                  ,12               ,               ,                   ,             ,                     ,1                     ,                          ,                ,12                  ,23                ,5                       ,              ,6                ,                  ,35                   ,15               ,1             ,1               ,2                    ,1               ,14              ,1          ,                ,2                 ,                   ,25                ,26                                        ,              ,                        ,              ,4             ,                 ,                     ,12                     ,51                       ,                ,14            ,3                   ,1            ,19                ,6                  ,                                 ,                ,3              ,                     ,                         ,                     ,             ,1                    ,2                   ,1                       ,               ,                            ,1            ,              ,1                ,              ,                     ,3              ,8                 ,1                     ,1                      ,3                           ,1          ,7                 ,1                           ,2                          ,15                    ,3             ,3                          ,                        ,                       ,               ,                      ,                     ,                ,                             ,                     ,                 ,           ,                   ,                   ,                 ,                ,                  ,                        ,              ,                     ,               ,                        ,                ,                        ,                            ,                   ,                        ,                      ,                     ,                     ,                    ,                         ,                ,               ,                      ,                         ,                       ,                   ,              ,                        ,                ,                       ,                        ,              ,                     ,                     ,                    ,                  ,                         ,             ,                ,                      ,                      ,                      ,                        ,                     ,                   ,              ,                                ,                           ,                    ,                      ,                        ,               ,                  ,                    ,              ,                ,                           ,                           ,                ,                    ,                   ,               ,               ,                       ,                                    ,                      ,                       ,                  ,                    ,                  ,                    ,                       ,                        ,                      ,                    ,                  ,                       ,                   ,                 ,                    ,                 ,                     ,                  ,                     ,                     ,                  ,                    ,                     ,                  ,                   ,         ,                ,                 ,                 ,                        ,             ,             ,                             ,                    ,                      ,                      ,                      ,               ,                 ,                    ,                     ,"Total number of specimens 355  Calcareous misc. 6 from ODP Leg 121 SR Chapter 2 Table 2 p 44-51,,6"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 756,B, 11,H, 3,  70.00,     98.3000,Nomura   ,Benthic Foraminifers                         ,               ,                  ,10               ,               ,2                  ,             ,                     ,6                     ,3                         ,1               ,9                   ,                  ,                        ,2             ,                 ,                  ,19                   ,5                ,2             ,1               ,2                    ,2               ,16              ,2          ,2               ,                  ,9                  ,32                ,23                                        ,1             ,                        ,4             ,3             ,9                ,                     ,14                     ,                         ,1               ,1             ,2                   ,             ,7                 ,19                 ,6                                ,                ,2              ,1                    ,3                        ,2                    ,1            ,2                    ,3                   ,1                       ,3              ,2                           ,4            ,2             ,1                ,1             ,4                    ,               ,                  ,                      ,                       ,                            ,           ,                  ,                            ,                           ,                      ,              ,                           ,                        ,                       ,               ,                      ,                     ,                ,                             ,                     ,                 ,           ,                   ,                   ,                 ,                ,                  ,                        ,              ,                     ,               ,                        ,                ,                        ,                            ,                   ,                        ,                      ,                     ,                     ,                    ,                         ,                ,               ,                      ,                         ,                       ,                   ,              ,                        ,                ,                       ,                        ,              ,                     ,                     ,                    ,                  ,                         ,             ,                ,                      ,                      ,                      ,                        ,                     ,                   ,              ,                                ,                           ,                    ,                      ,                        ,               ,                  ,                    ,              ,                ,                           ,                           ,                ,                    ,                   ,               ,               ,                       ,                                    ,                      ,                       ,                  ,                    ,                  ,                    ,                       ,                        ,                      ,                    ,                  ,                       ,                   ,                 ,                    ,                 ,                     ,                  ,                     ,                     ,                  ,                    ,                     ,                  ,                   ,         ,                ,                 ,                 ,                        ,             ,             ,                             ,                    ,                      ,                      ,                      ,               ,                 ,                    ,                     ,"Total number of specimens 253  Calcareous misc. 6 from ODP Leg 121 SR Chapter 2 Table 2 p 44-51,,6"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 756,B, 11,H, 5,  70.00,    101.3000,Nomura   ,Benthic Foraminifers                         ,               ,                  ,15               ,2              ,2                  ,18           ,4                    ,6                     ,1                         ,5               ,3                   ,11                ,5                       ,3             ,4                ,1                 ,37                   ,8                ,2             ,3               ,3                    ,1               ,32              ,4          ,4               ,2                 ,11                 ,27                ,51                                        ,1             ,3                       ,3             ,3             ,33               ,1                    ,49                     ,32                       ,5               ,1             ,9                   ,4            ,1                 ,8                  ,5                                ,1               ,               ,                     ,                         ,                     ,             ,                     ,                    ,                        ,               ,                            ,             ,              ,                 ,              ,                     ,               ,                  ,                      ,                       ,                            ,           ,                  ,                            ,                           ,                      ,              ,                           ,                        ,                       ,               ,                      ,                     ,                ,                             ,                     ,                 ,           ,                   ,                   ,                 ,                ,                  ,                        ,              ,                     ,               ,                        ,                ,                        ,                            ,                   ,                        ,                      ,                     ,                     ,                    ,                         ,                ,               ,                      ,                         ,                       ,                   ,              ,                        ,                ,                       ,                        ,              ,                     ,                     ,                    ,                  ,                         ,             ,                ,                      ,                      ,                      ,                        ,                     ,                   ,              ,                                ,                           ,                    ,                      ,                        ,               ,                  ,                    ,              ,                ,                           ,                           ,                ,                    ,                   ,               ,               ,                       ,                                    ,                      ,                       ,                  ,                    ,                  ,                    ,                       ,                        ,                      ,                    ,                  ,                       ,                   ,                 ,                    ,                 ,                     ,                  ,                     ,                     ,                  ,                    ,                     ,                  ,                   ,         ,                ,                 ,                 ,                        ,             ,             ,                             ,                    ,                      ,                      ,                      ,               ,                 ,                    ,                     ,"Total number of specimens 426  Calcareous misc. 1 Agglutinated misc. 1 from ODP Leg 121 SR Chapter 2 Table 2 p 44-51,1,1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
