Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Theocotylissa ficus,Podocyrtis sinuosa,Lychnocanoma babylonis group,Lithochytris vespertilio,Eusyringium lagena,Thyrsocyrtis tensa,Theocotyle conica,Theocotyle cryptocephala,Spongatractus pachystylus,Podocyrtis papalis,Lithocyclia ocellus,Eusyringium fistuligerum,Dictyoprora mongolfieri,Rhopalocanium ornatum,Phormocyrtis striata striata,Lophocyrtis biaurita,Dictyophimus craticula,Ceratospyris articulata,Calocyclas hispida,Lychnocanoma bellum,Podocyrtis  ampla,Podocyrtis mitra,Calocycloma ampulla,Podocyrtis fasciolata,Anthocyrtoma sp.,Sethochytris triconiscus,Podocyrtis trachodes,Podocyrtis chalara,Lithocyclia aristotelis group,Thyrsocyrtis  tetracantha,Theocorys anapographa,Podocyrtis goetheana,Dictyoprora armadillo,Calocyclas turris,Calocyclas bandyca,Lychnocanoma amphitrite,Dictyoprora pirum,Cryptocarpium azyx,Theocyrtis tuberosa,Lophocyrtis milowi,Lithocyclia angusta,Centrobotrys petrushevskayae,Artophormis gracilis,Comment
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 19,R, 3,  41.00,    735.0100,Nigrini  ,Radiolarians                                 ,C              ,P                 ,                   ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,+                 ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP14              ,              ,165, 998,B, 20,R, 1,  41.00,    741.6100,Nigrini  ,Radiolarians                                 ,C              ,MG                ,S                  ,S                 ,R                           ,R                       ,                  ,                  ,                 ,                        ,S                        ,                  ,R                  ,R                       ,S                      ,                     ,-                           ,                    ,                      ,                       ,R                 ,                   ,-                ,R               ,                   ,                     ,                ,-                       ,-                   ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP14              ,              ,165, 998,B, 20,R, 3,  38.00,    744.5800,Nigrini  ,Radiolarians                                 ,C              ,P                 ,S                  ,                  ,R                           ,R                       ,S                 ,                  ,                 ,                        ,S                        ,R                 ,R                  ,R                       ,F                      ,S                    ,                            ,                    ,                      ,                       ,R                 ,                   ,R                ,F               ,S                  ,?                    ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP13              ,RP14          ,165, 998,B, 21,R, 1,  37.00,    751.1700,Nigrini  ,Radiolarians                                 ,F              ,MG                ,S                  ,                  ,R                           ,R                       ,R                 ,                  ,                 ,                        ,S                        ,R                 ,                   ,R                       ,F                      ,R                    ,S                           ,S                   ,                      ,R                      ,                  ,S                  ,                 ,S               ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 21,R, 3,  35.00,    754.1500,Nigrini  ,Radiolarians                                 ,F              ,P                 ,S                  ,S                 ,R                           ,                        ,?                 ,S                 ,                 ,                        ,                         ,R                 ,S                  ,R                       ,F                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,S               ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP13              ,RP14          ,165, 998,B, 21,R, 5,  96.00,    757.7600,Nigrini  ,Radiolarians                                 ,A              ,MG                ,R                  ,R                 ,                            ,R                       ,R                 ,                  ,R                ,                        ,S                        ,S                 ,S                  ,R                       ,                       ,                     ,R                           ,S                   ,R                     ,MR                     ,                  ,S                  ,S                ,MR              ,R                  ,?                    ,R               ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 22,R, 1,  36.00,    760.8600,Nigrini  ,Radiolarians                                 ,A              ,P                 ,S                  ,S                 ,R                           ,R                       ,R                 ,                  ,                 ,                        ,S                        ,S                 ,                   ,R                       ,F                      ,-                    ,S                           ,                    ,                      ,R                      ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP13              ,              ,165, 998,B, 22,R, 3,  35.00,    763.8500,Nigrini  ,Radiolarians                                 ,A              ,VP-P              ,S                  ,S                 ,R                           ,R                       ,R                 ,                  ,                 ,                        ,                         ,S                 ,S                  ,R                       ,F                      ,                     ,                            ,S                   ,                      ,                       ,                  ,                   ,-                ,S               ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 22,R, 5,  35.00,    766.8500,Nigrini  ,Radiolarians                                 ,C              ,MG                ,R                  ,MR                ,MR                          ,R                       ,MR                ,                  ,                 ,                        ,R                        ,S                 ,R                  ,R                       ,C                      ,R                    ,R                           ,S                   ,                      ,R                      ,S                 ,R                  ,?                ,S               ,S                  ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP12              ,              ,165, 998,B, 23,R, 1, 123.00,    771.3300,Nigrini  ,Radiolarians                                 ,A              ,M                 ,R                  ,R                 ,MR                          ,R                       ,MR                ,                  ,                 ,                        ,                         ,                  ,S                  ,R                       ,F                      ,                     ,S                           ,                    ,                      ,                       ,R                 ,S                  ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,RP12              ,              ,165, 998,B, 23,R, 3,  39.00,    773.4900,Nigrini  ,Radiolarians                                 ,C              ,VP                ,                   ,+                 ,                            ,+                       ,+                 ,+                 ,                 ,                        ,                         ,+                 ,+                  ,                        ,+                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 23,R, 5,  45.00,    776.2400,Nigrini  ,Radiolarians                                 ,A              ,P                 ,F                  ,MR                ,MR                          ,                        ,MR                ,                  ,                 ,                        ,R                        ,+                 ,R                  ,?                       ,F                      ,+                    ,S                           ,S                   ,R                     ,R                      ,S                 ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 24,R, 1,  35.00,    777.4500,Nigrini  ,Radiolarians                                 ,A              ,VP                ,+                  ,+                 ,                            ,+                       ,+                 ,                  ,                 ,+                       ,+                        ,+                 ,+                  ,+                       ,?                      ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 26,R, 1,  34.00,    789.7400,Nigrini  ,Radiolarians                                 ,A              ,P-M               ,                   ,+                 ,+                           ,                        ,+                 ,+                 ,+                ,                        ,                         ,                  ,                   ,                        ,                       ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,                  ,              ,165, 998,B, 31,R, 5,  45.00,    843.9500,Nigrini  ,Radiolarians                                 ,C              ,VP                ,+                  ,+                 ,+                           ,+                       ,?                 ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,                       ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,                 ,RP8               ,              ,165, 998,B, 34,R, 1,  35.00,    866.6500,Nigrini  ,Radiolarians                                 ,C              ,VP                ,?                  ,                  ,                            ,                        ,                  ,                  ,                 ,                        ,                         ,                  ,                   ,                        ,                       ,                     ,                            ,                    ,                      ,                       ,                  ,                   ,                 ,                ,                   ,                     ,                ,                        ,                    ,                  ,                             ,                         ,                     ,                    ,                     ,                 ,                  ,                       ,                 ,                  ,                   ,                  ,                   ,                            ,                    ,Zonal assignment uncertain. From 165SR. Chapter 3. Table 2.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
