Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Helicosphaera carteri,Calcidiscus leptoporus,Discoaster brouweri,Coccolithus pelagicus,Dictyococcites productus,Helicosphaera sellii,Calcidiscus macintyrei,Thoracosphaera saxea,Scyphosphaera apsteinii,Reticulofenestra minutula,Pseudoemiliania lacunosa,Thoracosphaera heimii,Umbilicosphaera sibogae,Zeugrhabdotus acanthus,Watznaueria supracretacea,Watznaueria biporta,Watznaueria barnesae,Vekshinella stradnerii,Tranolithus phacelosus,Tranolithus exiguus,Stradneria crenulata,Stoverius asymmetricus,Rhagodiscus angustus,Reinhardtites anthophorus,Quadrum gartneri,Prediscosphaera intercisa,Prediscosphaera honjoi,Placozygus fibuliformis,Micula decussata 2,Micula decussata 1,Micula concava,Microrhabdulus belgicus,Marthasterites furcatus,Manivitella pemmatoidea,Lithraphidites carniolensis,Lithastrinus grillii,Glaukolithus diplogrammus,Glaukolithus bicrescenticus,Gephyrorhabdus coronadventis,Gartnerago obliquum,Gartnerago diversum,Flabellites oblongus,Eiffellithus turriseiffelii,Eiffellithus gorkae,Eiffellithus eximius,Discorhabdus ignotus,Cribrosphaerella ehrenbergii,Corollithion signum,Chiastozygus litterarius,Aspidolithus bevieri,Ahmuellerella octoradiata,Gephyrocapsa caribbeanica,Tranolithus gabalus,Stoverius coronatus,Stoverius biarcus,Rotelapillus crenulatus,Rhagodiscus splendens,Prediscosphaera spinosa,Prediscosphaera cretacea,Microrhabdulus decoratus,Helicolithus trabeculatus,Chiastozygus platyrhethus,Pontosphaera indooceanica,Gephyrocapsa oceanica,Scyphosphaera pulcherrima,Pontosphaera japonica,Braarudosphaera bigelowii,Ceratolithus cristatus,Reticulofenestra pseudoumbilicus,Gephyrocapsa omega,Emiliania huxleyi,Sphenolithus abies,Gephyrocapsa aperta,Rhabdosphaera clavigera,Scapholithus fossilis,Helicosphaera carteri var. hyalina,Comment
  IR,                 ,                 ,                  ,NN19C/D       ,180,1108,B, 21,R,CC,  19.00,    189.2600,Takahashi,Nannofossils                                 ,C              ,G                 ,F                    ,F                     ,                   ,R                    ,                        ,R                   ,                      ,                    ,                       ,                         ,R                       ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 22,R, 1,  89.50,    198.0950,Takahashi,Nannofossils                                 ,F              ,M                 ,F                    ,F                     ,                   ,R                    ,                        ,R                   ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 22,R, 3,  95.00,    201.1500,Takahashi,Nannofossils                                 ,F              ,G                 ,F                    ,R                     ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN19B         ,180,1108,B, 22,R, 5,  84.50,    204.0450,Takahashi,Nannofossils                                 ,F              ,M                 ,R                    ,R                     ,                   ,R                    ,                        ,                    ,R                     ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN19C/D       ,180,1108,B, 22,R,CC,  14.00,    205.0400,Takahashi,Nannofossils                                 ,C              ,G                 ,F                    ,F                     ,                   ,F                    ,                        ,R                   ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 23,R, 1,  97.00,    207.7700,Takahashi,Nannofossils                                 ,F              ,M                 ,F                    ,F                     ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN19F         ,180,1108,B, 23,R,CC,  15.00,    212.9000,Takahashi,Nannofossils                                 ,C              ,M                 ,F                    ,R                     ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,                         ,R                       ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN19B         ,180,1108,B, 24,R, 3, 108.00,    219.9200,Takahashi,Nannofossils                                 ,F              ,G                 ,F                    ,F                     ,                   ,F                    ,                        ,                    ,R                     ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,180,1108,B, 24,R,CC,  14.00,    220.8800,Siesser  ,Nannofossils                                 ,R              ,P                 ,R                    ,R                     ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,R                        ,R                       ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,R                        ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,R                        ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Coniacian        ,Santonian        ,CC15b             ,              ,180,1108,B, 25,R, 1,  78.50,    226.7850,Shafik   ,Nannofossils                                 ,C              ,G                 ,                     ,                      ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,R                     ,                         ,R                  ,A                   ,                      ,F                     ,                   ,F                   ,F                     ,R                   ,F                        ,                ,F                        ,                      ,                       ,F                 ,C                 ,A             ,R                      ,C                      ,F                      ,R                          ,F                   ,                         ,F                          ,                            ,                   ,C                  ,                    ,F                          ,                   ,F                   ,                    ,                            ,                   ,R                       ,                    ,F                        ,                         ,R                  ,F                  ,F                ,R                      ,R                    ,R                      ,F                       ,R                       ,R                        ,R                        ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,from Leg 159SR Ch 26 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 25,R,CC,  19.00,    229.0700,Siesser  ,Nannofossils                                 ,F              ,M                 ,F                    ,R                     ,                   ,F                    ,                        ,                    ,R                     ,R                   ,                       ,F                        ,R                       ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,R                        ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 26,R, 1,  95.00,    236.5500,Takahashi,Nannofossils                                 ,F              ,M                 ,F                    ,F                     ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,R                       ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 26,R,CC,   0.00,    239.9500,Siesser  ,Nannofossils                                 ,T              ,P                 ,                     ,                      ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,R                        ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,Small G. spp. -R
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 27,R, 3,  95.00,    248.8500,Siesser  ,Nannofossils                                 ,T              ,P                 ,                     ,R                     ,R1                 ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 27,R,CC,   0.00,    253.6300,Siesser  ,Nannofossils                                 ,R              ,P                 ,                     ,                      ,                   ,                     ,                        ,                    ,                      ,R                   ,                       ,R                        ,                        ,                     ,R                      ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,"Small Gephyro, spp."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 28,R, 3,  43.50,    257.6150,Takahashi,Nannofossils                                 ,F              ,M                 ,R                    ,R                     ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 28,R,CC,  16.00,    259.1600,Siesser  ,Nannofossils                                 ,R              ,P                 ,R                    ,                      ,R1                 ,R                    ,                        ,                    ,                      ,R                   ,                       ,R                        ,R                       ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 29,R, 5,  15.00,    268.6200,Takahashi,Nannofossils                                 ,T              ,M                 ,R                    ,                      ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 29,R,CC,   7.00,    269.8300,Siesser  ,Nannofossils                                 ,R              ,P                 ,R                    ,                      ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,R                        ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 30,R, 1,  25.00,    273.6500,Takahashi,Nannofossils                                 ,F              ,M                 ,R                    ,R                     ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN19C/D       ,180,1108,B, 30,R, 3, 137.00,    277.3400,Takahashi,Nannofossils                                 ,F              ,M                 ,F                    ,R                     ,                   ,R                    ,                        ,R                   ,                      ,                    ,                       ,                         ,F                       ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN19B         ,180,1108,B, 30,R,CC,  10.00,    281.2200,Takahashi,Nannofossils                                 ,F              ,M                 ,F                    ,R                     ,                   ,F                    ,                        ,                    ,R                     ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 32,R, 3,  76.00,    295.8100,Takahashi,Nannofossils                                 ,F              ,M                 ,R                    ,                      ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 32,R, 4, 139.00,    297.8700,Takahashi,Nannofossils                                 ,C              ,M                 ,F                    ,R                     ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 32,R,CC,  20.00,    299.1800,Takahashi,Nannofossils                                 ,C              ,G                 ,F                    ,F                     ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN19B         ,180,1108,B, 33,R, 1,  47.00,    302.7700,Takahashi,Nannofossils                                 ,C              ,G                 ,F                    ,F                     ,                   ,R                    ,                        ,R                   ,R                     ,                    ,                       ,                         ,R                       ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Coniacian        ,Santonian        ,CC15b             ,              ,180,1108,B, 34,R, 2,  55.00,    313.8900,Shafik   ,Nannofossils                                 ,C              ,M                 ,                     ,                      ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,F                     ,R                        ,R                  ,A                   ,R                     ,R                     ,F                  ,R                   ,F                     ,R                   ,R                        ,R               ,F                        ,R                     ,R                      ,C                 ,C                 ,C             ,R                      ,F                      ,R                      ,R                          ,F                   ,F                        ,R                          ,R                           ,C                  ,F                  ,R                   ,F                          ,S                  ,F                   ,S                   ,R                           ,R                  ,F                       ,R                   ,R                        ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,from Leg 159SR Ch 26 Table 1.
