Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ventilabrella eggeri,Schackoina cenomana,Pseudotextularia nuttalli,Laeviheterohelix pulchra,Heterohelix planata,Heterohelix globulosa,Heterohelix dentata,Heterohelix carinata,Hedbergella holmdelensis,Globotruncanita stuartiformis,Globotruncanita elevata,Globotruncanita atlantica,Globotruncana orientalis,Globotruncana morozovae,Globotruncana mariei,Globotruncana linneiana,Globotruncana bulloides,Globotruncana arca,Globigerinelloides ultramicrus,Globigerinelloides subcarinatus,Globigerinelloides prairiehillensis,Globigerinelloides messinae,Contusotruncana fornicata,Archaeoglobigerina cretacea,Schackoina multispinata,Rugoglobigerina rugosa,Globotruncana rosetta,Radotruncana subspinosa,Heterohelix labellosa,Globigerinelloides bollii,Contusotruncana patelliformis,Hedbergella monmouthensis,Globotruncanita subspinosa,Fohsella peripheroronda,Globigerinelloides ferreolensis,Sphaeroidinellopsis disjuncta,Praeorbulina glomerosa,Orbulina universa,Globorotalia praemenardii,Globorotalia miozea,Globigerinatella insueta,Globorotalia panda,Globorotalia birnageae,Globoquadrina dehiscens,Fohsella peripheroacuta,Orbulina suturalis,Globorotalia lenguaensis,Globorotalia juanai,Globigerina bulloides,Fohsella praefohsi,Dentoglobigerina altispira,Globoturborotalita druryi,Globoquadrina venezuelana,Sphaeroidinellopsis seminulina,Globoturborotalita woodi,Globoturborotalita nepenthes,Catapsydrax parvulus,Neogloboquadrina continuosa,Globorotalia merotumida,Globorotalia menardii,Globorotalia conoidea,Globigerinoides sacculifer,Globigerinita glutinata,Neogloboquadrina acostaensis,Globigerinoides obliquus,Globigerinoides bollii,Sphaeroidinellopsis subdehiscens,Neogloboquadrina pachyderma (dextral),Globorotalia scitula,Globigerinoides subquadratus,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina humerosa,Globorotalia challengeri,Neogloboquadrina dutertrei,Globorotalia margaritae,Globorotalia tumida,Globorotalia plesiotumida,Globigerinoides conglobatus,Globorotalia puncticulata,Globigerinoides extremus,Globorotalia crassula,Sphaeroidinellopsis kochi,Globigerinella aequilateralis,Globorotalia conomiozea,Truncorotalia crassaformis,Globigerinoides trilobus,Globigerinoides ruber,Sphaeroidinella dehiscens s.l.,Truncorotalia tosaensis,Globorotalia inflata,Pulleniatina obliquiloculata,Truncorotalia truncatulinoides,Pulleniatina primalis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N18               ,N18           ,198,1207,A, 11,H,CC,   4.00,    100.0500,planks   ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,R                ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,F                    ,                  ,R                         ,                         ,                         ,R                             ,                        ,R                           ,                    ,                           ,                       ,R                    ,                     ,R                         ,R                      ,R                           ,R                       ,                      ,F                               ,F                                    ,R                   ,                            ,                                       ,R                        ,R                       ,R                         ,R                      ,R                  ,R                        ,R                          ,                         ,R                       ,R                    ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N18               ,N18           ,198,1207,A, 12,H, 1,  78.00,    100.5800,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,P                ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,P                    ,                  ,P                         ,                         ,                         ,P                             ,                        ,P                           ,                    ,                           ,                       ,P                    ,                     ,P                         ,                       ,P                           ,                        ,                      ,P                               ,                                     ,                    ,                            ,                                       ,                         ,P                       ,P                         ,P                      ,P                  ,P                        ,P                          ,                         ,P                       ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N18               ,N18           ,198,1207,A, 12,H, 4,  78.00,    105.0800,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,P                ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,P                    ,                  ,                          ,                         ,                         ,P                             ,                        ,P                           ,                    ,                           ,                       ,P                    ,                     ,P                         ,                       ,P                           ,                        ,                      ,P                               ,                                     ,                    ,                            ,                                       ,                         ,P                       ,P                         ,P                      ,P                  ,P                        ,P                          ,P                        ,P                       ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17b              ,N17b          ,198,1207,A, 12,H,CC,  17.00,    109.7300,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,R                ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,R                             ,                        ,R                           ,                    ,                           ,                       ,R                    ,R                    ,R                         ,R                      ,R                           ,                        ,                      ,F                               ,F                                    ,R                   ,                            ,R                                      ,                         ,R                       ,                          ,R                      ,+                  ,R                        ,R                          ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17b              ,N17a          ,198,1207,A, 13,H, 1,  78.00,    110.0800,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,P                ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,P                             ,                        ,P                           ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,+                         ,P                      ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,"abund. large rads, common Uvigerina"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N17b              ,N17a          ,198,1207,A, 13,H, 4,  78.00,    114.5800,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,P                ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,P                         ,                         ,                         ,P                             ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,P                         ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N16           ,198,1207,A, 13,H,CC,  23.00,    119.2400,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,R                ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,R                    ,                  ,R                         ,                         ,                         ,R                             ,                        ,R                           ,                    ,                           ,                       ,R                    ,                     ,                          ,                       ,R                           ,                        ,                      ,R                               ,R                                    ,R                   ,                            ,R                                      ,R                        ,R                       ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,abund. large rads
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N17a              ,N16           ,198,1207,A, 14,H, 1,  78.00,    119.5800,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,P                ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,P                       ,                   ,                     ,                  ,                          ,                         ,                         ,P                             ,P                       ,P                           ,P                   ,                           ,P                      ,P                    ,P                    ,P                         ,                       ,P                           ,                        ,                      ,P                               ,P                                    ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N17a              ,N15           ,198,1207,A, 14,H, 4,  78.00,    124.0800,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,P                ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,P                        ,                         ,P                             ,P                       ,P                           ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,P                               ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N16               ,N16           ,198,1207,A, 14,H,CC,  20.00,    128.6400,planks   ,Planktonic Foraminifers                      ,R              ,M                 ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,R                ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,F                    ,                  ,R                         ,                         ,                         ,R                             ,R                       ,F                           ,                    ,                           ,                       ,                     ,R                    ,R                         ,R                      ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,"abund. rads, common echinoderm frags,"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N16               ,N15           ,198,1207,A, 15,H, 1,  77.00,    129.0700,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,P                ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,+                    ,                  ,                          ,                         ,                         ,P                             ,                        ,P                           ,                    ,                           ,                       ,                     ,                     ,P                         ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N16               ,N15           ,198,1207,A, 15,H, 4,  77.00,    133.5700,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,P                ,                         ,                   ,                        ,                  ,                      ,P                      ,                       ,                  ,                        ,                   ,P                    ,                  ,                          ,P                        ,P                        ,P                             ,                        ,P                           ,P                   ,P                          ,                       ,P                    ,P                    ,P                         ,                       ,P                           ,P                       ,                      ,P                               ,P                                    ,P                   ,P                           ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N15               ,N15           ,198,1207,A, 15,H,CC,  22.00,    138.2700,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,F                ,                         ,                   ,                        ,                  ,                      ,F                      ,                       ,                  ,                        ,                   ,R                    ,                  ,                          ,                         ,R                        ,F                             ,                        ,R                           ,                    ,                           ,                       ,                     ,F                    ,R                         ,R                      ,                            ,R                       ,A                     ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,"abund. rads, common foram frags, echinoderm frags"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N15               ,N15           ,198,1207,A, 16,H, 1,  77.00,    138.5700,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,P                            ,                      ,P                ,                         ,                   ,                        ,                  ,                      ,P                      ,                       ,                  ,                        ,                   ,P                    ,                  ,                          ,                         ,P                        ,P                             ,P                       ,P                           ,                    ,                           ,                       ,P                    ,                     ,P                         ,                       ,P                           ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N15               ,N15           ,198,1207,A, 16,H, 4,  78.00,    143.0800,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,P                            ,                      ,P                ,                         ,                   ,                        ,                  ,                      ,P                      ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,P                        ,P                        ,P                             ,                        ,P                           ,                    ,P                          ,P                      ,P                    ,                     ,P                         ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,N16               ,N14           ,198,1207,A, 16,H,CC,  23.00,    147.7400,planks   ,Planktonic Foraminifers                      ,R              ,M                 ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,R                            ,                      ,R                ,                         ,                   ,                        ,                  ,                      ,F                      ,                       ,                  ,                        ,                   ,R                    ,                  ,                          ,                         ,R                        ,R                             ,F                       ,F                           ,                    ,R                          ,R                      ,R                    ,R                    ,R                         ,R                      ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N15               ,N15           ,198,1207,A, 17,H, 1,  77.00,    148.0700,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,P                            ,                      ,P                ,                         ,                   ,                        ,                  ,                      ,P                      ,                       ,                  ,                        ,                   ,P                    ,                  ,                          ,+                        ,P                        ,P                             ,P                       ,P                           ,P                   ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,N12               ,N11           ,198,1207,A, 17,H, 4,  77.00,    152.5700,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,P                ,P                        ,                   ,                        ,                  ,                      ,P                      ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,P                        ,P                        ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,N11               ,N10           ,198,1207,A, 17,H,CC,  20.00,    157.2100,planks   ,Planktonic Foraminifers                      ,R              ,M                 ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,F                      ,                               ,R                            ,                      ,R                ,F                        ,R                  ,                        ,                  ,F                     ,R                      ,F                      ,R                 ,+                       ,+                  ,R                    ,R                 ,R                         ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,common rads & sponge spicules
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,N10               ,N10           ,198,1207,A, 18,H, 1,  79.00,    157.5900,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,P                      ,                               ,P                            ,                      ,P                ,P                        ,                   ,                        ,P                 ,P                     ,P                      ,P                      ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,single specimen of Globotruncana linneianna
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Middle Miocene   ,N9                ,N9            ,198,1207,A, 18,H, 4,  78.00,    162.0800,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,P                      ,                               ,P                            ,P                     ,P                ,P                        ,P                  ,P                       ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
