Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera sp. A,Triquetrorhabdulus farnsworthii,Syracosphaera spp.,Sphenolithus neoabies,Sphenolithus abies,Rhabdosphaera clavigera,Reticulofenestra pseudoumbilica,Reticulofenestra producta,Reticulofenestra minutula,Reticulofenestra minuta,Reticulofenestra gelida,Reticulofenestra bisecta,Pontosphaera spp.,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Neosphaera coccolithomorpha,Helicosphaera carteri,Florisphaera profunda,Discoaster variabilis,Discoaster surculus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster intercalaris,Discoaster brouweri,Discoaster berggrenii,Coccolithus pelagicus,Calcidiscus leptoporus,Amaurolithus delicatus,Amaurolithus amplificus,Schyphosphaera sp.,Reticulofenestra perplexa,Chiasmolithus solitus,Coccolithus streckerii,Triquetrorhabdulus rugosus,Helicosphaera euphratis,Calciosolenia murrayi,Amaurolithus primus,Micula decussata,Sphenolithus grandis,Helicosphaera intermedia,Cyclicargolithus floridanus,Calcidiscus macintyrei,Braarudosphaera bigelowii,Reticulofenestra umbilica,Prediscosphaera cretacea,Discoaster barbadiensis,Discoaster prepentaradiatus,Chiasmolithus altus,Amaurolithus tricorniculatus,Zygrhablithus bijugatus,Tetralithoides quadrilaminata,Umbilicosphaera sibogae var. foliosa,Placozygus sigmoides,Lithostromation perdurum,Ceratolithus atlanticus,Ceratolithus separatus,Discoaster blackstockae,Ceratolithus acutus,Ceratolithus armatus,Gephyrocapsa spp. (small),Sphenolithus moriformis,Ceratolithus rugosus,Comment
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 31,X,CC,   0.00,    635.0800,Okada    ,Nannofossils                                 ,A              ,M                 ,F                    ,R                              ,R                 ,C                    ,A                 ,R                      ,C                              ,A                        ,A                        ,A                      ,C                      ,                        ,R                ,R                     ,                     ,R                     ,F                          ,F                    ,A                    ,C                    ,C                  ,C                      ,F                       ,F                      ,F                  ,F                    ,F                    ,F                     ,R                     ,R                      ,R                 ,F                        ,                     ,R                     ,                          ,R                      ,                     ,R                  ,                ,                    ,                        ,rR                         ,                      ,                         ,                         ,                        ,                       ,                           ,rR                 ,R                           ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 33,X,CC,  41.00,    644.3700,Okada    ,Nannofossils                                 ,A              ,M                 ,F                    ,R                              ,R                 ,F                    ,A                 ,R                      ,A                              ,A                        ,A                        ,A                      ,C                      ,                        ,R                ,                      ,R                    ,                      ,R                          ,F                    ,A                    ,C                    ,F                  ,C                      ,F                       ,F                      ,F                  ,C                    ,F                    ,C                     ,R                     ,                       ,                  ,                         ,                     ,                      ,                          ,                       ,                     ,                   ,                ,R                   ,                        ,rR                         ,R                     ,                         ,                         ,                        ,                       ,                           ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 34,X,CC,   0.00,    646.4500,Okada    ,Nannofossils                                 ,A              ,M                 ,F                    ,R                              ,R                 ,C                    ,C                 ,R                      ,C                              ,C                        ,A                        ,A                      ,C                      ,                        ,R                ,                      ,                     ,                      ,F                          ,F                    ,A                    ,C                    ,F                  ,C                      ,F                       ,F                      ,R                  ,C                    ,C                    ,F                     ,R                     ,R                      ,R                 ,                         ,                     ,R                     ,                          ,                       ,                     ,                   ,                ,                    ,                        ,                           ,                      ,                         ,                         ,                        ,                       ,R                          ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 35,X,CC,   0.00,    663.4200,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,R                              ,R                 ,F                    ,C                 ,R                      ,C                              ,C                        ,A                        ,A                      ,C                      ,rR                      ,R                ,R                     ,R                    ,R                     ,F                          ,F                    ,A                    ,C                    ,F                  ,C                      ,F                       ,F                      ,C                  ,C                    ,F                    ,F                     ,R                     ,R                      ,                  ,C                        ,                     ,R                     ,                          ,R                      ,                     ,R                  ,                ,                    ,                        ,rR                         ,                      ,                         ,                         ,                        ,                       ,                           ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 37,X,CC,   0.00,    673.4400,Okada    ,Nannofossils                                 ,A              ,M                 ,R                    ,R                              ,R                 ,C                    ,C                 ,                       ,C                              ,C                        ,A                        ,A                      ,C                      ,                        ,R                ,R                     ,                     ,                      ,R                          ,F                    ,A                    ,C                    ,F                  ,A                      ,F                       ,F                      ,F                  ,C                    ,F                    ,F                     ,R                     ,                       ,                  ,C                        ,                     ,                      ,                          ,                       ,                     ,                   ,                ,R                   ,                        ,                           ,                      ,                         ,                         ,                        ,                       ,                           ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 38,X,CC,   0.00,    683.1300,Okada    ,Nannofossils                                 ,A              ,M                 ,F                    ,R                              ,                  ,C                    ,C                 ,                       ,C                              ,A                        ,A                        ,A                      ,F                      ,                        ,                 ,                      ,                     ,                      ,R                          ,F                    ,A                    ,F                    ,F                  ,C                      ,F                       ,F                      ,F                  ,C                    ,F                    ,F                     ,R                     ,                       ,                  ,C                        ,                     ,                      ,                          ,                       ,                     ,                   ,                ,R                   ,                        ,                           ,                      ,                         ,rR                       ,rR                      ,rR                     ,                           ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 39,X,CC,   0.00,    692.4000,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,                               ,R                 ,F                    ,C                 ,R                      ,C                              ,C                        ,A                        ,A                      ,F                      ,                        ,R                ,                      ,                     ,R                     ,F                          ,F                    ,A                    ,C                    ,F                  ,C                      ,F                       ,F                      ,F                  ,F                    ,F                    ,F                     ,R                     ,R                      ,                  ,F                        ,                     ,                      ,                          ,                       ,                     ,                   ,                ,                    ,R                       ,rR                         ,R                     ,R                        ,                         ,                        ,                       ,                           ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 41,X,CC,   0.00,    695.1600,Okada    ,Nannofossils                                 ,A              ,M                 ,F                    ,                               ,R                 ,F                    ,C                 ,                       ,C                              ,C                        ,A                        ,A                      ,C                      ,                        ,R                ,                      ,                     ,R                     ,R                          ,F                    ,A                    ,F                    ,F                  ,C                      ,F                       ,R                      ,F                  ,F                    ,F                    ,C                     ,                      ,R                      ,                  ,F                        ,                     ,                      ,                          ,                       ,R                    ,                   ,                ,R                   ,                        ,                           ,                      ,                         ,                         ,                        ,                       ,                           ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 42,X,CC,   0.00,    706.4200,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,                               ,                  ,C                    ,C                 ,                       ,C                              ,A                        ,A                        ,A                      ,C                      ,                        ,R                ,                      ,                     ,                      ,R                          ,F                    ,A                    ,F                    ,F                  ,C                      ,F                       ,R                      ,F                  ,C                    ,F                    ,F                     ,R                     ,R                      ,                  ,F                        ,                     ,                      ,                          ,                       ,R                    ,                   ,rR              ,                    ,                        ,                           ,                      ,                         ,                         ,                        ,                       ,                           ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 43,X,CC,  25.00,    720.7600,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,R                              ,F                 ,C                    ,C                 ,R                      ,C                              ,A                        ,A                        ,A                      ,C                      ,                        ,R                ,R                     ,                     ,R                     ,F                          ,F                    ,A                    ,F                    ,F                  ,C                      ,C                       ,F                      ,F                  ,C                    ,C                    ,F                     ,R                     ,R                      ,R                 ,F                        ,                     ,                      ,R                         ,R                      ,R                    ,R                  ,                ,                    ,                        ,                           ,                      ,                         ,                         ,                        ,                       ,                           ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 45,X,CC,   0.00,    730.8600,Okada    ,Nannofossils                                 ,A              ,G                 ,C                    ,R                              ,F                 ,C                    ,C                 ,R                      ,C                              ,A                        ,A                        ,A                      ,C                      ,                        ,F                ,F                     ,R                    ,R                     ,F                          ,F                    ,A                    ,F                    ,F                  ,C                      ,C                       ,R                      ,F                  ,F                    ,C                    ,F                     ,R                     ,R                      ,R                 ,F                        ,                     ,R                     ,                          ,                       ,                     ,                   ,                ,                    ,                        ,                           ,                      ,                         ,                         ,                        ,                       ,                           ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 46,X,CC,   0.00,    739.4900,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,                               ,R                 ,C                    ,A                 ,                       ,C                              ,A                        ,A                        ,A                      ,C                      ,rR                      ,F                ,R                     ,                     ,R                     ,R                          ,F                    ,A                    ,F                    ,C                  ,A                      ,F                       ,R                      ,R                  ,C                    ,F                    ,F                     ,                      ,                       ,R                 ,F                        ,rR                   ,                      ,                          ,                       ,                     ,                   ,                ,                    ,                        ,                           ,                      ,                         ,                         ,                        ,                       ,                           ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 997,B, 47,X,CC,   0.00,    749.6400,Okada    ,Nannofossils                                 ,A              ,M                 ,R                    ,R                              ,R                 ,C                    ,C                 ,R                      ,C                              ,A                        ,A                        ,A                      ,C                      ,rR                      ,F                ,R                     ,R                    ,R                     ,F                          ,F                    ,A                    ,C                    ,C                  ,C                      ,F                       ,F                      ,F                  ,F                    ,C                    ,F                     ,R                     ,R                      ,                  ,                         ,                     ,                      ,                          ,                       ,                     ,                   ,                ,                    ,                        ,                           ,                      ,                         ,                         ,                        ,                       ,                           ,                   ,                            ,                       ,                             ,                                    ,                    ,                        ,                       ,                      ,                       ,                   ,                    ,                         ,                       ,                    ,from shipboard Excel file of H. Okada(1767); Leg 164 file Paleo Data997B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
