Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Uvigerina pigmea	Stilostomella subspinosa	Stilostomella modesta	Stilostomella lepidula	Pleurostomella brevis	Pleurostomella alternans	Melonis pacificus	Gyroidinoides soldanii	Gyroidinoides altispirus	Globocassidulina subglobosa (medium size)	Bulimina semicostata	Bolivinopsis gryzbowski	Anomalinoides semicribratus	Pullenia bulloides	Pleurostomella subcylindrica	Pleurostomella sp.	Planulina renzi	Orthomorphina perversa	Karreriella bradyi	Gyroidinoides planulatus	Globocassidulina subglobosa (small form)	Globocassidulina subglobosa (large form)	Cibicidoides kullenbergi	Cassidulina ornata	Buliminella sp.	Alabamina haitiensis	Orthomorphina rohri	Cibicidoides bradyi	Cibicides vortex	Nuttallides umbonifera	Martinottiella petrosa	Cassidulina crassa	Vulvulina spinosa	Pullenia sp.	Melonis affinis	Cibicidoides havanensis	Chrysalogonium equisetiformis	Bolivina pseudoplicata	Spiroplectammina spinosa	Pullenia quinqueloba	Heterolepa dohmi	Cibicidoides sp.	Uvigerina pigmea (spinose)	Oridorsalis umbonatus	Stilostomella insecta	Epistominella exigua	Cibicidoides perlucidus	Cibicidoides cicatricosus	Bolivina striatocola	Textularia cf. T. flintii	Lenticulina vortex	Stilostomella fistuca	Virgulinid (small)	Eggerella bradyi	Bulimina alazanensis	Nodosaria stiliformis	Gyroidinoides altiformis	Cibicidoides trincherasensis	Bulava sp.	Nodosariid (large fragments)	Bolivina pulchra	Bolivina cf. B. pulchra	Pullenia quadriloba	Bulimina macilenta	Favocassidulina favus	Karreriella subrotundata	Bolivina tortuosa	Melonis barleeanus	Siphotextularia catenata	Anomalinoides globulosus	Cassidulina laevigata	Uvigerina auberiana	Ehrenbergina hystrix	Bolivina villaverniensis	Uvigerina hispidocostata	Stilostomella lepidula (smooth)	Pyrgo murrhina	Pleurostomella spp.	Planulina renzi (atypical)	Oridorsalis umbonatus (smooth margin)	Oridorsalis umbonatus  (scallopped margin)	Miliolid taxa	Laticarinina pauperata	Lagenid taxa	Ehrenbergina trigona	Uvigerina proboscidea	Uvigerina interruptacostata	Orthomorphina koina	Dentalina sp.	Cibicidoides kullenbergi (flat)	Cibicides wuellerstorfi	Gyroidinoides neosoldanii	Cassidulinoides bradyi	Alabamina sp.	Martinottiella variabilis	Martinottiella communis	Sphaeroidina bulloides	Lenticulinid (juvenile)	Lenticulina cushmani	Cibicides cf. C. notocenicus	Melonis pompilioides	Hopkinsina mioindex	Dentalina stimulea	Triloculina lucernula	Stilostomella cf. S. fistuca (striate)	Osangularia bengalensis	Allomorphina sp.	Dentalina neugeboreni	Bolivinopsis praelonga	Comment
  SR	Middle Miocene   	                 	                  	              	115	 709	A	 13	H	 5	 120.00	    123.4000	Boersma  	Benthic Foraminifers                         	               	G                 	                	                        	                     	+                     	                     	                        	                 	+                     	+                       	F                                        	                    	                       	                           	                  	                            	                  	               	                      	                  	                        	+                                       	R                                       	                        	                  	               	                    	                   	+                  	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	F/C                  	                     	                    	                       	                         	cf                  	+                        	                  	                     	                  	                	+                   	                     	                        	                            	+         	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	T                       	                     	+                  	+                   	+                       	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 14	H	 4	 120.00	    131.5000	Boersma  	Benthic Foraminifers                         	               	G                 	                	                        	                     	+                     	                     	                        	                 	                      	                        	+                                        	                    	                       	                           	T                 	                            	                  	               	                      	                  	+                       	                                        	+                                       	+                       	                  	               	                    	+                  	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	+                   	                	                	+                         	R                    	                     	+                   	                       	                         	+                   	                         	                  	                     	                  	                	+                   	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	+                       	+                    	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 14	H	 6	 120.00	    134.5000	Boersma  	Benthic Foraminifers                         	               	VG                	                	                        	+                    	T                     	                     	+                       	+                	                      	+                       	                                         	R                   	                       	                           	F                 	T                           	                  	               	                      	                  	R                       	T                                       	T                                       	+                       	                  	               	                    	                   	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	R                   	                	                	                          	F                    	+                    	                    	                       	                         	F                   	                         	                  	                     	                  	                	+                   	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	+                       	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	Redeposited benthic foraminifers 3-5. from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 15	H	 2	 120.00	    138.2000	Boersma  	Benthic Foraminifers                         	               	P                 	                	                        	R                    	F/C                   	                     	                        	+                	T                     	                        	T                                        	                    	                       	                           	F                 	                            	                  	+              	+                     	+                 	+                       	F/C                                     	F/C                                     	+                       	                  	               	                    	                   	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	+                       	                    	                	                	+                         	F                    	                     	+                   	+                      	                         	F                   	                         	                  	                     	                  	                	                    	                     	                        	+                           	          	R                           	                	                       	                   	+                 	+                    	                        	                 	                  	+                       	+                       	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 16	H	 1	 120.00	    146.4000	Boersma  	Benthic Foraminifers                         	               	G                 	                	                        	+                    	R                     	                     	                        	                 	+                     	+                       	+                                        	+                   	                       	                           	                  	                            	                  	               	                      	                  	                        	                                        	+                                       	T                       	                  	               	                    	+                  	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	R                    	                     	+                   	                       	                         	+                   	                         	                  	                     	                  	                	                    	+                    	                        	                            	          	                            	                	                       	                   	                  	+                    	                        	                 	+                 	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 16	H	 6	 120.00	    153.9000	Boersma  	Benthic Foraminifers                         	               	G                 	                	                        	                     	T                     	                     	                        	T                	                      	+                       	+                                        	+                   	                       	                           	T                 	                            	                  	               	                      	                  	                        	+                                       	                                        	                        	                  	               	                    	A                  	                   	                	                      	+                     	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	F                    	                     	                    	                       	                         	F                   	                         	                  	                     	                  	+               	                    	                     	                        	                            	          	+                           	                	                       	                   	                  	                     	+                       	+                	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 17	H	 1	 120.00	    156.1000	Boersma  	Benthic Foraminifers                         	               	VG                	                	                        	                     	F                     	                     	T                       	                 	                      	                        	                                         	                    	                       	                           	+                 	+                           	                  	               	                      	                  	                        	F                                       	+                                       	                        	                  	               	                    	                   	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	+                   	                	                	                          	R                    	                     	                    	                       	                         	T                   	                         	                  	                     	                  	                	+                   	                     	                        	                            	          	                            	                	                       	                   	                  	+                    	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 17	H	 2	 120.00	    157.6000	Boersma  	Benthic Foraminifers                         	               	G                 	                	                        	                     	F                     	                     	                        	                 	+                     	+                       	F                                        	                    	                       	                           	R                 	                            	                  	               	+                     	                  	                        	F                                       	F                                       	F                       	                  	               	                    	                   	                   	                	R                     	                      	                  	                 	T           	               	                       	                             	+                     	+                       	T                   	                	                	T                         	F                    	                     	                    	                       	                         	+                   	                         	                  	                     	                  	                	+                   	                     	                        	                            	          	+                           	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 17	H	 3	 120.00	    159.1000	Boersma  	Benthic Foraminifers                         	               	VG                	                	                        	                     	F                     	+                    	R                       	                 	                      	T                       	+                                        	+                   	                       	T                          	F                 	T                           	                  	               	                      	+                 	+                       	F                                       	T                                       	                        	                  	               	                    	                   	                   	                	                      	+                     	                  	                 	            	               	                       	+                            	                      	                        	F                   	                	                	+                         	F                    	                     	                    	                       	                         	F                   	                         	                  	                     	                  	+               	+                   	                     	                        	                            	          	                            	+               	                       	+                  	+                 	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 17	H	 4	 120.00	    160.6000	Boersma  	Benthic Foraminifers                         	               	G                 	                	R                       	+                    	F                     	T                    	F                       	+                	R                     	R                       	F                                        	                    	+                      	+                          	F                 	T                           	                  	               	                      	                  	                        	F/C                                     	F                                       	F                       	                  	               	                    	+                  	+                  	                	                      	                      	                  	+                	            	               	                       	                             	                      	T                       	F                   	                	                	+                         	F/C                  	+                    	                    	                       	                         	R                   	+                        	                  	                     	                  	                	                    	T                    	                        	                            	          	+                           	+               	T                      	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 17	H	 5	 120.00	    162.1000	Boersma  	Benthic Foraminifers                         	               	VG                	                	                        	                     	+                     	+                    	+                       	                 	+                     	                        	                                         	                    	                       	+                          	+                 	                            	R                 	               	+                     	                  	R                       	F                                       	T                                       	                        	                  	               	                    	T                  	                   	                	                      	                      	                  	                 	+           	               	                       	+                            	+                     	                        	R                   	                	                	                          	F                    	                     	+                   	                       	                         	T                   	+                        	                  	                     	+                 	+               	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 17	H	 6	 120.00	    163.6000	Boersma  	Benthic Foraminifers                         	               	VG                	+               	                        	+                    	+                     	+                    	                        	                 	                      	+                       	T                                        	T                   	                       	                           	R                 	+                           	F                 	               	+                     	                  	+                       	F/C                                     	+                                       	+                       	                  	+              	                    	+                  	+                  	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	R                   	                	                	                          	F                    	                     	                    	                       	                         	                    	                         	                  	+                    	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 18	H	 1	 120.00	    165.8000	Boersma  	Benthic Foraminifers                         	               	G                 	                	R                       	                     	T                     	T                    	                        	                 	                      	                        	+                                        	                    	                       	+                          	R                 	+                           	+                 	               	                      	R                 	+                       	F                                       	+                                       	                        	                  	               	                    	                   	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	R                   	                	                	T                         	R                    	                     	                    	                       	                         	                    	                         	                  	+                    	                  	                	                    	                     	                        	+                           	+         	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 18	H	 2	 120.00	    167.3000	Boersma  	Benthic Foraminifers                         	               	VG                	                	+                       	                     	F                     	                     	                        	                 	                      	+                       	                                         	                    	                       	+                          	+                 	+                           	R                 	               	                      	                  	                        	F                                       	R                                       	+                       	+                 	               	                    	+                  	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	R                    	                     	                    	T                      	                         	+                   	+                        	                  	                     	+                 	                	                    	+                    	+                       	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 18	H	 3	 120.00	    168.8000	Boersma  	Benthic Foraminifers                         	               	VP                	                	                        	                     	F                     	                     	                        	                 	                      	+                       	T                                        	T                   	                       	R                          	F                 	+                           	F                 	               	                      	                  	+                       	F/C                                     	F                                       	R                       	+                 	R              	                    	                   	+                  	                	F                     	                      	                  	+                	            	               	                       	                             	                      	                        	F                   	                	                	                          	F/C                  	+                    	                    	                       	                         	F/C                 	                         	+                 	                     	+                 	+               	+                   	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 18	H	 4	 120.00	    170.3000	Boersma  	Benthic Foraminifers                         	               	VP                	                	                        	+                    	F/C                   	                     	                        	                 	                      	+                       	F/C                                      	T                   	                       	                           	R                 	                            	F                 	               	+                     	                  	T                       	F/C                                     	                                        	+                       	                  	               	                    	                   	                   	                	F/C                   	+                     	                  	                 	            	               	                       	                             	                      	                        	F                   	                	                	                          	F/C                  	                     	                    	                       	                         	F/C                 	                         	                  	+                    	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 18	H	 6	 120.00	    173.3000	Boersma  	Benthic Foraminifers                         	               	VG                	                	                        	                     	T                     	                     	                        	                 	+                     	R                       	T                                        	+                   	                       	                           	                  	                            	R                 	               	                      	                  	+                       	F/C                                     	+                                       	T                       	T                 	               	                    	                   	                   	                	+                     	+                     	                  	                 	            	               	                       	                             	                      	                        	+                   	                	T               	                          	                     	                     	T                   	                       	                         	F                   	T                        	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 19	H	 1	 120.00	    175.5000	Boersma  	Benthic Foraminifers                         	               	VG                	+               	                        	+                    	F                     	                     	+                       	                 	                      	                        	T                                        	+                   	                       	+                          	+                 	+                           	R                 	               	                      	+                 	                        	F/C                                     	                                        	                        	                  	               	                    	                   	                   	                	R                     	                      	                  	+                	            	               	                       	                             	                      	                        	T                   	                	+               	+                         	                     	                     	+                   	                       	                         	T                   	+                        	T                 	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 19	H	 2	 117.00	    176.9700	Boersma  	Benthic Foraminifers                         	               	M                 	+               	                        	                     	F                     	                     	                        	                 	T                     	+                       	T                                        	                    	                       	T                          	T                 	                            	R                 	+              	                      	                  	+                       	F/C                                     	+                                       	+                       	                  	               	                    	+                  	                   	                	R                     	                      	                  	                 	            	               	                       	                             	                      	                        	T                   	                	                	+                         	F                    	+                    	+                   	+                      	+                        	F/C                 	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 19	H	 3	 120.00	    178.5000	Boersma  	Benthic Foraminifers                         	               	M                 	                	                        	                     	R                     	                     	                        	                 	+                     	+                       	+                                        	                    	                       	                           	                  	                            	R                 	T              	+                     	                  	                        	F/C                                     	R                                       	                        	+                 	               	                    	                   	                   	                	                      	+                     	                  	                 	            	               	+                      	                             	+                     	                        	F                   	                	                	                          	+                    	R                    	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 19	H	 4	  69.00	    179.4900	Boersma  	Benthic Foraminifers                         	               	P                 	                	                        	                     	R                     	                     	                        	                 	R                     	                        	+                                        	T                   	                       	T                          	F                 	+                           	F                 	T              	                      	                  	R                       	F/C                                     	F/C                                     	R                       	                  	T              	                    	                   	                   	                	F                     	                      	                  	+                	            	               	                       	                             	                      	                        	F                   	                	+               	+                         	T                    	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 20	H	 1	 120.00	    185.1000	Boersma  	Benthic Foraminifers                         	               	M                 	                	                        	+                    	T                     	                     	                        	                 	+                     	F/C                     	R                                        	                    	                       	F                          	                  	                            	F/C               	               	                      	+                 	+                       	                                        	+                                       	R                       	                  	               	                    	                   	+                  	                	                      	T                     	                  	T                	            	               	+                      	                             	                      	+                       	T                   	T               	R               	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 20	H	 2	 140.00	    186.8000	Boersma  	Benthic Foraminifers                         	               	M                 	                	                        	                     	F                     	                     	                        	+                	                      	T                       	                                         	T                   	                       	+                          	                  	                            	F                 	R              	                      	                  	+                       	+                                       	+                                       	                        	                  	               	                    	                   	                   	                	                      	+                     	R                 	+                	+           	+              	+                      	+                            	+                     	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 20	H	 3	 120.00	    188.1000	Boersma  	Benthic Foraminifers                         	               	G                 	+               	                        	                     	R                     	+                    	                        	+                	T                     	                        	+                                        	                    	                       	+                          	                  	+                           	R                 	               	+                     	                  	                        	+                                       	                                        	                        	+                 	               	                    	                   	                   	                	T                     	T                     	+                 	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 20	H	 5	 120.00	    191.1000	Boersma  	Benthic Foraminifers                         	               	VG                	                	                        	                     	+                     	                     	+                       	                 	+                     	+                       	                                         	+                   	                       	R                          	+                 	                            	R                 	               	+                     	T                 	                        	                                        	+                                       	                        	                  	+              	                    	+                  	+                  	+               	                      	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 20	H	 6	  82.00	    192.2200	Boersma  	Benthic Foraminifers                         	               	G                 	                	                        	                     	T                     	                     	                        	+                	                      	F                       	+                                        	                    	                       	+                          	+                 	+                           	R                 	+              	T                     	+                 	+                       	T                                       	+                                       	+                       	+                 	+              	T                   	                   	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

  SR	Early Miocene    	                 	                  	              	115	 709	A	 21	H	CC	  17.00	    202.2700	Boersma  	Benthic Foraminifers                         	               	G                 	T               	R                       	+                    	F                     	T                    	+                       	+                	+                     	F                       	+                                        	+                   	+                      	+                          	                  	                            	                  	               	                      	                  	                        	                                        	                                        	                        	                  	               	                    	                   	                   	                	                      	                      	                  	                 	            	               	                       	                             	                      	                        	                    	                	                	                          	                     	                     	                    	                       	                         	                    	                         	                  	                     	                  	                	                    	                     	                        	                            	          	                            	                	                       	                   	                  	                     	                        	                 	                  	                        	                        	                     	                   	                    	                        	                        	                               	              	                   	                          	                                     	                                          	             	                      	            	                    	                     	                           	                   	             	                               	                       	                         	                      	             	                         	                       	                      	                       	                    	                            	                    	                   	                  	                     	                                      	                       	                	                     	                      	from 115 SR. Chapter 20. Table 15. pages 358-360.

