Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),,Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeugrhabdotus embergeri,Watznaueria biporta,Watznaueria barnesae,Rhagodiscus asper,Quadrum eneabrachium,Microstaurus chiastius,Manivitella pemmatoidea,Lithraphidites carniolensis carniolensis,Hayesites irregularis,Haqius circumradiatus,Glaukolithus bicrescenticus,Flabellites biforaminis,Cretarhabdus crenulatus,Assipetra infracretacea,Watznaueria britannica,Eprolithus floralis,Laguncula dorotheae,Eiffellithus turriseiffelii,Tetrapodorhabdus coptensis,Tegumentum stradneri,Prediscosphaera columnata,Placozygus tractus,Loxolithus armilla,Cylindralithus nudus,Broinsonia dentata,Axopodorhabdus albianus,Watznaueria fossacincta,Tranolithus phacelosus,Reinhardtites anthophorus,Quadrum gothicum,Quadrum gartneri,Micula cubiformis,Glaukolithus diplogrammus,Eiffellithus eximius,Cylindralithus stradneri,Cylindralithus coangustatus,Cyclagelosphaera margerelii,Cribrosphaerella romanica,Cribrosphaerella ehrenbergii,Cretarhabdus octofenestratus,Cretarhabdus conicus,Chiastozygus fessus,Ceratolithoides self-trailiae,Ceratolithoides indiensis,Calculites ovalis,Broinsonia parca constricta,Broinsonia bevieri,Tranolithus argos,Stoverius biarcus,Rhagodiscus indistinctus,Prediscosphaera cretacea,Micula swastica,Micula staurophora,Cribrosphaerella obovata,Arkhangelskiella cymbiformis var NT,Arkhangelskiella cymbiformis,Quadrum trifidum (short arms),Reinhardtites levis,Micula aff praemura (high),Broinsonia parca,Micula praemurus,Chiastozygus litterarius,Cribrocorona gallica,Prinsius tenuiculum,Prinsius martinii,Prinsius dimorphosus,Ericsonia subpertusa,Ericsonia sp. 4,Ericsonia alternans,Cruciplacolithus tenuis,Cruciplacolithus intermedius,Coccolithus pelagicus,Chiasmolithus danicus,Toweius eminens,Sphenolithus primus,Fasciculithus tympaniformis,Discoaster multiradiatus,Cruciplacolithus frequens,Tribrachiatus orthostylus,Toweius occultatus,Coccolithus cavus,Chiasmolithus eograndis,Campylosphaera eodela,Sphenolithus editus,Ericsonia formosa,Discoaster saipanensis,Discoaster kuepperi,Discoaster diastypus,Discoaster barbadiensis,Sphenolithus spiniger,Sphenolithus radians,Sphenolithus pseudoradians,Nannotetrina fulgens,Nannotetrina alata,Chiasmolithus grandis,Chiasmolithus consuetus,Rhabdosphaera inflata,Discoaster sublodoensis,Chiasmolithus titus,Chiasmolithus gigas,Sphenolithus furcatolithoides,Chiasmolithus solitus,Reticulofenestra umbilica,Cyclolithella protoannula,Cribrocentrum reticulatum,Chiasmolithus oamaruensis,Sphenolithus moriformis,Helicosphaera salebrosa,Helicosphaera lophota,Helicosphaera compacta,Dictyococcites bisectus,Reticulofenestra hillae,Discoaster tanii,Discoaster strictus,Cyclicargolithus floridanus,Coccolithus miopelagicus,Sphenolithus neoabies,Sphenolithus heteromorphus,Sphenolithus predistentus,Reticulofenestra circus,Discoaster deflandrei,Lanternithus minutus,Discoaster calculosus,Clausicoccus fenestratus,Zygrhablithus bijugatus,Sphenolithus distentus,Discoaster adamanteus,Cyclicargolithus abisectus,Sphenolithus ciperoensis,Sphenolithus dissimilis,Discoaster druggii,Cyclicargolithus floridanus abisectus,Calcidiscus tropicus,Tetralithoides symeonidesii,Helicosphaera carteri,Discoaster deflandrei (5 ray),Coronocyclus prionion,Hayaster perplexus,Coronocyclus nitescens,Calcidiscus premacintyrei,Umbilicosphaera sibogae,Helicosphaera waltrans,Helicosphaera euphratis,Triquetrorhabdulus rioensis,Scyphosphaera martinii,Reticulofenestra pseudoumbilicus,Triquetrorhabdulus serratus,Triquetrorhabdulus rugosus,Sphenolithus abies,Coronocyclus nitescens (elliptical),Calcidiscus leptoporus,Scyphosphaera amphora,Discoaster kugleri,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Maestrichtian    ,Maestrichtian    ,                  ,              ,,192,1183,A,39,R,CC,17.00,988.3800,Bergen   ,Nannofossils                                 ,               ,                  ,                       ,                   ,F                   ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,R                      ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,R                   ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,R                       ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,F              ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,R               ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,                     ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,,192,1183,A,43,R,CC,0.00,1022.0800,Bergen   ,Nannofossils                                 ,               ,                  ,                       ,                   ,C                   ,                 ,                    ,                      ,F                      ,                                        ,                     ,                     ,R                          ,                       ,R                      ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,F                   ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,R                        ,                            ,R                           ,                    ,                   ,R                            ,F                        ,                 ,                           ,                  ,                 ,                 ,R                       ,                        ,F              ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,R               ,                        ,F                   ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,                     ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Maestrichtian    ,Campanian        ,                  ,              ,,192,1183,A,45,R,CC,0.00,1043.3199,Bergen   ,Nannofossils                                 ,C              ,P                 ,R                      ,                   ,C                   ,                 ,                    ,                      ,F                      ,F                                       ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,F                 ,R                   ,                  ,                       ,                       ,                      ,                         ,+               ,R               ,                 ,                         ,                    ,R                       ,R                          ,                           ,F                        ,R                           ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,R                ,R                       ,                        ,               ,                  ,R                       ,                                   ,                            ,R                            ,                   ,R                         ,                ,R               ,+                       ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,                     ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,CC22(Perch-Nielsen),CC22(Perch-Nielsen),,192,1183,A,46,R,CC,0.00,1051.6500,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,C                   ,                 ,                    ,                      ,F                      ,F                                       ,                     ,                     ,R                          ,                       ,C                      ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,F                 ,R                   ,                  ,                       ,                       ,R                     ,                         ,R               ,R               ,                 ,                         ,                    ,R                       ,R                          ,                           ,F                        ,R                           ,                            ,                    ,R                  ,R                            ,                         ,                 ,R                          ,                  ,                 ,R                ,                        ,                        ,               ,                  ,                        ,                                   ,R                           ,R                            ,R                  ,R                         ,R               ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,                     ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,CC22(Perch-Nielsen),CC22(Perch-Nielsen),,192,1183,A,47,R,CC,0.00,1060.7000,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,R                  ,C                   ,                 ,                    ,                      ,F                      ,F                                       ,                     ,                     ,                           ,                       ,C                      ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,R                 ,F                   ,                  ,                       ,F                      ,R                     ,                         ,R               ,R               ,                 ,                         ,                    ,R                       ,                           ,R                          ,F                        ,R                           ,                            ,                    ,R                  ,                             ,R                        ,                 ,R                          ,                  ,R                ,R                ,R                       ,                        ,F              ,                  ,                        ,R                                  ,                            ,R                            ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,                     ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,base trifidus
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,CC21(Perch-Nielsen),CC21(Perch-Nielsen),,192,1183,A,48,R,CC,17.00,1071.0900,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,R                  ,A                   ,                 ,                    ,                      ,F                      ,C                                       ,                     ,R                    ,                           ,                       ,C                      ,                       ,                      ,                   ,                   ,R                          ,                          ,                    ,                         ,                  ,F                 ,F                   ,                  ,                       ,F                      ,R                     ,                         ,R               ,F               ,R                ,                         ,                    ,F                       ,R                          ,R                          ,F                        ,R                           ,R                           ,R                   ,R                  ,+                            ,R                        ,                 ,F                          ,R                 ,R                ,R                ,R                       ,R                       ,R              ,R                 ,R                       ,R                                  ,R                           ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,                     ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,top H.circum
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,CC21(Perch-Nielsen),CC21(Perch-Nielsen),,192,1183,A,49,R,CC,16.00,1078.6600,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,A                   ,                 ,                    ,                      ,R                      ,                                        ,                     ,                     ,R                          ,                       ,C                      ,                       ,                      ,                   ,                   ,R                          ,                          ,                    ,                         ,                  ,R                 ,F                   ,                  ,                       ,R                      ,R                     ,R                        ,R               ,R               ,R                ,R                        ,R                   ,R                       ,F                          ,R                          ,C                        ,R                           ,R                           ,R                   ,F                  ,R                            ,R                        ,R                ,F                          ,R                 ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,                     ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,"top Eex, Gdiplo,Covalis"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Albian           ,Albian           ,CC9,CC9,,192,1183,A,50,R,CC,18.00,1091.7800,Bergen   ,Nannofossils                                 ,C              ,P                 ,F                      ,                   ,C                   ,R                ,R                   ,R                     ,F                      ,                                        ,                     ,R                    ,R                          ,R                      ,C                      ,R                      ,R                     ,R                  ,                   ,R                          ,R                         ,R                   ,R                        ,R                 ,R                 ,F                   ,R                 ,R                      ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,                     ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Albian           ,Albian           ,CC9,CC9,,192,1183,A,51,R,CC,23.00,1101.5900,Bergen   ,Nannofossils                                 ,F              ,P                 ,R                      ,+                  ,F                   ,R                ,+                   ,R                     ,                       ,+                                       ,                     ,+                    ,R                          ,                       ,+                      ,                       ,R                     ,R                  ,R                  ,R                          ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,                     ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Albian           ,Albian           ,                  ,              ,,192,1183,A,52,R,CC,15.00,1113.3800,Bergen   ,Nannofossils                                 ,F              ,P                 ,F                      ,R                  ,F                   ,                 ,R                   ,R                     ,                       ,R                                       ,                     ,R                    ,                           ,                       ,R                      ,R                      ,R                     ,R                  ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,                     ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,,192,1183,A,53,R,CC,0.00,1122.5800,Bergen   ,Nannofossils                                 ,C              ,P                 ,F                      ,R                  ,C                   ,R                ,R                   ,R                     ,R                      ,F                                       ,R                    ,R                    ,R                          ,R                      ,R                      ,R                      ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,                     ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,                       ,                       ,                ,                   ,                           ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
