genus species name,pbdb_taxon_id,checked,pbdb_taxon_name,pbdb_taxon_rank,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
Pseudomicula quadrata,88011,True,Pseudomicula quadrata,species,88011,Pseudomicula quadrata,87748,Pseudomicula,87656,Microrhabdulaceae,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Pseudotriquetrorhabdulus inversus,,True,,,,,,,,,,,,,,,,,,
Quadrum gartneri,87958,True,Quadrum gartneri,species,87958,Quadrum gartneri,87743,Quadrum,87654,Polycyclolithaceae,87644,Haptophyta,,,423060,Braarudosphaerales,418920,Coccolithophyceae,28595,Life
Quadrum intermedium,87956,True,Quadrum intermedium,species,87956,Quadrum intermedium,87743,Quadrum,87654,Polycyclolithaceae,87644,Haptophyta,,,423060,Braarudosphaerales,418920,Coccolithophyceae,28595,Life
Reinhardtites anthophorus,88666,True,Reinhardtites anthophorus,species,88666,Reinhardtites anthophorus,87871,Reinhardtites,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Reinhardtites biperforatus,,True,,,,,,,,,,,,,,,,,,
Reinhardtites levis,88665,True,Reinhardtites levis,species,88665,Reinhardtites levis,87871,Reinhardtites,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Repagulum parvidentatum,88126,True,Repagulum parvidentatum,species,88126,Repagulum parvidentatum,87782,Repagulum,,,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Retecapsa crenulata,88271,True,Retecapsa crenulata,species,88271,Retecapsa crenulata,87808,Retecapsa,87666,Cretarhabdaceae,87644,Haptophyta,,,87649,Podorhabdales,418920,Coccolithophyceae,28595,Life
Retecapsa ficula,88269,True,Retecapsa ficula,species,88269,Retecapsa ficula,87808,Retecapsa,87666,Cretarhabdaceae,87644,Haptophyta,,,87649,Podorhabdales,418920,Coccolithophyceae,28595,Life
Retecapsa schizobrachiata,88262,True,Retecapsa schizobrachiata,species,88262,Retecapsa schizobrachiata,87808,Retecapsa,87666,Cretarhabdaceae,87644,Haptophyta,,,87649,Podorhabdales,418920,Coccolithophyceae,28595,Life
Retecapsa surirella,88260,True,Retecapsa surirella,species,88260,Retecapsa surirella,87808,Retecapsa,87666,Cretarhabdaceae,87644,Haptophyta,,,87649,Podorhabdales,418920,Coccolithophyceae,28595,Life
Reticulofenestra pseudoumbilica,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra asanoi,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra callida,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra cisnerosii,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra daviesii,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra dictyoda,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra gelida,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra hampdenensis,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra haqii,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra hillae,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra minuta,388325,True,Reticulofenestra minuta,species,388325,Reticulofenestra minuta,255392,Reticulofenestra,,,87644,Haptophyta,,,,,,,28595,Life
Reticulofenestra minutula,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra oamaruensis,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra perplexa,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra producta,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra reticulata,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra rotaria,388324,True,Reticulofenestra rotaria,species,388324,Reticulofenestra rotaria,255392,Reticulofenestra,,,87644,Haptophyta,,,,,,,28595,Life
Reticulofenestra samodurovii,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra scrippsae,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra stavensis,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra isabellae,,True,,,,,,,,,,,,,,,,,,
Rhabdosphaera clavigera,,True,,,,,,,,,,,,,,,,,,
Rhabdosphaera sicca,,True,,,,,,,,,,,,,,,,,,
Rhabdosphaera tenuis,,True,,,,,,,,,,,,,,,,,,
Rhagodiscus achylostaurion,,True,,,,,,,,,,,,,,,,,,
Rhagodiscus angustus,88531,True,Rhagodiscus angustus,species,88531,Rhagodiscus angustus,87857,Rhagodiscus,87674,Rhagodiscaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Rhagodiscus asper,88529,True,Rhagodiscus asper,species,88529,Rhagodiscus asper,87857,Rhagodiscus,87674,Rhagodiscaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Rhagodiscus indistinctus,88523,True,Rhagodiscus indistinctus,species,88523,Rhagodiscus indistinctus,87857,Rhagodiscus,87674,Rhagodiscaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Rhagodiscus robustus,88516,True,Rhagodiscus robustus,species,88516,Rhagodiscus robustus,87857,Rhagodiscus,87674,Rhagodiscaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Rhomboaster bramlettei,,True,,,,,,,,,,,,,,,,,,
Rhomboaster calcitrapa,,True,,,,,,,,,,,,,,,,,,
Rhomboaster cuspis,,True,,,,,,,,,,,,,,,,,,
Rhomboaster svabenickiae,,True,,,,,,,,,,,,,,,,,,
Rotelapillus biarcus,88487,True,Rotelapillus biarcus,species,88487,Rotelapillus biarcus,87847,Rotelapillus,87672,Stephanolithiaceae,87644,Haptophyta,,,87651,Stephanolithiales,418920,Coccolithophyceae,28595,Life
Rotelapillus crenulatus,88485,True,Rotelapillus crenulatus,species,88485,Rotelapillus crenulatus,87847,Rotelapillus,87672,Stephanolithiaceae,87644,Haptophyta,,,87651,Stephanolithiales,418920,Coccolithophyceae,28595,Life
Rotelapillus laffittei,88483,True,Rotelapillus laffittei,species,88483,Rotelapillus laffittei,87847,Rotelapillus,87672,Stephanolithiaceae,87644,Haptophyta,,,87651,Stephanolithiales,418920,Coccolithophyceae,28595,Life
Rucinolithus magnus,87933,True,Rucinolithus magnus,species,87933,Rucinolithus magnus,87736,Rucinolithus,87654,Polycyclolithaceae,87644,Haptophyta,,,423060,Braarudosphaerales,418920,Coccolithophyceae,28595,Life
Rucinolithus wisei,87931,True,Rucinolithus wisei,species,87931,Rucinolithus wisei,87736,Rucinolithus,87654,Polycyclolithaceae,87644,Haptophyta,,,423060,Braarudosphaerales,418920,Coccolithophyceae,28595,Life
Scyphosphaera apsteinii,,True,,,,,,,,,,,,,,,,,,
Scyphosphaera canescens,,True,,,,,,,,,,,,,,,,,,
Scyphosphaera cylindrica,,True,,,,,,,,,,,,,,,,,,
Scyphosphaera globulata,,True,,,,,,,,,,,,,,,,,,
Scyphosphaera intermedia,,True,,,,,,,,,,,,,,,,,,
Scyphosphaera lagena,,True,,,,,,,,,,,,,,,,,,
Scyphosphaera pulcherrima,,True,,,,,,,,,,,,,,,,,,
Scyphosphaera ventriosa,,True,,,,,,,,,,,,,,,,,,
Seribiscutum primitivum,88344,True,Seribiscutum primitivum,species,88344,Seribiscutum primitivum,87823,Seribiscutum,87669,Biscutaceae,87644,Haptophyta,,,87649,Podorhabdales,418920,Coccolithophyceae,28595,Life
Solidopons petrae,,True,,,,,,,,,,,,,,,,,,
Speetonia colligata,88259,True,Speetonia colligata,species,88259,Speetonia colligata,87807,Speetonia,87666,Cretarhabdaceae,87644,Haptophyta,,,87649,Podorhabdales,418920,Coccolithophyceae,28595,Life
Sphenolithus akropodus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus anarrhopus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus arthurii,,True,,,,,,,,,,,,,,,,,,
Sphenolithus celsus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus conicus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus conspicuus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus cuniculus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus distentus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus editus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus furcatolithoides,,True,,,,,,,,,,,,,,,,,,
Sphenolithus grandis,,True,,,,,,,,,,,,,,,,,,
Sphenolithus neoabies,,True,,,,,,,,,,,,,,,,,,
Sphenolithus obtusus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus orphanknollensis,,True,,,,,,,,,,,,,,,,,,
Sphenolithus primus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus pseudoheteromorphus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus pseudoradians,,True,,,,,,,,,,,,,,,,,,
Sphenolithus radians,414956,True,Sphenolithus radians,species,414956,Sphenolithus radians,255390,Sphenolithus,,,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Sphenolithus runus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus spiniger,,True,,,,,,,,,,,,,,,,,,
Sphenolithus strigosus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus tribulosus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus villae,,True,,,,,,,,,,,,,,,,,,
Staurolithites angustus,88716,True,Staurolithites angustus,species,88716,Staurolithites angustus,87876,Staurolithites,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Staurolithites flavus,88705,True,Staurolithites flavus,species,88705,Staurolithites flavus,87876,Staurolithites,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Staurolithites gausorhethium,88703,True,Staurolithites gausorhethium,species,88703,Staurolithites gausorhethium,87876,Staurolithites,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Staurolithites mutterlosei,88687,True,Staurolithites mutterlosei,species,88687,Staurolithites mutterlosei,87876,Staurolithites,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Staurolithites siesseri,88681,True,Staurolithites siesseri,species,88681,Staurolithites siesseri,87876,Staurolithites,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Stoverius achylosus,88473,True,Stoverius achylosus,species,88473,Stoverius achylosus,87845,Stoverius,87672,Stephanolithiaceae,87644,Haptophyta,,,87651,Stephanolithiales,418920,Coccolithophyceae,28595,Life
Stoverius coronatus,,True,,,,,,,,,,,,,,,,,,
Syracosphaera histrica,,True,,,,,,,,,,,,,,,,,,
Syracosphaera lamina,,True,,,,,,,,,,,,,,,,,,
Syracosphaera pulchra,,True,,,,,,,,,,,,,,,,,,
Tegumentum stradneri,88549,True,Tegumentum stradneri,species,88549,Tegumentum stradneri,87860,Tegumentum,87675,Eiffellithaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Tetralithoides quadrilaminata,,True,,,,,,,,,,,,,,,,,,
Tetralithoides symeonidesii,,True,,,,,,,,,,,,,,,,,,
Tetrapodorhabdus decorus,88402,True,Tetrapodorhabdus decorus,species,88402,Tetrapodorhabdus decorus,87830,Tetrapodorhabdus,87670,Axopodorhabdaceae,87644,Haptophyta,,,87649,Podorhabdales,418920,Coccolithophyceae,28595,Life
Thiersteinia ecclesiastica,88164,True,Thiersteinia ecclesiastica,species,88164,Thiersteinia ecclesiastica,87791,Thiersteinia,87663,Arkhangelskiellaceae,87644,Haptophyta,,,87647,Arkhangelskiales,418920,Coccolithophyceae,28595,Life
Thoracosphaera heimii,,True,,,,,,,,,,,,,,,,,,
Toweius callosus,,True,,,,,,,,,,,,,,,,,,
Toweius crassus,,True,,,,,,,,,,,,,,,,,,
Toweius eminens,,True,,,,,,,,,,,,,,,,,,
Toweius gammation,,True,,,,,,,,,,,,,,,,,,
Toweius magnicrassus,,True,,,,,,,,,,,,,,,,,,
Toweius occultatus,,True,,,,,,,,,,,,,,,,,,
Toweius pertusus,,True,,,,,,,,,,,,,,,,,,
Toweius rotundus,,True,,,,,,,,,,,,,,,,,,
Toweius serontinus,,True,,,,,,,,,,,,,,,,,,
Toweius tovae,,True,,,,,,,,,,,,,,,,,,
Tranolithus orionatus,88657,True,Tranolithus orionatus,species,88657,Tranolithus orionatus,87870,Tranolithus,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Tranolithus phacelosus,,True,,,,,,,,,,,,,,,,,,
Tribrachiatus absidatus,,True,,,,,,,,,,,,,,,,,,
Tribrachiatus bramlettei,,True,,,,,,,,,,,,,,,,,,
Tribrachiatus contortus,,True,,,,,,,,,,,,,,,,,,
Tribrachiatus digitalis,,True,,,,,,,,,,,,,,,,,,
Tribrachiatus orthostylus,,True,,,,,,,,,,,,,,,,,,
Triquetrorhabdulus challengeri,,True,,,,,,,,,,,,,,,,,,
Triquetrorhabdulus finifer,,True,,,,,,,,,,,,,,,,,,
Triquetrorhabdulus milowii,,True,,,,,,,,,,,,,,,,,,
Triquetrorhabdulus rioi,,True,,,,,,,,,,,,,,,,,,
Triquetrorhabdulus striatus,,True,,,,,,,,,,,,,,,,,,
Umbellosphaera irregularis,,True,,,,,,,,,,,,,,,,,,
Umbellosphaera tenuis,,True,,,,,,,,,,,,,,,,,,
Umbilicosphaera bramlettei,,True,,,,,,,,,,,,,,,,,,
Umbilicosphaera foliosa,,True,,,,,,,,,,,,,,,,,,
Umbilicosphaera hulburtiana,,True,,,,,,,,,,,,,,,,,,
Umbilicosphaera jafari,255408,True,Umbilicosphaera jafari,species,255408,Umbilicosphaera jafari,255407,Umbilicosphaera,,,87644,Haptophyta,,,,,,,28595,Life
Umbilicosphaera jordanii,,True,,,,,,,,,,,,,,,,,,
Uniplanarius gothicus,87947,True,Uniplanarius gothicus,species,87947,Uniplanarius gothicus,87741,Uniplanarius,87654,Polycyclolithaceae,87644,Haptophyta,,,423060,Braarudosphaerales,418920,Coccolithophyceae,28595,Life
Uniplanarius sissinghii,87946,True,Uniplanarius sissinghii,species,87946,Uniplanarius sissinghii,87741,Uniplanarius,87654,Polycyclolithaceae,87644,Haptophyta,,,423060,Braarudosphaerales,418920,Coccolithophyceae,28595,Life
Uniplanarius trifidus,87944,True,Uniplanarius trifidus,species,87944,Uniplanarius trifidus,87741,Uniplanarius,87654,Polycyclolithaceae,87644,Haptophyta,,,423060,Braarudosphaerales,418920,Coccolithophyceae,28595,Life
Watznaueria barnesiae,88198,True,Watznaueria barnesiae,species,88198,Watznaueria barnesiae,87795,Watznaueria,77105,Watznaueriaceae,87644,Haptophyta,,,87648,Watznaueriales,418920,Coccolithophyceae,28595,Life
Watznaueria bayackii,88197,True,Watznaueria bayackii,species,88197,Watznaueria bayackii,87795,Watznaueria,77105,Watznaueriaceae,87644,Haptophyta,,,87648,Watznaueriales,418920,Coccolithophyceae,28595,Life
Watznaueria biporta,88196,True,Watznaueria biporta,species,88196,Watznaueria biporta,87795,Watznaueria,77105,Watznaueriaceae,87644,Haptophyta,,,87648,Watznaueriales,418920,Coccolithophyceae,28595,Life
Watznaueria britannica,88194,True,Watznaueria britannica,species,88194,Watznaueria britannica,87795,Watznaueria,77105,Watznaueriaceae,87644,Haptophyta,,,87648,Watznaueriales,418920,Coccolithophyceae,28595,Life
Watznaueria fossacincta,88191,True,Watznaueria fossacincta,species,88191,Watznaueria fossacincta,87795,Watznaueria,77105,Watznaueriaceae,87644,Haptophyta,,,87648,Watznaueriales,418920,Coccolithophyceae,28595,Life
Watznaueria ovata,88189,True,Watznaueria ovata,species,88189,Watznaueria ovata,87795,Watznaueria,77105,Watznaueriaceae,87644,Haptophyta,,,87648,Watznaueriales,418920,Coccolithophyceae,28595,Life
Zeugrhabdotus bicrescenticus,88653,True,Zeugrhabdotus bicrescenticus,species,88653,Zeugrhabdotus bicrescenticus,87868,Zeugrhabdotus,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Zeugrhabdotus embergeri,88643,True,Zeugrhabdotus embergeri,species,88643,Zeugrhabdotus embergeri,87868,Zeugrhabdotus,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Zeugrhabdotus erectus,88641,True,Zeugrhabdotus erectus,species,88641,Zeugrhabdotus erectus,87868,Zeugrhabdotus,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Zeugrhabdotus kerguelenensis,88638,True,Zeugrhabdotus kerguelenensis,species,88638,Zeugrhabdotus kerguelenensis,87868,Zeugrhabdotus,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Zeugrhabdotus praesigmoides,88635,True,Zeugrhabdotus praesigmoides,species,88635,Zeugrhabdotus praesigmoides,87868,Zeugrhabdotus,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Zeugrhabdotus scutula,88633,True,Zeugrhabdotus scutula,species,88633,Zeugrhabdotus scutula,87868,Zeugrhabdotus,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Zeugrhabdotus sigmoides,88631,True,Zeugrhabdotus sigmoides,species,88631,Zeugrhabdotus sigmoides,87868,Zeugrhabdotus,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Zeugrhabdotus sisyphus,,True,,,,,,,,,,,,,,,,,,
Zeugrhabdotus trivectis,88627,True,Zeugrhabdotus trivectis,species,88627,Zeugrhabdotus trivectis,87868,Zeugrhabdotus,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Zeugrhabdotus xenotus,88625,True,Zeugrhabdotus xenotus,species,88625,Zeugrhabdotus xenotus,87868,Zeugrhabdotus,87676,Chiastozygaceae,87644,Haptophyta,,,87652,Eiffellithales,418920,Coccolithophyceae,28595,Life
Zygodiscus plectopons,,True,,,,,,,,,,,,,,,,,,
Cletocythereis rastromarginata,,True,,,,,,,,,,,,,,,,,,
Typha sparganium,,True,,,,,,,,,,,,,,,,,,
Ulmus zelkova,,True,,,,,,,,,,,,,,,,,,
Batiacasphaera cooperi,,True,,,,,,,,,,,,,,,,,,
Batiacasphaera minuta,,True,,,,,,,,,,,,,,,,,,
Batiacasphaera sphaerica,,True,,,,,,,,,,,,,,,,,,
Brigantedinium pyinei,,True,,,,,,,,,,,,,,,,,,
Centaurea nigra,,True,,,,,,,,,,,,,,,,,,
Deflandrea phosphoriitica,,True,,,,,,,,,,,,,,,,,,
Ephedra distachya,278274,True,Ephedra distachya,species,278274,Ephedra distachya,251997,Ephedra,54803,Ephedraceae,56140,Ginkgophyta,54311,Plantae,157233,Ephedrales,54788,Ginkgoopsida,,
Ephedra fragilis,,True,,,,,,,,,,,,,,,,,,
Fraxinus excelsior,455595,True,Fraxinus excelsior,species,455595,Fraxinus excelsior,54727,Fraxinus,54728,Oleaceae,55350,Spermatophyta,54311,Plantae,54939,Lamiales,452804,Angiospermae,,
Hedera helix,455864,True,Hedera helix,species,455864,Hedera helix,237725,Hedera,55740,Araliaceae,55350,Spermatophyta,54311,Plantae,54935,Apiales,452804,Angiospermae,,
Impagidinium pallidum,,True,,,,,,,,,,,,,,,,,,
Impagidinium patulum,,True,,,,,,,,,,,,,,,,,,
Lejeunecysta acuminata,,True,,,,,,,,,,,,,,,,,,
Lejeunecysta cowiei,,True,,,,,,,,,,,,,,,,,,
Lejeunecysta fallax,,True,,,,,,,,,,,,,,,,,,
Lejeunecysta rotunda,,True,,,,,,,,,,,,,,,,,,
Lygeum spartum,,True,,,,,,,,,,,,,,,,,,
Nematosphaeropsis labyrinthea,,True,,,,,,,,,,,,,,,,,,
Operculodinium janduchenei,,True,,,,,,,,,,,,,,,,,,
Operculodinium eirikianum,,True,,,,,,,,,,,,,,,,,,
Polypodium vulgare,,True,,,,,,,,,,,,,,,,,,
Quercus deciduous,,True,,,,,,,,,,,,,,,,,,
Quercus evergreen,,True,,,,,,,,,,,,,,,,,,
Quercus suber,,True,,,,,,,,,,,,,,,,,,
Sanguisorba minor,,True,,,,,,,,,,,,,,,,,,
Selenopemphix antarctica,,True,,,,,,,,,,,,,,,,,,
Selenopemphix brinkhuisii,,True,,,,,,,,,,,,,,,,,,
Selenopemphix dionaecysta,,True,,,,,,,,,,,,,,,,,,
Selenopemphix kepion,,True,,,,,,,,,,,,,,,,,,
Spiniferites elongatus,,True,,,,,,,,,,,,,,,,,,
Spiniferites mirabilis,264664,True,Spiniferites mirabilis,species,264664,Spiniferites mirabilis,264663,Spiniferites,,,,,,,,,321578,Dinophyceae,,
Spiniferites ramosus,276930,True,Spiniferites ramosus,species,276930,Spiniferites ramosus,264663,Spiniferites,,,,,,,,,321578,Dinophyceae,,
Pulleniatina finalis,,True,,,,,,,,,,,,,,,,,,
Pulleniatina praecursor,402447,True,Pulleniatina praecursor,species,402447,Pulleniatina praecursor,2325,Pulleniatina,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Pulleniatina praespectabilis,,True,,,,,,,,,,,,,,,,,,
Pulleniatina spectabilis,,True,,,,,,,,,,,,,,,,,,
Paragloborotalia continuosa/mayeri,,True,,,,,,,,,,,,,,,,,,
"""Globigerina"" angulisuturalis",,True,,,,,,,,,,,,,,,,,,
"""Globigerina"" ciperoensis",,True,,,,,,,,,,,,,,,,,,
Dentoglobigerina pseudovenezuelana,,True,,,,,,,,,,,,,,,,,,
Abathomphalus intermedia,,True,,,,,,,,,,,,,,,,,,
Abathomphalus mayaroensis,,True,,,,,,,,,,,,,,,,,,
Acarinina acarinata,,True,,,,,,,,,,,,,,,,,,
Acarinina alticonica,,True,,,,,,,,,,,,,,,,,,
Acarinina angulosa,,True,,,,,,,,,,,,,,,,,,
Acarinina aspensis,,True,,,,,,,,,,,,,,,,,,
Acarinina bullbrooki,,True,,,,,,,,,,,,,,,,,,
Acarinina coalingensis,,True,,,,,,,,,,,,,,,,,,
Acarinina collactea,,True,,,,,,,,,,,,,,,,,,
Acarinina cuneicamerata,,True,,,,,,,,,,,,,,,,,,
Acarinina densa,,True,,,,,,,,,,,,,,,,,,
Acarinina esnehensis,,True,,,,,,,,,,,,,,,,,,
Acarinina mcgowrani,,True,,,,,,,,,,,,,,,,,,
Acarinina mckannai,,True,,,,,,,,,,,,,,,,,,
Acarinina medizzai,,True,,,,,,,,,,,,,,,,,,
Acarinina nitida,,True,,,,,,,,,,,,,,,,,,
Acarinina pentacamerata,,True,,,,,,,,,,,,,,,,,,
Acarinina praetopilensis,,True,,,,,,,,,,,,,,,,,,
Acarinina primitiva,,True,,,,,,,,,,,,,,,,,,
Acarinina pseudosubsphaerica,,True,,,,,,,,,,,,,,,,,,
Acarinina pseudotopilensis,,True,,,,,,,,,,,,,,,,,,
Acarinina punctocarinata,,True,,,,,,,,,,,,,,,,,,
Acarinina quetra,,True,,,,,,,,,,,,,,,,,,
Acarinina rohri,,True,,,,,,,,,,,,,,,,,,
Acarinina sibaiyaensis,,True,,,,,,,,,,,,,,,,,,
Acarinina soldadoensis,,True,,,,,,,,,,,,,,,,,,
Acarinina strabocella,,True,,,,,,,,,,,,,,,,,,
Acarinina subsphaerica,,True,,,,,,,,,,,,,,,,,,
Acarinina topilensis,,True,,,,,,,,,,,,,,,,,,
Acarinina triplex,,True,,,,,,,,,,,,,,,,,,
Acarinina wilcoxensis,,True,,,,,,,,,,,,,,,,,,
Archaeoglobigerina australis,,True,,,,,,,,,,,,,,,,,,
Archaeoglobigerina blowi,,True,,,,,,,,,,,,,,,,,,
Archaeoglobigerina bosquensis,,True,,,,,,,,,,,,,,,,,,
Archaeoglobigerina cretacea,,True,,,,,,,,,,,,,,,,,,
Beella digitata,422280,True,Beella digitata,species,422280,Beella digitata,951,Beella,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Biticinella breggiensis,,True,,,,,,,,,,,,,,,,,,
Bolliella calida,,True,,,,,,,,,,,,,,,,,,
Candeina praenitida,,True,,,,,,,,,,,,,,,,,,
Cassigerinella chipolensis,,True,,,,,,,,,,,,,,,,,,
Cassigerinella martinezpicoi,,True,,,,,,,,,,,,,,,,,,
Catapsydrax africanus,,True,,,,,,,,,,,,,,,,,,
Catapsydrax howei,,True,,,,,,,,,,,,,,,,,,
Catapsydrax dissimilis,,True,,,,,,,,,,,,,,,,,,
Catapsydrax globiformis,,True,,,,,,,,,,,,,,,,,,
Catapsydrax parvulus,422284,True,Catapsydrax parvulus,species,422284,Catapsydrax parvulus,1070,Catapsydrax,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Catapsydrax stainforthi,,True,,,,,,,,,,,,,,,,,,
Catapsydrax taroubaensis,,True,,,,,,,,,,,,,,,,,,
Catapsydrax unicavus,422283,True,Catapsydrax unicavus,species,422283,Catapsydrax unicavus,1070,Catapsydrax,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Chiloguembelina crinita,,True,,,,,,,,,,,,,,,,,,
Chiloguembelina cubensis,,True,,,,,,,,,,,,,,,,,,
Chiloguembelina midwayensis,,True,,,,,,,,,,,,,,,,,,
Chiloguembelina morsei,,True,,,,,,,,,,,,,,,,,,
Chiloguembelina subtriangularis,,True,,,,,,,,,,,,,,,,,,
Chiloguembelina trinitatensis,,True,,,,,,,,,,,,,,,,,,
Chiloguembelina wilcoxensis,,True,,,,,,,,,,,,,,,,,,
Clavatorella bermudezi,,True,,,,,,,,,,,,,,,,,,
Clavihedbergella simplex,,True,,,,,,,,,,,,,,,,,,
Contusotruncana contusa,,True,,,,,,,,,,,,,,,,,,
Contusotruncana fornicata,,True,,,,,,,,,,,,,,,,,,
Contusotruncana patelliformis,,True,,,,,,,,,,,,,,,,,,
Contusotruncana plicata,,True,,,,,,,,,,,,,,,,,,
Contusotruncana walfischensis,,True,,,,,,,,,,,,,,,,,,
Costellagerina pilula,,True,,,,,,,,,,,,,,,,,,
Cribrohantkenina inflata,,True,,,,,,,,,,,,,,,,,,
"Dentoglobigerina ""conglomerata""",,True,,,,,,,,,,,,,,,,,,
Dentoglobigerina binaensis,,True,,,,,,,,,,,,,,,,,,
Dentoglobigerina galavasi,,True,,,,,,,,,,,,,,,,,,
Dentoglobigerina galavisi,422286,True,Dentoglobigerina galavisi,species,422286,Dentoglobigerina galavisi,1264,Dentoglobigerina,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Dentoglobigerina globosa,,True,,,,,,,,,,,,,,,,,,
Dentoglobigerina globularis,,True,,,,,,,,,,,,,,,,,,
Dentoglobigerina juxtabinaiensis,,True,,,,,,,,,,,,,,,,,,
Dentoglobigerina larmeui,422291,True,Dentoglobigerina larmeui,species,422291,Dentoglobigerina larmeui,1264,Dentoglobigerina,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Dentoglobigerina sellii,,True,,,,,,,,,,,,,,,,,,
Dentoglobigerina tripartita,,True,,,,,,,,,,,,,,,,,,
Dentoglobigerina venezuelana,422294,True,Dentoglobigerina venezuelana,species,422294,Dentoglobigerina venezuelana,1264,Dentoglobigerina,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
