genus species name,species_taxon_id,species_taxon_name,tmp_genus_taxon_id,tmp_genus_taxon_name
Sphaeroidina bulloides,113305,Sphaeroidina bulloides,2567,Sphaeroidina
Sphaeroidinella dehiscens,380534,Sphaeroidinella dehiscens,2568,Sphaeroidinella
Spiroloculina bradyi,,,,
Spiroloculina canaliculata,,,,
Spiroloculina depressa,,,,
Spiroloculina excavata,202747,Spiroloculina excavata,2589,Spiroloculina
Spiroloculina rotunda,,,,
Spiroloculina tenui,,,,
Spirophthalmidium actuimargo,,,,
Spiroplectammina cubensis,,,,
Spiroplectammina spectabilis,,,,
Spiroplectammina steinekei,,,,
Spiroplectella earlandi,,,,
Spiroplectinata annectens,,,,
Spiroplectoides cubensis,,,,
Spirosigmoilina distorta,,,,
Spirosigmoilina pusilla,,,,
Spirosigmoilina tenuis,,,,
Spirosigmoilinella compressa,,,,
Spirotextularia fistulosa,,,,
Spirotextularia tubulosa,,,,
Spiroloculina corrugata,,,,
Stainforthia complanata,,,,
Stainforthia exilis,,,,
Stainforthia fusiformis,,,,
Stainforthia sandiegoensis,,,,
Stainforthia tenuata,,,,
Stensioeina beccariiformis,,,,
Stilostomella abyssorum,,,,
Stilostomella antillea,,,,
Stilostomella consobrina,,,,
Stilostomella fistuca,,,,
Stilostomella gracillima,,,,
Stilostomella holoserica,,,,
Stilostomella lepidula,,,,
Stilostomella paleocenica,,,,
Stilostomella subspinosa,,,,
Stilostomella subtertenuata,,,,
Strictocostella scharbergana,,,,
Subreophax scalaris,,,,
Tappanina laciniosa,,,,
Tappanina selmensis,,,,
Textularia agglutinans,167230,Textularia agglutinans,2661,Textularia
Textularia catenata,,,,
Textularia lateralis,,,,
Textularia lythostrota,,,,
Textularia pseudogramen,,,,
Textularia secasensis,,,,
Textularia zeaggluta,153321,Textularia zeaggluta,2661,Textularia
Textulariella barrettii,,,,
Toddostomella hochstetteri,,,,
Tribrachia australiana,,,,
Trichohyalus ornatissimus,,,,
Trifarina angulosa,,,,
Trifarina bradyi,113302,Trifarina bradyi,2708,Trifarina
Trifarina carinata,,,,
Trifarina ototara,,,,
Triloculina insignis,,,,
Triloculina rotunda,,,,
Triloculina tricarinata,,,,
Triloculina trigonula,240863,Triloculina trigonula,2709,Triloculina
Triloculina trihedra,,,,
Triloculinella obliquinodus,,,,
Tritaxia gaultina,,,,
Tritaxia instar,,,,
Tritaxia paleocenica,,,,
Tritaxilina zealandica,,,,
Tritaxis fusca,,,,
Trochammina globigeriniformis,,,,
Trochammina inflata,240806,Trochammina inflata,2721,Trochammina
Trochamminoides variolarius,,,,
Trochamminoides olszewskii,,,,
Turrilina brevispira,,,,
Uvigerina aculeata,,,,
Uvigerina akitaensis,,,,
Uvigerina auberiana,241027,Uvigerina auberiana,2758,Uvigerina
Uvigerina bifurcata,,,,
Uvigerina bradyana,,,,
Uvigerina canariensis,,,,
Uvigerina carapitana,,,,
Uvigerina hispida,,,,
Uvigerina mexicana,,,,
Uvigerina proboscidea,,,,
Uvigerina elongata,,,,
Uvigerina elongatastriata,,,,
Uvigerina excellens,,,,
Uvigerina graciliformis,,,,
Uvigerina havanensis,,,,
Uvigerina hispidocostata,,,,
Uvigerina juncea,,,,
Uvigerina mediterranea,,,,
Uvigerina peregrina,,,,
Uvigerina rippensis,,,,
Uvigerina schwageri,,,,
Uvigerina senticosa,,,,
Uvigerina spinulosa,,,,
Uvigerina yabei,,,,
Vaginulina americana,,,,
Vaginulina recta,,,,
Vaginulina subelegans,,,,
Vaginulinopsis bradyi,,,,
Vaginulinopsis reinformis,,,,
Valvalabamina praeacuta,,,,
Valvulina spinosa,,,,
Valvulineria glabra,,,,
Valvulineria oblonga,,,,
Valvulineria sadonica,,,,
Valvulineria teuriensis,,,,
Vertebralina striata,,,,
Virgulina texturata,,,,
Vulvulina bortonica,,,,
Vulvulina bueningi,,,,
Vulvulina pennatula,,,,
Vulvulina spinosa,,,,
Vulvulina zespinosa,,,,
Zeaflorilus parri,,,,
Bolboforma metzmacheri,435406,Bolboforma metzmacheri,435401,Bolboforma
Bolboforma subfragoris,435926,Bolboforma subfragoris,435401,Bolboforma
Archaeosphaeridium australensis,435930,Archaeosphaeridium australensis,435929,Archaeosphaeridium
Pseudammodochium lingii,,,,
Pseudammodochium sphericum,,,,
Reticulofenestra circus,,,,
Amaurolithus delicatus,,,,
Amaurolithus primus,388310,Amaurolithus primus,388308,Amaurolithus
Amaurolithus tricorniculatus,,,,
Braarudosphaera bigelowii,88062,Braarudosphaera bigelowii,87759,Braarudosphaera
Calcidiscus leptoporus,255406,Calcidiscus leptoporus,255405,Calcidiscus
Calcidiscus macintyrei,366220,Calcidiscus macintyrei,255405,Calcidiscus
Calcidiscus premacintyrei,,,,
Calcidiscus tropicus,,,,
Catinaster calyculus,,,,
Catinaster coalitus,,,,
Ceratolithus acutus,,,,
Ceratolithus cristatus,,,,
Clausicoccus subdistichus,,,,
Coccolithus miopelagicus,,,,
Coccolithus pelagicus,255403,Coccolithus pelagicus,87684,Coccolithus
Coronocyclus nitescens,,,,
Cyclicargolithus abisectus,,,,
Discoaster asymmetricus,,,,
Discoaster berggrenii,,,,
Discoaster bollii,,,,
Discoaster brouweri,388326,Discoaster brouweri,87682,Discoaster
Discoaster deflandrei,366224,Discoaster deflandrei,87682,Discoaster
Discoaster druggii,,,,
Discoaster hamatus,,,,
Discoaster kugleri,,,,
Discoaster moorei,,,,
Discoaster neohamatus,,,,
Discoaster pentaradiatus,,,,
Discoaster petaliformis,,,,
Discoaster prepentaradiatus,,,,
Discoaster quinqueramus,388328,Discoaster quinqueramus,87682,Discoaster
Discoaster signus,,,,
Discoaster surculus,388327,Discoaster surculus,87682,Discoaster
Discoaster tanii,,,,
Discoaster variabilis,255399,Discoaster variabilis,87682,Discoaster
Emiliania huxleyi,,,,
Florisphaera profunda,,,,
Helicosphaera ampliaperta,,,,
Helicosphaera bramlettei,,,,
Helicosphaera carteri,255397,Helicosphaera carteri,255396,Helicosphaera
Helicosphaera compacta,,,,
Helicosphaera euphratis,,,,
Lanternithus minutus,,,,
Nicklithus amplificus,388329,Nicklithus amplificus,388319,Nicklithus
Orthorhabdus serratus,,,,
Pontosphaera exilis,,,,
Pontosphaera multipora,,,,
Pontosphaera punctosa,,,,
Pseudoemiliania lacunosa,,,,
Reticulofenestra bisecta,,,,
Reticulofenestra erbae,,,,
Reticulofenestra lockeri,,,,
Reticulofenestra pseudoumbilicus,255398,Reticulofenestra pseudoumbilicus,255392,Reticulofenestra
Reticulofenestra umbilicus,,,,
Sphenolithus abies,255391,Sphenolithus abies,255390,Sphenolithus
Sphenolithus belemnos,,,,
Sphenolithus calyculus,,,,
Sphenolithus capricornutus,,,,
Sphenolithus ciperoensis,,,,
Sphenolithus delphix,,,,
Sphenolithus disbelemnos,,,,
Sphenolithus dissimilis,,,,
Sphenolithus heteromorphus,366229,Sphenolithus heteromorphus,255390,Sphenolithus
Sphenolithus moriformis,366228,Sphenolithus moriformis,255390,Sphenolithus
Sphenolithus pospichalii,,,,
Sphenolithus predistentus,,,,
Triquetrorhabdulus carinatus,,,,
Triquetrorhabdulus longus,,,,
Triquetrorhabdulus rugosus,,,,
Umbilicosphaera rotula,,,,
Umbilicosphaera sibogae,,,,
Zygrhablithus bijugatus,416732,Zygrhablithus bijugatus,87677,Zygrhablithus
Cyclicargolithus floridanus,366222,Cyclicargolithus floridanus,366219,Cyclicargolithus
Discoaster tamalis,,,,
"Thalassiosira ""palmeri""",,,,
"""Skeletonema"" utriculosa",,,,
Achnanthes brevipes,,,,
Achnanthes diapar,,,,
Achnanthes inflata,,,,
Achnanthes lanceolata,,,,
Actiniscus pentasterias,,,,
Actinocyclus actinochilus,434529,Actinocyclus actinochilus,82146,Actinocyclus
Actinocyclus curvatulus,,,,
Actinocyclus dimorphus,,,,
Actinocyclus ellipticus,387040,Actinocyclus ellipticus,82146,Actinocyclus
Actinocyclus elongatus,,,,
Actinocyclus endoi,,,,
Actinocyclus fasciculatus,,,,
Actinocyclus fryxellae,,,,
Actinocyclus ingens,387041,Actinocyclus ingens,82146,Actinocyclus
Actinocyclus karstenii,,,,
Actinocyclus maccollumii,,,,
Actinocyclus mahoodii,,,,
Actinocyclus moronensis,,,,
Actinocyclus ochotensis,,,,
Actinocyclus octonarius,387042,Actinocyclus octonarius,82146,Actinocyclus
Actinocyclus oculatus,,,,
Actinocyclus robustus,,,,
Actinocyclus tsugaruensis,,,,
Actinocyclus subtilis,,,,
Actinocyclus senarius,387049,Actinocyclus senarius,71244,Actinoptychus
Actinocyclus splendens,,,,
Actinocyclus undulatus,,,,
Actinocyclus vulgaris,,,,
Alveus marinus,,,,
Annellus californicus,,,,
Arachnoidiscus ehrenbergi,,,,
Araniscus lewisianus,,,,
Asterolampra acutiloba,,,,
Asterolampra eximia,,,,
Asterolampra grevillei,,,,
Asterolampra marylandica,454003,Asterolampra marylandica,432982,Asterolampra
Asterolampra arachne,,,,
Asterolampra cleveanus,,,,
Asterolampra concavus,,,,
Asteromphalus elegans,,,,
Asteromphalus flabellatus,,,,
Asteromphalus grevillei,,,,
Asteromphalus hookeri,,,,
Asteromphalus kennettii,,,,
Asteromphalus parvulus,,,,
Asteromphalus robustus,,,,
Asteromphalus symmetricus,,,,
Aulacodiscus brownei,,,,
Aulacoseira granulata,,,,
Azpeitia aeginensis,,,,
Azpeitia africana,,,,
Azpeitia apiculata,,,,
Azpeitia barronii,,,,
Azpeitia burky,,,,
Azpeitia endoi,,,,
Azpeitia gombosi,,,,
Azpeitia neocrenulata,,,,
Azpeitia nodulifera,,,,
Azpeitia praenodulifera,,,,
Azpeitia salisburyana,,,,
Azpeitia tabularis,,,,
Azpeitia vetustissima,,,,
Bachmannocena pappii,,,,
Bacteriastrum elongatum,,,,
Bacteriastrum furcatum,,,,
Bacteriastrum hyalinum,,,,
Bacterosira fragilis,,,,
Bacterosira bathyomphala,,,,
Bogorovia barronii,,,,
Bogorovia lancettula,,,,
Bogorovia veniamini,,,,
Caloneis bacillum,,,,
Cavitatus jouseanus,,,,
Cavitatus linearis,,,,
Cavitatus miocenicus,,,,
Cestodiscus peplum,,,,
Cestodiscus pulchellus,,,,
Cestodiscus trochus,,,,
Charcotia actinochilus,434528,Charcotia actinochilus,82146,Actinocyclus
Cocconeis californica,,,,
Cocconeis costata,,,,
Cocconeis disculus,,,,
Cocconeis fluminensis,,,,
Cocconeis pseudomarginatus,,,,
Cocconeis scutellum,,,,
Corbisema hastata,387248,Corbisema hastata,71282,Corbisema
Corbisema triacantha,,,,
Corethron criophilum,,,,
Corethron pennatum,,,,
Coscinodiscus argus,,,,
Coscinodiscus asteromphalus,454441,Coscinodiscus asteromphalus,71292,Coscinodiscus
Coscinodiscus decrescens,,,,
Coscinodiscus gigas,454444,Coscinodiscus gigas,71292,Coscinodiscus
Coscinodiscus lewisianus,,,,
Coscinodiscus marginatus,387028,Coscinodiscus marginatus,71292,Coscinodiscus
Coscinodiscus nodulifer,,,,
Coscinodiscus obscurus,,,,
Coscinodiscus oculus-iridis,,,,
Coscinodiscus radiatus,387034,Coscinodiscus radiatus,71292,Coscinodiscus
Coscinodiscus symbolophorus,,,,
Coscinodiscus temperei,,,,
Craspedodiscus coscinodiscus,387039,Craspedodiscus coscinodiscus,82145,Craspedodiscus
Craspedodiscus elegans,,,,
Creania lacyae,,,,
Crucidenticula kanayae,,,,
Crucidenticula nicobarica,,,,
Cussia lancettula,,,,
Cyclotella kutzingiana,,,,
Cyclotella meneghiniana,,,,
Cyclotella striata,,,,
Cymatosira biharensis,,,,
Cymbella tumida,,,,
Dactyliosolen antarcticus,,,,
Delphineis angustata,,,,
Delphineis kippae,,,,
Delphineis simonsenii,,,,
Delphineis surirella,,,,
Neodenticula seminae,,,,
Denticulopsis barronii,,,,
Denticulopsis katayamae,,,,
Denticulopsis crassa,,,,
Denticulopsis delicata,,,,
Denticulopsis dimorpha,,,,
Denticulopsis hustedtii,,,,
Denticulopsis hyalina,,,,
Denticulopsis ichikawae,,,,
Denticulopsis lauta,,,,
Denticulopsis maccollumii,,,,
Denticulopsis okunoi,,,,
Denticulopsis ovata,,,,
Denticulopsis praedimorpha,,,,
Denticulopsis praelauta,,,,
Denticulopsis simonsenii,,,,
Denticulopsis vulgaris,,,,
Dicladia lorenzianus,,,,
Dictyocha pulchella,,,,
Dictyocha speculum,98652,Dictyocha speculum,434215,Stephanocha
Diplomenora cocconeisformis,,,,
Diploneis aestuari,,,,
Diploneis bombus,,,,
Diploneis elliptica,,,,
Diploneis fusca,,,,
Diploneis ovalis,,,,
Diploneis smithii,,,,
Distephanus crux,98651,Distephanus crux,434215,Stephanocha
Dictyocha fibula,98654,Dictyocha fibula,71284,Dictyocha
Endictya robusta,,,,
Epithemia argus,455424,Epithemia argus,433414,Epithemia
Epithemia turgida,,,,
Ethmodiscus rex,,,,
Eucampia antactica,,,,
Eurossia irregularis,,,,
Fragilariopsis cylindrus,,,,
Fragilariopsis evenescens,,,,
Fragilaria leptostauron,,,,
Fragilariopsis arcula,,,,
Fragilariopsis aurica,,,,
Fragilariopsis barronii,,,,
Fragilariopsis bohatyi,,,,
Fragilariopsis claviceps,,,,
Fragilariopsis clementia,,,,
Fragilariopsis curta,,,,
Fragilariopsis doliolus,,,,
Fragilariopsis donahuensis,,,,
Fragilariopsis fossilis,,,,
Fragilariopsis interfrigidaria,,,,
Fragilariopsis januaria,,,,
Fragilariopsis kerguelensis,,,,
Fragilariopsis laqueus,,,,
Fragilariopsis linearis,,,,
Fragilariopsis maleinterpretaria,,,,
Fragilariopsis obliquecostata,,,,
Fragilariopsis praecurta,,,,
Fragilariopsis praeinterfrigidaria,,,,
Fragilariopsis pseudonana,,,,
Fragilariopsis pusilla,,,,
Fragilariopsis reinholdii,,,,
Fragilariopsis rhombica,,,,
Fragilariopsis ritscheri,,,,
Fragilariopsis robusta,,,,
Fragilariopsis separanda,,,,
Fragilariopsis sublinearis,,,,
Fragilariopsis tigris,,,,
Fragilariopsis truncata,,,,
Fragilariopsis weaveri,,,,
Gomphonema olivacium,,,,
Goniothecium odontella,,,,
Halamphora costata,,,,
Hemiaulus altus,,,,
Hemiaulus angustobrachiatus,,,,
Hemiaulus caracteristicus,,,,
Hemiaulus danicus,,,,
Hemiaulus dissimilis,,,,
Hemiaulus grassus,,,,
Hemiaulus incisus,,,,
Hemiaulus peripterus,,,,
Hemiaulus polycystinorum,,,,
Hemidiscus cuneiformis,,,,
Hemidiscus karstenii,,,,
Hemidiscus simplicissimus,,,,
Hyalodiscus obsoletus,,,,
Hyalodiscus scoticus,,,,
Kannoa hastata,,,,
Kisseleviella cicatricata,,,,
Kisseleviella gaster,,,,
Kisseleviella tricoronata,,,,
Liradiscus ovalis,387063,Liradiscus ovalis,82161,Liradiscus
Lisitzinia ornata,,,,
Melosira albicans,,,,
Mesocena elliptica,,,,
Mesocena quadrangula,,,,
Navicula hennedyi,387124,Navicula hennedyi,16203,Arca
Navicula lyra,387125,Navicula lyra,68421,Navicula
Navicula mutica,,,,
Navicula salinarum,,,,
Navicula spectabilis,,,,
Navicula wisei,,,,
Navicula eobiapiculata,,,,
Neobrunia mirabilis,,,,
Neodenticula kamtschatica,,,,
Neodenticula koizumii,,,,
Nitzschia bicapitata,,,,
Nitzschia braarudii,,,,
Nitzschia capuluspalae,,,,
Nitzschia cylindrica,,,,
Nitzschia denticuloides,,,,
Nitzschia efferans,,,,
Nitzschia fossilis,,,,
Nitzschia grossepunctata,,,,
Nitzschia interruptestriata,,,,
Nitzschia jouseae,,,,
Nitzschia malinterpretaria,,,,
Nitzschia marina,,,,
Nitzschia miocenica,,,,
Nitzschia panduriformis,,,,
Nitzschia pliocena,,,,
Nitzschia porteri,,,,
Nitzschia praereinholdii,,,,
Nitzschia punctata,,,,
Nitzschia reinholdii,,,,
Nitzschia rolandii,,,,
Nitzschia sicula,,,,
Odontella aurita,,,,
Paralia clavigera,,,,
Paralia sulcata,387015,Paralia sulcata,71263,Paralia
Pinnularia borealis,,,,
Planktoniella sol,,,,
Porosira glacialis,,,,
Porosira pseudodenticulata,,,,
Proboscia cretacea,,,,
Proboscia barboi,,,,
Proboscia curvirostris,,,,
Proboscia inermis,,,,
Proboscia interposita,,,,
Proboscia praebarboi,,,,
Pseudodimerogramma elegans,,,,
Pseudopyxilla americana,387101,Pseudopyxilla americana,71219,Pseudopyxilla
Pseudosolenia calcar-avis,,,,
Pseudotriceratium cinnamomeum,,,,
Pseudotriceratium radiosoreticulatum,,,,
Pyxilla reticulata,,,,
Radialiplicata clavigera,,,,
Raphidodiscus marylandicus,,,,
Rhaphoneis amphiceros,387105,Rhaphoneis amphiceros,82171,Rhaphoneis
Rhaphoneis elegans,,,,
Rhaphoneis fossile,,,,
Rhaphoneis miocenica,,,,
Rhizosolenia alata,,,,
Rhizosolenia antarctica,,,,
Rhizosolenia antennata,,,,
Rhizosolenia barboi,,,,
Rhizosolenia bergonii,,,,
Rhizosolenia costata,,,,
Rhizosolenia curvirostris,,,,
Rhizosolenia fidicularis,,,,
Rhizosolenia harwoodii,,,,
Rhizosolenia hebetata,,,,
Rhizosolenia imbricata,,,,
Rhizosolenia matuyamai,,,,
Rhizosolenia minima,,,,
Rhizosolenia oligocaenica,,,,
Rhizosolenia praebergonii,,,,
Rhizosolenia setigera,,,,
Rhizosolenia simplex,,,,
Rhizosolenia stilyformis,,,,
Rhopalodia gibberula,,,,
Rocella gelida,,,,
Rocella praenitida,,,,
Roperia tesselata,,,,
Roperia elongata,,,,
Rossiella paleaceae,,,,
Rossiella praepaleacea,,,,
Rossiella tatsunokuchiensis,,,,
Rouxia antarctica,,,,
Rouxia californica,,,,
Rouxia diploneides,,,,
Rouxia heteropolara,,,,
Rouxia isopolica,,,,
Rouxia leventerae,,,,
Rouxia naviculoides,,,,
Rouxia peragalli,,,,
Sceptroneis lingulatus,,,,
Sceptroneis hungarica,,,,
Shionodiscus gracilis,,,,
Shionodiscus oestrupii,,,,
Shionodiscus praeoestrupii,,,,
Shionodiscus tetraoestrupii,,,,
Shionodiscus trifultus,,,,
Skeletonemopsis barbadensis,,,,
Skeletonemopsis mahoodii,,,,
Sphynctolethus pacificus,,,,
Stellarima microtrias,,,,
Stellarima stellaris,,,,
Stephanocha pseudofibula,,,,
Stephanodiscus astraea,,,,
Stephanonycites variegatus,,,,
Stephanopyxis dimorpha,,,,
Stephanopyxis grunowii,,,,
Stephanopyxis horridus,,,,
Stephanopyxis palmeriana,,,,
Stephanopyxis spinossima,,,,
Stephanopyxis turris,382621,Stephanopyxis turris,71276,Stephanopyxis
Stictodiscus hardmanianus,,,,
Surirella fluminensis,,,,
Synedra jouseana,,,,
Synedra miocenica,,,,
Synedra tabulata,,,,
Synedra unla,,,,
Synedropsis cheethamii,,,,
Thalassionema bacillare,,,,
Thalassionema bacillaris,,,,
Thalassionema frauenfeldii,,,,
Thalassionema hirosakiensis,,,,
Thalassionema nitzschioides,,,,
Thalassionema robusta,,,,
Thalassionema schraderi,,,,
Thalassiosira inura,,,,
Thalassiosira eccentrica,,,,
Thalassiosira antarctica,,,,
Thalassiosira antiqua,,,,
Thalassiosira bioculata,,,,
Thalassiosira biora,,,,
Thalassiosira brunii,,,,
Thalassiosira burckliana,,,,
Thalassiosira complicata,,,,
Thalassiosira convexa,,,,
Thalassiosira decipens,,,,
Thalassiosira elliptipora,,,,
Thalassiosira fasciculata,,,,
Thalassiosira ferelineata,,,,
Thalassiosira fraga,,,,
Thalassiosira frauenfeldii,,,,
Thalassiosira gersondei,,,,
Thalassiosira gracillis,,,,
Thalassiosira gravida,,,,
Thalassiosira grounowii,,,,
Thalassiosira hyalina,,,,
Thalassiosira insigna,,,,
Thalassiosira jacksonii,,,,
Thalassiosira jouseae,,,,
Thalassiosira kolbei,,,,
Thalassiosira lentiginosa,,,,
Thalassiosira leptopus,,,,
Thalassiosira lineata,,,,
Thalassiosira mahoodii,,,,
Thalassiosira manifesta,,,,
Thalassiosira mediaconvexa,,,,
Thalassiosira minutissima,,,,
Thalassiosira miocenica,,,,
Thalassiosira nansenii,,,,
Thalassiosira nidulus,,,,
Thalassiosira nodulolineata,,,,
Thalassiosira nordenskioeldii,,,,
Thalassiosira oestrupii,,,,
Thalassiosira oliverana,,,,
Thalassiosira pacifica,,,,
Thalassiosira plicata,,,,
Thalassiosira poroseriata,,,,
Thalassiosira praeconvexa,,,,
Thalassiosira praefraga,,,,
Thalassiosira ritscherii,,,,
Thalassiosira sancettae,,,,
Thalassiosira spinosa,,,,
Thalassiosira spumellaroides,,,,
Thalassiosira striata,,,,
Thalassiosira symbolophora,,,,
Thalassiosira tappanae,,,,
Thalassiosira temperei,,,,
Thalassiosira teres,,,,
Thalassiosira torokina,,,,
Thalassiosira trifulta,,,,
Thalassiosira tumida,,,,
Thalassiosira vulnifica,,,,
Thalassiosira webbii,,,,
Thalassiosira yabei,,,,
Thalassiothrix antarctica,,,,
Thalassiothrix flaugenferdii,,,,
Thalassiothrix frauenfeldii,,,,
Thalassiothrix longissima,387113,Thalassiothrix longissima,82178,Thalassiothrix
Thalassiothrix miocenica,,,,
Thalassiothrix robusta,,,,
Trachyneis aspersa,,,,
Triceratium cinnamomeum,,,,
Triceratium favus,,,,
Triceratium pileus,,,,
Triceratium unguiculartum,,,,
Trichotoxon reinboldii,,,,
Trinacria excava,,,,
Trinacria racovitzae,,,,
Trochosira coronata,,,,
Vallodiscus lanceolatus,,,,
Enneadocysta dictyostila,,,,
Enneadocysta pectinoformis,,,,
Selenopemphix nephroides,264662,Selenopemphix nephroides,208980,Selenopemphix
Spinidinium macmurdoense,,,,
Spinidinium schellenbergii,,,,
Vozzhennikovia apertura,,,,
Vozzhennikovia rohliae,,,,
Wetzeliella gochtii/symmetrica,,,,
Ammodochium rectangulare,,,,
Ebrinula paradoxa,407964,Ebrinula paradoxa,407963,Ebrinula
Ahmuellerella octoradiata,88737,Ahmuellerella octoradiata,87885,Ahmuellerella
Algirosphaera robusta,,,,
Amaurolithus amplificus,,,,
Amaurolithus bizarrus,,,,
Arkhangelskiella cymbiformis,88185,Arkhangelskiella cymbiformis,87794,Arkhangelskiella
Arkhangelskiella maastrichtiensis,,,,
Arkhangelskiella specillata,88181,Arkhangelskiella specillata,87794,Arkhangelskiella
Axopodorhabdus biramiculatus,,,,
Axopodorhabdus cylindratus,88445,Axopodorhabdus cylindratus,87841,Axopodorhabdus
Biantholithus sparsus,,,,
Biantholithus flosculus,,,,
Biscutum castrorum,,,,
Biscutum constans,88397,Biscutum constans,87829,Biscutum
Biscutum coronum,88396,Biscutum coronum,87829,Biscutum
Biscutum dissimilis,88392,Biscutum dissimilis,87829,Biscutum
Biscutum ellipticum,88386,Biscutum ellipticum,87829,Biscutum
Biscutum magnum,88378,Biscutum magnum,87829,Biscutum
Biscutum ubiquens,,,,
Blackites amplus,,,,
Blackites creber,,,,
Blackites gladius,,,,
Blackites herculesii,,,,
Blackites inflatus,,,,
Blackites spinosus,,,,
Blackites tenuis,,,,
Bomolithus elegans,,,,
Bomolithus megastypus,,,,
Bramletteius serraculoides,,,,
Broinsonia enormis,88176,Broinsonia enormis,87792,Broinsonia
Broinsonia furtiva,88175,Broinsonia furtiva,87792,Broinsonia
Broinsonia galloisii,88173,Broinsonia galloisii,87792,Broinsonia
Broinsonia parca,88756,Broinsonia parca,87792,Broinsonia
Broinsonia signata,88168,Broinsonia signata,87792,Broinsonia
Broinsonia viriosa,88165,Broinsonia viriosa,87792,Broinsonia
Calcicalathina alta,88546,Calcicalathina alta,87859,Calcicalathina
Calcidiscus carlae,,,,
Calcidiscus pacificanus,,,,
Calcidiscus pataecus,,,,
Calcidiscus protoannulus,,,,
Calcidiscus quadriperforatus,,,,
Calciosolenia aperta,,,,
Calciosolenia brasiliensis,,,,
Calciosolenia fossilis,88451,Calciosolenia fossilis,87842,Calciosolenia
Calciosolenia murrayi,,,,
Calculites obscurus,88116,Calculites obscurus,179195,Calculites
Campylosphaera dela,,,,
Campylosphaera eodela,,,,
Catinaster mexicanus,,,,
Ceratolithina copis,87923,Ceratolithina copis,87732,Ceratolithina
Ceratolithina naturalisteplateauensis,87919,Ceratolithina naturalisteplateauensis,87732,Ceratolithina
Ceratolithoides kamptneri,87912,Ceratolithoides kamptneri,87731,Ceratolithoides
Ceratolithus armatus,,,,
Ceratolithus atlanticus,,,,
Ceratolithus larrymayeri,,,,
Ceratolithus rugosus,,,,
Ceratolithus simplex,,,,
Ceratolithus telesmus,,,,
Ceratolithus tricorniculatus,,,,
Chiasmolithus altus,,,,
Chiasmolithus bidens,,,,
Chiasmolithus californicus,,,,
Chiasmolithus consuetus,,,,
Chiasmolithus danicus,,,,
Chiasmolithus expansus,,,,
Chiasmolithus gigas,,,,
Chiasmolithus grandis,,,,
Chiasmolithus nitidus,,,,
Chiasmolithus oamaruensis,,,,
Chiasmolithus solitus,,,,
Chiasmolithus titus,,,,
Chiastozygus litterarius,88617,Chiastozygus litterarius,87867,Chiastozygus
Chiastozygus garrisonii,88619,Chiastozygus garrisonii,87867,Chiastozygus
Chiastozygus platyrhethus,88616,Chiastozygus platyrhethus,87867,Chiastozygus
Chiphragmalithus acanthodes,,,,
Chiphragmalithus armatus,,,,
Chiphragmalithus barbatus,,,,
Chiphragmalithus calathus,,,,
Clausicoccus fenestratus,,,,
Clausicoccus vanheckiae,,,,
Coccolithus abisectus,,,,
Coccolithus braarudii,,,,
Coccolithus cachaoi,,,,
Coccolithus crassus,,,,
Coccolithus eopelagicus,,,,
Coccolithus formosus,,,,
Coccolithus gigas,,,,
Corollithion kennedyi,88494,Corollithion kennedyi,87849,Corollithion
Coronocyclus bramlettei,,,,
Coronocyclus prionion,,,,
Cretarhabdus conicus,88298,Cretarhabdus conicus,87816,Cretarhabdus
Cretarhabdus crenulatus,,,,
Cretarhabdus striatus,88293,Cretarhabdus striatus,87816,Cretarhabdus
Cribrocentrum reticulatum,,,,
Cribrocorona gallica,88436,Cribrocorona gallica,87839,Cribrocorona
Cribrosphaerella daniae,88435,Cribrosphaerella daniae,87838,Cribrosphaerella
Cribrosphaerella ehrenbergii,88434,Cribrosphaerella ehrenbergii,87838,Cribrosphaerella
Cruciellipsis cuvillieri,88291,Cruciellipsis cuvillieri,87815,Cruciellipsis
Cruciplacolithus asymmetricus,,,,
Cruciplacolithus cruciformis,,,,
Cruciplacolithus edwardsii,,,,
Cruciplacolithus frequens,,,,
Cruciplacolithus intermedius,,,,
Cruciplacolithus latipons,,,,
Cruciplacolithus primus,,,,
Cruciplacolithus tenuis,,,,
Cryptococcolithus mediaperforatus,,,,
Cyclagelosphaera margerelii,88230,Cyclagelosphaera margerelii,87800,Cyclagelosphaera
Cyclagelosphaera reinhardtii,88226,Cyclagelosphaera reinhardtii,87800,Cyclagelosphaera
Cyclicargolithus luminis,,,,
Cylindralithus nudus,88216,Cylindralithus nudus,87799,Cylindralithus
Cylindralithus sculptus,88215,Cylindralithus sculptus,87799,Cylindralithus
Cylindralithus serratus,88214,Cylindralithus serratus,87799,Cylindralithus
Daktylethra punctulata,,,,
Diazomatolithus lehmanii,88211,Diazomatolithus lehmanii,87798,Diazomatolithus
Dictyococcites antarcticus,,,,
Dictyococcites bisectus,,,,
Dictyococcites haqii,,,,
Dictyococcites perplexus,,,,
Dictyococcites productus,,,,
Dictyococcites scrippsae,,,,
Discoaster adamanteus,366223,Discoaster adamanteus,87682,Discoaster
Discoaster altus,,,,
Discoaster anartios,,,,
Discoaster araneus,,,,
Discoaster backmanii,,,,
Discoaster barbadiensis,,,,
Discoaster bellus,255401,Discoaster bellus,87682,Discoaster
Discoaster bergenii,,,,
Discoaster bifax,,,,
Discoaster binodosus,,,,
Discoaster blackstockae,,,,
Discoaster braarudii,,,,
