Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thoracosphaera spp.,Sphenolithus verensis,Sphenolithus moriformis,Sphenolithus grandis,Sphenolithus abies,Rhabdosphaera clavigera,Reticulofenestra pseudoumbilica,Reticulofenestra minutula,Reticulofenestra minuta,Helicosphaera carteri,Discoaster variabilis,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster pansus,Discoaster neohamatus,Discoaster calcaris,Discoaster brouweri,Discoaster berggrenii,Dictyococcites productellus,Coccolithus pelagicus,Calcidiscus tropicus,Calcidiscus leptoporus,Amaurolithus tricorniculatus,Syracosphaera pulchra,Discolithina multipora,Scapholithus fossilis,Discosphaera tubifera,Discoaster intercalaris,Oolithotus antillarum,Discoaster blackstockae,Discoaster surculus,Triquetrorhabdulus rugosus,Triquetrorhabdulus striatus,Syracosphaera lamina,Discoaster challengeri,Holodiscolithus solidus,Discolithina discopora,Discoaster asymmetricus,Amaurolithus primus,Umbilicosphaera sibogae,Discolithina japonica,Amaurolithus delicatus,Ceratolithus armatus,Syracosphaera nodosa,Ceratolithus rugosus,Ceratolithus cristatus,Hayaster perplexus,Cricosphaera quadrilaminata,Ceratolithus telesmus,Holodiscolithus macroporus,Discolithina syracusana,Discoaster triradiatus,Discoaster quadramus,Pseudoemiliania lacunosa,Gephyrocapsa spp. (small),Gephyrocapsa margerelii,Discoaster tamalis,Helicosphaera sellii,Umbilicosphaera angustiforamen,Scyphosphaera pulcherrima,Amaurolithus amplificus,Helicosphaera wallichii,Scyphosphaera globulosa,Gephyrocapsa oceanica s.l.,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica (>6 microns),Cyclolithella annula,Umbellosphaera irregularis,Helicosphaera hyalina,Helicosphaera inversa,Emiliania huxleyi,Helicosphaera neogranulata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B,  9,H,CC,  26.00,     80.5100,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,F                      ,                               ,                         ,                       ,F                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,C                     ,                            ,F                    ,                      ,F                    ,VR                   ,                       ,F                    ,                       ,                   ,                          ,                           ,R                   ,                      ,                       ,R                     ,                       ,                   ,C                      ,F                    ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,VR                        ,                       ,                      ,                    ,C                       ,C                        ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,C                         ,                         ,VR                                ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 10,H, 1,  32.00,     80.3200,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,F                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,R                    ,                    ,C                     ,                            ,F                    ,                      ,F                    ,                     ,                       ,F                    ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,F                      ,VR                   ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,C                        ,VR                     ,                  ,                    ,                              ,                         ,                       ,VR                     ,                       ,A                         ,                         ,VR                                ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 10,H, 3,  38.00,     83.3800,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,F                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,F                          ,                     ,                    ,C                     ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,F                      ,                     ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,F                        ,                       ,                  ,                    ,                              ,                         ,                       ,VR                     ,                       ,AA                        ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 10,H, 5,  25.00,     86.2500,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,C                     ,                            ,R                    ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,F                      ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,A                        ,                       ,                  ,                    ,                              ,VR                       ,                       ,                       ,                       ,A                         ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 10,H, 6,  25.00,     87.7500,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,F                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,F                     ,                            ,R                    ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,F                      ,                     ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,C                        ,VR                     ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,A                         ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 10,H, 7,  31.00,     89.3100,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,F                      ,                               ,VR                       ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,C                     ,                            ,F                    ,                      ,R                    ,                     ,                       ,R                    ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,F                      ,C                    ,                      ,                    ,                    ,                    ,F                     ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,C                       ,AA                       ,R                      ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,R                         ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 10,H,CC,  32.00,     90.0500,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,                     ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,F                          ,                     ,                    ,F                     ,                            ,VR                   ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,F                      ,                     ,                      ,                    ,                    ,                    ,F                     ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,C                       ,A                        ,R                      ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,R                         ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 11,H, 1,  40.00,     89.9000,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,C                     ,                            ,R                    ,                      ,R                    ,                     ,                       ,VR                   ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,R                     ,                       ,                   ,F                      ,                     ,                      ,                    ,                    ,                    ,R                     ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,C                       ,AA                       ,R                      ,                  ,                    ,                              ,R                        ,                       ,R                      ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 11,H, 3,  40.00,     92.9000,Shyu     ,Nannofossils                                 ,               ,                  ,F                  ,                     ,                       ,                    ,                  ,                       ,                               ,VR                       ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,C                     ,                            ,F                    ,                      ,F                    ,                     ,                       ,R                    ,                       ,                   ,                          ,                           ,VR                  ,                      ,                       ,R                     ,                       ,                   ,C                      ,R                    ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,C                       ,A                        ,F                      ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 11,H, 5,  40.00,     95.9000,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,F                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,F                     ,                            ,R                    ,                      ,VR                   ,                     ,                       ,R                    ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,VR                    ,                       ,                   ,F                      ,VR                   ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,A                        ,F                      ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,VR                        ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 11,H,CC,  29.00,     99.5100,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,VR                     ,                               ,                         ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,C                     ,                            ,F                    ,                      ,VR                   ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,VR                    ,                       ,                   ,F                      ,                     ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,C                       ,A                        ,                       ,                  ,                    ,                              ,R                        ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 12,H, 1,  36.00,     99.3600,Shyu     ,Nannofossils                                 ,               ,                  ,F                  ,                     ,                       ,                    ,                  ,R                      ,                               ,                         ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,C                     ,                            ,F                    ,                      ,F                    ,                     ,                       ,F                    ,                       ,                   ,                          ,                           ,VR                  ,                      ,                       ,F                     ,                       ,                   ,F                      ,VR                   ,                      ,                    ,                    ,                    ,R                     ,                  ,                           ,                     ,VR                        ,VR                     ,                      ,                    ,C                       ,AA                       ,R                      ,                  ,                    ,                              ,VR                       ,                       ,VR                     ,                       ,R                         ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 12,H, 3,  36.00,    102.3600,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,VR                     ,                               ,VR                       ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,                      ,                            ,R                    ,                      ,F                    ,                     ,                       ,R                    ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,VR                    ,                       ,                   ,F                      ,VR                   ,                      ,                    ,                    ,                    ,R                     ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,C                       ,A                        ,C                      ,                  ,                    ,                              ,VR                       ,                       ,VR                     ,                       ,F                         ,                         ,R                                 ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 12,H, 5,  35.00,    105.3500,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,F                      ,                               ,VR                       ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,C                     ,                            ,F                    ,                      ,F                    ,                     ,                       ,F                    ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,VR                    ,                       ,                   ,C                      ,R                    ,                      ,                    ,                    ,VR                  ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,AA                       ,R                      ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,C                         ,VR                       ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 12,H, 6,  35.00,    106.8500,Shyu     ,Nannofossils                                 ,               ,                  ,F                  ,                     ,                       ,                    ,                  ,F                      ,                               ,                         ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,F                     ,                            ,F                    ,                      ,F                    ,                     ,                       ,R                    ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,F                      ,VR                   ,                      ,                    ,                    ,                    ,R                     ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,AA                       ,F                      ,                  ,R                   ,                              ,                         ,                       ,VR                     ,                       ,C                         ,R                        ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 12,H, 7,  40.00,    108.4000,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,R                      ,                               ,                         ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,C                     ,                            ,F                    ,                      ,                     ,                     ,                       ,VR                   ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,VR                    ,                       ,                   ,F                      ,VR                   ,                      ,                    ,                    ,                    ,R                     ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,A                        ,F                      ,                  ,VR                  ,                              ,                         ,                       ,                       ,                       ,C                         ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 12,H,CC,  26.00,    109.0500,Shyu     ,Nannofossils                                 ,               ,                  ,F                  ,                     ,                       ,                    ,                  ,R                      ,                               ,                         ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,                           ,                     ,                    ,C                     ,                            ,F                    ,                      ,VR                   ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,R                     ,                       ,                   ,C                      ,F                    ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,A                        ,F                      ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,C                         ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 13,H, 1,  39.00,    108.8900,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,R                      ,                               ,                         ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,F                     ,                            ,F                    ,                      ,F                    ,                     ,                       ,F                    ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,R                     ,                       ,                   ,C                      ,VR                   ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,A                        ,R                      ,                  ,F                   ,                              ,                         ,                       ,VR                     ,                       ,C                         ,VR                       ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 13,H, 3,  39.00,    111.8900,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,F                          ,R                    ,                    ,F                     ,                            ,F                    ,                      ,VR                   ,                     ,                       ,F                    ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,VR                    ,                       ,                   ,F                      ,                     ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,R                       ,A                        ,R                      ,                  ,F                   ,                              ,                         ,                       ,                       ,                       ,C                         ,VR                       ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 13,H, 5,  39.00,    114.8900,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,F                      ,                               ,VR                       ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,                    ,C                     ,                            ,F                    ,                      ,R                    ,                     ,                       ,F                    ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,R                     ,                       ,                   ,F                      ,F                    ,                      ,                    ,VR                  ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,C                       ,A                        ,R                      ,                  ,F                   ,                              ,                         ,                       ,VR                     ,                       ,R                         ,R                        ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19b             ,              ,124, 768,B, 13,H,CC,  28.00,    118.5200,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,C                      ,                               ,VR                       ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,VR                   ,                    ,C                     ,                            ,F                    ,                      ,R                    ,                     ,                       ,F                    ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,R                     ,                       ,                   ,C                      ,                     ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,C                        ,                       ,                  ,VR                  ,                              ,                         ,                       ,R                      ,F                      ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN19a             ,              ,124, 768,B, 14,H, 1,  38.00,    118.3800,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,F                      ,                               ,VR                       ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,                     ,VR                  ,C                     ,                            ,F                    ,                      ,F                    ,                     ,                       ,F                    ,                       ,                   ,                          ,                           ,VR                  ,                      ,                       ,VR                    ,                       ,                   ,C                      ,F                    ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,C                       ,A                        ,VR                     ,                  ,R                   ,                              ,                         ,                       ,R                      ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN19a             ,              ,124, 768,B, 14,H, 3,  40.00,    121.4000,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,R                      ,                               ,                         ,                       ,C                    ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,C                          ,R                    ,F                   ,C                     ,                            ,F                    ,                      ,VR                   ,                     ,                       ,VR                   ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,C                      ,                     ,                      ,                    ,                    ,                    ,R                     ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,C                       ,A                        ,VR                     ,                  ,F                   ,                              ,                         ,                       ,R                      ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
