Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix longissima,Thalassiosira oestrupii,Thalassiosira lentiginosa,Thalassiosira kolbei,Thalassiosira inura,Thalassionema nitzschioides,Nitzschia barronii,Cosmiodiscus insignis,Coscinodiscus vulnificus,Thalassiosira symbolophora,Thalassionema nitzschioides  var. parva,Rhizosolenia styliformis,Paralia sulcata,Nitzschia kerguelenis,Nitzschia interfrigidaria,Nitzschia cylindrus,Eucampia antarctica,Azpeitia endoi/tabularis,Actinocyclus ingens,Rhizosolenia hebetata,Asteromphalus (all generic taxa),Thalassiosira torokina,Rhizosolenia barboi,Nitzschia panduriformis,Coscinodiscus elliptopora,Rouxia naviculoides,Actinocyclus actinochilus,Nitzschia ritscherii,Pleurosigma sp.,Diatoms (unspecified pennate taxa),Diatoms (unspecified centric taxa),Chaetoceros spp. (resting spores),Actinocyclus senarius,Nitzschia separanda,Porosira glacialis,Hemidiscus karstenii,Comment
  SR,                 ,                 ,                  ,              ,119, 736,A,  4,H, 3,  80.00,     31.8000,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,C                      ,R                        ,                    ,F                  ,                           ,R                 ,                     ,                        ,R                         ,                                       ,                        ,               ,A                    ,                         ,R                  ,R                  ,                        ,R                  ,R                    ,R                               ,                      ,                   ,R                      ,                         ,                   ,R                        ,F                   ,               ,                                  ,                                  ,                                 ,R                    ,                   ,                  ,R                   ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  5,H, 1,  80.00,     33.8000,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,F                      ,F                        ,                    ,R                  ,                           ,R                 ,                     ,                        ,                          ,                                       ,                        ,               ,A                    ,                         ,                   ,R                  ,                        ,R                  ,R                    ,R                               ,                      ,                   ,R                      ,                         ,                   ,R                        ,R                   ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  5,H, 3,  80.00,     36.8000,Baldauf  ,Diatoms                                      ,A              ,G                 ,C                        ,R                      ,                         ,                    ,R                  ,                           ,R                 ,                     ,                        ,                          ,                                       ,                        ,               ,A                    ,                         ,                   ,R                  ,R                       ,R                  ,                     ,R                               ,                      ,                   ,R                      ,                         ,                   ,                         ,C                   ,               ,                                  ,                                  ,                                 ,                     ,R                  ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  5,H, 3, 100.00,     37.0000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,29474                             ,6060                              ,8355                             ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  6,H, 2,  80.00,     40.3000,Baldauf  ,Diatoms                                      ,A              ,M                 ,R                        ,R                      ,F                        ,                    ,R                  ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,R              ,A                    ,                         ,                   ,                   ,                        ,R                  ,                     ,R                               ,                      ,                   ,R                      ,                         ,                   ,R                        ,C                   ,               ,                                  ,                                  ,                                 ,R                    ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  6,H, 3,  99.00,     41.9900,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,26038                             ,4528                              ,0                                ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  7,H, 1,  80.00,     43.8000,Baldauf  ,Diatoms                                      ,A              ,M                 ,R                        ,R                      ,R                        ,                    ,F                  ,                           ,F                 ,                     ,                        ,                          ,                                       ,                        ,R              ,A                    ,                         ,R                  ,R                  ,R                       ,R                  ,                     ,R                               ,                      ,                   ,R                      ,                         ,                   ,                         ,R                   ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  7,H, 3,  80.00,     46.8000,Baldauf  ,Diatoms                                      ,C              ,M                 ,R                        ,R                      ,F                        ,                    ,R                  ,                           ,R                 ,                     ,                        ,                          ,                                       ,                        ,               ,C                    ,                         ,                   ,F                  ,R                       ,R                  ,R                    ,                                ,                      ,                   ,R                      ,                         ,                   ,F                        ,R                   ,R              ,                                  ,                                  ,                                 ,R                    ,R                  ,R                 ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  7,H, 3, 100.00,     47.0000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,20256                             ,1818                              ,3506                             ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  8,H, 1, 100.00,     49.0000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,375                               ,638                               ,11                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  8,H, 2,  80.00,     50.3000,Baldauf  ,Diatoms                                      ,A              ,G                 ,                         ,R                      ,C                        ,                    ,R                  ,                           ,R                 ,                     ,                        ,                          ,                                       ,                        ,               ,A                    ,                         ,                   ,F                  ,R                       ,R                  ,R                    ,R                               ,                      ,                   ,                       ,                         ,                   ,                         ,C                   ,R              ,                                  ,                                  ,                                 ,F                    ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  8,H, 4,  57.00,     53.0700,Baldauf  ,Diatoms                                      ,A              ,M                 ,                         ,R                      ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,C                    ,                         ,                   ,R                  ,                        ,C                  ,                     ,R                               ,                      ,                   ,R                      ,                         ,                   ,F                        ,C                   ,               ,                                  ,                                  ,                                 ,                     ,R                  ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  9,H, 3,  80.00,     56.8000,Baldauf  ,Diatoms                                      ,C              ,M                 ,R                        ,                       ,                         ,                    ,                   ,R                          ,R                 ,                     ,                        ,R                         ,F                                      ,                        ,R              ,C                    ,                         ,                   ,F                  ,                        ,C                  ,R                    ,R                               ,                      ,                   ,                       ,R                        ,                   ,R                        ,F                   ,               ,                                  ,                                  ,                                 ,R                    ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A,  9,H, 3, 100.00,     57.0000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,263                               ,364                               ,21                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 10,H, 2,  57.00,     61.0700,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,                       ,                         ,                    ,R                  ,                           ,R                 ,                     ,                        ,                          ,                                       ,R                       ,R              ,F                    ,                         ,                   ,R                  ,R                       ,C                  ,R                    ,R                               ,                      ,                   ,R                      ,R                        ,                   ,                         ,F                   ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 10,H, 3, 100.00,     63.0000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,2314                              ,2631                              ,329                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 10,H, 5,  57.00,     65.5700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,R                      ,F                        ,                    ,                   ,R                          ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,F                    ,                         ,                   ,                   ,R                       ,C                  ,                     ,                                ,                      ,                   ,                       ,R                        ,                   ,R                        ,F                   ,R              ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 11,H, 2,  57.00,     70.5700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,R                      ,F                        ,                    ,R                  ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,F                    ,                         ,                   ,                   ,R                       ,F                  ,                     ,                                ,                      ,                   ,R                      ,R                        ,                   ,                         ,F                   ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 11,H, 3, 100.00,     72.5000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,5892                              ,4285                              ,67                               ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 12,H, 2,  57.00,     75.5700,Baldauf  ,Diatoms                                      ,C              ,M                 ,F                        ,R                      ,                         ,                    ,R                  ,F                          ,F                 ,                     ,                        ,                          ,                                       ,R                       ,               ,F                    ,                         ,                   ,R                  ,R                       ,F                  ,                     ,                                ,                      ,                   ,                       ,F                        ,                   ,                         ,R                   ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 12,H, 3, 100.00,     77.5000,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,13822                             ,6635                              ,369                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 13,H, 2,  57.00,     81.5700,Baldauf  ,Diatoms                                      ,A              ,G                 ,C                        ,R                      ,F                        ,                    ,                   ,F                          ,F                 ,                     ,                        ,                          ,F                                      ,                        ,               ,C                    ,                         ,                   ,                   ,                        ,F                  ,                     ,                                ,                      ,rR                 ,                       ,R                        ,                   ,R                        ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 13,H, 3,  99.00,     83.4900,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,22755                             ,5251                              ,0                                ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 14,H, 2,  57.00,     91.0700,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,F                      ,F                        ,                    ,R                  ,F                          ,F                 ,                     ,                        ,                          ,F                                      ,                        ,               ,F                    ,                         ,                   ,R                  ,                        ,R                  ,                     ,                                ,                      ,                   ,                       ,R                        ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 14,H, 3,  99.00,     92.9900,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,14814                             ,4311                              ,157                              ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 15,H, 2,  57.00,    100.5700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,C                      ,                         ,                    ,F                  ,R                          ,R                 ,                     ,                        ,                          ,C                                      ,R                       ,R              ,R                    ,                         ,                   ,R                  ,                        ,F                  ,                     ,                                ,                      ,                   ,R                      ,F                        ,                   ,                         ,R                   ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 15,H, 3,  99.00,    102.4900,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,10094                             ,10451                             ,0                                ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 15,H, 5,  57.00,    105.0700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,F                      ,R                        ,                    ,R                  ,F                          ,F                 ,                     ,                        ,                          ,R                                      ,                        ,R              ,F                    ,                         ,                   ,                   ,                        ,F                  ,R                    ,                                ,                      ,                   ,                       ,                         ,                   ,R                        ,                    ,R              ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 15,H,CC,   9.00,    107.9000,Baldauf  ,Diatoms                                      ,C              ,M                 ,R                        ,R                      ,                         ,                    ,                   ,                           ,R                 ,                     ,                        ,                          ,                                       ,                        ,R              ,R                    ,                         ,                   ,R                  ,                        ,R                  ,                     ,                                ,                      ,R                  ,                       ,R                        ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 16,H, 2,  57.00,    110.0700,Baldauf  ,Diatoms                                      ,A              ,G                 ,                         ,F                      ,                         ,                    ,R                  ,F                          ,                  ,                     ,                        ,F                         ,                                       ,                        ,R              ,R                    ,                         ,                   ,                   ,                        ,F                  ,                     ,                                ,                      ,R                  ,                       ,F                        ,                   ,                         ,R                   ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 16,H, 3,  99.00,    111.9900,Stockwell,Diatoms                                      ,               ,                  ,                         ,                       ,                         ,                    ,                   ,                           ,                  ,                     ,                        ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,5582                              ,8237                              ,1133                             ,                     ,                   ,                  ,                    ,counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 16,H, 5,  57.00,    114.5700,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,R                      ,R                        ,                    ,                   ,                           ,R                 ,                     ,                        ,R                         ,                                       ,                        ,               ,F                    ,                         ,                   ,                   ,                        ,F                  ,                     ,                                ,                      ,                   ,                       ,R                        ,                   ,F                        ,R                   ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 17,X, 1,  57.00,    120.0700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,C                      ,F                        ,                    ,R                  ,F                          ,R                 ,                     ,                        ,R                         ,F                                      ,R                       ,               ,F                    ,                         ,                   ,                   ,                        ,C                  ,F                    ,R                               ,                      ,R                  ,                       ,F                        ,                   ,                         ,R                   ,R              ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 18,X,CC,  35.00,    127.9200,Baldauf  ,Diatoms                                      ,C              ,M                 ,F                        ,F                      ,R                        ,                    ,R                  ,R                          ,F                 ,                     ,                        ,                          ,R                                      ,R                       ,               ,R                    ,                         ,                   ,                   ,                        ,F                  ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 20,H, 2,  57.00,    148.4700,Baldauf  ,Diatoms                                      ,A              ,G                 ,A                        ,F                      ,F                        ,                    ,R                  ,R                          ,R                 ,                     ,                        ,                          ,R                                      ,R                       ,               ,R                    ,                         ,                   ,                   ,                        ,A                  ,                     ,                                ,                      ,F                  ,R                      ,F                        ,                   ,                         ,R                   ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 20,H, 5,  57.00,    152.9700,Baldauf  ,Diatoms                                      ,A              ,G                 ,A                        ,F                      ,R                        ,R                   ,R                  ,C                          ,R                 ,rR                   ,                        ,R                         ,C                                      ,R                       ,               ,R                    ,                         ,                   ,                   ,                        ,C                  ,R                    ,                                ,                      ,R                  ,                       ,R                        ,                   ,R                        ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 21,H, 2,  57.00,    157.9700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,C                      ,C                        ,F                   ,R                  ,F                          ,R                 ,                     ,                        ,                          ,                                       ,R                       ,               ,C                    ,F                        ,                   ,                   ,                        ,C                  ,                     ,R                               ,                      ,R                  ,                       ,R                        ,                   ,F                        ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 21,H, 5,  57.00,    162.4700,Baldauf  ,Diatoms                                      ,A              ,M                 ,A                        ,F                      ,C                        ,F                   ,F                  ,                           ,A                 ,                     ,                        ,R                         ,                                       ,R                       ,R              ,F                    ,                         ,                   ,                   ,                        ,F                  ,                     ,R                               ,                      ,F                  ,R                      ,R                        ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 22,X,CC,  22.00,    166.0200,Baldauf  ,Diatoms                                      ,A              ,M                 ,                         ,C                      ,R                        ,R                   ,R                  ,A                          ,C                 ,                     ,                        ,                          ,R                                      ,                        ,               ,                     ,                         ,                   ,R                  ,                        ,C                  ,                     ,                                ,R                     ,                   ,                       ,                         ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 23,X, 1,  58.00,    175.5800,Baldauf  ,Diatoms                                      ,A              ,G                 ,C                        ,F                      ,C                        ,C                   ,R                  ,R                          ,C                 ,rR                   ,                        ,F                         ,C                                      ,F                       ,R              ,R                    ,                         ,                   ,F                  ,R                       ,C                  ,F                    ,                                ,                      ,C                  ,                       ,                         ,                   ,R                        ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 23,X,CC,  13.00,    178.3300,Baldauf  ,Diatoms                                      ,A              ,M                 ,R                        ,F                      ,F                        ,                    ,R                  ,A                          ,A                 ,                     ,                        ,R                         ,                                       ,R                       ,F              ,R                    ,C                        ,                   ,F                  ,                        ,F                  ,R                    ,                                ,F                     ,R                  ,R                      ,R                        ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 24,X, 1,  58.00,    185.1800,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,F                      ,F                        ,R                   ,R                  ,R                          ,C                 ,                     ,                        ,R                         ,                                       ,                        ,F              ,R                    ,A                        ,                   ,F                  ,R                       ,F                  ,                     ,                                ,R                     ,R                  ,                       ,R                        ,R                  ,R                        ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 24,X,CC,  29.00,    186.7600,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,F                      ,C                        ,R                   ,R                  ,F                          ,F                 ,                     ,                        ,                          ,                                       ,R                       ,F              ,R                    ,C                        ,                   ,F                  ,R                       ,F                  ,                     ,R                               ,                      ,R                  ,                       ,R                        ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
