Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus abies,Reticulofenestra pseudoumbilicus,Reticulofenestra minutula,Reticulofenestra minuta,Helicosphaera carteri,Discoaster variabilis,Discoaster brouweri,Discoaster bollii,Dictyococcites productus,Dictyococcites antarcticus,Cryptococcolithus takayamae,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus macintyrei,Ericsonia formosa,Discoaster neohamatus,Discoaster calcaris,Discoaster bellus,Discoaster barbadiensis,Triquetrorhabdulus rugosus,Discoaster quinqueramus,Calcidiscus leptoporus,Umbilicosphaera sibogae,Pyrocyclus hermosus,Pseudobiscutum biobturaculum,Discolithina multipora,Discolithina discopora,Discoaster loeblichii,Discoaster hamatus,Discoaster challengeri,Dictyococcites bisectus,Minylitha convallis,Discoaster surculus,Discoaster saipanensis,Discoaster pentaradiatus,Discoaster intercalaris,Discoaster icarus,Reticulofenestra umbilica,Sphenolithus moriformis,Rhabdosphaera clavigera,Discoaster asymmetricus,Discoaster berggrenii,Dictyococcites abisectus,Cyclicargolithus floridanus,Tranolithus exiguus,Amaurolithus primus,Amaurolithus delicatus,Gephyrocapsa spp. (small),Microrhabdulus decoratus,Helicosphaera euphratis,Discoaster moorei,Discoaster deflandrei,Chiasmolithus grandis,Calcidiscus tropicus,Braarudosphaera bigelowii,Aspidolithus parcus constrictus,Chiasmolithus modestus,Isthmolithus recurvus,Discoaster lodoensis,Helicosphaera vedderi,Discolithina japonica,Amaurolithus amplificus,Discoaster signus,Chiasmolithus solitus,Chiasmolithus eograndis,Lithostromation perdurum,Discolithina syracusana,Umbilicosphaera angustiforamen,Eiffellithus sp.,Micula decussata,Amaurolithus tricorniculatus,Ceratolithus acutus,Syracosphaera pulchra,Ceratolithus cristatus,Ceratolithus armatus,Syracosphaera nodosa,Scapholithus fossilis,Pseudoemiliania lacunosa,Sphenolithus radians,Coronocyclus nitescens,Helicosphaera sellii,Chiasmolithus oamaruensis,Prediscosphaera sp.,Discoaster tamalis,Discoaster petaliformis,Cribrocentrum reticulatum,Helicosphaera wallichii,Syracosphaera lamina,Comment
  SR,Early Pliocene   ,                 ,CN11              ,              ,150, 905,A, 33,X, 2,  90.00,    273.4000,Gartner  ,Nannofossils                                 ,               ,                  ,VR                ,VR                              ,C                        ,A                      ,F                    ,R                    ,R                  ,                 ,C                       ,                          ,                           ,C                    ,r                       ,F                     ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,C                     ,VR                     ,                   ,                            ,                      ,VR                    ,                     ,                  ,                      ,                       ,                   ,F                  ,                      ,R                       ,                       ,                 ,                         ,                       ,VR                     ,VR                     ,                     ,                        ,                           ,                   ,                   ,                      ,VR                       ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,R                    ,                       ,                 ,                     ,                       ,                        ,                       ,R                             ,                ,                ,                            ,                   ,                     ,VR                    ,                    ,                    ,                     ,C                       ,                    ,                      ,R                   ,                         ,r                  ,VR                ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,150, 905,A, 33,X, 3,  90.00,    274.9000,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,VR                              ,F                        ,C                      ,F                    ,                     ,F                  ,                 ,                        ,                          ,                           ,F                    ,                        ,R                     ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,F                     ,R                      ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,R                       ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,VR                       ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,VR                    ,                    ,                    ,                     ,F                       ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,150, 905,A, 33,X, 4,  89.00,    276.3900,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,F                               ,C                        ,C                      ,VR                   ,VR                   ,                   ,                 ,F                       ,                          ,                           ,C                    ,r                       ,VR                    ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,C                     ,R                      ,                   ,                            ,                      ,R                     ,                     ,                  ,                      ,r                      ,                   ,VR                 ,                      ,F                       ,                       ,                 ,                         ,                       ,VR                     ,                       ,                     ,r                       ,                           ,                   ,                   ,                      ,F                        ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,VR                   ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,VR                    ,                    ,                    ,                     ,C                       ,                    ,                      ,VR                  ,r                        ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,150, 905,A, 33,X, 5,  89.00,    277.8900,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,F                               ,C                        ,C                      ,F                    ,                     ,VR                 ,                 ,F                       ,                          ,                           ,C                    ,                        ,F                     ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,C                     ,VR                     ,                   ,                            ,VR                    ,R                     ,                     ,                  ,                      ,                       ,                   ,                   ,                      ,F                       ,                       ,                 ,r                        ,                       ,VR                     ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,r                     ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,VR                      ,VR                     ,R                             ,                ,                ,                            ,                   ,                     ,VR                    ,                    ,                    ,                     ,C                       ,                    ,r                     ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10c             ,              ,150, 905,A, 34,X, 1,  90.00,    281.5000,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,C                               ,F                        ,C                      ,F                    ,R                    ,VR                 ,                 ,VR                      ,                          ,                           ,C                    ,                        ,F                     ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,C                     ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,F                       ,                       ,                 ,                         ,                       ,VR                     ,                       ,                     ,r                       ,                           ,                   ,                   ,VR                    ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,VR                            ,                ,                ,                            ,                   ,                     ,VR                    ,                    ,                    ,                     ,F                       ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10c             ,              ,150, 905,A, 34,X, 3,  90.00,    284.5000,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,C                               ,F                        ,C                      ,VR                   ,VR                   ,VR                 ,                 ,                        ,                          ,                           ,F                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,C                     ,VR                     ,                   ,                            ,                      ,VR                    ,                     ,                  ,                      ,                       ,                   ,R                  ,r                     ,R                       ,                       ,                 ,r                        ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,VR                    ,                    ,                    ,                     ,F                       ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10c             ,              ,150, 905,A, 34,X, 5,  90.00,    287.5000,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,C                               ,C                        ,A                      ,F                    ,                     ,R                  ,                 ,C                       ,VR                        ,                           ,F                    ,                        ,R                     ,                 ,                     ,                   ,                 ,r                      ,                          ,                       ,F                     ,VR                     ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,F                       ,                       ,                 ,r                        ,                       ,VR                     ,                       ,                     ,                        ,                           ,                   ,                   ,VR                    ,F                        ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,R                             ,                ,                ,                            ,                   ,VR                   ,VR                    ,                    ,                    ,                     ,C                       ,r                   ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10c             ,              ,150, 905,A, 34,X, 6,  90.00,    289.0000,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,A                      ,F                    ,                     ,R                  ,                 ,C                       ,R                         ,VR                         ,C                    ,                        ,F                     ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,C                     ,R                      ,                   ,                            ,                      ,VR                    ,                     ,                  ,                      ,                       ,                   ,F                  ,                      ,F                       ,                       ,                 ,r                        ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,VR                    ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,VR                     ,VR                            ,                ,                ,                            ,                   ,                     ,VR                    ,                    ,                    ,                     ,F                       ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10c             ,              ,150, 905,A, 35,X, 1,  90.00,    291.1000,Gartner  ,Nannofossils                                 ,               ,                  ,R                 ,F                               ,F                        ,F                      ,                     ,                     ,VR                 ,                 ,F                       ,C                         ,                           ,F                    ,                        ,R                     ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,F                     ,                       ,                   ,                            ,                      ,VR                    ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,F                       ,                       ,                 ,r                        ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,VR                            ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,VR                      ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10c             ,              ,150, 905,A, 35,X, 2,  89.00,    292.5900,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,A                      ,C                    ,                     ,VR                 ,                 ,C                       ,VR                        ,                           ,C                    ,r                       ,F                     ,r                ,r                    ,                   ,                 ,                       ,                          ,                       ,C                     ,R                      ,                   ,                            ,VR                    ,R                     ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,F                       ,                       ,                 ,r                        ,                       ,VR                     ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,R                        ,                        ,                       ,                 ,                     ,r                    ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,VR                   ,                       ,                 ,                     ,r                      ,                        ,R                      ,                              ,                ,                ,VR                          ,                   ,VR                   ,                      ,                    ,VR                  ,VR                   ,F                       ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10c             ,              ,150, 905,A, 35,X, 6,  89.00,    298.5900,Gartner  ,Nannofossils                                 ,               ,                  ,                  ,F                               ,                         ,                       ,                     ,                     ,                   ,                 ,                        ,                          ,                           ,R                    ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,R                     ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10b             ,              ,150, 905,A, 36,X, 1,  91.00,    300.5100,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,A                      ,F                    ,VR                   ,VR                 ,                 ,C                       ,F                         ,VR                         ,F                    ,r                       ,R                     ,r                ,                     ,                   ,                 ,                       ,                          ,                       ,C                     ,VR                     ,                   ,                            ,                      ,VR                    ,                     ,                  ,                      ,r                      ,                   ,R                  ,                      ,R                       ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,VR                    ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,r                    ,                       ,                        ,VR                     ,VR                            ,                ,                ,R                           ,                   ,VR                   ,VR                    ,VR                  ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10b             ,              ,150, 905,A, 36,X, 3,  91.00,    303.5100,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,                                ,C                        ,C                      ,F                    ,R                    ,VR                 ,                 ,F                       ,C                         ,VR                         ,F                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,C                     ,VR                     ,R                  ,                            ,                      ,VR                    ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,R                       ,                       ,                 ,r                        ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,VR                     ,VR                            ,                ,                ,VR                          ,VR                 ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10b             ,              ,150, 905,A, 36,X, 5,  91.00,    305.6500,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,                                ,C                        ,A                      ,F                    ,R                    ,VR                 ,                 ,C                       ,C                         ,VR                         ,C                    ,                        ,C                     ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,C                     ,VR                     ,                   ,                            ,                      ,R                     ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,R                       ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,VR                    ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,VR                   ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,VR                          ,                   ,R                    ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10b             ,              ,150, 905,A, 37,X, 1,  91.00,    309.8100,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,F                               ,C                        ,R                      ,R                    ,R                    ,R                  ,                 ,F                       ,F                         ,                           ,F                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,                          ,r                      ,F                     ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,R                       ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,VR                 ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10a             ,              ,150, 905,A, 37,X, 2,  91.00,    311.3100,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,F                    ,R                    ,VR                 ,                 ,C                       ,C                         ,VR                         ,C                    ,                        ,F                     ,                 ,                     ,                   ,                 ,                       ,                          ,r                      ,C                     ,R                      ,VR                 ,                            ,VR                    ,VR                    ,                     ,                  ,                      ,                       ,                   ,F                  ,                      ,F                       ,                       ,                 ,                         ,                       ,VR                     ,                       ,                     ,r                       ,                           ,                   ,                   ,VR                    ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,r                    ,                       ,                        ,                       ,                              ,                ,r               ,VR                          ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10a             ,              ,150, 905,A, 37,X, 3,  91.00,    312.8100,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,F                               ,C                        ,                       ,                     ,R                    ,VR                 ,                 ,F                       ,                          ,                           ,F                    ,                        ,R                     ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,F                     ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,F                       ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN10a             ,              ,150, 905,A, 37,X, 4,  91.00,    314.3100,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,F                               ,C                        ,F                      ,R                    ,VR                   ,R                  ,                 ,F                       ,R                         ,VR                         ,F                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,                          ,r                      ,F                     ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,                        ,                       ,                 ,r                        ,                       ,                       ,                       ,                     ,r                       ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,r                    ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,VR                            ,r               ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN10a             ,              ,150, 905,A, 38,X, 3,  91.00,    322.2100,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,F                               ,C                        ,C                      ,F                    ,VR                   ,VR                 ,                 ,C                       ,                          ,VR                         ,C                    ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,C                     ,F                      ,VR                 ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,S                  ,                      ,R                       ,                       ,                 ,                         ,                       ,VR                     ,                       ,                     ,                        ,                           ,                   ,                   ,VR                    ,C                        ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,VR                   ,                       ,                 ,                     ,                       ,                        ,VR                     ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN10a             ,              ,150, 905,A, 38,X, 4,  91.00,    323.7100,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,F                               ,C                        ,                       ,F                    ,                     ,                   ,                 ,C                       ,                          ,VR                         ,F                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,VR                        ,                       ,F                     ,VR                     ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,F                       ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN10a             ,              ,150, 905,A, 38,X, 5,  91.00,    325.2100,Gartner  ,Nannofossils                                 ,               ,                  ,                  ,F                               ,R                        ,                       ,                     ,                     ,VR                 ,                 ,                        ,                          ,                           ,                     ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,                      ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 39,X, 1,  90.00,    328.6000,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,A                        ,F                      ,F                    ,R                    ,                   ,                 ,C                       ,                          ,                           ,C                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,                          ,F                      ,R                     ,R                      ,VR                 ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,VR                 ,                      ,R                       ,                       ,                 ,                         ,                       ,VR                     ,                       ,                     ,                        ,                           ,                   ,VR                 ,VR                    ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,r                    ,                    ,                     ,                     ,                       ,                 ,r                    ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
