Exp,Hole,Core,Type,Section,Top Depth [m],Preservation,Group abundance,Bicolumnus ovatus,Blackites sp.,Braarudosphaera sp.,Calcidiscus leptoporus,Calcidiscus leptoporus (>10 μm),Calcidiscus macintyrei,Calcidiscus macintyrei (>11 μm),Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus (>10 µm),Catinaster coalitus,Ceratolithus acutus,Chiasmolithus altus,Chiasmolithus oamaruensis,Chiasmolithus sp.,Clausicoccus obrutus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus pelagicus f. braarudii,Coccolithus streckeri,Coronocyclus nitescens,Crenalithus doronicoides,Cricolithus jonesii,Cryptococcolithus cf. mediaperforatus,Cryptococcolithus mediaperforatus,Cyclicargolithus abisectus (10-11 μm),Cyclicargolithus abisectus (>11 μm),Cyclicargolithus floridanus,Dictyococcites antarcticus,Dictyococcites bisectus,Dictyococcites productellus (<3 μm),Dictyococcites productellus (3-5 μm),"Dictyococcites productellus (3-5 μm, circular)",Dictyococcites scrippsae,Dictyococcites stavensis (10-14 μm),Dictyococcites stavensis (>14 μm),Discoaster deflandrei,Discoaster sp.,Emiliania huxleyi,Emiliania pujosae,Gephyrocapsa aperta,Gephyrocapsa caribbeania (3-4 μm),Gephyrocapsa caribbeanica (4-5.5 μm),Gephyrocapsa caribbeanica (5.5-6.5 μm),Gephyrocapsa caribbeanica (>6.5 μm),Gephyrocapsa crassipons,Gephryocapsa ericsonii,Gephyrocapsa oceanica (3-4 μm),Gephyrocapsa oceanica (4-5.5 μm),Gephyrocapsa oceanica (5.5-6.5 μm),Gephyrocapsa omega,Helicosphaera carteri,Helicosphaera cf. euphratis,Helicosphaera elongata,Helicosphaera euphratis,Helicosphaera cf. intermedia,Helicosphaera intermedia,Helicosphaera omanica,Helicosphaera cf. sellii,Helicosphaera sellii,Helicosphaera sp.,Hughesius tasmaniae,Isthmolithus recurvus,Lanternithus minutus,Markalius inversus,Minyalitha convalis,Neococcolithus sp.,Pontosphaera discopora,Pontosphaera japonIca,Pontosphaera multipora,Pontosphaera sp.,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudoemiliania pacifica,Pseudoemiliania sp.,Pyrociclus orangensis,Pyrociclus sp.,Reticulofenestra amplus,Reticulofenestra asanoi (<6 um),Reticulofenestra asanoi (>6 um),Reticulofenestra daviesi,Reticulofenestra dictyoda,Reticulofenestra filewiczii,Reticulofenestra gelida (8-10 µm),Reticulofenestra gelida (>10 μm),Reticulofenestra haqii (<3 μm),Reticulofenestra haqii (3-5 μm),"Reticulofenestra haqii (3-5 μm, circular)",Reticulofenestra minuta (<3 μm),Reticulofenestra minutula,Reticulofenestra minutula (circular),Reticulofenestra pseudoumbilicus (8-10 μm),Reticulofenestra pseudoumbilicus (>10 μm),Reticulofenestra reticulata,Reticulofenestra rotaria (elliptical),Reticulofenestra umbilicus (10-14 µm),Reticulofenestra umbilicus (>14 µm),Rhabdosphaera procera,Scyphosphaera apsteinii,Scyphosphaera globulata,Scyphosphaera lagena,Scyphosphaera cf. pacifica,Scyphosphaera cf. queenslandensis,Scyphosphaera sp.,Schyphosphaera sp. 1,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus aubryae,Sphenolithus cf. abies,Sphenolithus cf. belemnos,Sphenolithus belemnos,Sphenolithus compactus,Sphenolithus conicus,Sphenolithus cf. delphix,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus distentus,Sphenolithus hetermorphus,Sphenolithus moriformis,Sphenolithus cf. neoabies,Sphenolithus neoabies,Sphenolithus orphanknollensis,Sphenolithus predistentus,Sphenolithus radians,Sphenolithus villae,Sphenolithus sp.,Syracosphaera pulchra,Syracosphaera spp.,Thoracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbellosphaera sp.,Umbilicosphaera cricota,Umbilicosphaera jafari,Umbilicosphaera cf. rotula,Umbilicosphaera rotula,Umbilicosphaera sp.,Umbilicosphaera sibogae,Zygrhablithus bijugatus,Unnamed: 148,Site,Top [cm],Bottom [cm],Bottom Depth [m],A/W,Sample,eodp_id
317,B,40,X,CC,330.54,M,R,,,,F,P,,,,,,,,,,,,,F,C,,,,,,,P,,,,,,R,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,C,P,P,,,,,,,,,,P,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-40X-CC-nan,b2bf2c6594a54222d3f1a7069e64685b
317,B,41,X,CC,340.91,M,F,,,,F,,,,,,,,,,,,,,C,C,R,,F,P,,,,,,P,R,,R,,,,,P,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,C,C,R,,,P,,,,P,,P,,R,R,,F,F,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,U1352,,,,,317-U1352B-41X-CC-nan,6d76cb1b9a49985ee217f0ad568a97ed
317,B,42,X,CC,348.59,M,C,,,,F,R,,,,,,,,,,,,,R,R,P,,F,,,,,,,F,P,,F,,,,,,,,,R,,,,F,,,,R,,,,,,,,,,,,,,,,,,,R,R,,,C,A,,F,,,,,,,R,,R,,F,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-42X-CC-nan,3021bd94db145fc7ab519b911fe3f5ed
317,B,43,X,CC,360.08,M,F,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,R,,,,,,,,,C,,,,F,,,,R,R,,,,,,,,,R,,,,,,,,,,,,,F,F,F,R,,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-43X-CC-nan,224378d4f633e2a8c981be05048168a6
317,B,44,X,CC,369.84,M,C,,,,P,R,,,,,,,,,,,,,C,F,P,,,,,,,,,,,,C,,,,,,,,,,F,F,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-44X-CC-nan,0d1b5cdeaef73d81de8259636c8d65b2
317,B,45,X,CC,378.55,M,R,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-45X-CC-nan,b19ceb9c5b0fdf85568675f3855558f7
317,B,46,X,CC,388.95,M,C,,,,,,,,,R,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,F,F,,R,,,,,,F,,,,,,,R,,,,,,,,,,R,,,,F,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-46X-CC-nan,3f2a773ed985eaa2745f9e6d946721eb
317,B,47,X,CC,398.56,M,F,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,P,,P,,F,,,,P,,,,,,F,F,,R,,,,F,,,P,,,,,,,F,,,,,,,,,R,,,,,R,,,,R,P,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-47X-CC-nan,355e661ff21d4a64fcce746af97fb7c9
317,B,48,X,CC,408.18,M,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,R,,,,,,,,,,F,F,R,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,P,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-48X-CC-nan,360e16df9b63c6d7985dfd2b15e40348
317,B,49,X,CC,412.30,M,F,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-49X-CC-nan,65b662f09ff4c4b80f24d02e53eb0799
317,B,50,X,CC,427.34,M,R,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,R,,P,F,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-50X-CC-nan,27df8def0216075832ee329bed5eb3d3
317,B,51,X,CC,436.82,M,F,,,,,,,,,,,,,,,,,,C,F,,,,,,,P,,R,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,U1352,,,,,317-U1352B-51X-CC-nan,8c08754951447e8ac5cbd25c2a0d15c5
317,B,52,X,CC,446.38,G,A,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,C,C,,,A,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-52X-CC-nan,dc658c167b4b93746d9c841c9a230f57
317,B,53,X,CC,455.49,M,F,,,,R,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-53X-CC-nan,eafbae00e207fdd0f8446bbc9e7cf42d
317,B,54,X,CC,463.67,P,F,,,,,,,,,P,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,P,,,,,R,P,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-54X-CC-nan,db75801db4e0cf20d78f84004acbf22f
317,B,55,X,CC,469.84,G,R,,,,R,,,,,R,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,P,,,R,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-55X-CC-nan,f8ba4870703607b105f99e9e10e5fc9f
317,B,56,X,CC,484.83,G,R,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-56X-CC-nan,3e38269c0a45f2371fe320423a39cb6e
317,B,57,X,CC,491.74,M,F,,,,R,,,,,C,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-57X-CC-nan,331318137803be272693d07295ac74a0
317,B,58,X,CC,504.14,M,F,,,,,R,,,,,,,,,,,,,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,F,,,,F,F,,,,,,,,,R,,,,,,C,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-58X-CC-nan,1f3f88d1de45d44537283a5b66dbb3a9
317,B,59,X,CC,507.09,P,R,,,,,,,,,,,,,,,,,,R,R,P,,,,,,,,,P,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-59X-CC-nan,09d14a9988e3986d041ea2f2d43a0471
317,B,60,X,CC,514.61,P,R,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-60X-CC-nan,95af06745e5332b8f3b271cb613dedc0
317,B,61,X,CC,525.34,M,R,,,,,,,,,,,,,,,,,,C,P,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-61X-CC-nan,2cdc6179b64055998a53b3d913dc55e7
317,B,62,X,CC,542.58,G,F,,,,F,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,R,,,,,P,,,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-62X-CC-nan,59e5a14681550f7e6dbba49ce4628b19
317,B,63,X,CC,552.15,M,R,,,,R,,,,,R,,,,,,,,,F,F,,,P,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,F,R,,,P,,,,P,,,P,F,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,U1352,,,,,317-U1352B-63X-CC-nan,a4f08c70cd2861a1aea9530cda98cd9c
317,B,64,X,CC,557.28,P,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-64X-CC-nan,a5a11e8586b30dc5f46af1ac44a8cdce
317,B,65,X,CC,562.35,P,R,,,,R,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,F,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,U1352,,,,,317-U1352B-65X-CC-nan,ddc485dc22119372497f5b044643689c
317,B,66,X,CC,572.40,M,R,,,,R,,,,,,,,,,,,,,R,P,,,,P,,,,,,P,P,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,A,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-66X-CC-nan,93e42bd8411da672aef59a841cf74970
317,B,67,X,CC,573.33,M,R,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,A,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-67X-CC-nan,62c034aa638a40c49d991411a21da6d0
317,B,68,X,CC,583.56,G,C,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,P,,,,,,,U1352,,,,,317-U1352B-68X-CC-nan,a45ef41118c65e0b1be2ad3261e45eb6
317,B,69,X,CC,590.70,P,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-69X-CC-nan,1124ebb3c2137005402173bf57709df5
317,B,70,X,CC,601.19,G,F,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,U1352,,,,,317-U1352B-70X-CC-nan,429fc540beb2b5ebbee7740f909d80ab
317,B,71,X,CC,614.56,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-71X-CC-nan,7282473600f62ad47b8ce5e002c6837e
317,B,72,X,CC,626.26,M,R,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-72X-CC-nan,008dde0214ad2d3e1e52f5fb9ed9a31f
317,B,73,X,CC,637.97,G,VA,,,,,,,,,,,,,,,,,,F,R,P,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,R,,,,,F,,,,P,,R,,A,A,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,U1352,,,,,317-U1352B-73X-CC-nan,941751d37d927d082891cf4d5d6b895c
317,B,74,X,CC,648.16,G,A,,,,R,,,,,,,,,,,,,,C,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,,,,,,,C,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,U1352,,,,,317-U1352B-74X-CC-nan,50afdddd4aca6cb1968ba2d818af9f3c
317,B,75,X,CC,657.75,G,A,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,F,,,,,,,F,R,,,,,,,,,F,,,,,,,,P,,,,,,,,,A,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,U1352,,,,,317-U1352B-75X-CC-nan,97d4b4ef1a21c9fead4531f80bbff059
317,B,76,X,CC,667.33,G,A,,,,F,,,,,,,,,,,,,,C,,,,,,,,,,,,P,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,P,,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,U1352,,,,,317-U1352B-76X-CC-nan,4ac0b877b8fa56ab13578bcc62933662
317,B,77,X,CC,669.80,G,F,,,,,,,,,,,,,,,,,,C,R,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,U1352,,,,,317-U1352B-77X-CC-nan,34085a10bf2ace0f3d824e34cf59d1e5
317,B,78,X,CC,679.51,G,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-78X-CC-nan,b04626e9b9d954e599ae944a1ee1af8a
317,B,79,X,CC,687.46,M,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,U1352,,,,,317-U1352B-79X-CC-nan,69b720c0ab6d8dc828e746c0b53b4e1f
317,B,80,X,CC,703.25,G,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,R,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-80X-CC-nan,67a5af0c93ca78722efb64e5a5f2bb52
317,B,81,X,CC,710.42,G,F,,,,F,,,,,,,,,,,,,,A,,P,,,P,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,C,A,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,U1352,,,,,317-U1352B-81X-CC-nan,67f1c6c0c1b27837e4e2358ac6fd6818
317,B,82,X,CC,710.65,P,R,,,,P,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,R,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,F,F,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-82X-CC-nan,a19547f46742dc3a86182edc12ef293a
317,B,83,X,CC,715.70,P,R,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-83X-CC-nan,63507007d35c6edf9c7141f88bcb5dad
317,B,84,X,CC,725.30,P,C,,,,F,P,,,,,,,,,,,,,A,,F,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,P,,,,C,C,,,R,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-84X-CC-nan,892aa53cb5cffa6fd1559090b59004cc
317,B,85,X,CC,739.85,M,C,,,,R,R,,,,,,,,,,,,,C,P,R,,,,,,,,,,,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,U1352,,,,,317-U1352B-85X-CC-nan,106eb1d7b971ecf7fd7e203254309f97
317,B,86,X,CC,744.85,G,C,,,,,,,,,,,,,,,,,,C,,P,,,,,,,,,,,D,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-86X-CC-nan,a1e13a97d489e492881a90be9789526b
317,B,87,X,CC,756.10,M,F,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,P,,,,,,,,F,,,,,R,,,,A,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-87X-CC-nan,fca3025b464db097ea18f5beb1b2231e
317,B,88,X,CC,765.72,G,F,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,A,C,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-88X-CC-nan,ef55931420bf601a0ce9b3e9c1469722
317,B,89,X,CC,773.20,G,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-89X-CC-nan,f90cc996b31adc729fd5e5073f5da86a
317,B,90,X,CC,783.61,G,C,,,,F,,,,,,,,,,,,,,C,F,,,,,,,,,,,,A,,,,,,,P,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,A,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,U1352,,,,,317-U1352B-90X-CC-nan,27b381d69dd35e46936a9a34c03c2e13
317,B,91,X,CC,793.02,M,F,,,,R,,,,,,,,,,,,,,C,F,R,,,,,,,,R,R,,C,C,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-91X-CC-nan,642dbf15984482a5ca6a33fb5fae8912
317,B,92,X,CC,802.78,M,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-92X-CC-nan,75e5ec8619435d581c88d610e0c5dc44
317,B,93,X,CC,811.70,G,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-93X-CC-nan,c8ec2b32df04fbb04947b9d4c8389212
317,B,94,X,CC,821.74,M,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352B-94X-CC-nan,0b0d7f9e819c38918bbeedb328d3323d
