Exp,Site,Hole,Core,Section,interval (cm),Top Depth [m],Zone,Preservation,Abundance (%),Beella spp.,Catapsydrax dissimilis,Catapsydrax unicavus,Catapsydrax spp.,Clavatorella sturanii?,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina baroemoensis,Dentoglobigerina galavisi,Dentoglobigerina globularis,Dentoglobigerina pseudovenezuelana,Dentoglobigerina subdehiscens,Dentoglobigerina tripartita,Dentoglobigerina spp.,Globigerinella aequilateralis,Globigerinella obesa,Globigerinella praesiphonifera,Globigerina angulisuturalis,Globigerina apertura,Globigerina brazeri,Globigerina bulloides,Globigerina ciperoensis,Globigerina praebulloides,Globigerina woodi,Globigerina spp.,Globigerinatella insueta,Globigerinoides altiapertura,Globigerinoides bollii,Globigerinoides bulloideus,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides obliquus,Globigerinoides parawoodi,Globigerinoides praeprimordius,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides sacculifer,Globigerinoides seiglei,Globigerinoides subquadratus,Globigerinoides triloba,Globigerinoides spp.,Globoquadrina binaiensis,Globoquadrina dehiscens,Globoquadrina euapertura,Globoquadrina praedehiscens,Globoquadrina rohri,Globoquadrina sellii,Globoquadrina tapuriensis,Globoquadrina venezuelana,Globoquadrina spp.,Globorotalia acrostoma,Globorotalia (Globoconella) panda,Globorotalia lenguaensis,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia pseudomiocenica,Globorotalia ungulata,Globorotalia tumida flexuosa,Globorotalia (Fohsella) fohsi fohsi,Globorotalia (Fohsella) fohsi lobata,Globorotalia (Fohsella) fohsi robusta,Globorotalia (Fohsella) peripheroacuta,Globorotalia (Fohsella) peripheroronda,"Globorotalia (Fohsella) ""praefohsi""",Globorotalia (Hirsutella) margaritae,Globorotalia (Menardella) archeomenardii,Globorotalia (Menardella) exilis-pertenuis,Globorotalia (Menardella) limbata,Globorotalia (Menardella) menardii,Globorotalia (Menardella) multicamerata,Globorotalia (Menardella) pertenuis,Globorotalia (Menardella) praemenardii,Globorotalia (Menardella) spp.,Globorotalia (Truncorotalia) tosaensis,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,Globorotaloides variabilis,Globoturborotalita anguliofficinalis,Globoturborotalita decoraperta,Neogloboquadrina acostaensis,Neogloboquadrina deutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Orbulina bilobata,Orbulina suturalis,Orbulina universa,Paragloborotalia continuosa,Paragloborotalia griffinoides,Paragloborotalia kugleri,Paragloborotalia nana,Paragloborotalia pseudocontinuosa,Paragloborotalia pseudokugleri,Paragloborotalia semivera,Paragloborotalia siakensis/mayeri,Paragloborotalia spp.,Parasubbotina varianta,Parasubbotina griffinae,Praeorbulina sicana,Praeorbulina spp. fragments,Pulleniatina finalis,Pulleniatina praecursor,Pulleniatina primalis,Pulleniatina obliquiloculata,Pulleniatina spp.,Sphaeroidinella dehiscens s.l.,Sphaeroidinella excavata,Sphaeroidinellopsis disjuncta,Sphaeroidinellopsis kochi,Sphaeroidinellopsis paenedehiscens,Sphaeroidinellopsis seminulina,Tenuitellinata angustiumbilicata,Tenuitella munda,Tenuitella spp.,Top [cm],Bottom [cm],Type,Bottom Depth [m],A/W,Sample,eodp_id
320,U1335,A,25,CC,,236.85,M2,G,60,,,,,,,P,P,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335A-25H-CC-nan,4be29bdc3ab4dc0ee0ea6f7bd49b7df7
320,U1335,A,26,CC,,246.78,M2,G,60,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,,,P,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335A-26H-CC-nan,f098e5493c33bf8403467fe0bbf261ef
320,U1335,A,27,CC,,256.19,M2,G,60,,P,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,P,,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335A-27H-CC-nan,f63d1706624e39a58e57949fc28959ba
320,U1335,A,28,2,64-65,257.78,M2,M,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,65,H,,,320-U1335A-28H-2-nan,34168368b17b0bc0f3630a70abc4b699
320,U1335,A,28,4,38-40,260.78,M2,M,20,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,38,40,H,,,320-U1335A-28H-4-nan,80c5d7aa8e88d5eafe0c832895ac3d01
320,U1335,A,28,CC,,265.96,M1b,M,15,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335A-28H-CC-nan,ca2969fe74924d6936c00af0d52f326d
320,U1335,A,29,CC,,275.56,M1b,M,15,,,P,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,P,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,P,P,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335A-29H-CC-nan,8e7512b616f102a20faf975ff7ef42b7
320,U1335,A,30,CC,,284.77,M1b,M,10,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,P,P,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335A-30H-CC-nan,c2cf5573f244990a6cfe9557023edfc3
320,U1335,A,31,CC,,294.5,M1b,M,20,,P,P,,,,,P,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,,P,P,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335A-31H-CC-nan,597dea97ab82cca0d322aa1ae646b492
320,U1335,A,32,CC,,303.70,M1b,M,30,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,P,P,,P,,,,,,,,,,,,,,,,,P,,,,,H,,,320-U1335A-32H-CC-nan,1b45967f847b1ac00e92b6d8ad2154dc
320,U1335,A,33,CC,,313.48,M1b,M,50,,,,,,,,P,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,P,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335A-33H-CC-nan,8809f659b5ae04db2658ebb0d39cdaab
320,U1335,A,34,CC,,323.00,M1a,P,5,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,,P,P,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335A-34H-CC-nan,fe6d7caf80d6c3186ff47ab499069bc0
320,U1335,A,35,CC,,332.59,M1a,M,40,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,,P,P,P,,,,,,,,,,,,,,,,,P,,,,,H,,,320-U1335A-35H-CC-nan,f56c26d1cb4bdde79432cb65788f48d0
320,U1335,A,36,CC,,341.80,M1a,G,50,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,,,,,,,,,,,,,,,,,,,P,,,,,H,,,320-U1335A-36H-CC-nan,858e6825e0834a08935e67102382dc18
320,U1335,A,37,2,48-50,343.38,M1a,M,90,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,48,50,X,,,320-U1335A-37X-2-nan,f2becc184710ffff9170a80fd1fcf2d9
320,U1335,A,37,4,136-138,347.26,M1a,M,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,P,,,,,,,,,,,,,,,,,,,,136,138,X,,,320-U1335A-37X-4-nan,a93bd402a50aeef4e126041d7293f721
320,U1335,A,37,CC,,350.01,O6,M,2,,,F,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,320-U1335A-37X-CC-nan,ab449aed4f038ec631048f0d35bfcf9a
320,U1335,A,38,CC,,359.11,O6,M,90,,,P,,,,,P,P,P,,,P,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,,,,,,,,,,,,,,,,,P,,,,,X,,,320-U1335A-38X-CC-nan,399d996bb4bc911f52784810ab7b025c
320,U1335,A,39,CC,,369.36,O6,P,5,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,320-U1335A-39X-CC-nan,b1e5f18bff0f0b0708114b272bcffb17
320,U1335,A,40,CC,,376.60,O6,P,<10,,P,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,P,,,,,X,,,320-U1335A-40X-CC-nan,81578f5bdde56d2292a050d9c41c804b
320,U1335,A,41,CC,,387.61,O6,P,<10,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,X,,,320-U1335A-41X-CC-nan,8dc5cab2cfbeb28a139c6c1613fe306e
320,U1335,A,42,CC,,396.28,O6,M,2,,,P,,,,,,P,,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,P,,,,,,,,,,,,,,,,,P,P,,,,X,,,320-U1335A-42X-CC-nan,c18e3138d4fcef0379af6ddbfa5321b8
320,U1335,A,43,CC,,408.18,O6,G,30,,P,P,,,,,,P,,P,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,X,,,320-U1335A-43X-CC-nan,e15339b74b85c32afe7c42bcaa7fd574
320,U1335,B,1,CC,,3.43,PT1a,M,85,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,P,,,,,,P,P,,,,,,,,,,,,,,,,,,,,P,P,,P,,,,,,,,,,,H,,,320-U1335B-1H-CC-nan,f761da927b222ca509d48a5a71d65658
320,U1335,B,2,CC,,13.02,PL5,M,80,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,P,,P,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,H,,,320-U1335B-2H-CC-nan,949c05cbf7669631a6a8e66a5fdd1070
320,U1335,B,3,CC,,22.66,PL1,M,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,,,,,,H,,,320-U1335B-3H-CC-nan,1eaaa104f528647232d130177756a8be
320,U1335,B,4,CC,,31.93,M14,G,>95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,P,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,H,,,320-U1335B-4H-CC-nan,e18b42cdc1cdca33e189de749f6b19a4
320,U1335,B,5,CC,,41.86,M13b–M14,G,80,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,H,,,320-U1335B-5H-CC-nan,f7f75ce9fe1729f9a45a469b8eaa32a2
320,U1335,B,6,CC,,51.05,M13b,M,30,,,,,,,P,,,,,,,,,,,,,,,,,P,P,,,,,P,,,,,,,,,P,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,P,,,,,,,P,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,P,,,P,,,,,,H,,,320-U1335B-6H-CC-nan,886c18ecf2f71c95a3a7b77bf96ae98a
320,U1335,B,7,CC,,60.92,M13b,P,<2,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,H,,,320-U1335B-7H-CC-nan,076cc1e2434074e58f47cc6fc600bae9
320,U1335,B,8,CC,,70.03,M11,M,80,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-8H-CC-nan,fe0170889b848642b4297c7859d6ae4f
320,U1335,B,9,CC,,79.94,M9b/N12,G,90,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,P,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,P,,,,,P,,,,H,,,320-U1335B-9H-CC-nan,0b1be45c979c82aa580c20ec569ef2a4
320,U1335,B,10,CC,,89.04,M9b/N12,G,70,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,H,,,320-U1335B-10H-CC-nan,fca97fa63e13fd4aa6d6c767b8f369d3
320,U1335,B,11,CC,,98.97,M9b/N12,G,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,P,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,H,,,320-U1335B-11H-CC-nan,8562211d8693c96e9660ac3c7e6c3f94
320,U1335,B,12,CC,,108.08,M8/N12,G,50,,,,,,,P,P,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,P,,,H,,,320-U1335B-12H-CC-nan,5ad23b98b5778326595e13b6c8eafa24
320,U1335,B,13,CC,,117.65,M6/N9,M,10,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-13H-CC-nan,1ef0402e40681993b2ee4e6adf404bf2
320,U1335,B,14,CC,,127.01,M6/N9,P,5,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,H,,,320-U1335B-14H-CC-nan,a83f86465cb4313aef4e0f865692c200
320,U1335,B,15,CC,,136.78,M6/N9,P,10,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-15H-CC-nan,035a71e4712e51787ef57058872a3961
320,U1335,B,16,CC,,146.17,M6/N9,P,20,,P,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-16H-CC-nan,87b4a900b6adb2bcae9cff5606132921
320,U1335,B,17,CC,,155.64,M5b,M,35,,,,,,,P,P,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,H,,,320-U1335B-17H-CC-nan,23ee3cde2331d1d017aa9d10722c7569
320,U1335,B,18,CC,,164.78,M5b,M,50,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,H,,,320-U1335B-18H-CC-nan,22bf33fd8942b092914c42ce08ca44b7
320,U1335,B,19,CC,,174.81,M4,M,20,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,H,,,320-U1335B-19H-CC-nan,717f8de410f6aa702a3a87d2f4850943
320,U1335,B,20,CC,,184.35,M4,G,70,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-20H-CC-nan,5b5b28401a96e644f6fab220846c8636
320,U1335,B,21,CC,,193.42,M2,P,10,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-21H-CC-nan,ee2eb38e0e714819de39c10497cc0661
320,U1335,B,22,CC,,202.81,M2,M,30,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,P,,,,,,,,,,,H,,,320-U1335B-22H-CC-nan,37d7073e9991ac6b9df8c96456459e4f
320,U1335,B,23,CC,,211.78,M2,M,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-23H-CC-nan,eb2091505d8f8830fc59c7f342afd802
320,U1335,B,24,CC,,222.11,M2,M,>90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-24H-CC-nan,361de83544343c62b08cde3e9d40483a
320,U1335,B,25,CC,,231.42,M2,M,98,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-25H-CC-nan,3110e405715df4e994ba2df904d19e39
320,U1335,B,26,CC,,241.40,M2,M,50,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-26H-CC-nan,916c59e718dd87617e10a12b1005e03b
320,U1335,B,27,CC,,250.90,M2,M,15,,P,P,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-27H-CC-nan,c6ecd2afa6c6cbd4d673e3835ee92c7d
320,U1335,B,28,CC,,260.40,M2,G,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-28H-CC-nan,3e5e690359ea86dae45a0b1687f8708d
320,U1335,B,29,CC,,269.69,M2,G,>90,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,P,,P,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-29H-CC-nan,69a8cf5a537a89d60a64fd838379678e
320,U1335,B,30,CC,,279.09,M1b,G,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,P,P,,P,,,,,,,,,,,,,,,,,P,,,,,H,,,320-U1335B-30H-CC-nan,cd9f72f3736d83602e56881aecb9a19d
320,U1335,B,31,CC,,288.52,M1a,G,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-31H-CC-nan,8c4ef94860af5567d4eed0ab399eeb8f
320,U1335,B,32,CC,,297.96,M1a,M,<10,,P,P,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,P,,P,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-32H-CC-nan,37e79c2317eafb2aa49b84d4fefb639a
320,U1335,B,33,CC,,307.87,M1a,M,20,,P,,,,,,P,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,P,P,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-33H-CC-nan,66bc2448b9a5fcd4a429c2607e7898d7
320,U1335,B,34,CC,,316.95,M1a,G,40,,P,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,P,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-34H-CC-nan,36c71158d6540dbe6592c69c84a929be
320,U1335,B,35,CC,,326.84,M1a,M,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,,P,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-35H-CC-nan,d2ddf1788a2357dde85ae49664d95d3c
320,U1335,B,36,CC,,336.52,M1a,M,15,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-36H-CC-nan,624d5ea9c6e5636c1edf8e00230f3b9f
320,U1335,B,37,CC,,344.06,M1a,M,15,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-37H-CC-nan,3bab51258ddd947d1be844afc28a874c
320,U1335,B,38,CC,,352.84,O6,G,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,P,,P,P,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-38H-CC-nan,e8a9a418deee6e46b16f955d004b5730
320,U1335,B,39,CC,,362.46,O6,G,70,,P,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-39H-CC-nan,212a120fd9d2a604eb709d8bbf47f9c1
320,U1335,B,40,CC,,370.34,O6,M,50,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,H,,,320-U1335B-40H-CC-nan,3079f29baf3a65951b1b1d60e8041697
