Exp,Hole,Core,Type,Section,Top Depth [m],Bottom Depth [m],Preservation,Total radiolarians,Actinomma boreale,Actinomma medianum,Amphimelissa setosa,Axoprunum acquilonium,Botryostrobus aquilonaris,Ceratospyris borealis,Collosphaera pyloma,Cycladophora cornutoides,Cycladophora cosma,Cycladophora davisiana,Cycladophora sakaii,Cyrtocapsella japonica,Dendrospyris sakaii,Dictyophimus bullatus,Dictyophimus hirundo,Eucyrtidium asanoi,Eucyrtidium inflatum,Eucyrtidium matuyamai,Lamprocyrtis heteroporos,Larcopyle buetschlii,Lipmanella redondoensis,Lithelius barbatus,Lychnocanomma magnacornuta,Lychnocanomma nipponica sakaii,Lychnocanomma parallelipes,Phormostichoartus fistula,Porodiscus circularis,Sphaeropyle langii/robusta group,Spongodiscus sp.,Spongopyle osculosa,Spongotrochus glacialis,Spongurus pylomaticus,Stichocorys delmontensis,Stichocorys peregrina,Stylatractus universus,Stylochlamydium venustum,Stylodictya validispina,Thecosphaera akitaensis,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Site,Top [cm],Bottom [cm],A/W,Sample,eodp_id
323,D,3,H,CC,21.52,21.62,G,C,,,,,,C,,,,C,,,,,F,,,,,F,,,,,,,,F,,,C,F,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-3H-CC,1a0fdb9c7174b4d998f763db930e8f9f
323,D,4,H,CC,31.57,31.67,M,C,F,,,,,C,,F,,A,,,,,F,,,,,F,,,,C,,,,F,,,,F,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-4H-CC,f7f07cf15e70a2bfd96851d1eb9f41e6
323,D,5,H,CC,38.05,38.21,M,F,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,F,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-5H-CC,9c7b71946120c50d7711ed2862e60703
323,D,6,H,CC,50.11,50.21,M,A,,,,,C,C,,F,,A,,,,,,,,,,F,,,,A,,,,,,,F,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-6H-CC,de9e9278ba726c409bd06c84e91a9dff
323,D,7,H,CC,59.66,59.76,M,C,,,,,,F,,,,C,,,,,,,,,,F,,,,F,,,,F,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-7H-CC,2ac2ef18905e1cd9b280168350447d9c
323,D,8,H,CC,66.41,66.51,M,C,,,,,,F,,,,A,,,,,,,,,,C,,,,F,,,,F,,F,F,F,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-8H-CC,6e0080ed0dd6b583bcc64264a6f94377
323,D,9,H,CC,78.27,78.37,M,F,,,,,,F,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-9H-CC,533855c52f5e20438754f92cc0d7c1b8
323,D,10,H,CC,88.44,88.54,M,F,,,,,,F,,,,F,,,,,,,,,,,,,,F,,,,F,,F,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-10H-CC,9749dd111f4b0e0bee996c9558e3622a
323,D,11,H,CC,97.76,97.86,P,F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,F,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-11H-CC,b9ac8d8bfce331a6720f3267a0b666b4
323,D,12,H,CC,107.27,107.37,M,C,,,,,,F,,,,A,,,,,,,,,,F,,,,F,,,,C,A,F,F,F,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-12H-CC,d50220f1959f2548eae029dcba07b8a3
323,D,13,H,CC,116.6,116.7,G,C,,,,,,C,,F,,C,,,,,,,,,,F,,,,F,,,,C,C,F,F,F,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-13H-CC,1623b457a846c5d7dbf050a5bfbc105b
323,D,14,H,CC,126.28,126.38,M,C,,,,,,F,,F,,F,,,,,,,,,,,,,,,,,,F,C,F,F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-14H-CC,a8740ffbb3482e2822ac27b7b40ddf84
323,D,15,H,CC,135.67,135.77,G,F,,,,,,F,,F,,F,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-15H-CC,2ada21057c1e689d5f5bde6b5e576572
323,D,16,H,CC,145.3,145.4,M,C,,,,,,F,,F,,F,,,,,,,,,,,,,,F,,,,,C,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-16H-CC,886e0ee49702f58f525e3f1141d7ef1d
323,D,17,H,CC,155.02,155.12,M,C,,,,,,F,,,,C,,,,,,,,,,,,,,,,,,C,A,F,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-17H-CC,c03a178d97143479b9e858816a24a925
323,D,18,H,CC,164.29,164.39,G,C,F,,,F,,C,,F,,A,,,,,F,,,,,,,,,F,,,,F,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-18H-CC,740a45f78c2a082c7e364c573d2096f0
323,D,19,H,CC,174.31,174.41,G,F,,,,F,,F,,,,C,,,,,,,,,,F,,,,,,,,F,F,,F,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-19H-CC,f6c519d18b9ad6c800d695d65c2f9b03
323,D,20,H,CC,182.98,183.08,G,F,,,,F,,F,,F,,F,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-20H-CC,048d8a8ceed7761d765822922e37d40b
323,D,21,H,CC,192.83,192.93,M,C,,,,,,C,,F,,C,,,,,C,,,,,F,,,,,,,,F,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-21H-CC,aedcae2df1c1730e733fd890abe30316
323,D,22,H,CC,201.79,201.89,M,C,,,,F,,C,,,,C,,,,,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-22H-CC,08c83e08ddd4f5e05bc4772ac4376017
323,D,23,H,CC,211.14,211.24,M,F,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,C,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-23H-CC,44d0902d498dcf25f5a4e26af133dadc
323,D,24,H,CC,221.05,221.15,M,C,F,,,F,,C,,,,C,,,,,F,,,,,F,,,,,,,,C,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-24H-CC,e03a1ee245e5ceaaa25a72329d1a3f10
323,D,25,H,CC,224.41,224.51,M,F,,,,F,,F,,,,F,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-25H-CC,1f9e5450c4d16a64ca08af0e02ae438c
323,D,26,H,CC,233.99,234.09,M,F,,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,F,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-26H-CC,d409a301a974c015d5e732988fa8c87c
323,D,27,H,CC,240.62,240.72,G,A,F,,,,,C,,F,,A,,,,,F,,,,,F,,,,,,,,C,A,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-27H-CC,59f615d4780e7c3c432a9eecc0c6f453
323,D,28,H,CC,248.28,248.38,M,F,,,,,,F,,F,,F,,,,,,,,,,,,,,,,,,C,F,F,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-28H-CC,bfe14a25b30515e66f809f6a2554f76f
323,D,29,H,CC,258.31,258.41,M,C,,,,F,,F,,,,A,,,,,,,,,,,,,,,,,,C,F,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-29H-CC,8d671866bcd795d262fdd30b715967d7
323,D,30,H,CC,267.3,267.4,M,F,,,,,F,F,,,,F,,,,,,,,,,,,,,,,,,F,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-30H-CC,a5123f2a24686b1087be1880914fc05f
323,D,31,H,CC,277.86,277.96,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-31H-CC,bcb022040f83ff75768f14ccf15ad2df
323,D,32,H,CC,286.17,286.27,M,C,,,,,,F,,,,C,,,,,,,,,,,,,,,,,,F,F,F,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344D-32H-CC,8a812646c18a4b1da40b31b8d175d5ee
323,E,1,H,CC,5.24,5.34,G,F,,,,,,F,,,,F,,,,,,,,,,F,,,,,,,,F,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-1H-CC,359e7bb9dfbcad8ec8bcf1cf8a236605
323,E,2,H,CC,14.92,15.02,G,C,,,,,,F,,,,A,,,,,,,,,,,,,,,,,,C,,,F,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-2H-CC,37c52a4c04622f68b1ebf41b7477e17e
323,E,3,H,CC,24.75,24.85,G,C,,,,,,C,,,,A,,,,,,,,,,F,,,,A,,,,F,F,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-3H-CC,330cbcbebd9139a7a34e1b81cbd4b455
323,E,4,H,CC,34.58,34.68,G,C,,,,,,F,,,,A,,,,,,,,,,,,,,C,,,,F,,F,F,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-4H-CC,108474f3addfdc97a10d0ae17e9662bc
323,E,5,H,CC,43.72,43.82,G,F,,,,,F,F,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-5H-CC,62188abe49998581fb405ab2b57c5098
323,E,6,H,CC,53.28,53.38,G,F,,,,,,C,,,,F,,,,,F,,,,,F,,,,F,,,,F,,,F,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-6H-CC,7664be291652ef48af76139aa1838439
323,E,7,H,CC,62,62.1,M,F,F,,,,,,,,,F,,,,,,,,,,F,,,,F,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-7H-CC,81c14348c1dcf48950a49a72806d9876
323,E,8,H,CC,71.95,72.05,G,F,,,,,,F,,F,,C,,,,,F,,,,,F,,,,F,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-8H-CC,628246c215bf4ac1a5c14d31607b6181
323,E,9,H,CC,81.27,81.37,G,F,,,,,,F,,F,,C,,,,,,,,,,F,,,,F,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-9H-CC,9c743f8495a17d567851b89b6ea46d79
323,E,10,H,CC,90.75,90.85,G,C,,,,,,F,,F,,A,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-10H-CC,781eb670d64b08bea2c8f2f0ae74c4d6
323,E,12,H,CC,102.95,103.05,M,F,,,,,,F,,,,F,,,,,F,,,,,,,,,F,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-12H-CC,9d4846110c42a066494d05c7f4e213a2
323,E,13,H,CC,112.8,112.9,M,F,,,,,,F,,,,F,,,,,,,,,,F,,,,,,,,F,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-13H-CC,7b54fdf1d03932482e673c8fddf6af22
323,E,14,H,CC,122.36,122.46,M,C,F,,,F,,F,,F,,C,,,,,,,,,,F,,,,,,,,F,A,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-14H-CC,22faa297f918f369168696a90b9033cf
323,E,15,H,CC,127,127.1,M,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-15H-CC,44f24113f5f4049b6d2801ad5bbac4bc
323,E,16,H,CC,136.41,136.51,M,C,F,,,F,F,C,,F,,C,,,,,F,,,,,,,,,F,,,,F,C,,F,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-16H-CC,7c0682ed667dc424de775ddbdaf2c4c2
323,E,17,H,CC,144.93,145.03,M,F,F,,,F,,F,,F,,C,,,,,F,,,,,F,,,,F,,,,F,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-17H-CC,aef48080d716a38e3043b3f73c7ace61
323,E,18,H,CC,155.39,155.49,M,C,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,C,A,,F,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-18H-CC,8a8ae1183f26d89006e4806bf96c01e3
323,E,19,H,CC,165.34,165.44,M,F,,,,,,F,,,,C,,,,,,,,,,,,,,,,,,F,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-19H-CC,a3e3252c2aed9dab8ee5c61c8788a0db
323,E,20,H,CC,174.18,174.28,M,F,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-20H-CC,622fac4eab36e7cf6ef0a73b85405016
323,E,21,H,CC,182.52,182.62,M,C,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,C,C,F,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-21H-CC,73a90f9992628f81c395fb84f9b52b7b
323,E,22,H,CC,193.75,193.85,M,C,,,,,,C,,,,C,,,,,,,,,,,,,,,,,,F,C,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-22H-CC,beaef7abda905c0e13c6c0deb8304498
323,E,23,H,CC,202.69,202.79,M,C,,,,,,C,,,,C,,,,,,,,,,F,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1344,,,,323-U1344E-23H-CC,655e699b63a699cad9cb374cd0045441
