Exp,Hole,Core,Type,Section,Half,Top [cm],Bottom [cm],Top Depth [m],Preservation,Abundance,Braarudosphaera bigelowii,Braarudosphaera sp.,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus macintyrei (>11 μm),Calcidiscus pataceus,Calcidiscus premacintyrei,Calcidiscus tropicus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus pelagicus f. braarudii,Coccolithus streckerii,Crenalithus doronicoides,Cricolithus jonesii,Cryptococcolithus mediaperforatus,Cyclicargolithus abisectus 10-11 μm,Cyclicargolithus abisectus (>11 μm),Cyclicargolithus floridanus,Dictyococcites antarcticus,Dictyococcites bisectus,Dictyococcites productellus (<3 μm),Dictyococcites productellus (3-5 μm),Dictyococcites stavensis (>10 μm),Discoaster sp.,Discoaster tani nodifer,Emiliania huxleyi,Emiliania pujosae,Gephyrocapsa aperta,Gephyrocapsa caribbeanica (3-4 μm),Gephyrocapsa caribbeanica (4-5.5 μm),Gephyrocapsa caribbeanica (5.5-6.5 μm),Gephyrocapsa crassipons,Gephyrocapsa oceanica (3-4 μm),Gephyrocapsa oceanica (4-5.5 μm),Gephyrocapsa oceanica (5.5-6.5 μm),Gephyrocapsa omega,Gephyrocapsa ericsonii,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera intermedia,Helicosphaera omanica,Helicosphaera sellii,Helicosphaera sp.,Ilselithina fusa,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera sp.,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudoemiliania pacifica,Pseudoemiliania sp.,Pyrociclus orangensis,Pyrociclus sp.,Reticulofenestra ampla,Reticulofenestra dictyoda,Reticulofenestra gelida,Reticulofenestra gelida (>10 μm),Reticulofenestra haqii (<3 μm),Reticulofenestra haqii (3-5 μm),Reticulofenestra minuta (<3 μm),Reticulofenestra minutula,Reticulofenestra pseudoumbilicus (8-10 μm),Reticulofenestra pseudoumbilicus (>10 μm),Reticulofenestra reticulata,Reticulofenestra rotaria (elliptical),Reticulofenestra umbilicus (>14 microns),Reticulofenestra wadeae,Rhabdosphaera procera,Scyposphaera graphica,Scyposphaera queenslandensis,Scyphosphaera sp.,Solidopons petrae,Sphenolithus abies,Sphenolithus compactus,Sphenolithus moriformis,Sphenolithus neoabies,Sphenolithus predistentus,Sphenolithus sp.,Syracosphaera pulchra,Syracosphaera sp.,Thoracosphaera saxea,Triquetrorhabdulus rugosus,Umbellosphaera sp.,Umbilicosphaera cricota,Umbilicosphaera jafarii,Umbilicosphaera rotula,,Site,Bottom Depth [m],A/W,Sample,eodp_id
317,B,69,X,CC,,,,591.90,G,C,,,R,,,,,,,C,R,,,,P,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,P,,,,,,,,,R,,,,F,D,,,,,,,P,,,,P,,,,,,,,,,,,,R,,,,U1351,,,317-U1351B-69X-CC,cd5d4fadaf9ae7eddafe284f7b131b7e
317,B,70,X,CC,,,,603.49,G,C,,,P,,,,,P,,C,R,P,,,,,,,R,,,C,,,,,,,,,,,,,,,,F,,,,,,,,P,P,,,,,,,,P,F,,,F,A,,R,,,,,,,,,R,,,P,,,,,,,,,,P,P,,,U1351,,,317-U1351B-70X-CC,3cc47f423b9cdc4241a469cd4fcca54d
317,B,71,X,CC,,,,611.69,P,R,,,,,,,,,,R,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-71X-CC,3a58f71f726aaa46a7de65bfe01d812a
317,B,72,X,CC,,,,623.60,P,F,,,P,,,,,,,C,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,C,,,,,,,,P,,,,,,,,,,C,,F,F,F,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-72X-CC,d9ad2861e3adedc272072aa872af54a2
317,B,73,X,CC,,,,631.41,G,C,,,R,,,,R,P,,C,R,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,P,,,,,F,R,,,,,,,,,F,,,,C,A,,P,,,R,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-73X-CC,051ac156e83952b1c4ee82fdde89e25a
317,B,74,X,CC,,,,640.12,P,F,,,,,,,,R,P,C,R,,,,,,,,F,,F,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,R,,,,R,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-74X-CC,3ce4087bdebec10003f5449005d0c13f
317,B,75,X,CC,,,,649.79,M,F,,,R,,,,,,,C,R,,,,,,,,R,,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,R,,F,F,A,F,,,,,,P,,,,,,,,,,,,,,,,,,R,,,U1351,,,317-U1351B-75X-CC,2fe750e35897e91434bfd7923c903141
317,B,76,X,CC,,,,659.58,M,F,,,,,,,,,,C,R,,,,,,,,R,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,R,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-76X-CC,b93075d119108061dd65f820cad5eb75
317,B,77,X,CC,,,,669.72,G,R,,,P,,,,,R,,F,F,,,,,,,,F,,,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,F,R,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,U1351,,,317-U1351B-77X-CC,dc79361c5fe5d08897dc9de4129fbd13
317,B,78,H,CC,,,,678.99,G,C,,,F,,R,R,R,R,R,F,F,F,,R,,,,R,C,,A,C,,,,,,,,,,,,,,,,C,,,,,,P,R,R,,,,,,,,F,F,,,C,C,C,,R,,P,,,,,,,,,,,,,,,,R,,,,,F,,,U1351,,,317-U1351B-78H-CC,ceaa7f8ae64e5c1ce62ec5770c1e2d70
317,B,79,X,CC,,,,679.46,G,F,,,R,,R,P,,P,P,F,R,,,,,,,,C,,A,F,,,,,,,,,,,,,,,,R,,,,,,,P,,,,,,,,,R,F,,,C,C,C,F,,,,,,,,,,,,,,,,,,,P,,,,,P,,,U1351,,,317-U1351B-79X-CC,8733449190eb0d50fe1e85cfbdea450a
317,B,80,X,CC,,,,688.06,M,C,,,,,,,,F,,C,F,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-80X-CC,a4546a26125705d66d87eb79956b720b
317,B,81,X,CC,,,,697.67,M,F,,,,,F,,,,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,R,,,,,C,,C,C,,F,,,,,,,,,,,,,,,,,,,,,,F,,,U1351,,,317-U1351B-81X-CC,75e68833930a6fa948375a7acd4282a2
317,B,82,X,CC,,,,707.27,M,R,,,,,,,,,,F,,,,,,,,,R,,R,F,,,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-82X-CC,72346974c14b4158572bc7efd53249be
317,B,83,X,CC,,,,716.94,M,F,,,F,,,,,F,,C,F,,,,,,,,,,F,R,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F,,,,C,C,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-83X-CC,a5624937827fb2c798d930ac17b7eb6e
317,B,84,X,CC,,,,726.71,M,C,,,F,,,,,,,,C,,,,,,,,,,C,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,R,,,,,,,,,,F,,,U1351,,,317-U1351B-84X-CC,d78045f610893d0d7d045164631cfbbd
317,B,85,H,CC,,,,736.41,G,C,,,F,,R,,,R,,F,C,P,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,F,,,,,F,C,R,,,,,R,,,,,,,,,,,,,,,,,,F,,,U1351,,,317-U1351B-85H-CC,1c8152b08b07e05168f0097c81b4c2d2
317,B,86,X,CC,,,,737.59,M,R,,,,,,,,,,R,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-86X-CC,f94e25ab48eee78b484b725b6b220801
317,B,87,X,CC,,,,745.30,P,F,,,R,,,,,,,F,,,,,,,,,,R,F,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-87X-CC,9da384b6cf98381e5e49200ab40d562e
317,B,88,X,CC,,,,757.33,M,C,,,F,P,,,,,,F,C,F,,,,,,F,,P,F,F,,,,,,,,,,,,,,,,F,,,,,,,F,P,,,,,,,R,,F,F,,C,C,F,F,,,,,,,,,,,P,,,,,,,,,,,,,,,,U1351,,,317-U1351B-88X-CC,90b581dfa075d0efa6d0442fbd3e3c5b
317,B,89,X,CC,,,,766.94,G,F,,,R,,,,,R,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,F,R,,C,F,C,C,,,,,,R,,,,,F,,,,,,,,,,,,,R,R,,U1351,,,317-U1351B-89X-CC,01fa0ca62da1dc2c3199fea433d7da05
317,B,90,X,CC,,,,778.52,M,R,,,,,,,,R,,R,R,,,,,,,,,,R,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,R,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-90X-CC,fddea8f80d88f96c4a705d195740e802
317,B,91,X,CC,,,,784.04,G,F,,,R,,,,,,R,F,F,,,,,,,,F,,R,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,F,,C,R,C,F,R,,,,,,,,,P,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-91X-CC,09acb73ba8622fd1355bb229f1801eeb
317,B,92,X,CC,,,,796.33,M,F,,,R,,,,P,,,C,F,R,,,,,,,,,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,R,,F,,C,F,C,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-92X-CC,cb6d90ab61eb1e4320e911604bd92f78
317,B,93,X,CC,,,,812.51,G,F,,,R,,,,,P,,C,F,,,,,,,,R,P,F,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,R,R,R,R,C,F,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-93X-CC,0f34c67050efbfb204afd5b953644fc6
317,B,94,X,CC,,,,819.12,M,R,,,P,,,,,,P,R,,P,,,,,,,,,R,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,R,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-94X-CC,247a87d77ec47f5645bef4c16de95ef4
317,B,95,X,CC,,,,822.69,G,C,,,,,,,,,R,C,F,,,,,,,,R,,,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,F,A,C,A,C,F,,P,,,,,R,R,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-95X-CC,af5a2ca637104c928283ba46972acedc
317,B,96,X,CC,,,,832.15,M,F,,,R,,,,,,,C,,R,,,,,,,,P,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,C,F,A,F,F,,,,,,,,,R,,,,,,,,,,,,,,R,,,U1351,,,317-U1351B-96X-CC,fad34d522176eeec8cfdfa649062a724
317,B,97,X,CC,,,,847.79,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-97X-CC,15df3b8f79a63bdcefcaba690d9a8992
317,B,98,X,CC,,,,851.64,M,R,,,,,,,,P,P,,,,,,,,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,C,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-98X-CC,8c39ad21b54da4657f25f0495eb80085
317,B,99,X,CC,,,,861.39,P,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-99X-CC,ea2b860a575cd995de45dbbba6731068
317,B,100,X,CC,,,,877.62,G,C,,,R,,,,,,,F,R,,,,,,,F,,R,,F,R,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,C,,C,F,F,,,,,,,,,,,,,,,,P,,,,,,,,,,U1351,,,317-U1351B-100X-CC,6d8fb13d0d0702b26543d79bec9b0cf2
317,B,101,X,CC,,,,882.55,M,R,,,R,,,,,,,C,F,,,,,,,,,,F,F,,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,,F,,,,F,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-101X-CC,72fb970af09ae6840bc960280058aea0
317,B,102,X,CC,,,,889.81,M,R,,,,,,,,,,F,,,,,,,,R,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-102X-CC,12b482a0b9eed98d8d774c43190c6eba
317,B,103,X,CC,,,,900.59,G,R,,,,,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-103X-CC,0b78642a2675bc608d2d5e272e6e7fba
317,B,104,X,CC,,,,913.35,G,R,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-104X-CC,1077585c2b6221fc602bfc38f9dda06c
317,B,105,X,CC,,,,918.77,M,R,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,R,R,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-105X-CC,41bfcf1e9bc260fa7eb520b30930b734
317,B,106,X,CC,,,,933.14,M,R,,,R,,,,,R,,F,R,,,,,,,,,,F,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,F,,,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-106X-CC,b637eb95d9ef0a3e654938b7de60e252
317,B,107,X,CC,,,,938.22,G,F,,,F,,,,,R,,R,R,,,,,,,,R,,C,F,,,,,,,,,,,,,,,,,P,,,,,,,R,R,,,,,,,R,R,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,R,P,,U1351,,,317-U1351B-107X-CC,18c85dc13f7f8d5ab1a805187817da13
317,B,108,X,CC,,,,947.70,G,F,,,P,,,,,,,F,,,,,,,,,P,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,F,,C,F,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-108X-CC,d5cf6c24932bd67ebb659d07e73c1924
317,B,109,X,CC,,,,961.40,G,F,,,P,,,,,,,C,,,,P,,,,,,,C,P,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,F,F,,C,R,C,R,R,,,,,,,,,P,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-109X-CC,56564f206418c10e4f067c3016d6d2a8
317,B,110,X,CC,,,,966.74,M,F,,,R,,,,,,,C,R,,,,,,,,P,,,R,,,,,,,,,,,,,,,,P,R,,,,,,P,,,,,,,,F,,F,F,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,P,,,,U1351,,,317-U1351B-110X-CC,6b2ae8a6940aa45a85dad0126a288afa
317,B,111,X,CC,,,,976.66,P,R,,,,,,,,,,R,P,,,,,,,R,P,,,R,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,R,R,,F,F,R,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,U1351,,,317-U1351B-111X-CC,e9d35f09507d02999c420d5ec67aa21d
317,B,112,X,CC,,,,991.18,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-112X-CC,cf2a79da4cb95aee408224830acffe81
317,B,113,X,CC,,,,998.34,M,F,,,R,,,,P,R,P,C,F,R,,P,,,,R,F,R,C,C,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,R,F,R,F,P,,C,R,,,,,,,,,,,P,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-113X-CC,4cb3e4c07a9ce70c1754e7dae396ca2c
317,B,114,X,CC,,,,1005.34,M,F,,,P,,,,,,,C,F,,,P,,,,,,P,A,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,F,R,,,P,R,P,R,,,,P,,,,,,,,,,,,,,,,,,,,,,U1351,,,317-U1351B-114X-CC,4b1ae85584025158db73ab5c36c7899f
317,B,115,X,CC,,,,1014.56,M,F,,,R,,,,,R,,R,R,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,P,P,R,,,R,R,R,R,,,,,,,,,,,,,,,,,,,,P,,,,,,,U1351,,,317-U1351B-115X-CC,4a8c89d33b85c0dae680d66e31a7b405
317,B,116,X,CC,,,,1024.39,G,F,,,F,,,,,F,,F,R,,,,,,,,R,,F,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,P,P,,,R,R,,,,,,,,,,,,,,,P,,,,,,F,,,,,,,U1351,,,317-U1351B-116X-CC,f245ae03172d38e13b89c7b5fbf97dab
