Exp,Hole,"Core, section, interval (cm)",Top Depth [m],Preservation,Abundance,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus cristatus,Ceratolithus rugosus,Ceratolithus telesmus,Clausicoccus fenestratus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Coronocyclus nitescens (ellipical),Cyclicargolithus abisectus,Cyclicargolithus floridanus,Dictyococcites antarcticus,Dictyococcites (<3 µm),Discoaster altus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster deflandrei,Discoaster druggii,Discoaster exilis,Discoaster hamatus,Discoaster kugleri,Discoaster neohamatus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster signus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis,Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa omega,Gephyrocapsa (>5.5 µm),Hayella challengeri,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera granulata,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera obliqua,Helicosphaera sellii,Neosphaera coccolithomorpha,Nicklithus amplificus,Orthorhabdus spp.,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra daviesii,Reticulofenestra haqii,Reticulofenestra pseudoumbilicus,Scyphosphaera pulcherrima,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus grandis,Sphenolithus heteromorphus,Sphenolithus moriformis,Syracosphaera pulchra,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus rugosus,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Section,Core,Type,Top [cm],Bottom [cm],Site,Bottom Depth [m],A/W,Sample,eodp_id
321,A,25X-CC,232.87,M,D,,,,R,F,,R,,,,,,,F,C,,,,,A,C,,,,,,,,,,F,,,,C,,,,,,,,,,F,,,,,,,,,R,,R,,,,,,,,,,,,,,,F,C,,A,,,,,,,,F,,,,C,,R,,CC,25,X,,,U1337,,,321-U1337A-25X-CC,13412a6972462bf10376a6ac785b6a54
321,A,"26X-3, 45",236.45,M,A,,,,F,F,,F,,,,,,,C,A,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,C,C,,A,,,,,,,,F,,,,,,,,3,26,X,45,,U1337,,,321-U1337A-26X-3,9c1e12b75e9145fbbf8b15feff3e1a50
321,A,"26X-5, 45",239.45,M,A,,,,F,F,R,F,,,,,,,C,C,R,R,,F,A,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,R,,R,,,,,,,,,,,,,,,A,C,,A,,,,,,,,R,,,,,,,,5,26,X,45,,U1337,,,321-U1337A-26X-5,29d45b3f681fbce7ec5040dde28483c3
321,A,26X-CC,242.42,M,D,,,,R,F,F,R,,,,,,,C,F,R,,,,A,A,,,,,,,,,,F,,C,,,,,F,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,C,C,,A,,,,,,,,F,,,,C,,R,,CC,26,X,,,U1337,,,321-U1337A-26X-CC,c0f54b13b208bf94cd7cbaaef05e4b62
321,A,"27X-1, 48",242.68,M,C,,,,R,F,R,R,,,,,,,C,C,R,F,,,A,D,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,R,,,,,,,,,,,,,,C,C,,C,,,,,,,,,,,,C,,,,1,27,X,48,,U1337,,,321-U1337A-27X-1,3671140a048c7ffb371392e0935b8754
321,A,27X-CC,243.46,P,C,,,,F,F,R,,,,,,,,F,C,R,,,R,A,D,,,,,,,,,,F,,,,,,,R,,,,,,,F,,,,,,,,,R,,R,,,,,,,,,,,,,,,C,F,,C,,,,,,,,,,,,R,,,,CC,27,X,,,U1337,,,321-U1337A-27X-CC,29c6319cfa09a9995022f898aa34aa1a
321,A,"28X-2, 74-75",253.94,M,A,,,,F,,F,,,,,,,,F,C,F,,,R,A,C,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,?,C,C,,A,,,,,,,,R,,,,,,,,2,28,X,74,75,U1337,,,321-U1337A-28X-2,eac9849901e7c6d3a709a8dbbb8dfcf3
321,A,28X-CC,256.37,P,A,,,,C,F,F,,,,,,,,C,C,R,,,R,A,C,,,,,,,,,,F,,F,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,,C,,,,,,,,,,,,,,,,CC,28,X,,,U1337,,,321-U1337A-28X-CC,a7567d5bd395a5953cdd50f403991023
321,A,"29X-3, 44-45",264.74,M,A,,,,F,,R,,,,,,,,C,C,R,,,R,A,C,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,A,F,,C,,,,,,,,F,,,,,,,,3,29,X,44,45,U1337,,,321-U1337A-29X-3,3946e170f43e53a2070c6dfd20106e34
321,A,"29X-5, 36-37",267.66,M,A,,,,F,,F,,,,,,,,C,C,R,F,,R,A,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,F,,,,,,,,,,,,,,,C,F,,A,,,,,,,,R,,,,,,,,5,29,X,36,37,U1337,,,321-U1337A-29X-5,dd24f7f04fc93c690ba182481602066d
321,A,29X-CC,270.8,M,C,,,,,,F,,,,,,,,C,C,R,,,R,A,R,,,,,,,,,,F,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,C,,,,,,,,F,,,,,,,,CC,29,X,,,U1337,,,321-U1337A-29X-CC,b64a3a66ed45f87f496becf71701d525
321,A,"30X-2, 30",272.6,M,A,,,,F,F,F,,,,,,,,F,C,F,,,R,A,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,?,C,C,,C,,,,,,,,,,,,,,,,2,30,X,30,,U1337,,,321-U1337A-30X-2,d2a66df698758bbb5a673c9d32221275
321,A,"30X-5, 30",277.1,M,A,,,,F,F,C,,,,,,,,C,A,F,,,F,A,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,C,F,,C,,,,,,,,R,,,,,,,,5,30,X,30,,U1337,,,321-U1337A-30X-5,1a8c95b64fedba7253c619e2f2929e33
321,A,30X-CC,280.49,M,A,,,,F,F,F,,,,,,,,F,C,F,F,,C,A,C,,,,,,,,,,F,,F,,,,,,,,,,,,F,,,,,,,,,F,,F,,,,,,,,,,,,,,?,C,F,,C,,,,,,,,C,,,,,,,,CC,30,X,,,U1337,,,321-U1337A-30X-CC,b0d11ec21bbce3b2d43648f9bf561a86
321,A,"31X-3, 75",284.25,M,A,,,,C,R,F,,,,,,,,F,A,R,F,,C,A,A,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,C,F,,C,,,,,,,C,F,,,,,,,,3,31,X,75,,U1337,,,321-U1337A-31X-3,f93948d9840a5347d668d7deb7cbf89a
321,A,"31X-5, 75",287.25,M,A,,,,F,,,,,,,,,,C,C,F,,,C,A,A,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,R,,,,,C,C,,F,,,,,,,C,F,,,,,,,,5,31,X,75,,U1337,,,321-U1337A-31X-5,74c20cc24f35e4bbab2fc22ec812327e
321,A,31X-CC,289.47,M,A,,,,R,,,,,,,,,,C,C,R,R,,C,A,F,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,F,,,,,,,C,C,,,,,,,,CC,31,X,,,U1337,,,321-U1337A-31X-CC,9973f2d5b475788cbd6f229467619fea
321,A,"32X-2, 75",292.45,M,A,,,,F,,R,,,,,,,,F,C,,F,,A,A,C,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,R,,,,,,,,,,,,R,,,,,C,F,,,,,,,,,A,C,,,,,,,,2,32,X,75,,U1337,,,321-U1337A-32X-2,fcff1ca8926513c18fc7d949d21d734c
321,A,"32X-4, 75",295.45,M,A,,,,F,,,,,,,,,,F,C,R,R,,A,A,C,,,,,,,,,,,,R,,,,,,,,,,,,C,,,,,,,,,F,,F,,,,,,,,,,,,,,,C,F,,,,,,,,,A,C,,,,,,,,4,32,X,75,,U1337,,,321-U1337A-32X-4,032237811100e7ac00d5d547a2b459c2
321,A,32X-CC,297.17,M,A,,,,R,,F,,,,,,,,C,C,C,C,,C,A,,,,,,,,,,,,,R,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,,C,,,,,,,A,C,,,,,,,,CC,32,X,,,U1337,,,321-U1337A-32X-CC,b567085330c53c59595de9a4f8d97d08
321,A,"33X-3, 62",303.32,M,A,,,,F,,,,,,,,,,C,C,F,F,,C,C,C,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,F,,R,,,,,,,,,,,,,,,C,F,,,,,,,,,A,A,,,,,,,,3,33,X,62,,U1337,,,321-U1337A-33X-3,5dd359bcb8ce2305bb8c36b52e3c253a
321,A,"33X-5, 75",306.45,M,A,,,,F,,F,,,,,,,,C,A,F,F,,C,A,A,,,,,,,,,,,,F,,,,,F,,,,,,,C,,,,,,,,,F,,,,,,,,,,,,,,,,,C,F,,,,,,,,,C,C,,,,,,,,5,33,X,75,,U1337,,,321-U1337A-33X-5,83c66ca8c829d6c0cf523e18e199e57c
321,A,33X-CC,309.25,M,A,,,,,,,,,,,,,,C,A,R,,,C,C,A,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,F,,F,,,,,,,,,,,,,,,C,,,,,,,,,,C,C,,,,,,,,CC,33,X,,,U1337,,,321-U1337A-33X-CC,882f3cae32e3697e758353da1d062a21
321,A,"34X-2, 70",311.5,M,A,,,,,,,,,,,,,,C,C,F,,,C,A,A,,,,,,,,,,,,F,,,,,,,,,,,,C,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,C,A,,,,,,,,2,34,X,70,,U1337,,,321-U1337A-34X-2,38a3fb36e77dd583285633c051f7a52b
321,A,"34X-4, 70",314.5,M,A,,,,R,,,,,,,,,,C,C,F,F,,C,C,A,,,,,,,,,,,,R,,,,,,,,,,,,C,,,,,,,,,R,,,,,,,,,,,,,,,,,A,,,,,,,,,,C,C,,,,,,,,4,34,X,70,,U1337,,,321-U1337A-34X-4,f2bcfa563c8f223db07c3702b71555da
321,A,34X-CC,318.36,M,A,,,,F,,F,,,,,,,,C,A,F,F,,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,R,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,CC,34,X,,,U1337,,,321-U1337A-34X-CC,ca0d8ba8145bad9c3321289edf302f67
321,A,"35X-3, 75",322.65,M,A,,,,F,,F,,,,,,,,C,A,F,R,,A,A,C,,,,,,,,,,F,,,,,,,,,,,,,,C,,,,,,,,,R,,F,,,,,,,,,,,,,,,C,,,,,,,,,,C,C,,,,,,,,3,35,X,75,,U1337,,,321-U1337A-35X-3,296329e5b80f17927f90685c58830f30
321,A,"35X-5, 75",325.65,M,A,,,,,,R,,,,,,,,C,C,,,,A,C,C,,,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,,,,R,,,,,A,F,,,,,,,,,A,C,,,,,,,,5,35,X,75,,U1337,,,321-U1337A-35X-5,e774f083b663c9c370eced576c83ffc4
321,A,35X-CC,327.23,M,A,,,,,,,,,,,,,,C,A,F,R,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,R,,,F,F,,,,,,,,,,,,,,A,F,,,,,,,,,A,A,,,,,,,,CC,35,X,,,U1337,,,321-U1337A-35X-CC,73e7d954ee08162a7c7cb8ba816b18ef
321,A,"36X-3, 80",332.3,M,A,,,,,,,,,,,,,,C,A,F,,,C,C,,,,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,,,F,,,F,,,,,,,,,,,,,,A,R,,,,,,,,,A,A,,,,,,,,3,36,X,80,,U1337,,,321-U1337A-36X-3,e52a02a3c7fb68b185d15dfee910008d
321,A,"36X-5, 75",335.25,M,A,,,,,,,,,,,,,,C,C,R,,,C,F,,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,A,F,,,,,,,,,C,A,,,,,,,,5,36,X,75,,U1337,,,321-U1337A-36X-5,779048dd1e6989f0f35a077cf8cfca6f
321,A,36X-CC,338.15,P,A,,,,,,,,,,,,,,F,C,F,,,C,F,,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,A,A,,,,,,,,CC,36,X,,,U1337,,,321-U1337A-36X-CC,a6999db5af9fa7bb7ead2f5dfb5000ea
321,A,"37X-3, 75",341.75,P,A,,,,,,,,,,,,,,F,C,R,,,C,F,,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,C,C,,,,,,,,3,37,X,75,,U1337,,,321-U1337A-37X-3,42124df8419a5d9b86683b0d3e6e3dff
321,A,"37X-5, 75",344.75,P,A,,,,,,,,,,,,,,F,C,R,,,C,C,,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,C,C,,,,,,,,5,37,X,75,,U1337,,,321-U1337A-37X-5,816785cb87aad2eef21c9478784b9733
321,A,37X-CC,347.64,M,A,,,,,,,,,,,,,,C,C,F,,,A,A,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,F,C,F,,,,,,,,,F,C,,,,,,,,CC,37,X,,,U1337,,,321-U1337A-37X-CC,c6b55d90a1d4828b1ef943f6d955260d
321,A,"38X-2, 75",349.85,M,A,,,,,,,,,,,,,,C,C,F,,,C,C,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,F,F,,R,,,,,,,,,,,,,,C,A,F,,,,,,,,,C,C,,,,R,,,,2,38,X,75,,U1337,,,321-U1337A-38X-2,d6d1b9de7e0c73778ccfd5ab11ece496
321,A,"38X-4, 70",352.3,M,A,,,,R,,,,,,,,,,C,C,F,,,C,C,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F,C,F,,,,,,,,,F,C,,,,,,,,4,38,X,70,,U1337,,,321-U1337A-38X-4,01ba543ef02dfa16718c6cd81656ae5d
321,A,38X-CC,352.65,M,A,,,,R,,,,,,,,,,F,C,C,,,C,A,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,R,F,R,R,,,,,,,,,,,,,,F,C,,,,,,,,,,F,C,,,C,,,,,CC,38,X,,,U1337,,,321-U1337A-38X-CC,d3bdf76e020b1fe48464ece9b0e60846
321,A,"39X-2, 40",359.1,M,A,,,,,,,,,,,,,,F,C,C,,,C,F,C,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,C,,,F,,F,,C,,,,,,,,2,39,X,40,,U1337,,,321-U1337A-39X-2,a7bf20d78792d71d25e6e1ff45b4769a
321,A,"39X-5, 40",363.6,M,A,,,,,R,,,,,,,,,F,A,F,,,C,F,,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,,C,,,C,,F,,A,,,,,,,,5,39,X,40,,U1337,,,321-U1337A-39X-5,7873c064f0acdc16790824b38fa5d243
321,A,39X-CC,366.85,M,A,,,,,,,,,,,,,,F,A,F,,,A,C,C,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,C,C,,,C,,,F,,F,,F,,,R,,R,R,,CC,39,X,,,U1337,,,321-U1337A-39X-CC,8b47e8859984c038c8d49e7bccd6cdc5
321,A,"40X-2, 55",368.85,M,A,,,,,,,,,,,,,F,F,A,F,,,A,C,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,F,C,,,,R,,,R,,F,,C,,F,F,,,,,2,40,X,55,,U1337,,,321-U1337A-40X-2,711b18c7da0026991a7339f2c1f32d98
321,A,"40X-5, 65",373.45,M-P,A,,,,,,,,,,,,,,C,C,F,,,C,A,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,F,,,F,,,C,,F,,C,,F,,,,,,5,40,X,65,,U1337,,,321-U1337A-40X-5,364e3e9fea97b6787433cff6029cac1c
321,A,40X-CC,376.47,M-P,A,,,,,,,,,,,,,1,F,A,F,,,C,A,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,F,C,,,1,,,C,,F,,F,,F,,,,R,,CC,40,X,,,U1337,,,321-U1337A-40X-CC,4b614884fd08974c31247f44593ab431
321,A,"41X-3, 40",379.8,M,A,,,,,,,,,,,,,,F,A,F,,,C,A,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,C,,F,,A,,F,,,,,,3,41,X,40,,U1337,,,321-U1337A-41X-3,51347129edbad6094e1074f268de4e00
321,A,"41X-5, 40",382.8,M,A,,,,,,,,,,,,,,F,C,C,,,C,A,A,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,C,,F,,A,,F,,,,,,5,41,X,40,,U1337,,,321-U1337A-41X-5,55b371aad4d52403bbbbde8a6c04fd93
321,A,41X-CC,386.06,M,A,,,,,,,,,,,,,,C,A,F,,,C,A,A,,,,,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,R,,,,F,,,,,,,,F,,F,,C,,,,,R,,,CC,41,X,,,U1337,,,321-U1337A-41X-CC,254a700de209319afc10d3d5be5f6b6a
321,A,"42X-3, 40",389.4,M,A,,,,,,,,,,,,,F,F,C,F,,F,C,C,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,F,,R,,A,,F,F,,,,,3,42,X,40,,U1337,,,321-U1337A-42X-3,8d01c3f6c9ca331de3403235d00ac0a4
321,A,"42X-5, 40",392.4,M,A,,,,,,,,,,,,,F,F,C,F,,,C,C,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,R,,,,F,,,,,,,,F,,R,,A,,F,C,,,,,5,42,X,40,,U1337,,,321-U1337A-42X-5,55058e4024e14c87c1ca2cf03680e4d4
321,A,42X-CC,394.23,M,A,,,,,,,,,,,,,,C,C,F,,,C,A,A,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,F,,,,,,,,C,,F,,A,,F,C,,,,,CC,42,X,,,U1337,,,321-U1337A-42X-CC,245e9a9f8e6910ac24e7c75cff035a45
321,A,"43X-3, 40",399,M,A,,,,,,,,,,,,,,F,C,F,,,C,A,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,F,,F,,C,,F,C,,,,,3,43,X,40,,U1337,,,321-U1337A-43X-3,3af302c7282dfd1d4d41e7cf5418013b
321,A,"43X-5, 40",402,M,A,,,,,,,,,,,,,R,F,C,F,R,,C,C,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,R,,,,,,F,,C,,A,,F,C,,,,,5,43,X,40,,U1337,,,321-U1337A-43X-5,ccd6f29cc181ff97fc446403304bfb0d
321,A,43X-CC,405.14,M-P,A,,,,,,,,,,,,,,F,C,F,,,C,A,A,,,,,,,,,,C,1?,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,R,,,,F,,,,,,,,F,,R,,C,,R,C,,,R,,CC,43,X,,,U1337,,,321-U1337A-43X-CC,d533b4be709f63fb9d4dec1c0f5a2573
321,A,"44X-3, 40",408.3,M,A,,,,,,,,,,,,,R,F,C,R,,F,A,C,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,F?,F?,,,,,,,,,,,,,,,C,,,,,,,,F,,F,,A,,F,R,,,F,,3,44,X,40,,U1337,,,321-U1337A-44X-3,e964daef9116eae639a8acc20c40deea
321,A,"44X-5, 40",411.3,M,A,,,,,,,,,,,,,,F,C,F,,F,A,C,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,C,,,,,,,,F,,F,,C,,R,F,,,,,5,44,X,40,,U1337,,,321-U1337A-44X-5,01d35e8a28333dda86e0ff09c6a5743c
321,A,44X-CC,414.54,M,A,,,,,,,,,,,,,,F,C,R,,,A,A,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,C,,,,,,,,C,R,C,,A,,R,F,,,,,CC,44,X,,,U1337,,,321-U1337A-44X-CC,7267171719e6d46b29cd536874113e7c
321,A,"45X-2, 75",416.75,M,A,,,,,,,,,,,,,,F,C,,,F,A,C,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,F,,C,,A,,R,F,,,,,2,45,X,75,,U1337,,,321-U1337A-45X-2,3c1c6b3580e417aab8fcf3c7dcbbd4ab
321,A,"45X-5, 75",421.25,M,A,,,,,,,,,,,,,,F,C,,,C,A,F,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,C,,F,,A,,F,F,,,,,5,45,X,75,,U1337,,,321-U1337A-45X-5,1f163cdbdb9ee70229172a1d50994363
321,A,45X-CC,424.19,M,A,,,,,,,,,,,,,,F,C,F,,,A,F,A,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,R,,,,,,,,,,,C,,,,,,,,C,R,F,,A,,F,F,,,,,CC,45,X,,,U1337,,,321-U1337A-45X-CC,68754a31ec283871d2af375ee195ca21
321,A,"46X-2, 75",426.25,M,A,,,,,,,,,,,,,,F,C,F,,,A,F,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,C,,,,,,,,R,,F,,A,,F,F,,,,,2,46,X,75,,U1337,,,321-U1337A-46X-2,e868ddb30eb4c887d38c051f169a6244
321,A,"46X-5, 75",430.75,M-P,A,,,,,,,,,,,,,,F,C,F,,F,A,F,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,C,,,,,,,,?,,F,,A,,,F,,,,,5,46,X,75,,U1337,,,321-U1337A-46X-5,b472da7587f4c8886599ffe255bd0e14
321,A,46X-CC,433.49,M,A,,,,,,,,,,,,,,F,C,F,,,A,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,C,,,,,,,,F,,F,,A,,F,F,,,,,CC,46,X,,,U1337,,,321-U1337A-46X-CC,8971f888c5ea84c49fc369f177a14c9d
321,A,"47X-2, 75",435.85,M,A,,,,,,,,,,,,,R,F,C,F,,C,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,R,,,,C,,A,,,,,,,,2,47,X,75,,U1337,,,321-U1337A-47X-2,2c8245db000c18b5ae7db337b3ca5770
321,A,"47X-5, 80",440.4,M-P,A,,,,,,,,,,,,,,F,C,,,,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,F,,C,,A,,,,,,5,47,X,80,,U1337,,,321-U1337A-47X-5,5550881e0d665f4cc97105a061c11901
321,A,47X-CC,443.45,M,A,,,,,,,,,,,,,1,F,C,,,,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,R,F,,C,,C,,,,,,CC,47,X,,,U1337,,,321-U1337A-47X-CC,9e7f4ea6cbd4780c8bae6c332b869607
321,A,"48X-3, 55",446.75,M,A,,,,,,,,,,,,,,F,C,,,,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,C,,,,,,,R,,,F,,C,,A,,,,,,3,48,X,55,,U1337,,,321-U1337A-48X-3,35acfcfdf37292a541dc7d03237bd477
321,A,"48X-4, 140",449.1,M,A,,,,,,,,,,,,,R,C,C,F,,,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,,C,,,,,,,,,,F,,A,,C,,,,,,4,48,X,140,,U1337,,,321-U1337A-48X-4,3accf4aea3e26da9bb9a1ca7b4b28879
