Exp,Hole,Core,Type,Section,Half,Top [cm],Bottom [cm],Top Depth [m],Preservation,Group abundance,REMARKS,Braarudosphaera bigelowi,Braarudosphaera sp.,Calcidiscus leptoporus,Calcidiscus tropicus,Calcidiscus tropicus (>10 µm),Chiasmolithus altus,Chiasmolithus sp.,Coccolithus formosus,Coccolithus pelagicus,Coccolithus pelagicus f. braarudii,Coccolithus streckeri,Crenalithus doronicoides,Cricolithus jonesii,Cyclicargolithus abisectus (10-11 μm),Cyclicargolithus abisectus (>11 μm),Cyclicargolithus floridanus,Dictyococcites antarcticus,Dictyococcites bisectus,Dictyococcites productellus (<3 μm),Dictyococcites productellus (3-5 μm),Dictyococcites stavensis (10-14 μm),Discoaster deflandrei,Discoaster sp.,Emiliania huxleyi,Emiliania pujosae,Gephyrocapsa aperta,Gephyrocapsa caribbeanica (3-4 μm),Gephyrocapsa caribbeanica (4-5.5 μm),Gephyrocapsa caribbeanica (5.5-6.5 μm),Gephyrocapsa crassipons,Gephryocapsa ericsonii,Gephyrocapsa oceanica (3-4 μm),Gephyrocapsa oceanica (4-5.5 μm),Gephyrocapsa omega,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera inversa,Helicosphaera omanica,Helicosphaera scissura,Helicosphaera cf. sellii,Helicosphaera sellii,Helicosphaera vedderi,Helicosphaera wallichii,Isthmolithus recurvus,Minylitha convalis,Pontosphaera discopora,Pontosphaera japonIca,Pontosphaera multipora,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudoemiliania pacifica,Pseudoemiliania sp.,Pyrociclus sp.,Reticulofenestra ampla,Reticulofenestra daviesi,Reticulofenestra dictyoda,Reticulofenestra filewiczii,Reticulofenestra gelida (8-10 µm),Reticulofenestra gelida (>10 μm),Reticulofenestra haqii (<3 μm),Reticulofenestra haqii (3-5 μm),Reticulofenestra minuta (<3 μm),Reticulofenestra minutula,Reticulofenestra minutula (circular),Reticulofenestra pseudoumbilicus (8-10 μm),Reticulofenestra pseudoumbilicus (>10 μm),Reticulofenestra reticulata,Reticulofenestra rotaria (elliptical),Reticulofenestra sp.,Reticulofenestra umbilicus (10-14 µm),Scyphosphaera sp.,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus cf. belemnos,Sphenolithus moriformis,Sphenolithus neoabies,Syracosphaera spp.,Thoracosphaera spp.,Transversipontis pulcheroides,Umbilicosphaera cricota,Umbilicosphaera jafarii,Umbilicosphaera rotula,Umbilicosphaera sp.,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Site,Bottom Depth [m],A/W,Sample,eodp_id
317,B,20,H,1,W,107,107,118.27,G,R,,P,,P,,,,,,R,R,R,R,,,,,,,,,,,,,,C,F,,,F,R,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-20H-1-nan,7e24f51fca61fb5b1c740117b665e9e0
317,B,20,H,CC,,,,119.16,G,R,CAVED,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-20H-CC-nan,28b7e337d7c87e6d4c95245eff2a8b41
317,B,21,H,CC,,,,121.16,G,VR,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-21H-CC-nan,e181c844cc8dfe3aa9804aaa26f1718e
317,B,23,H,CC,,,,135.71,G,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-23H-CC-nan,dd76000dce6e38a185741fad154e1f24
317,B,24,H,CC,,,,139.67,G,R,,,,,,,,,,R,R,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,R,,F,,,,,,P,,,,F,,F,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-24H-CC-nan,6723b8591a330b68a1f9827d52e2795b
317,B,25,H,CC,,,,142.86,M,F,MIXED,P,,P,,,,,,F,F,,,,,,,,,F,,,,,,,,,,,,P,,,,F,,,,,F,,,,,,,,,,F,,,,,,,,,,C,F,C,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-25H-CC-nan,b96063c926fa0d6565d70e9ccb9c6653
317,B,26,H,CC,,,,147.39,M,F,,,,,,,,,,F,F,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,P,,,,F,,,,,,,,,,C,R,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-26H-CC-nan,ffcd1181f2e64a3e6c8f478e28aeea43
317,B,27,H,CC,,,,149.68,M,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,P,,,,,,,,,F,,,,,F,R,,,P,,,,,,R,,,,,,,,,,C,F,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-27H-CC-nan,fc3f83c19b991b2ac96166e7d80fcca7
317,B,28,H,1,W,124,124,150.64,M,F,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,R,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-28H-1-nan,8a24b12cd8b86fc699ccea087a623c81
317,B,28,H,1,W,145,145,150.85,P,R,,,,R,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-28H-1-nan,70c6694c1310425a1ef4b8eac2bad99c
317,B,28,H,3,W,16,16,152.36,G,R,,,,,,,,,,A,C,,,P,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-28H-3-nan,6c1dea25407c3769601d9b288d9e1d91
317,B,28,H,3,W,20,20,152.40,M,F,,,,,,,,,,F,,,,,,,R,,,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,R,,,R,R,R,,R,,,,,,P,,,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-28H-3-nan,17ef533c7bd09ac69abc07f2c1d4d560
317,B,28,H,3,W,21,21,152.41,G,R,,,,,,,,,,F,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-28H-3-nan,7f6997eef4544e6aad62b68623776d9c
317,B,28,H,3,W,45,45,152.65,M,F,,,,,,,,,,A,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-28H-3-nan,601f594d47228e74e1fc6423f51d9cb8
317,B,28,H,CC,,,,152.95,M,R,,,,,,,,,,F,,R,,,,,,,,,F,,,,,,P,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,R,C,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-28H-CC-nan,5fd2eb67ac2ccbd6bfb40e7aecb6c7c4
317,B,29,H,1,W,43,43,153.43,G,R,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,P,,P,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-29H-1-nan,c608a9048ec600058e4024c4d5814c67
317,B,29,H,4,W,60,60,155.48,M,R,,P,,,P,,,,,F,F,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,P,,P,,,R,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-29H-4-nan,b5823d84d4a8ea5ff09f764f5b452235
317,B,29,H,CC,,,,158.06,M,R,MIXED,,,,,,,,,F,R,R,,,,,R,,,,,,P,P,,,,P,,,R,,,,P,R,,,,,,R,,,,,,,,,P,,,,P,,P,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-29H-CC-nan,307c3034746f0c4a88d26fb10f608884
317,B,30,H,CC,,,,161.36,P,R,MIXED,,,,,,,,,F,R,,,,,,,,,F,R,,,,,,,R,,,R,,P,,,,,,,,F,,,R,,,R,,,,,,,,,,R,,,,,,F,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-30H-CC-nan,bec1d242a4518f0561e0923517f5de57
317,B,31,X,CC,,,,161.67,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-31X-CC-nan,6169755a8460fbf08671728934429d4c
317,B,32,X,CC,,,,164.10,M,R,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-32X-CC-nan,ae5279d5265a1e090981b672988b7c4a
317,B,33,H,2,W,11,11,174.15,M,R,,R,,P,,,,,,C,F,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,P,,,,,,,P,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-33H-2-nan,965bf19568362a102a076b9700a9bf82
317,B,33,H,2,W,89,89,174.93,P,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-33H-2-nan,794b7f40642bb28e659a16934bae3cae
317,B,33,H,CC,,,,177.00,G,F,,R,,,,,,,,F,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,F,F,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-33H-CC-nan,c7c0729f99417d07e322af9533b72583
317,B,34,H,1,W,58,58,177.58,M,R,,,,P,,,,,,F,P,,,,,,,,,,,,?P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,R,,R,,,,R,,P,R,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-34H-1-nan,02372551d107c9ca1be6846c50f35037
317,B,34,H,2,W,28,28,178.78,G,F,,,,P,,,P,,,R,R,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,P,R,,R,,P,,,F,F,R,P,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-34H-2-nan,fa631d0f915f5f50d79ee76e1d042345
317,B,34,H,2,W,42,42,178.92,M,F,,,,,,,,,,R,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,C,,F,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-34H-2-nan,0e268a6ff8b80aa18fb22ec872794026
317,B,34,H,CC,,,,181.79,G,R,,,,P,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,P,P,,,,P,R,,F,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-34H-CC-nan,47b74d9b07b50ff3423c8d77ca0454ab
317,B,36,H,CC,,,,187.79,G,R,CAVED,,,,,,,,,,,,R,,,,,,,,F,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-36H-CC-nan,039032b122c6f72fe9f9677522b24f99
317,B,37,H,CC,,,,190.06,M,R,,,,,,,,,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,P,R,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-37H-CC-nan,4862193d649d8c707de07077562f2f0e
317,B,38,H,CC,,,,192.96,G,R,,P,,P,,,,,,,,,P,,,P,P,P,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,R,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-38H-CC-nan,7feb8dea345ec01bfdf538fb5aa2dae1
317,B,39,H,CC,,,,196.38,G,R,,,,P,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-39H-CC-nan,988428bdd70afd8c184a49edafdee196
317,B,40,H,CC,,,,201.40,M,R,,,,,,,,,,R,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,F,R,R,R,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-40H-CC-nan,4e63fab098c4c9458bc04255b95754b8
317,B,41,H,CC,,,,202.79,G,F,,F,,R,P,P,,,,R,P,,R,R,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,C,F,C,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-41H-CC-nan,d231b68f9eb411ed0934100132d3dac1
317,B,42,H,CC,,,,204.98,G,F,MIXED,,,,,,,,,R,,,,,,,,,,,,,,,R,,,C,,,,,C,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1353,,,317-U1353B-42H-CC-nan,f0f15a0183d8eff54dac4fd8e7e224e2
