Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ceratolithus cristatus,Amaurolithus delicatus,Sphenolithus moriformis,Sphenolithus heteromorphus,Reticulofenestra sp. (<5 microns),Helicosphaera kamptneri,Discoaster sp.,Discoaster deflandrei,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Coccolithus pelagicus,Helicosphaera euphratis,Pontosphaera sp.,Reticulofenestra sp.,Discoaster variabilis,Calcidiscus leptoporus,Sphenolithus sp.,Discoaster lenticularis,Discoaster challengeri,Discoaster aulakos,Dictyococcites sp.,Sphenolithus abies/neoabies,Discoaster quinqueramus,Discoaster pentaradiatus,Triquetrorhabdulus rugosus,Helicosphaera sp.,Discoaster triradiatus,Discoaster surculus,Discoaster sp. (6-rayed),Discoaster intercalaris,Discoaster berggrenii,Calcidiscus macintyrei,Amaurolithus sp.,Discoaster neorectus,Semihololithus sp. ,Hayaster perplexus,Amaurolithus tricorniculatus,Discoaster sp. (9-rayed),Discoaster calcaris,Scyphosphaera sp.,Reticulofenestra pseudoumbilica (>7microns),Pontosphaera sp (large),Discoaster brouweri,Ceratolithus sp.,Pseudoemiliania lacunosa,Dictyococcites bisectus,Rhabdosphaera sp.,Syracosphaera pulchra,Rhabdosphaera clavigera,Discoaster sp. (5-rayed),Discoaster tamalis,Oolithotus fragilis,Umbilicosphaera mirabilis,Pontosphaera discopora,Gephyrocapsa spp. small (<3.5 microns),Pontosphaera japonica,Gephyrocapsa oceanica (4-5.5 microns)  ,Coccolithus sp.,Micrantholithus sp.,Scapholithus fossilis,Reticulofenestra sp. (5-7 microns),Helicosphaera inversa,Ceratolithus rugosus,Helicosphaera sellii,Pontosphaera multipora,Ceratolithus acutus,Ceratolithus telesmus,Ceratolithus simplex,Catinaster umbrellus,Gephyrocapsa spp. large (>5.5 microns),Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 70,R, 5,  42.00,    814.1200,Staerker ,Nannofossils                                 ,S              ,E                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,A             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,V                          ,C                      ,R                       ,                          ,R                ,R                     ,S                  ,C                       ,R                      ,                     ,R                     ,                ,                    ,                   ,                  ,R                           ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 70,R, 6,  47.00,    815.6700,Staerker ,Nannofossils                                 ,S              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,A             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,V                          ,C                      ,                        ,                          ,R                ,R                     ,R                  ,C                       ,R                      ,                     ,                      ,                ,                    ,S                  ,                  ,R                           ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 70,R, 7,  25.00,    816.9500,Staerker ,Nannofossils                                 ,S              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,A             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,V                          ,C                      ,                        ,                          ,R                ,R                     ,R                  ,C                       ,R                      ,                     ,                      ,                ,                    ,R                  ,R                 ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 71,R, 1,   6.00,    817.4600,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,                          ,R                ,R                     ,R                  ,C                       ,R                      ,                     ,                      ,                ,                    ,R                  ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 71,R, 2,  70.00,    819.6000,Staerker ,Nannofossils                                 ,S              ,                  ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,                          ,R                ,R                     ,R                  ,C                       ,R                      ,S                    ,                      ,R               ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 71,R, 3,  47.00,    820.8700,Staerker ,Nannofossils                                 ,R              ,                  ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,R                       ,R                         ,R                ,                      ,R                  ,R                       ,S                      ,S                    ,                      ,R               ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 71,R, 4,  11.00,    822.0100,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,R                         ,R                ,                      ,R                  ,R                       ,S                      ,S                    ,                      ,                ,                    ,R                  ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 71,R, 5,  17.00,    823.5700,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,C             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,R                         ,R                ,                      ,R                  ,R                       ,S                      ,S                    ,                      ,                ,                    ,R                  ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 72,R, 1,  40.00,    827.4000,Staerker ,Nannofossils                                 ,R              ,E                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,                          ,R                ,                      ,S                  ,S                       ,S                      ,S                    ,S                     ,R               ,R                   ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 72,R, 2,  41.00,    828.9100,Staerker ,Nannofossils                                 ,R              ,E                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,S                         ,R                ,                      ,S                  ,S                       ,S                      ,S                    ,S                     ,R               ,R                   ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 72,R, 3,  41.00,    830.4200,Staerker ,Nannofossils                                 ,R              ,E                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,S                         ,R                ,                      ,S                  ,S                       ,S                      ,S                    ,S                     ,R               ,R                   ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 72,R, 4,  27.00,    831.7800,Staerker ,Nannofossils                                 ,R              ,E                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,A                      ,                        ,S                         ,R                ,                      ,S                  ,S                       ,S                      ,S                    ,C                     ,R               ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 72,R, 5,  64.00,    833.6100,Staerker ,Nannofossils                                 ,R              ,E                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,R                         ,R                ,R                     ,S                  ,S                       ,S                      ,S                    ,C                     ,R               ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 72,R, 6,  14.00,    834.6100,Staerker ,Nannofossils                                 ,R              ,E                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,R                         ,R                ,R                     ,S                  ,S                       ,S                      ,S                    ,C                     ,R               ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 72,R,CC,   8.00,    834.8000,Staerker ,Nannofossils                                 ,R              ,E                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,R                         ,R                ,R                     ,S                  ,S                       ,S                      ,S                    ,C                     ,R               ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 73,R, 1,  40.00,    837.1000,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,                          ,R                ,R                     ,R                  ,S                       ,S                      ,S                    ,R                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 73,R, 2,  98.00,    839.1800,Staerker ,Nannofossils                                 ,R              ,E                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,A                      ,                        ,R                         ,R                ,R                     ,S                  ,S                       ,S                      ,S                    ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 73,R, 3, 124.00,    840.9500,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,R                         ,R                ,R                     ,S                  ,S                       ,S                      ,S                    ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 73,R, 4,  42.00,    841.4300,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,A                          ,C                      ,                        ,R                         ,R                ,R                     ,S                  ,S                       ,S                      ,S                    ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 73,R, 5,  99.00,    843.5000,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,C                    ,                       ,S               ,S                   ,C                    ,C                     ,                ,                       ,S                     ,                  ,                  ,S                          ,C                      ,                        ,R                         ,R                ,R                     ,S                  ,S                       ,S                      ,S                    ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 74,R, 3,  97.00,    850.3700,Staerker ,Nannofossils                                 ,R              ,E                 ,                      ,                      ,                       ,                          ,C                                ,S                      ,S             ,                     ,                           ,                          ,S                    ,                       ,                ,                    ,                     ,S                     ,                ,                       ,                      ,                  ,                  ,C                          ,S                      ,S                       ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 82,R, 1,  27.00,    923.9700,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,                                 ,                       ,R             ,                     ,S                          ,                          ,                     ,                       ,                ,                    ,                     ,S                     ,C               ,                       ,                      ,                  ,S                 ,C                          ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,134, 832,B, 82,R, 3,   9.00,    926.7000,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,                                 ,                       ,R             ,                     ,S                          ,                          ,                     ,                       ,                ,                    ,                     ,S                     ,S               ,                       ,                      ,                  ,S                 ,S                          ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,                        ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
