Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Whiteinellid taxa	Whiteinella brittonensis	Whiteinella baltica	Praeglobotruncana gibba	Marginotruncanid gen.et sp. indet	Marginotruncana pseudolinneiana	Marginotruncana coronata	Heterohelix sp.	Heterohelix reussi	Heterohelix moremani	Hedbergellid gen. et sp. indet. 	Hedbergella planispira	Hedbergella hoelzli	Globigerinelloides caseyi	Globigerinelloides bentonensis	Globigerinelloides (unspecified taxon or taxa)	Dicarinellid gen.et sp. indet	Dicarinella imbricata	Dicarinella hagni	Marginotruncana marginata	Archaeoglobigerina sp.	Marginotruncana schneegansi	Hedbergella simplex	Archaeoglobigerind gen. et sp. indet	Archaeoglobigerina blowi	Globigerinelloides sp.	Heterohelix sp.	Globotruncana linneiana	Heterohelix globulosa	Schackoina multispinata	Heterohelix planata	Globigerinelloides multispinus	Globigerinelloides impensus	Archaeoglobigerina australis	Heterohelix dentata	Archaeoglobigerina mateola	Hedbergella monmouthensis	Hedbergella sliteri	Globotruncanella havanensis	Globotruncana bulloides	Guembelitria cretacea	Rugotruncana circumnodifer	Globotruncanella petaloidea	Abathomphalus mayaroensis	Gublerina robusta	Globigerinelloides subcarinatus	Subbotina triloculinoides	Subbotina fringa	Subbotina eobulloides	Subbotina danica	Planorotalites sp. cf. P. eugubinus	Planorotalites archeocompressus	Morozovella edita	Globoconusa daubjergensis >150 micron	Globoconusa daubjergensis <150 µm	Chiloguembelinid  gen. et sp. indet <150 µm	Tenuitella reissi <150 µm	Subbotina triangularis	Subbotina pseudobulloides	Morozovella indolensis	Morozovella inconstans	Chiloguembelinid gen. et sp. indet >150 µm (mainly Ch. midwayensis)	Planorotalites sp. aff. P. compressus	Planorotalites imitatus	Planorotalites compressus	Morozovella trinidadensis	Morozovella uncinata	Planorotalites ehrenbergi	Morozovella schachdagica	Morozovella praecursoria	Morozovella angulata abundocamerata	Morozovella angulata	Acarinina mckannai	Planorotalites spp. <150 µm	Acarinina praepentacamerata	Morozovella tadjikistanensis dianensis	Morozovella pusilla	Morozovella kubanensis	Acarinina nitida	Acarinina whitei	Subbotinid gen. et sp. indet (with abortive chambers)	Planorotalites pseudomenardii	Subbotina crassa >400 µm	Acarinina acarinata	Acarinina subsphaerica	Acarinina aquiensis	Acarinina chascanona	Subbotina eocaenica	Acarinina velascoensis	Globorotaloides sp. 1	Acarinina esnaensis	Subbotina patagonica	Subbotina pseudoeocaena trilobata	Subbotina pseudoeocaena	Subbotina eocaenica irregularis	Subbotina bakeri	Planorotalites pseudoscitulus elongatus	Planorotalites pseudoscitulus	Planorotalites planoconicus	Planorotalites australiformis	Morozovella wilcoxensis berggreni	Morozovella convexa	Morozovella aequa	Globorotaloides spp.	Chiloguembelina wilcoxensis	Acarinina soldadoensis	Acarinina intermedia	Subbotina sp. aff. S.hornibrooki	Subbotina pseudoeocaena compacta	Planorotalites chapmani	Morozovella subbotinae	Morozovella marginodentata	Morozovella lensiformis	Morozovella dolabrata	Guembelitria sp.	Globorotaloides sp. aff. G.suteri	Acarinina triplex	Acarinina rugosoaculeata	Acarinina pentacamerata camerata	Acarinina pentacamerata acceleratoria	Acarinina interposita	Acarinina collactea	Subbotina inaequispira	Subbotina eocaena	Pseudohastigerina wilcoxensis	Pseudohastigerina spp. <150 µm	Globigerinatheka senni	Acarininid gen.et sp. indet (subangular)	Acarinina spinuloinflata	Acarinina rotundimarginata	Acarinina pseudotopilensis	Acarinina primitiva	Acarinina praetopilensis	Acarinina pentacamerata	Acarinina appressocamerata	Subbotina corpulenta	Acarinina soldadoensis angulosa	Acarinina sp. aff. mattseensis alticonica	Globorotalia praecentralis	Subbotina ratusa	Acarinina decepta	Acarinina bullbrooki/matthewsae	Pseudohastigerina micra	Morozovella nicoli ex. group (biconvex)	Cassigerinelloita amekiensis	Pseudohastigerina danvillensis	Morozovella crater	Morozovella broedermanni	Acarinina sp. cf. A.quadratoseptata	Subbotina crociapertura	Acarinina sp. cf. A.punctocarinata	Acarinina cuneicamerata	Pseudohastigerina sharkriverensis	Globorotaloides oregonensis	Globorotaloides suteri	Subbotina utilisindex	Subbotina angiporoides minima	Catapsydrax spp.	Globigerinatheka index	Subbotina linaperta	Morozovella sp. cf. M. lehneri	Subbotina angiporoides	Catapsydrax africanus	Comment

  SR	                 	                 	                  	              	114	 700	B	 41	R	 4	  40.00	    368.9000	Huber    	Planktonic Foraminifers                      	R              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	29                   	                       	138                	79                            	                           	18                          	                   	                          	15                       	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	                         	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	                   	                    	                   	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 13 Table 2 p.288

  SR	                 	                 	                  	              	114	 700	B	 42	R	 1	  40.00	    373.9000	Huber    	Planktonic Foraminifers                      	A              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	57                   	                       	102                	63                            	                           	3                           	6                  	P                         	54                       	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	                         	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	                   	                    	                   	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 13 Table 2 p.288

  SR	                 	                 	                  	              	114	 700	B	 42	R	 2	  35.00	    375.3500	Huber    	Planktonic Foraminifers                      	R              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	53                   	3                      	81                 	45                            	                           	15                          	6                  	                          	61                       	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	                         	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	                   	                    	                   	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 13 Table 2 p.288

  SR	                 	                 	                  	              	114	 700	B	 42	R	 3	  35.00	    376.8500	Huber    	Planktonic Foraminifers                      	C              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	49                   	                       	65                 	88                            	                           	9                           	                   	                          	64                       	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	                         	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	                   	                    	                   	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 13 Table 2 p.288

  SR	                 	                 	                  	              	114	 700	B	 43	R	 1	 137.00	    384.3700	Huber    	Planktonic Foraminifers                      	C              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	37                   	4                      	157                	44                            	                           	6                           	                   	                          	39                       	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	                         	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	                   	                    	                   	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 13 Table 2 p.288

  SR	                 	                 	                  	              	114	 700	B	 43	R	 2	 137.00	    385.8700	Huber    	Planktonic Foraminifers                      	R              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	36                   	P                      	91                 	78                            	                           	P                           	9                  	                          	20                       	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	                         	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	                   	                    	                   	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	G. havanensis occurrence questionable; from ODP Leg 114 SR Chapter 13 Table 2 p.288

  SR	                 	                 	                  	              	114	 700	B	 43	R	 3	 140.00	    387.4000	Huber    	Planktonic Foraminifers                      	F              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	42                   	1                      	92                 	44                            	2                          	P                           	                   	                          	62                       	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	                         	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	                   	                    	                   	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 13 Table 2 p.288

  SR	                 	                 	                  	              	114	 700	B	 43	R	 4	 140.00	    388.9000	Huber    	Planktonic Foraminifers                      	F              	P                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	28                   	                       	89                 	78                            	6                          	P                           	9                  	                          	82                       	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	                         	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	                   	                    	                   	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 13 Table 2 p.288

  SR	                 	                 	                  	              	114	 700	B	 43	R	 5	 140.00	    390.4000	Huber    	Planktonic Foraminifers                      	R              	P                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	24                   	                       	135                	92                            	1                          	                            	                   	                          	21                       	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	                         	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	                   	                    	                   	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 13 Table 2 p.288

  SR	                 	                 	                  	              	114	 700	B	 43	R	 6	 140.00	    391.9000	Huber    	Planktonic Foraminifers                      	C              	M                 	                 	                        	                   	                       	                                 	                               	                        	               	                  	                    	                                	                      	                   	                         	                              	                                              	                             	                     	                 	                         	                      	                           	                   	                                    	                        	                      	               	                       	25                   	                       	137                	53                            	4                          	P                           	4                  	                          	35                       	                   	                           	                       	                     	                          	                           	                         	                 	                               	                         	                	                     	                	                                   	                               	                 	                                     	                                 	                                           	                         	                      	                         	                      	                      	                                                                   	                                     	                       	                         	                         	                    	                         	                        	                        	                                   	                    	                  	                           	                           	                                      	                   	                      	                	                	                                                     	                             	                        	                   	                      	                   	                    	                   	                      	                     	                   	                    	                                 	                       	                               	                	                                       	                             	                           	                             	                                 	                   	                 	                    	                           	                      	                    	                                	                                	                       	                      	                          	                       	                     	                	                                 	                 	                        	                                	                                     	                     	                   	                      	                 	                             	                              	                      	                                        	                        	                          	                          	                   	                        	                       	                          	                    	                               	                                         	                          	                	                 	                               	                       	                                       	                            	                              	                  	                        	                                   	                       	                                  	                       	                                 	                           	                      	                     	                             	                	                      	                   	                              	                      	                     	from ODP Leg 114 SR Chapter 13 Table 2 p.288
