Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zeugrhabdotus elegans	Zeugrhabdotus acanthus	Watznaueria supracretacea	Watznaueria ovata	Watznaueria barnesae	Tranolithus gabalus	Tranolithus exiguus	Stoverius achylosus	Rotelapillus laffittei	Rhagodiscus angustus	Radiolithus planus	Radiolithus orbiculatus	Quadrum intermedium	Quadrum gartneri	Quadrum eneabrachium	Prediscosphaera spinosa	Prediscosphaera intercisa	Prediscosphaera columnata	Prediscosphaera cantabrigensis	Parhabdolithus melanoarachnion	Microrhabdulus decoratus	Manivitella pemmatoidea	Glaukolithus diplogrammus	Gephyrorhabdus coronadventis	Gartnerago obliquum (small)	Gartnerago obliquum	Eprolithus octopetalus	Eprolithus floralis	Eprolithus eptapetalus	Eiffellithus turriseiffelii (form 2)	Eiffellithus turriseiffelii	Cribrosphaerella ehrenbergii	Corollithion signum	Corollithion exiguum	Chiastozygus platyrhethus	Broinsonia dentata	Biscutum constans	Axopodorhabdus albianus	Amphizygus brooksii	Ahmuellerella octoradiata	Watznaueria biporta	Microstaurus ficula	Microrhabdulus belgicus	Laguncula sp.	Kamptnerius tabulatus	Discorhabdus ignotus	Aspidolithus bevieri	Zeugrhabdotus pseudanthophorus	Stradneria crenulata	Stoverius coronatus	Scampanella cornuta	Prediscosphaera ponticula	Marthasterites furcatus	Lithraphidites carniolensis	Lithastrinus septenarius	Liliasterites atlanticus	Glaukolithus bicrescenticus	Gartnerago diversum	Flabellites oblongus	Eiffellithus eximius	Helicolithus trabeculatus	Cretarhabdus conicus	Rhagodiscus splendens	Quadrum eptabrachium	Placozygus fibuliformis	Rotelapillus crenulatus	Prediscosphaera cretacea	Stoverius asymmetricus	Zeugrhabdotus sp. cf. Z. erectus	Tranolithus phacelosus	Stoverius biarcus	Micula decussata 1	Chiastozygus litterarius	Prediscosphaera honjoi	Micula decussata 2	Micula concava	Tranolithus minimus	Lithastrinus grillii	Vekshinella stradnerii	Reinhardtites anthophorus	Ahmuellerella regularis	Eiffellithus gorkae	Calculites obscurus	Toweius eminens	Sphenolithus primus	Rhomboaster bitrifida	Hornibrookina australis	Heliolithus riedelii	Heliolithus megastypus	Heliolithus kleinpellii	Fasciculithus tympaniformis	Fasciculithus lillianae	Discoaster multiradiatus	Chiasmolithus bidens	Toweius pertusus	Placozygus sigmoides	Ericsonia robusta	Ellipsolithus macellus	Discoaster mohleri	Cruciplacolithus frequens	Chiasmolithus consuetus	Chiasmolithus californicus	Fasciculithus richardii	Zygodiscus herlynii	Toweius tovae	Neochiastozygus junctus	Cruciplacolithus tenuis	Markalius inversus	Discoaster nobilis	Ellipsolithus lajollaensis	Discoaster delicatus	Coccolithus eopelagicus	Bomolithus conicus	Discoaster lenticularis	Reticulofenestra umbilica	Fasciculithus involutus	Coccolithus pelagicus	Campylosphaera dela	Tribrachiatus bramlettei	Lophodolithus mochlophorus	Ellipsolithus distichus	Discoaster salisburgensis	Discoaster diastypus	Tribrachiatus contortus	Discoaster binodosus	Discoaster barbadiensis	Chiasmolithus grandis	Chiasmolithus eograndis	Tribrachiatus orthostylus	Toweius magnicrassus	Sphenolithus radians	Discoaster tanii	Discoaster lodoensis	Discoaster kuepperi	Cyclicargolithus gammation	Coccolithus formosus	Chiasmolithus solitus	Neococcolithes dubius	Helicosphaera seminulum	Helicosphaera lophota	Discoaster nodifer	Discoaster sublodoensis	Discoaster elegans	Chiasmolithus expansus	Discoaster saipanensis	Coccolithus staurion	Chiasmolithus gigas	Reticulofenestra dictyoda	Pseudotriquetrorhabdulus inversus	Nannotetrina fulgens	Lophodolithus nascens	Sphenolithus spiniger	Nannotetrina pappii	Sphenolithus elongatus	Pontosphaera multipora	Sphenolithus moriformis	Sphenolithus furcatolithoides	Nannotetrina cristata	Discoaster deflandrei	Discoaster wemmelensis	Cyclicargolithus luminis	Discoaster strictus	Reticulofenestra samodurovii	Zygrhablithus bijugatus	Helicosphaera dinesenii	Helicosphaera papillata	Discoaster bifax	Helicosphaera obliqua	Dictyococcites scrippsae	Chiasmolithus nitidus	Cyclicargolithus reticulatus	Daktylethra punctulata	Dictyococcites bisectus	Sphenolithus pseudoradians	Reticulofenestra lockerii	Cyclicargolithus floridanus	Sphenolithus predistentus	Sphenolithus distentus	Helicosphaera truempyi	Comment

  SR	Middle Eocene    	                 	CP14a             	              	159	 959	D	 24	R	 1	 117.00	    630.1700	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	VR                	                  	                          	                    	F                      	                  	                       	C                        	                       	                     	                   	                        	                          	                       	                         	                    	                       	R                   	A                      	                     	                       	                         	                    	                    	                	                    	                   	                          	C                   	F                    	                     	                       	F                    	                  	                       	                  	                      	                      	F                   	                   	F                        	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	F                    	                      	                        	F                  	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Middle Eocene    	                 	CP14a             	              	159	 959	D	 24	R	 2	 129.00	    631.7900	Shafik   	Nannofossils                                 	R              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	F                      	                  	                       	R                        	                       	                     	                   	                        	                          	                       	                         	                    	                       	F                   	C                      	                     	                       	                         	                    	                    	                	                    	                   	                          	F                   	R                    	                     	R                      	R                    	                  	                       	                  	                      	                      	R                   	                   	F                        	                                 	                    	                     	                     	                   	                      	                      	                       	F                            	                     	F                    	                      	                        	R                  	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Middle Eocene    	                 	CP14a             	              	159	 959	D	 24	R	 4	 130.00	    634.8000	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	F                      	                  	                       	F                        	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	C                      	                     	                       	                         	                    	                    	                	                    	                   	                          	F                   	F                    	                     	R                      	F                    	                  	                       	                  	                      	R                     	R                   	                   	F                        	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Middle Eocene    	                 	CP14a             	              	159	 959	D	 24	R	CC	  17.00	    638.5300	Shafik   	Nannofossils                                 	R              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	F                   	                       	                     	                       	                         	                    	                    	                	                    	F                  	                          	                    	F                    	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	F                        	                                 	                    	                     	                     	                   	                      	                      	                       	                             	R                    	                     	                      	                        	                   	F                           	                       	                       	                       	R               	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Middle Eocene    	                 	CP14a             	              	159	 959	D	 25	R	 2	 129.00	    641.4900	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	F                      	                  	                       	R                        	                       	                     	                   	                        	                          	                       	                         	                    	                       	R                   	C                      	                     	                       	                         	                    	VR                  	                	                    	                   	                          	F                   	VR                   	                     	R                      	                     	                  	                       	                  	                      	                      	                    	                   	F                        	                                 	                    	                     	                     	                   	                      	                      	                       	R                            	                     	R                    	                      	                        	F                  	                            	                       	                       	                       	R               	                     	                        	                     	VR                          	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Middle Eocene    	                 	CP14a             	              	159	 959	D	 25	R	 4	 129.00	    644.4900	Shafik   	Nannofossils                                 	C              	M                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	F                      	                  	                       	R                        	                       	                     	                   	                        	                          	                       	                         	                    	                       	F                   	C                      	                     	                       	                         	                    	R                   	                	                    	                   	                          	F                   	F                    	                     	                       	                     	                  	                       	                  	                      	                      	F                   	                   	F                        	                                 	                    	                     	                     	                   	                      	                      	                       	R                            	                     	                     	                      	                        	R                  	                            	                       	                       	                       	                	                     	                        	                     	R                           	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Middle Eocene    	                 	CP14a             	              	159	 959	D	 25	R	 5	  59.00	    645.2900	Shafik   	Nannofossils                                 	C              	M                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	C                      	                  	                       	VR                       	                       	                     	                   	                        	                          	                       	                         	                    	                       	R                   	F                      	                     	                       	                         	                    	                    	                	                    	                   	                          	F                   	R                    	                     	F                      	F                    	                  	                       	                  	                      	                      	VR                  	                   	C                        	                                 	                    	                     	VR                   	                   	                      	R                     	                       	                             	                     	R                    	                      	VR                      	R                  	                            	                       	                       	                       	                	                     	                        	                     	                            	VR                    	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Middle Eocene    	                 	CP14a             	              	159	 959	D	 25	R	CC	   0.00	    645.6500	Shafik   	Nannofossils                                 	C              	M                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	F                      	                  	                       	R                        	                       	                     	                   	                        	                          	                       	                         	                    	                       	R                   	F                      	                     	                       	R                        	                    	R                   	                	R                   	R                  	                          	F                   	R                    	                     	R                      	R                    	                  	                       	                  	                      	R                     	                    	                   	R                        	                                 	                    	                     	R                    	                   	                      	                      	F                      	                             	R                    	                     	                      	                        	F                  	F                           	                       	                       	                       	F               	                     	                        	                     	VR                          	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Middle Eocene    	                 	CP14a             	              	159	 959	D	 26	R	 1	 144.00	    649.7400	Shafik   	Nannofossils                                 	C              	M                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	VR                     	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	C                        	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	C                      	                     	                       	                         	                    	                    	                	                    	                   	                          	R                   	F                    	                     	F                      	                     	                  	                       	                  	                      	                      	F                   	                   	F                        	                                 	                    	                     	                     	                   	                      	                      	                       	R                            	                     	                     	                      	VR                      	R                  	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Middle Eocene    	                 	CP14a             	              	159	 959	D	 26	R	 3	  45.00	    651.7500	Shafik   	Nannofossils                                 	C              	M                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	A                        	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	F                      	                     	                       	                         	                    	                    	                	                    	                   	                          	F                   	R                    	                     	F                      	F                    	                  	                       	                  	                      	                      	F                   	VR                 	                         	                                 	                    	                     	                     	                   	                      	R                     	                       	                             	VR                   	                     	                      	                        	R                  	C                           	                       	R                      	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Middle Eocene    	                 	CP13              	              	159	 959	D	 26	R	CC	  14.00	    657.3400	Shafik   	Nannofossils                                 	C              	M                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	C                	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	C                      	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	F                   	                       	R                    	                       	                         	                    	F                   	                	                    	                   	                          	C                   	F                    	                     	                       	R                    	                  	R                      	                  	                      	R                     	                    	                   	C                        	                                 	R                   	                     	                     	                   	                      	                      	C                      	F                            	VR                   	                     	                      	                        	F                  	                            	                       	                       	                       	                	                     	                        	R                    	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2
