Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Helicosphaera waltrans	Helicosphaera intermedia	Umbilicosphaera rotula	Umbilicosphaera jafari	Triquetrorhabdulus milowii	Sphenolithus moriformis	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilica(5-7microns)	Reticulofenestra minutula	Reticulofenestra haqii	Helicosphaera vedderi	Discoaster petaliformis	Discoaster musicus	Discoaster deflandrei	Cyclicargolithus floridanus	Coronocyclus nitescens	Coccolithus pelagicus	Discoaster spp.	Reticulofenestra pseudoumbilica (>7microns)	Orthorhabdus serratus	Discoaster pansus	Discoaster exilis	Calcidiscus tropicus	Helicosphaera carteri	Coccolithus miopelagicus	Discoaster bollii	Cryptococcolithus mediaperforatus	Calcidiscus leptoporus	Discoaster kugleri	Sphenolithus abies	Calcidiscus macintyrei	Triquetrorhabdulus rugosus	Pseudoemiliania lacunosa	Florisphaera profunda	Discoaster challengeri	Discoaster bellus	Catinaster coalitus	Helicosphaera stalis	Discoaster hamatus	Discoaster brouweri	Discoaster braarudii	Catinaster calyculus	Hughesius gizoensis	Discoaster prepentaradiatus	Pontosphaera multipora	Helicosphaera sellii	Discoaster variabilis	Discoaster triradiatus	Discoaster quinqueramus	Discoaster pentaradiatus	Discoaster berggrenii	Discoaster bergenii	Discoaster surculus	Discoaster loeblichii	Amaurolithus tricorniculatus	Amaurolithus primus	Amaurolithus delicatus	Sphenolithus spp.	Sphenolithus grandis	Scyphosphaera ventriosa	Ceratolithus cristatus	Reticulofenestra minuta	Pseudoemiliania ovata	Rhabdosphaera clavigera	Gephyrocapsa spp. (small)	Discoaster tamalis	Ceratolithus cristatus var. telesmus	Pontosphaera japonica	Discoaster asymmetricus	Oolithotus fragilis	Syracosphaera pulchra	Helicosphaera carteri var. walichii	Reticulofenestra spp.	Umbilicosphaera sibogae var. sibogae	Helicosphaera inversa	Gephyrocapsa oceanica	Gephyrocapsa muellerae	Gephyrocapsa caribbeanica	Cyclolithus annulus	Coccolithus pelagicus (with bar)	Umbilicosphaera hulburtiana	Pontosphaera discopora	Gephyrocapsa omega	Gephyrocapsa ericsonii	Syracosphaera spp.	Reticulofenestra asanoi	Umbilicosphaera sibogae var. foliosa	Umbellosphaera tenuis	Umbellosphaera irregularis	Neosphaera coccolithomorpha	Holodiscolithus macroporus	Gephyrocapsa large	Emiliania huxleyi	Scyphosphaera spp.	Braarudosphaera bigelowii	Comment

  IR	                 	                 	NN19              	NN19          	190	1173	A	 15	H	CC	  36.00	    140.3600	nannos   	Nannofossils                                 	T              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	A                      	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	A                    	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 16	H	 4	  70.00	    145.3400	nannos   	Nannofossils                                 	C              	M                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	C                       	C                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	F                    	                       	C                        	                  	                                    	                     	                       	                   	                     	R                                  	                     	R                                   	R                    	C                    	C                     	                         	                   	                                	R                          	                      	                  	                      	                  	                       	F                                   	                     	                          	R                          	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 16	H	 7	  45.00	    149.5900	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	D                      	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	D                    	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 17	H	 4	  75.00	    154.8900	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	F                    	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	C                       	C                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	C                     	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	C                    	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	                     	F                                   	                     	A                    	A                     	                         	                   	                                	                           	                      	                  	                      	                  	                       	F                                   	                     	                          	F                          	                          	                  	                 	                  	                         	       

  IR	                 	                 	NN19              	NN19          	190	1173	A	 18	H	 7	  63.00	    168.5700	nannos   	Nannofossils                                 	R              	M                 	                      	                        	                      	                      	                          	                       	                          	                                           	+                        	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	F                     	                  	                  	                      	                          	C                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	R                     	C                      	C                    	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	C                    	+                                   	                     	                     	F                     	R                        	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	R                          	R                         	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 19	H	 3	  75.00	    172.3900	Boeckel  	Nannofossils                                 	F              	G                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	A                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	C                    	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	C                    	C                     	                         	                   	                                	                           	                      	                  	                      	                  	C                      	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	NN19              	NN19          	190	1173	A	 19	H	CC	  22.00	    178.2400	nannos   	Nannofossils                                 	C              	G                 	                      	                        	                      	                      	                          	                       	                          	                                           	C                        	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	F                     	                  	                  	                      	                          	C                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	C                      	C                    	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	C                    	F                                   	                     	C                    	C                     	R                        	                   	                                	                           	                      	                  	                      	                  	F                      	                                    	F                    	F                         	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN19          	190	1173	A	 20	H	CC	   0.00	    186.2000	nannos   	Nannofossils                                 	C              	G                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	R                    	               	                                           	                     	                 	                 	                    	R                    	                        	                 	                                 	F                     	                  	                  	                      	                          	C                       	C                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	R                     	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	F                    	                       	D                        	                  	                                    	R                    	                       	                   	F                    	R                                  	                     	F                                   	                     	                     	A                     	                         	                   	                                	                           	                      	C                 	                      	                  	C                      	F                                   	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN19          	190	1173	A	 21	H	CC	  13.00	    197.3200	nannos   	Nannofossils                                 	C              	M                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	R              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	R                     	                          	C                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	C                      	C                    	                       	D                        	                  	                                    	                     	                       	                   	                     	                                   	                     	F                                   	                     	                     	A                     	                         	                   	                                	F                          	                      	                  	                      	R                 	F                      	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 22	H	 3	  75.00	    200.8900	Boeckel  	Nannofossils                                 	C              	G                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	A                       	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	C                    	                       	D                        	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	C                    	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN19          	190	1173	A	 22	H	CC	   0.00	    205.9800	nannos   	Nannofossils                                 	C              	G                 	                      	                        	                      	                      	                          	                       	                          	                                           	C                        	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	C                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	R                     	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	C                      	C                    	                       	A                        	                  	                                    	                     	                       	                   	                     	F                                  	                     	R                                   	                     	A                    	                      	A                        	R                  	                                	                           	                      	                  	A                     	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 23	H	 4	  70.00	    211.8400	nannos   	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	C                       	C                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	R                   	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	F                    	                       	C                        	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	A                    	C                     	C                        	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN19          	190	1173	A	 23	H	CC	   0.00	    216.0600	nannos   	Nannofossils                                 	C              	G                 	                      	                        	                      	                      	                          	                       	                          	C                                          	                         	                      	                     	                       	                  	                     	                           	                      	F                    	R              	                                           	                     	                 	                 	                    	R                    	                        	                 	                                 	C                     	                  	                  	                      	                          	F                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	F                      	                     	                       	D                        	                  	                                    	                     	                       	                   	                     	                                   	C                    	C                                   	                     	C                    	C                     	C                        	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN19          	190	1173	A	 24	H	CC	   0.00	    225.4300	nannos   	Nannofossils                                 	C              	M                 	                      	                        	                      	                      	                          	                       	                          	                                           	R                        	                      	                     	                       	                  	                     	                           	                      	R                    	               	                                           	                     	                 	                 	                    	R                    	                        	                 	                                 	F                     	                  	                  	                      	                          	C                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	F                     	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	F                     	F                      	C                    	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	R                    	R                                   	R                    	A                    	F                     	A                        	C                  	                                	R                          	R                     	F                 	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN19          	190	1173	A	 25	X	CC	  24.00	    235.3200	nannos   	Nannofossils                                 	F              	G                 	                      	                        	R                     	R                     	                          	                       	                          	F                                          	C                        	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	                      	                          	C                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	C                      	C                    	                       	D                        	                  	                                    	F                    	                       	                   	                     	                                   	                     	F                                   	                     	A                    	C                     	C                        	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 26	X	 4	  96.00	    240.7000	Boeckel  	Nannofossils                                 	F              	M                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	C                    	                        	                 	                                 	C                     	                  	                  	                      	                          	D                       	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	A                    	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN19          	190	1173	A	 26	X	CC	  37.00	    245.0900	nannos   	Nannofossils                                 	F              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	C                        	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	F                     	                          	C                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	C                      	C                    	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	C                     	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 27	X	 4	  45.00	    249.8900	Boeckel  	Nannofossils                                 	               	                  	                      	                        	                      	                      	                          	                       	                          	                                           	C                        	                      	                     	                       	                  	                     	                           	                      	F                    	               	                                           	                     	                 	                 	                    	F                    	                        	                 	                                 	C                     	                  	                  	R                     	                          	C                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	C                      	C                    	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	                     	R                                   	                     	                     	C                     	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN19          	190	1173	A	 27	X	CC	  37.00	    254.7200	nannos   	Nannofossils                                 	C              	P                 	                      	                        	                      	                      	                          	                       	                          	F                                          	C                        	                      	                     	                       	                  	                     	                           	                      	F                    	R              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	C                     	                  	                  	F                     	                          	C                       	A                    	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	R                  	                      	                 	                    	                       	R                     	A                      	F                    	                       	A                        	                  	                                    	                     	                       	                   	                     	                                   	F                    	F                                   	                     	F                    	F                     	F                        	                   	R                               	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       
