Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus abies,Reticulofenestra minutula,Reticulofenestra minuta,Cyclolithella cf. C. annulla,Calcidiscus leptoporus,Helicosphaera carteri,Discolithina/Pontosphaera sp.,Discoaster quinqueramus,Coccolithus pelagicus,Gephyrocapsa sp. (small),Calcidiscus tropicus,Scapholithus fossilis,Rhabdosphaera clavigera,Reticulofenestra pseudoumbilicus,Helicosphaera parallela,Discoaster bergenii,Amaurolithus primus,Discoaster variabilis,Discoaster surculus,Discoaster pentaradiatus,Discoaster brouweri,Calcidiscus macintyrei,Helicosphaera sellii,Florisphaera sp.,Syracosphaera pulchra,Scyphosphaera pulcherrima,Amaurolithus tricorniculatus,Pseudoemiliania lacunosa,Discolithina japonica,Ceratolithus rugosus,Discoaster asymmetricus,Discosphaera tubifera,Hayaster perplexus,Oolithotus antillarum,Scyphosphaera procera,Crenalithus sp.,Umbilicosphaera spp.,Scyphosphaera apsteinii,Discoaster tamalis,Scyphosphaera sp.,Gephyrocapsa oceanica s.l.,Gephyrocapsa caribbeanica,Syracosphaera quadrilaminata,Syracosphaera sp.,Umbellosphaera irregularis,Thorosphaera flabellata,Reticulofenestra sp.,Umbellosphaera tenuis,Emiliania huxleyi,Comment
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  5,H, 7,  35.00,     44.6500,Gartner  ,Nannofossils                                 ,V              ,G                 ,                  ,A                        ,A                      ,F                           ,                      ,F                    ,F                            ,                       ,F                    ,                        ,                    ,VR                   ,F                      ,                                ,                       ,                   ,                   ,                     ,F                  ,F                       ,F                  ,F                     ,                    ,VR              ,C                    ,                         ,                            ,C                       ,                     ,R                   ,VR                     ,VR                   ,                  ,                     ,VR                   ,               ,                    ,VR                     ,VR                ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  6,H, 1,  35.00,     45.1500,Gartner  ,Nannofossils                                 ,V              ,G                 ,                  ,A                        ,A                      ,R                           ,C                     ,F                    ,R                            ,                       ,                     ,                        ,                    ,VR                   ,F                      ,                                ,                       ,                   ,                   ,                     ,R                  ,C                       ,F                  ,VR                    ,                    ,                ,C                    ,                         ,                            ,A                       ,VR                   ,                    ,R                      ,                     ,                  ,                     ,                     ,               ,                    ,VR                     ,R                 ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  6,H, 2,  35.00,     46.6500,Gartner  ,Nannofossils                                 ,V              ,G                 ,                  ,A                        ,A                      ,F                           ,R                     ,F                    ,F                            ,                       ,VR                   ,F                       ,                    ,VR                   ,F                      ,                                ,                       ,                   ,                   ,VR                   ,VR                 ,F                       ,F                  ,F                     ,                    ,                ,F                    ,                         ,                            ,F                       ,                     ,                    ,R                      ,VR                   ,                  ,                     ,                     ,               ,                    ,                       ,VR                ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  6,H, 3,  35.00,     48.1500,Gartner  ,Nannofossils                                 ,A              ,M                 ,                  ,A                        ,A                      ,                            ,F                     ,F                    ,F                            ,                       ,R                    ,F                       ,                    ,                     ,                       ,                                ,                       ,                   ,                   ,R                    ,R                  ,F                       ,F                  ,VR                    ,                    ,                ,F                    ,VR                       ,                            ,F                       ,R                    ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,VR                ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  6,H, 4,  35.00,     49.6500,Gartner  ,Nannofossils                                 ,V              ,M                 ,                  ,A                        ,A                      ,F                           ,F                     ,C                    ,F                            ,                       ,F                    ,C                       ,                    ,R                    ,F                      ,                                ,                       ,                   ,                   ,VR                   ,R                  ,F                       ,F                  ,R                     ,                    ,                ,F                    ,                         ,                            ,A                       ,VR                   ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,R                 ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  6,H, 5,  35.00,     51.1500,Gartner  ,Nannofossils                                 ,V              ,M                 ,VR                ,A                        ,A                      ,F                           ,F                     ,C                    ,F                            ,                       ,R                    ,                        ,                    ,                     ,R                      ,                                ,                       ,                   ,                   ,                     ,R                  ,C                       ,F                  ,R                     ,                    ,                ,F                    ,                         ,                            ,C                       ,VR                   ,VR                  ,                       ,                     ,                  ,VR                   ,VR                   ,               ,                    ,VR                     ,R                 ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  6,H, 6,  35.00,     52.6500,Gartner  ,Nannofossils                                 ,V              ,M                 ,                  ,F                        ,R                      ,F                           ,F                     ,C                    ,R                            ,                       ,F                    ,AA                      ,                    ,VR                   ,F                      ,                                ,                       ,                   ,                   ,                     ,R                  ,F                       ,F                  ,F                     ,                    ,                ,C                    ,                         ,                            ,A                       ,                     ,VR                  ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  6,H, 7,  35.00,     54.1500,Gartner  ,Nannofossils                                 ,V              ,P                 ,                  ,A                        ,F                      ,F                           ,F                     ,F                    ,R                            ,                       ,                     ,AA                      ,                    ,VR                   ,R                      ,                                ,                       ,                   ,                   ,                     ,                   ,R                       ,R                  ,                      ,VR                  ,                ,C                    ,                         ,                            ,A                       ,                     ,                    ,VR                     ,                     ,                  ,                     ,VR                   ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  7,H, 1,  35.00,     54.6500,Gartner  ,Nannofossils                                 ,V              ,P                 ,                  ,A                        ,                       ,C                           ,F                     ,R                    ,R                            ,                       ,R                    ,A                       ,                    ,                     ,R                      ,                                ,                       ,                   ,                   ,                     ,VR                 ,R                       ,                   ,VR                    ,                    ,                ,F                    ,                         ,                            ,A                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  7,H, 2,  35.00,     56.1500,Gartner  ,Nannofossils                                 ,V              ,P                 ,                  ,A                        ,A                      ,F                           ,F                     ,F                    ,R                            ,                       ,                     ,A                       ,                    ,R                    ,R                      ,                                ,                       ,                   ,                   ,                     ,VR                 ,F                       ,                   ,VR                    ,                    ,                ,F                    ,VR                       ,                            ,A                       ,                     ,                    ,VR                     ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  7,H, 3,  35.00,     57.6500,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,C                      ,F                           ,R                     ,F                    ,                             ,                       ,VR                   ,A                       ,                    ,                     ,                       ,                                ,                       ,                   ,                   ,                     ,                   ,VR                      ,                   ,R                     ,                    ,                ,R                    ,                         ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,VR                   ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  7,H, 4,  35.00,     59.1500,Gartner  ,Nannofossils                                 ,V              ,P                 ,                  ,A                        ,A                      ,R                           ,F                     ,C                    ,                             ,                       ,R                    ,AA                      ,                    ,                     ,R                      ,                                ,                       ,                   ,                   ,                     ,VR                 ,R                       ,VR                 ,                      ,VR                  ,                ,R                    ,                         ,                            ,A                       ,R                    ,                    ,VR                     ,                     ,                  ,                     ,                     ,               ,                    ,VR                     ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  7,H, 5,  35.00,     60.6500,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,                       ,R                           ,F                     ,C                    ,R                            ,                       ,                     ,A                       ,                    ,                     ,R                      ,                                ,                       ,                   ,                   ,                     ,VR                 ,                        ,VR                 ,                      ,                    ,                ,R                    ,                         ,                            ,A                       ,VR                   ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,VR                     ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  7,H, 6,  35.00,     62.1500,Gartner  ,Nannofossils                                 ,V              ,P                 ,                  ,A                        ,A                      ,C                           ,R                     ,C                    ,R                            ,                       ,                     ,A                       ,                    ,                     ,R                      ,                                ,                       ,                   ,                   ,                     ,R                  ,R                       ,R                  ,R                     ,                    ,                ,F                    ,                         ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  7,H, 7,  35.00,     63.6500,Gartner  ,Nannofossils                                 ,V              ,P                 ,                  ,A                        ,A                      ,C                           ,R                     ,F                    ,R                            ,                       ,VR                   ,A                       ,                    ,R                    ,R                      ,                                ,                       ,                   ,                   ,                     ,VR                 ,                        ,R                  ,                      ,                    ,                ,F                    ,                         ,                            ,A                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,VR                ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  8,H, 1,  35.00,     64.1500,Gartner  ,Nannofossils                                 ,V              ,P                 ,                  ,A                        ,A                      ,C                           ,F                     ,R                    ,R                            ,                       ,                     ,A                       ,                    ,R                    ,VR                     ,                                ,                       ,                   ,                   ,                     ,                   ,                        ,R                  ,R                     ,                    ,                ,F                    ,                         ,                            ,A                       ,VR                   ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,VR                ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  8,H, 2,  35.00,     65.6500,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,A                      ,                            ,R                     ,F                    ,                             ,                       ,                     ,A                       ,                    ,                     ,R                      ,                                ,                       ,                   ,                   ,                     ,VR                 ,VR                      ,VR                 ,                      ,                    ,                ,R                    ,                         ,                            ,A                       ,R                    ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  8,H, 3,  35.00,     67.1500,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,A                      ,F                           ,F                     ,R                    ,R                            ,                       ,                     ,A                       ,                    ,                     ,F                      ,                                ,                       ,                   ,                   ,                     ,                   ,VR                      ,VR                 ,VR                    ,                    ,                ,F                    ,                         ,                            ,A                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  8,H, 4,  35.00,     68.6500,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,A                      ,F                           ,F                     ,R                    ,R                            ,                       ,                     ,C                       ,                    ,                     ,VR                     ,                                ,                       ,                   ,                   ,R                    ,R                  ,R                       ,                   ,F                     ,                    ,                ,F                    ,VR                       ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  8,H, 5,  35.00,     70.1500,Gartner  ,Nannofossils                                 ,V              ,P                 ,                  ,A                        ,                       ,F                           ,F                     ,R                    ,R                            ,                       ,                     ,A                       ,                    ,VR                   ,R                      ,                                ,                       ,                   ,                   ,                     ,VR                 ,R                       ,R                  ,F                     ,                    ,                ,F                    ,VR                       ,                            ,C                       ,VR                   ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  8,H, 6,  35.00,     71.6500,Gartner  ,Nannofossils                                 ,V              ,M                 ,                  ,AA                       ,                       ,F                           ,R                     ,F                    ,F                            ,                       ,                     ,A                       ,                    ,                     ,F                      ,                                ,                       ,                   ,                   ,                     ,VR                 ,R                       ,VR                 ,F                     ,                    ,                ,F                    ,                         ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  8,H, 7,  20.00,     73.0000,Gartner  ,Nannofossils                                 ,V              ,P                 ,                  ,A                        ,A                      ,C                           ,F                     ,F                    ,R                            ,                       ,                     ,C                       ,                    ,VR                   ,                       ,                                ,                       ,                   ,                   ,                     ,VR                 ,R                       ,                   ,F                     ,                    ,                ,F                    ,                         ,                            ,F                       ,VR                   ,                    ,                       ,                     ,                  ,                     ,VR                   ,A              ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  9,H, 1,  37.00,     73.6700,Gartner  ,Nannofossils                                 ,A              ,M                 ,                  ,A                        ,A                      ,F                           ,F                     ,R                    ,VR                           ,                       ,VR                   ,                        ,                    ,VR                   ,R                      ,                                ,                       ,                   ,                   ,                     ,VR                 ,R                       ,                   ,R                     ,VR                  ,                ,F                    ,                         ,                            ,F                       ,                     ,                    ,                       ,VR                   ,                  ,                     ,                     ,A              ,                    ,                       ,VR                ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  9,H, 2,  37.00,     75.1700,Gartner  ,Nannofossils                                 ,V              ,M                 ,                  ,A                        ,A                      ,F                           ,F                     ,F                    ,VR                           ,                       ,                     ,F                       ,                    ,VR                   ,R                      ,                                ,                       ,                   ,                   ,                     ,R                  ,VR                      ,                   ,F                     ,                    ,                ,F                    ,VR                       ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,VR                   ,A              ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  9,H, 3,  37.00,     76.6700,Gartner  ,Nannofossils                                 ,V              ,M                 ,                  ,A                        ,A                      ,F                           ,F                     ,F                    ,VR                           ,                       ,                     ,A                       ,                    ,VR                   ,F                      ,                                ,                       ,                   ,                   ,                     ,VR                 ,R                       ,R                  ,F                     ,VR                  ,                ,F                    ,                         ,                            ,F                       ,                     ,                    ,VR                     ,                     ,                  ,                     ,                     ,C              ,                    ,VR                     ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  9,H, 4,  37.00,     78.1700,Gartner  ,Nannofossils                                 ,V              ,M                 ,                  ,A                        ,A                      ,F                           ,F                     ,F                    ,R                            ,                       ,                     ,C                       ,                    ,VR                   ,F                      ,                                ,                       ,                   ,                   ,                     ,VR                 ,R                       ,R                  ,                      ,R                   ,                ,F                    ,                         ,                            ,C                       ,VR                   ,                    ,                       ,VR                   ,                  ,                     ,                     ,F              ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  9,H, 5,  37.00,     79.6700,Gartner  ,Nannofossils                                 ,V              ,M                 ,                  ,A                        ,A                      ,C                           ,C                     ,F                    ,R                            ,                       ,VR                   ,R                       ,                    ,VR                   ,                       ,                                ,                       ,                   ,                   ,                     ,VR                 ,R                       ,R                  ,VR                    ,                    ,                ,F                    ,                         ,                            ,F                       ,VR                   ,                    ,                       ,                     ,                  ,                     ,VR                   ,C              ,                    ,                       ,VR                ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  9,H, 6,  37.00,     81.1700,Gartner  ,Nannofossils                                 ,V              ,M                 ,                  ,A                        ,C                      ,F                           ,F                     ,F                    ,R                            ,                       ,                     ,R                       ,                    ,R                    ,R                      ,                                ,                       ,                   ,                   ,                     ,                   ,R                       ,R                  ,F                     ,                    ,                ,VR                   ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,A              ,                    ,                       ,VR                ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A,  9,H, 7,  37.00,     82.6700,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,A                      ,C                           ,R                     ,R                    ,                             ,                       ,                     ,R                       ,                    ,                     ,                       ,                                ,                       ,                   ,                   ,                     ,VR                 ,                        ,                   ,R                     ,                    ,                ,VR                   ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 10,H, 1,  36.00,     83.1600,Gartner  ,Nannofossils                                 ,V              ,M                 ,                  ,AA                       ,AA                     ,F                           ,F                     ,R                    ,VR                           ,                       ,VR                   ,A                       ,                    ,R                    ,VR                     ,                                ,                       ,                   ,                   ,                     ,                   ,                        ,VR                 ,F                     ,VR                  ,                ,R                    ,                         ,                            ,A                       ,                     ,                    ,VR                     ,                     ,                  ,                     ,                     ,C              ,                    ,                       ,VR                ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 10,H, 2,  36.00,     84.6600,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,A                      ,F                           ,F                     ,F                    ,                             ,                       ,                     ,C                       ,                    ,                     ,VR                     ,                                ,                       ,                   ,                   ,                     ,VR                 ,R                       ,VR                 ,R                     ,                    ,                ,R                    ,                         ,                            ,F                       ,                     ,                    ,VR                     ,                     ,                  ,                     ,VR                   ,               ,                    ,VR                     ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 10,H, 3,  36.00,     86.1600,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,A                      ,R                           ,F                     ,F                    ,VR                           ,                       ,                     ,C                       ,                    ,VR                   ,                       ,                                ,                       ,                   ,                   ,                     ,VR                 ,R                       ,VR                 ,R                     ,VR                  ,                ,                     ,                         ,                            ,F                       ,                     ,                    ,VR                     ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 10,H, 4,  36.00,     87.6600,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,A                      ,R                           ,R                     ,C                    ,VR                           ,                       ,                     ,C                       ,                    ,                     ,                       ,                                ,                       ,                   ,                   ,                     ,R                  ,                        ,VR                 ,R                     ,                    ,                ,VR                   ,                         ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,C              ,VR                  ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
