Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pachyderma (dextral),Globigerina quinqueloba,Globigerina bulloides,Planktonic spp. indeterminate,Globorotalia scitula,Globigerinita glutinata,Globigerina umbilicata,Neogloboquadrina dutertrei,Globorotalia inflata,Orbulina universa,Globorotalia bermudezi,Comment
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 15,H, 1,  59.00,    128.1900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,10                                     ,1                                    ,7                      ,9                    ,                             ,5                   ,                       ,                      ,                          ,                    ,                 ,2                     ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 15,H, 3,   2.00,    130.6200,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,2                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 15,H, 4,  52.00,    132.6200,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,2                                      ,2                                    ,                       ,1                    ,                             ,1                   ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 15,H,CC,  25.00,    137.6300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,5                                      ,3                                    ,14                     ,14                   ,                             ,4                   ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 16,H, 1,  85.00,    137.9500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,                       ,2                    ,                             ,2                   ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 16,H, 3,   6.00,    140.1800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,2                                      ,                                     ,                       ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 16,H, 5,  69.00,    143.8200,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 16,H,CC,  27.00,    146.9500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,2                                      ,                                     ,2                      ,3                    ,                             ,                    ,2                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 17,H, 1,  85.00,    147.4500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,3                                      ,1                                    ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 17,H, 3,  98.00,    150.6000,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,2                      ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,2                     ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 17,H,CC,  26.00,    155.7600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,                       ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 18,X, 2,   5.00,    157.6500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,2                                      ,1                                    ,                       ,2                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 18,X, 4,   4.00,    160.6400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,2                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 18,X,CC,  37.00,    162.3400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,19                                     ,1                                    ,1                      ,10                   ,                             ,2                   ,                       ,                      ,1                         ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 19,X, 3,  24.00,    168.8600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,72                                     ,                                     ,5                      ,24                   ,                             ,                    ,                       ,2                     ,                          ,                    ,                 ,2                     ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 19,X,CC,  24.00,    172.0100,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,                       ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 20,X,CC,  20.00,    176.0400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,37                                     ,                                     ,                       ,10                   ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 22,X, 1,   3.00,    194.1300,Zellers  ,Planktonic Foraminifers                      ,               ,M                 ,1                                      ,                                     ,1                      ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 25,H,CC,  13.00,    226.5100,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,2                                      ,                                     ,                       ,1                    ,                             ,1                   ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 26,H, 1,  93.00,    227.8300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,222                                    ,4                                    ,7                      ,47                   ,                             ,1                   ,1                      ,                      ,                          ,                    ,                 ,7                     ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 26,H,CC,  45.00,    234.1200,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,62                                     ,                                     ,5                      ,18                   ,                             ,                    ,                       ,                      ,1                         ,2                   ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 28,H,CC,  16.00,    251.7500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,3                                      ,                                     ,1                      ,3                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 30,H, 1,  89.00,    261.6900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,235                                    ,3                                    ,                       ,10                   ,1                            ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 31,H,CC,  14.00,    276.8600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,1                      ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 35,H,CC,  72.00,    311.0500,Zellers  ,Planktonic Foraminifers                      ,               ,M                 ,1                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 36,H, 4,  45.00,    313.1800,Zellers  ,Planktonic Foraminifers                      ,               ,M                 ,31                                     ,7                                    ,18                     ,37                   ,2                            ,1                   ,3                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 36,H, 6,  40.00,    316.1300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,203                                    ,2                                    ,11                     ,52                   ,4                            ,2                   ,4                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 36,H,CC,  13.00,    317.9900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,4                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 37,H,CC,  33.00,    320.5900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,40                                     ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,30                    ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 40,H, 1,  40.00,    348.4000,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,3                                      ,                                     ,                       ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 41,X,CC,  17.00,    357.9100,Zellers  ,Planktonic Foraminifers                      ,               ,M                 ,2                                      ,                                     ,                       ,5                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 42,X, 1,  34.00,    366.8400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,2                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 43,X,CC,   0.00,    376.0000,Zellers  ,Planktonic Foraminifers                      ,               ,M                 ,68                                     ,2                                    ,18                     ,14                   ,                             ,1                   ,1                      ,                      ,                          ,                    ,                 ,6                     ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 44,X, 1, 124.00,    386.7400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,8                                      ,                                     ,1                      ,5                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 44,X,CC,  37.00,    393.7200,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,255                                    ,5                                    ,                       ,28                   ,                             ,1                   ,2                      ,1                     ,                          ,                    ,                 ,2                     ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 45,X, 1,  34.00,    395.3400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,                                       ,                                     ,                       ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 48,X,CC,  25.00,    423.7500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,11                                     ,                                     ,                       ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 50,X,CC,  24.00,    442.7400,Zellers  ,Planktonic Foraminifers                      ,               ,M                 ,1                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 51,V,CC,   7.00,    452.0700,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,7                                      ,1                                    ,2                      ,4                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 53,X,CC,  36.00,    460.8600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,7                                      ,1                                    ,                       ,2                    ,                             ,                    ,1                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 54,X, 1,   2.00,    469.4200,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,22                                     ,3                                    ,1                      ,3                    ,2                            ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 54,X,CC,  31.00,    471.4800,Zellers  ,Planktonic Foraminifers                      ,               ,M                 ,32                                     ,1                                    ,4                      ,86                   ,                             ,1                   ,2                      ,                      ,                          ,1                   ,2                ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 55,X,CC,  25.00,    478.6500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,105                                    ,9                                    ,9                      ,34                   ,1                            ,                    ,                       ,                      ,2                         ,2                   ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 56,X,CC,  36.00,    488.1100,Zellers  ,Planktonic Foraminifers                      ,               ,M                 ,1                                      ,1                                    ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 57,X, 1, 104.00,    497.2400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,312                                    ,8                                    ,10                     ,153                  ,3                            ,2                   ,4                      ,1                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 57,X, 2, 105.00,    498.7500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,55                                     ,1                                    ,2                      ,26                   ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 57,X,CC,  37.00,    501.2900,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,29                                     ,                                     ,2                      ,18                   ,                             ,                    ,                       ,1                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 58,X, 1,  18.00,    505.2800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,106                                    ,3                                    ,1                      ,29                   ,1                            ,                    ,1                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 58,X, 2, 135.00,    507.9700,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,266                                    ,1                                    ,10                     ,78                   ,4                            ,4                   ,1                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 58,X, 4,  52.00,    510.1600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,59                                     ,3                                    ,3                      ,27                   ,1                            ,2                   ,                       ,1                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 58,X,CC,  27.00,    510.7400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,16                                     ,                                     ,2                      ,2                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 60,X,CC,  35.00,    515.7500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,111                                    ,1                                    ,24                     ,112                  ,                             ,                    ,                       ,7                     ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 61,X, 2,  38.00,    524.6800,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,10                                     ,1                                    ,                       ,4                    ,                             ,                    ,1                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 61,X,CC,  29.00,    525.8500,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,20                                     ,2                                    ,1                      ,5                    ,                             ,1                   ,4                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 62,X, 1,  36.00,    532.0600,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,54                                     ,2                                    ,1                      ,7                    ,10                           ,2                   ,2                      ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 62,X, 3,  63.00,    535.1000,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,7                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 62,X,CC,  33.00,    536.1100,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,6                                      ,                                     ,1                      ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 63,X,CC,  24.00,    546.6200,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,7                                      ,                                     ,1                      ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 64,X, 1,  92.00,    550.1200,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,37                                     ,2                                    ,3                      ,4                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 64,X, 3,  33.00,    552.5300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,40                                     ,5                                    ,                       ,34                   ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 64,X, 5,  24.00,    555.4400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,                       ,1                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 64,X,CC,  13.00,    556.6300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,1                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 65,X, 1,  37.00,    558.4700,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,6                                      ,2                                    ,                       ,2                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 65,X, 2,  43.00,    560.0300,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,9                                      ,                                     ,3                      ,4                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 65,X, 4,  51.00,    563.1100,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,19                                     ,2                                    ,1                      ,5                    ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CD8               ,              ,146, 888,B, 65,X,CC,  31.00,    566.3400,Zellers  ,Planktonic Foraminifers                      ,               ,G                 ,2                                      ,                                     ,                       ,                     ,                             ,                    ,                       ,                      ,                          ,                    ,                 ,                      ,from Leg 146 SR; Ch 5; Table 1; p. 82-90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
