Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Praeorbulina transitoria,Globigerinoides trilobus,Globigerinoides sicanus,Globigerinoides diminutus,Globigerinoides subquadratus,Globigerinella praesiphonifera,Globigerina decoraperta,Sphaeroidinellopsis seminulina,Orbulina universa,Orbulina suturalis,Globoquadrina baroemoenensis,Globigerina nepenthes,Dentoglobigerina altispira altispira,Sphaeroidinellopsis kochi,Globoquadrina dehiscens,Globigerina druryi,Neogloboquadrina acostaensis,Globigerinoides ? extremus,Orbulina bilobata,Sphaeroidinellopsis paenedehiscens,Globigerinoides sacculifer,Pulleniatina primalis,Globorotalia multicamerata,Globorotalia menardii,Globorotalia tumida flexuosa,Globorotalia tumida,Globorotalia crassula,Globigerinoides conglobatus,Neogloboquadrina humerosa,Pulleniatina praecursor,Globigerinoides extremus,Sphaeroidinella dehiscens,Globorotalia crassaformis,Globigerinoides fistulosus,Globorotalia tosaensis tenuitheca,Globorotalia tosaensis,Globorotalia crassaformis ronda,Pulleniatina obliquiloculata,Globorotalia truncatulinoides,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N21               ,              ,134, 832,B, 62,R, 3,  49.00,    733.9900,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,                                    ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,C                         ,                     ,                          ,A                    ,A                           ,A                  ,                     ,A                          ,A                        ,                       ,A                       ,A                        ,C                        ,C                         ,R                                ,F                     ,C                              ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N21               ,              ,134, 832,B, 62,R, 3, 100.00,    734.5000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,                                    ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,C                         ,                     ,                          ,A                    ,A                           ,A                  ,                     ,A                          ,C                        ,                       ,A                       ,A                        ,A                        ,F                         ,R                                ,R                     ,A                              ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N21               ,              ,134, 832,B, 63,R, 1,  40.00,    740.2000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,                                    ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,F                         ,                     ,                          ,A                    ,A                           ,A                  ,                     ,C                          ,C                        ,                       ,C                       ,A                        ,A                        ,                          ,F                                ,A                     ,C                              ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N21               ,              ,134, 832,B, 63,R, 1, 124.00,    741.0400,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,                                    ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,C                         ,                     ,                          ,A                    ,A                           ,A                  ,                     ,C                          ,C                        ,                       ,C                       ,A                        ,R                        ,A                         ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N21               ,              ,134, 832,B, 63,R, 2,  43.00,    741.7300,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,                                    ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,C                         ,                     ,A                         ,A                    ,A                           ,A                  ,                     ,C                          ,C                        ,                       ,C                       ,A                        ,F                        ,F                         ,F                                ,C                     ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N20               ,              ,134, 832,B, 63,R, 2, 100.00,    742.3000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,C                                   ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,A                         ,                     ,A                         ,A                    ,A                           ,A                  ,                     ,A                          ,C                        ,                       ,C                       ,A                        ,F                        ,R                         ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N20               ,              ,134, 832,B, 63,R, 3,  34.00,    743.1400,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,A                                   ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,F                         ,                     ,                          ,A                    ,A                           ,A                  ,                     ,F                          ,R                        ,                       ,C                       ,A                        ,C                        ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N20               ,              ,134, 832,B, 63,R, 3, 110.00,    743.9000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,A                                   ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,A                         ,                     ,A                         ,A                    ,A                           ,A                  ,                     ,A                          ,C                        ,                       ,C                       ,A                        ,                         ,F                         ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N20               ,              ,134, 832,B, 63,R, 4,  40.00,    744.7000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,C                                   ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,A                         ,                     ,C                         ,A                    ,A                           ,A                  ,                     ,A                          ,F                        ,                       ,F                       ,A                        ,F                        ,R                         ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N20               ,              ,134, 832,B, 63,R, 4, 110.00,    745.4000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,C                                   ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,C                         ,                     ,C                         ,A                    ,A                           ,A                  ,                     ,F                          ,F                        ,C                      ,C                       ,A                        ,                         ,F                         ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N20               ,              ,134, 832,B, 63,R, 5,  62.00,    746.4200,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,A                                   ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,F                         ,                     ,C                         ,A                    ,A                           ,A                  ,                     ,F                          ,R                        ,C                      ,F                       ,A                        ,F                        ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N20               ,              ,134, 832,B, 63,R, 5, 110.00,    746.9000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,                                    ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,                          ,                     ,                          ,A                    ,A                           ,A                  ,                     ,C                          ,                         ,                       ,                        ,A                        ,R                        ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N20               ,              ,134, 832,B, 63,R, 6,  35.00,    747.6500,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,A                                   ,                         ,                       ,                  ,                            ,                          ,                 ,A                                 ,F                         ,                     ,A                         ,C                    ,A                           ,A                  ,                     ,F                          ,C                        ,R                      ,                        ,A                        ,R                        ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N19               ,              ,134, 832,B, 63,R, 6, 115.00,    748.4500,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,A                                   ,C                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,R                    ,                          ,C                    ,A                           ,A                  ,                     ,F                          ,F                        ,F                      ,                        ,A                        ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N19               ,              ,134, 832,B, 64,R, 1,  40.00,    749.9000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,F                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,C                    ,                          ,A                    ,A                           ,A                  ,                     ,F                          ,F                        ,                       ,                        ,C                        ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N19               ,              ,134, 832,B, 64,R, 1, 100.00,    750.5000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,F                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,                                  ,                          ,                     ,                          ,F                    ,A                           ,A                  ,                     ,C                          ,C                        ,                       ,                        ,R                        ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N19               ,              ,134, 832,B, 64,R, 2,  39.00,    751.3900,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,A                                   ,C                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,                     ,                          ,A                    ,A                           ,A                  ,                     ,F                          ,F                        ,C                      ,F                       ,R                        ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N19               ,              ,134, 832,B, 64,R, 3,  39.00,    752.8900,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,C                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,R                         ,                     ,                          ,C                    ,R                           ,C                  ,                     ,R                          ,                         ,                       ,R                       ,R                        ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N19               ,              ,134, 832,B, 64,R, 3, 100.00,    753.5000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,C                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,R                         ,R                    ,                          ,A                    ,R                           ,A                  ,                     ,F                          ,                         ,                       ,R                       ,R                        ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N19               ,              ,134, 832,B, 64,R, 4,  37.00,    754.3700,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,C                                   ,C                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,F                    ,                          ,F                    ,A                           ,A                  ,                     ,C                          ,                         ,                       ,                        ,R                        ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N19               ,              ,134, 832,B, 64,R, 4,  98.00,    754.9800,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,F                                   ,F                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,R                    ,                          ,C                    ,A                           ,A                  ,                     ,C                          ,                         ,                       ,                        ,R                        ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N19               ,              ,134, 832,B, 64,R, 5,  40.00,    755.9000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,F                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,                     ,                          ,C                    ,A                           ,A                  ,                     ,C                          ,R                        ,R                      ,R                       ,R                        ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N19               ,              ,134, 832,B, 64,R, 5, 111.00,    756.6100,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,F                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,R                    ,                          ,                     ,A                           ,A                  ,                     ,C                          ,                         ,R                      ,                        ,R                        ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 65,R, 1,  47.00,    759.6700,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,A                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,R                    ,                          ,C                    ,A                           ,A                  ,                     ,R                          ,R                        ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 66,R, 1,  36.00,    769.1600,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,A                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,                     ,                          ,                     ,R                           ,F                  ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 66,R, 1,  96.00,    769.7600,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,C                             ,                 ,                  ,                            ,R                    ,C                                   ,C                        ,                       ,                  ,                            ,                          ,                 ,C                                 ,                          ,                     ,F                         ,F                    ,F                           ,F                  ,                     ,R                          ,R                        ,C                      ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 66,R, 2,   0.00,    770.3000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,C                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,F                         ,A                    ,                          ,                     ,F                           ,F                  ,                     ,F                          ,R                        ,C                      ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 66,R, 2,  96.00,    771.2600,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,A                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,C                    ,                          ,                     ,F                           ,A                  ,                     ,                           ,R                        ,F                      ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 66,R, 3,  32.00,    771.9200,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,                                    ,C                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,                     ,                          ,                     ,                            ,F                  ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 66,R, 3,  92.00,    772.5200,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,F                             ,                 ,                  ,                            ,                     ,                                    ,F                        ,                       ,                  ,                            ,                          ,                 ,F                                 ,                          ,                     ,                          ,F                    ,                            ,F                  ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 66,R, 4,   1.00,    773.1100,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,F                             ,                 ,                  ,                            ,                     ,                                    ,F                        ,                       ,                  ,                            ,                          ,                 ,F                                 ,                          ,                     ,                          ,R                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 66,R, 4,  56.00,    773.6600,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,C                             ,                 ,                  ,                            ,                     ,                                    ,C                        ,                       ,                  ,                            ,                          ,                 ,C                                 ,                          ,C                    ,                          ,                     ,R                           ,R                  ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 67,R, 1,  32.00,    778.9200,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,                                    ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,                     ,                          ,C                    ,A                           ,A                  ,                     ,C                          ,C                        ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 67,R, 1, 117.00,    779.7700,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,C                             ,                 ,                  ,                            ,F                    ,A                                   ,F                        ,                       ,                  ,                            ,                          ,                 ,C                                 ,                          ,F                    ,                          ,F                    ,                            ,C                  ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 67,R, 2,  29.00,    780.3900,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,A                                   ,F                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,F                    ,                          ,F                    ,A                           ,A                  ,                     ,                           ,C                        ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 67,R, 2,  97.00,    781.0700,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,C                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,F                    ,                          ,F                    ,F                           ,A                  ,                     ,F                          ,C                        ,                       ,F                       ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 69,R, 1,  52.00,    798.3200,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,F                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,C                    ,                          ,F                    ,F                           ,C                  ,                     ,R                          ,C                        ,R                      ,F                       ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 69,R, 1,  84.00,    798.6400,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,C                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,C                    ,                          ,R                    ,C                           ,C                  ,                     ,R                          ,F                        ,C                      ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
