Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Velicucullus oddgurneri	Tessarastrum thiedei	Stichocorys delmontensis	Spongurus cauleti	Spongotrochus vitabilis	Spongocore puella	Siphocampe arachnea	Pterocanium korotnevi	Pseudodictyophimus horrida	Pseudodictyophimus gracilipes tetracanthus	Pseudodictyophimus amundseni	Phorticium clevei	Phormospyris thespios	Lophospyris pentagona quadriforis	Liriospyris cricus	Hexalonche esmarki	Hexalonche ? nakasekoi	Hexacontium pachydermum	Euphysetta  elegans	Eucyrtidium saccoi	Eucyrtidium calvertense	Eucyrtidium biconicum	Eucoronis fridtjofnanseni	Cyrtocapsella tetrapera	Cyrtocapsella kladaros	Cyrtocapsella japonica	Cyrtocapsella eldholmi	Cyrtocapsella ampullacea	Cycladophora davisiana cornutoides	Corythospyris reuschi	Corythospyris jubata	Corythospyris jjubata sverdrupi	Corythospyris hispida	Corythospyris fiscella	Clathrospyris sandellae	Challengeron diodon	Ceratocyrtis stoermeri	Ceratocyrtis manumi	Ceratocyrtis histricosa	Ceratocyrtis broeggeri	Botryostrobus auritus group	Artostrobus jorgenseni	Antarctissa whitei	Actinomma plasticum	Actinomma mirabile	Actinomma livae	Actinomma holtedahli	Acrosphaera spinosa echinoides	Comment
  SR	                 	                 	S. cauleti        	              	104	 642	B	 15	H	CC	  13.00	    127.9300	Goll     	Radiolarians                                 	C              	P                 	-                      	-                   	-                       	C                	-                      	-                	D                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	T                    	-                   	-                              	-                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	S. cauleti        	              	104	 642	B	 16	H	 1	  31.00	    128.4100	Goll     	Radiolarians                                 	C              	M                 	-                      	-                   	-                       	A                	-                      	-                	D                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	T                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	T                    	-                   	-                              	-                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	S. cauleti        	              	104	 642	B	 16	H	 2	  31.00	    129.9100	Goll     	Radiolarians                                 	A              	M                 	-                      	-                   	-                       	D                	-                      	-                	VA                 	T                    	T                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	-                        	T                      	-                     	D                     	-                     	-                       	-                                 	T                    	-                   	-                              	-                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	D                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. reuschi        	              	104	 642	B	 16	H	 3	  31.00	    131.4100	Goll     	Radiolarians                                 	C              	M                 	-                      	-                   	-                       	-                	-                      	-                	A                  	A                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	T                    	-                   	-                              	-                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	C                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. reuschi        	              	104	 642	B	 16	H	 4	  31.00	    132.1600	Goll     	Radiolarians                                 	A              	M                 	-                      	-                   	-                       	-                	-                      	-                	SP                 	R                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	T                    	-                   	-                              	-                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	C                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. reuschi        	              	104	 642	B	 16	H	 5	  31.00	    133.6600	Goll     	Radiolarians                                 	A              	M                 	-                      	-                   	R                       	-                	-                      	-                	C                  	SP                   	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	D                    	-                   	-                              	-                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	C                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. reuschi        	              	104	 642	B	 16	H	 6	  31.00	    135.1600	Goll     	Radiolarians                                 	A              	M                 	-                      	-                   	-                       	-                	-                      	-                	C                  	T                    	T                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	R                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	VA                   	-                   	-                              	-                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	C                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. reuschi        	              	104	 642	B	 16	H	 7	  31.00	    136.6600	Goll     	Radiolarians                                 	A              	M                 	-                      	-                   	-                       	-                	-                      	-                	-                  	T                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	D                    	-                   	-                              	-                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	SP                         	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 16	H	CC	  32.00	    137.9600	Goll     	Radiolarians                                 	C              	M                 	-                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	T                        	-                      	-                     	-                     	-                     	-                       	-                                 	C                    	-                   	-                              	-                    	-                     	T                      	-                  	-                     	-                  	-                      	-                     	T                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 17	H	 1	  29.00	    138.2900	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	R                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	T                 	-                      	-                    	SP                       	-                      	-                     	-                     	-                     	-                       	-                                 	C                    	-                   	-                              	-                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	SP                         	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 17	H	 2	  29.00	    139.7900	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	T                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	C                        	-                      	-                     	-                     	-                     	-                       	-                                 	C                    	-                   	-                              	-                    	-                     	C                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 17	H	 3	  29.00	    141.2900	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	C                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	SP                       	-                      	-                     	-                     	-                     	-                       	-                                 	T                    	-                   	-                              	-                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	R                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 17	H	 4	  29.00	    142.7900	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	A                        	-                      	-                     	-                     	-                     	-                       	-                                 	C                    	-                   	-                              	-                    	-                     	A                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	T                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 17	H	 5	  29.00	    144.2900	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	SP                       	-                      	-                     	-                     	-                     	-                       	-                                 	R                    	-                   	-                              	-                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	T                          	-                     	-                 	-                  	-                 	-              	T                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 17	H	 6	  29.00	    145.7900	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	SP                       	-                      	-                     	-                     	-                     	-                       	-                                 	T                    	-                   	-                              	T                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 17	H	 7	  29.00	    147.2900	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	A                     	-                      	-                  	-                 	-                      	-                    	R                        	-                      	-                     	-                     	-                     	-                       	-                                 	T                    	-                   	-                              	-                    	-                     	R                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 17	H	CC	  25.00	    147.6500	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	T                     	-                      	-                  	-                 	-                      	-                    	SP                       	-                      	-                     	-                     	-                     	-                       	-                                 	R                    	-                   	-                              	-                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 18	H	 1	  24.00	    148.0400	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	C                     	-                      	-                  	-                 	-                      	-                    	A                        	-                      	-                     	-                     	-                     	-                       	-                                 	SP                   	-                   	-                              	-                    	-                     	A                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	R                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 18	H	 2	  24.00	    149.5400	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	C                     	-                      	-                  	-                 	-                      	-                    	SP                       	-                      	-                     	-                     	-                     	-                       	-                                 	SP                   	-                   	-                              	-                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	SP                         	-                     	-                 	-                  	-                 	-              	VA                  	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E.fridtjof-C.reusch.	              	104	 642	B	 18	H	 4	  24.00	    152.5400	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	R                     	-                      	-                  	-                 	-                      	-                    	A                        	-                      	-                     	-                     	-                     	-                       	-                                 	T                    	-                   	-                              	-                    	-                     	C                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E. fridtjofnanseni	              	104	 642	B	 18	H	 5	  24.00	    154.0400	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	C                     	-                      	-                  	-                 	-                      	-                    	A                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	C                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	T                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E. fridtjofnanseni	              	104	 642	B	 18	H	 6	  24.00	    155.5400	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	C                     	-                      	-                  	-                 	-                      	-                    	C                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	C                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E. fridtjofnanseni	              	104	 642	B	 18	H	CC	   5.00	    157.3800	Goll     	Radiolarians                                 	R              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	R                     	-                      	-                  	-                 	-                      	-                    	C                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	C                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E. fridtjofnanseni	              	104	 642	B	 19	H	 1	  24.00	    157.9400	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	A                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E. fridtjofnanseni	              	104	 642	B	 19	H	 2	  24.00	    159.4400	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	SP                    	-                      	-                  	-                 	-                      	-                    	SP                       	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	R                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E. fridtjofnanseni	              	104	 642	B	 19	H	 3	  24.00	    160.9400	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	SP                 	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	C                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E. fridtjofnanseni	              	104	 642	B	 19	H	 4	  24.00	    162.4400	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	C                     	-                      	-                  	-                 	-                      	-                    	R                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	E. fridtjofnanseni	              	104	 642	B	 19	H	 5	  24.00	    163.9400	Goll     	Radiolarians                                 	A              	M                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	F                     	-                      	-                  	-                 	-                      	-                    	A                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	A                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	                  	              	104	 642	B	 19	H	 6	  24.00	    165.4400	Goll     	Radiolarians                                 	A              	M                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	T                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	F                     	-                      	-                  	-                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	T                    	-                     	C                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	                  	              	104	 642	B	 19	H	 7	  24.00	    166.9400	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	A                     	-                      	-                  	-                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	C                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	                  	              	104	 642	B	 19	H	CC	   8.00	    167.2300	Goll     	Radiolarians                                 	C              	M                 	-                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	D                     	-                      	-                  	-                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 20	H	 1	  24.00	    167.6400	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	SP                        	-                                         	-                           	-                	-                    	-                                	-                 	-                 	F                     	-                      	-                  	SP                	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	C                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 20	H	 2	  24.00	    169.1400	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	T                  	-                    	T                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	SP                   	-                     	A                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 20	H	 3	  24.00	    170.6400	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	T                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	-                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 20	H	 4	  24.00	    172.1400	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	SP                        	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	A                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	T                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 20	H	 5	  24.00	    173.6400	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	T                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	F                     	-                      	-                  	R                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	C                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 20	H	 6	  24.00	    175.1400	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	C                  	-                    	T                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	T                     	-                      	-                  	-                 	-                      	-                    	-                        	T                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	SP                   	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	SP                 	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 20	H	 7	  24.00	    176.6400	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	SP                        	-                                         	-                           	-                	-                    	-                                	-                 	-                 	VD                    	-                      	-                  	T                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	SP                   	-                     	-                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	SP                 	A                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 20	H	CC	  20.00	    177.1700	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	R                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	VD                    	-                      	-                  	-                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	R                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	SP                 	R                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 21	H	 1	  24.00	    177.3400	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	R                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	F                     	-                      	-                  	T                 	-                      	-                    	-                        	SP                     	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	SP                 	SP                	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 21	H	 2	  24.00	    178.8400	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	T                  	-                    	SP                        	-                                         	-                           	-                	-                    	-                                	-                 	-                 	VD                    	-                      	-                  	R                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	A                    	-                     	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	SP                 	SP                	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 21	H	 3	  24.00	    180.3400	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	SP                     	-                	-                  	-                    	T                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	VD                    	-                      	-                  	SP                	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	R                    	-                     	-                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	A                  	SP                	-              	R                   	R                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 21	H	 4	  24.00	    181.8400	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	SP                 	-                    	T                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	D                     	-                      	-                  	C                 	-                      	-                    	-                        	SP                     	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	SP                   	-                     	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	SP                 	T                 	-              	-                   	A                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. horrida        	              	104	 642	B	 21	H	 5	  24.00	    183.3400	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	R                  	-                    	T                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	SP                	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	SP                   	-                     	-                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	T                  	T                 	T              	T                   	SP                            	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	A. plasticum      	              	104	 642	B	 21	H	 6	  24.00	    184.8400	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	SP               	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	SP                    	-                      	-                  	T                 	-                      	R                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	T                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	R                  	-                 	T              	-                   	R                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

