Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra minutula,Reticulofenestra minuta,Pseudoemiliania lacunosa,Coccolithus pelagicus,Calcidiscus leptoporus,Braarudosphaera bigelowii,Reticulofenestra productella,Pontosphaera spp.,Syracosphaera pulchra,Gephyrocapsa spp. (small),Gephyrocapsa muellerae,Calcidiscus macintyrei,Gephyrocapsa caribbeanica,Reticulofenestra pseudoumbilica,Reticulofenestra asanoi,Gephyrocapsa oceanica,Syracosphaera spp.(small),Emiliania huxleyi,Helicosphaera carteri,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19C             ,              ,168,1027,B, 33,X, 1, 110.00,    300.5000,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,T                       ,F                    ,                      ,                         ,                            ,                 ,                     ,D                        ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19B             ,              ,168,1027,B, 33,X, 2, 134.00,    302.2400,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,                       ,T                       ,C                    ,                      ,                         ,                            ,T                ,                     ,D                        ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19D             ,              ,168,1027,B, 33,X, 5,  26.00,    305.6600,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,                       ,C                       ,F                    ,                      ,                         ,                            ,                 ,                     ,C                        ,A                     ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19D             ,              ,168,1027,B, 33,X, 7,  43.00,    308.8300,Su       ,Nannofossils                                 ,C              ,P-M               ,                         ,                       ,F                       ,R                    ,                      ,                         ,                            ,                 ,                     ,C                        ,C                     ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN19B             ,              ,168,1027,B, 34,X, 1, 121.00,    310.3100,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,F                       ,F                    ,                      ,                         ,                            ,                 ,                     ,D                        ,F                     ,                      ,                         ,                               ,                       ,T                    ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 34,X, 3,   7.00,    312.1700,Su       ,Nannofossils                                 ,T              ,M                 ,                         ,                       ,C                       ,R                    ,                      ,                         ,                            ,                 ,                     ,D                        ,                      ,                      ,                         ,                               ,                       ,R                    ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19C             ,              ,168,1027,B, 34,X, 5,  58.00,    315.6800,Su       ,Nannofossils                                 ,A              ,M-G               ,                         ,                       ,R                       ,F                    ,                      ,                         ,                            ,                 ,                     ,D                        ,                      ,                      ,                         ,                               ,                       ,R                    ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 34,X, 7,  25.00,    318.3500,Su       ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,R                       ,F                    ,                      ,T                        ,                            ,                 ,                     ,D                        ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19B             ,              ,168,1027,B, 35,X, 1, 145.00,    320.1500,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,R                       ,R                    ,                      ,                         ,                            ,                 ,                     ,D                        ,F                     ,                      ,                         ,                               ,                       ,T                    ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 35,X, 2, 128.00,    321.4800,Su       ,Nannofossils                                 ,F              ,M                 ,                         ,                       ,F                       ,R                    ,                      ,                         ,                            ,                 ,                     ,A                        ,C                     ,                      ,                         ,                               ,                       ,R                    ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19C             ,              ,168,1027,B, 35,X, 3,  19.00,    321.8900,Su       ,Nannofossils                                 ,T              ,M                 ,                         ,                       ,F                       ,R                    ,                      ,                         ,                            ,                 ,                     ,D                        ,F                     ,                      ,                         ,                               ,                       ,F                    ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 36,X, 1,  88.00,    329.2800,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,F                       ,+                    ,                      ,                         ,                            ,                 ,                     ,A                        ,C                     ,                      ,C                        ,                               ,                       ,T                    ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 36,X, 2,  20.00,    330.1000,Su       ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,R                       ,                     ,                      ,                         ,                            ,                 ,                     ,A                        ,F                     ,                      ,F                        ,                               ,                       ,R                    ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19B             ,              ,168,1027,B, 36,X, 5,  94.00,    335.3400,Su       ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,T                       ,                     ,T                     ,                         ,                            ,                 ,                     ,D                        ,C                     ,?                     ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19C             ,              ,168,1027,B, 36,X, 6, 113.00,    337.0300,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,                       ,R                       ,                     ,                      ,                         ,                            ,                 ,                     ,D                        ,F                     ,                      ,F                        ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 37,X, 1, 128.00,    339.2800,Su       ,Nannofossils                                 ,T              ,M                 ,                         ,                       ,R                       ,                     ,                      ,                         ,                            ,                 ,                     ,A                        ,R                     ,                      ,F                        ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19C             ,              ,168,1027,B, 37,X, 2,  70.00,    340.2000,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,                       ,F                       ,R                    ,                      ,                         ,                            ,                 ,                     ,D                        ,R                     ,                      ,T                        ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19C             ,              ,168,1027,B, 37,X,CC,  36.00,    347.9600,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,R                       ,F                    ,                      ,                         ,                            ,                 ,                     ,D                        ,F                     ,                      ,F                        ,                               ,                       ,T                    ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 38,X, 1,  94.00,    348.6400,Su       ,Nannofossils                                 ,B              ,P                 ,                         ,                       ,                        ,A                    ,                      ,                         ,                            ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 38,X, 4,  28.00,    352.4800,Su       ,Nannofossils                                 ,F              ,M                 ,                         ,                       ,F                       ,F                    ,R                     ,                         ,                            ,                 ,                     ,D                        ,F                     ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 39,X, 1,  79.00,    358.0900,Su       ,Nannofossils                                 ,P              ,P-M               ,                         ,                       ,                        ,F                    ,                      ,                         ,                            ,                 ,                     ,D                        ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19F             ,              ,168,1027,B, 39,X, 5,  25.00,    363.5500,Su       ,Nannofossils                                 ,F              ,P-M               ,                         ,                       ,F                       ,F                    ,F                     ,                         ,                            ,                 ,                     ,D                        ,C                     ,                      ,                         ,                               ,C                      ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 40,X, 2,  50.00,    369.0000,Su       ,Nannofossils                                 ,T              ,M                 ,                         ,                       ,                        ,+                    ,                      ,                         ,                            ,                 ,                     ,D                        ,                      ,                      ,T                        ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 40,X, 4,  61.00,    372.1100,Su       ,Nannofossils                                 ,P              ,P-M               ,                         ,                       ,                        ,                     ,                      ,                         ,                            ,                 ,                     ,C                        ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 41,X,CC,  20.00,    381.2300,Su       ,Nannofossils                                 ,P              ,P-M               ,                         ,                       ,                        ,F                    ,F                     ,                         ,                            ,                 ,                     ,A                        ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 42,X, 5, 113.00,    393.3300,Su       ,Nannofossils                                 ,T              ,P-M               ,R                        ,                       ,                        ,C                    ,F                     ,                         ,                            ,                 ,                     ,A                        ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 43,X, 4,  40.00,    400.7000,Su       ,Nannofossils                                 ,P              ,G                 ,                         ,                       ,                        ,                     ,                      ,                         ,                            ,                 ,                     ,                         ,                      ,                      ,                         ,+                              ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN19E             ,              ,168,1027,B, 43,X, 7,   6.00,    404.8600,Su       ,Nannofossils                                 ,P              ,P-M               ,A                        ,                       ,                        ,C                    ,                      ,                         ,R                           ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 44,X, 7,  44.00,    414.8400,Su       ,Nannofossils                                 ,C              ,M-G               ,F                        ,                       ,F                       ,D                    ,R                     ,                         ,                            ,                 ,                     ,                         ,                      ,                      ,F                        ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 45,X, 4,  94.00,    420.4400,Su       ,Nannofossils                                 ,P              ,P-M               ,                         ,                       ,                        ,D                    ,                      ,                         ,                            ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 45,X, 7,   6.00,    424.0600,Su       ,Nannofossils                                 ,P              ,M-G               ,                         ,                       ,                        ,D                    ,R                     ,                         ,                            ,                 ,                     ,                         ,                      ,R                     ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 47,X, 1,   8.00,    434.2800,Su       ,Nannofossils                                 ,C              ,M-G               ,F                        ,C                      ,F                       ,F                    ,R                     ,                         ,C                           ,                 ,                     ,                         ,                      ,R                     ,F                        ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 47,X, 3, 133.00,    438.5300,Su       ,Nannofossils                                 ,A              ,M-G               ,                         ,                       ,                        ,D                    ,T                     ,R                        ,                            ,T                ,                     ,                         ,                      ,T                     ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 47,X, 5,  10.00,    440.3000,Su       ,Nannofossils                                 ,A              ,G                 ,                         ,                       ,                        ,D                    ,T                     ,                         ,                            ,                 ,                     ,                         ,                      ,T                     ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 47,X,CC,  49.00,    443.6900,Su       ,Nannofossils                                 ,C              ,M-G               ,                         ,A                      ,F                       ,A                    ,R                     ,                         ,                            ,                 ,                     ,F                        ,                      ,R                     ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 48,X, 2,  42.00,    445.8200,Su       ,Nannofossils                                 ,C              ,M                 ,                         ,A                      ,R                       ,F                    ,T                     ,                         ,                            ,                 ,T                    ,+                        ,                      ,F                     ,F                        ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1027,B, 48,X, 3,  68.00,    447.5800,Su       ,Nannofossils                                 ,C              ,M                 ,C                        ,A                      ,C                       ,F                    ,R                     ,                         ,                            ,                 ,                     ,F                        ,F                     ,T                     ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 48,X, 6,  27.00,    451.6700,Su       ,Nannofossils                                 ,T              ,M-G               ,F                        ,A                      ,                        ,C                    ,                      ,                         ,                            ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 49,X, 2, 111.00,    456.1100,Su       ,Nannofossils                                 ,C              ,M                 ,F                        ,C                      ,                        ,C                    ,R                     ,                         ,C                           ,                 ,R                    ,R                        ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 49,X, 4,  87.00,    458.8700,Su       ,Nannofossils                                 ,C              ,P-M               ,R                        ,A                      ,R                       ,C                    ,R                     ,                         ,F                           ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 49,X, 7,  29.00,    462.7900,Su       ,Nannofossils                                 ,C              ,M-G               ,F                        ,A                      ,                        ,C                    ,                      ,                         ,                            ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 52,X, 4,  74.00,    487.4400,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,                       ,                        ,D                    ,R                     ,                         ,R                           ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 52,X, 6, 137.00,    491.0700,Su       ,Nannofossils                                 ,T              ,M-G               ,R                        ,C                      ,                        ,T                    ,                      ,                         ,C                           ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 53,X, 2, 112.00,    494.3200,Su       ,Nannofossils                                 ,T              ,M-G               ,R                        ,C                      ,                        ,F                    ,                      ,                         ,F                           ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 53,X,CC,  40.00,    501.5200,Su       ,Nannofossils                                 ,P              ,M-G               ,F                        ,C                      ,                        ,T                    ,                      ,                         ,F                           ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 54,X, 2, 146.00,    504.2600,Su       ,Nannofossils                                 ,P              ,P-M               ,                         ,A                      ,                        ,                     ,                      ,                         ,                            ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 54,X, 5, 117.00,    508.4700,Su       ,Nannofossils                                 ,B              ,G                 ,D                        ,                       ,                        ,                     ,                      ,                         ,F                           ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 54,X,CC,  23.00,    510.9900,Su       ,Nannofossils                                 ,P              ,P                 ,C                        ,                       ,                        ,                     ,                      ,                         ,F                           ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 55,X, 5, 102.00,    518.0200,Su       ,Nannofossils                                 ,P              ,M                 ,D                        ,                       ,                        ,C                    ,                      ,                         ,                            ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 56,X, 5,   9.00,    526.6900,Su       ,Nannofossils                                 ,P              ,M-G               ,D                        ,                       ,                        ,C                    ,                      ,                         ,                            ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 58,X, 5,  87.00,    546.7700,Su       ,Nannofossils                                 ,P              ,M-G               ,A                        ,C                      ,                        ,                     ,                      ,                         ,                            ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 59,X,CC,  20.00,    559.1600,Su       ,Nannofossils                                 ,T              ,M-G               ,A                        ,                       ,                        ,F                    ,                      ,                         ,C                           ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 60,X, 4,  40.00,    564.0000,Su       ,Nannofossils                                 ,P              ,M                 ,D                        ,                       ,                        ,R                    ,                      ,                         ,                            ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1027,B, 61,X,CC,   6.00,    568.3600,Su       ,Nannofossils                                 ,T              ,M-G               ,D                        ,                       ,                        ,C                    ,                      ,T                        ,R                           ,T                ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,                  ,              ,168,1027,B, 62,X,CC,  13.00,    572.9300,Su       ,Nannofossils                                 ,A              ,M                 ,D                        ,C                      ,F                       ,R                    ,R                     ,                         ,R                           ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,                  ,              ,168,1027,B, 62,X,CC,  17.00,    572.9700,Su       ,Nannofossils                                 ,C              ,M                 ,A                        ,F                      ,F                       ,F                    ,T                     ,                         ,F                           ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,                  ,              ,168,1027,B, 62,X,CC,  26.00,    573.0600,Su       ,Nannofossils                                 ,R              ,M                 ,C                        ,C                      ,F                       ,R                    ,R                     ,T                        ,                            ,                 ,                     ,                         ,                      ,                      ,                         ,                               ,                       ,                     ,                         ,                 ,                     ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
