Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sponge spicules,Pyxilla fragments,Distephanosira architecturalis,Coscinodiscus spp.,Xanthiopyxis spp.,Triceratium spp.,Stephanopyxis turris,Silicoflagellate tests,Rhizosolenia spp.,Rhizosolenia bergonii,Paralia sulcata var. crenulata,Hemiaulus spp.,Chaetoceros spp. (resting spores),Thalassiothrix antarctica,Sceptroneis spp.,Podosira spp.,Coscinodiscus marginatus,Rossiella spp.,Actinoptychus senarius,Thalassiosira spp.,Actinocyclus spp.,Proboscia barboi,Paralia sulcata,Proboscia praebarboi,Synedra jouseana,Rocella vigilans,Thalassiosira oestrupii,Odontella aurita,Azpeitia nodulifera,Cocconeis spp.,Actinocyclus ingens  var. nodus,Denticulopsis dimorpha,Hemidiscus cuneiformis,Azpeitia tabularis,Actinocyclus curvatulus,Asteromphalus kennettii,Thalassiosira leptopus,Actinocyclus ingens var. ovalis,Hemidiscus karstenii,Coscinodiscus rhombicus,Denticulopsis hustedtii,Actinocyclus karstenii,Thalassiosira eccentrica,Thalassionema nitzschioides  var. parva,Hemidiscus sp.,Fragilariopsis reinholdii,Dactyliosolen antarcticus,Corethron criophilum,Asteromphalus spp.,Ethmodiscus rex,Actinoptychus bipunctatus,Actinocyclus octonarius var. tenella,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 39,X, 3,  61.00,    358.2100,diatoms  ,Diatoms                                      ,C              ,MG                ,C              ,C                ,C                             ,                  ,F                ,                ,C                   ,                      ,                 ,                     ,F                             ,              ,                                 ,                         ,                ,             ,                        ,              ,                      ,                  ,R                ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 39,X,CC,  27.00,    364.3400,diatoms  ,Diatoms                                      ,C              ,MP                ,               ,C                ,                              ,R                 ,C                ,                ,                    ,R                     ,                 ,                     ,C                             ,C             ,                                 ,                         ,                ,             ,                        ,              ,                      ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 40,X,CC,  26.00,    374.0000,diatoms  ,Diatoms                                      ,C              ,P                 ,C              ,C                ,C                             ,R                 ,C                ,                ,F                   ,                      ,                 ,                     ,A                             ,C             ,F                                ,                         ,                ,             ,                        ,              ,R                     ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 41,X,CC,  31.00,    383.4500,diatoms  ,Diatoms                                      ,C              ,MP                ,C              ,A                ,R                             ,C                 ,F                ,                ,C                   ,F                     ,F                ,                     ,C                             ,F             ,R                                ,                         ,                ,             ,R                       ,              ,R                     ,                  ,                 ,                ,               ,F                   ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 42,X,CC,  51.00,    393.1800,diatoms  ,Diatoms                                      ,C              ,P                 ,F              ,A                ,F                             ,                  ,R                ,                ,C                   ,                      ,                 ,                     ,                              ,R             ,F                                ,                         ,                ,             ,                        ,              ,                      ,                  ,                 ,F               ,C              ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 43,X,CC,  33.00,    402.8300,diatoms  ,Diatoms                                      ,C              ,P                 ,C              ,A                ,                              ,F                 ,F                ,                ,C                   ,                      ,                 ,                     ,C                             ,F             ,A                                ,                         ,                ,             ,                        ,              ,                      ,R                 ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 44,X,CC,  32.00,    412.4700,diatoms  ,Diatoms                                      ,A              ,MP                ,C              ,A                ,C                             ,                  ,C                ,                ,                    ,                      ,                 ,                     ,D                             ,C             ,                                 ,                         ,                ,             ,                        ,              ,                      ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 45,X,CC,  41.00,    422.1100,diatoms  ,Diatoms                                      ,A              ,MG                ,C              ,A                ,C                             ,A                 ,C                ,R               ,A                   ,                      ,                 ,                     ,A                             ,              ,A                                ,                         ,                ,             ,R                       ,              ,                      ,F                 ,R                ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 46,X,CC,  36.00,    431.6600,diatoms  ,Diatoms                                      ,A              ,MP                ,F              ,A                ,A                             ,F                 ,C                ,C               ,A                   ,                      ,R                ,                     ,C                             ,R             ,                                 ,                         ,                ,             ,                        ,              ,                      ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 47,X,CC,  36.00,    441.2900,diatoms  ,Diatoms                                      ,A              ,MP                ,F              ,A                ,A                             ,F                 ,                 ,                ,A                   ,F                     ,                 ,                     ,F                             ,R             ,A                                ,                         ,                ,             ,                        ,              ,F                     ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 48,X,CC,  36.00,    450.8500,diatoms  ,Diatoms                                      ,C              ,P                 ,C              ,A                ,                              ,F                 ,R                ,                ,C                   ,                      ,C                ,                     ,                              ,              ,C                                ,                         ,                ,             ,                        ,R             ,                      ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 49,X,CC,  43.00,    460.4500,diatoms  ,Diatoms                                      ,A              ,MG                ,C              ,A                ,F                             ,F                 ,A                ,                ,A                   ,R                     ,                 ,                     ,                              ,              ,A                                ,                         ,                ,             ,                        ,              ,                      ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 50,X,CC,   0.00,    460.2000,diatoms  ,Diatoms                                      ,A              ,MG                ,C              ,A                ,A                             ,R                 ,C                ,                ,A                   ,                      ,F                ,                     ,                              ,F             ,A                                ,                         ,R               ,             ,                        ,              ,                      ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 51,X,CC,  43.00,    476.1900,diatoms  ,Diatoms                                      ,A              ,MG                ,F              ,A                ,C                             ,                  ,C                ,                ,C                   ,                      ,R                ,                     ,C                             ,F             ,A                                ,                         ,R               ,R            ,R                       ,              ,                      ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 52,X,CC,  39.00,    488.6500,diatoms  ,Diatoms                                      ,A              ,MG                ,C              ,A                ,C                             ,                  ,C                ,                ,A                   ,F                     ,                 ,                     ,R                             ,              ,A                                ,R                        ,                ,             ,                        ,              ,                      ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 53,X,CC,  34.00,    498.8000,diatoms  ,Diatoms                                      ,A              ,MG                ,               ,C                ,C                             ,F                 ,C                ,F               ,C                   ,F                     ,R                ,C                    ,C                             ,F             ,A                                ,                         ,                ,             ,                        ,              ,                      ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 54,X,CC,  12.00,    504.4400,diatoms  ,Diatoms                                      ,R              ,P                 ,F              ,R                ,R                             ,T                 ,                 ,                ,                    ,                      ,                 ,                     ,                              ,              ,                                 ,                         ,                ,             ,                        ,              ,                      ,                  ,                 ,                ,               ,                    ,                ,                ,                       ,                ,                   ,              ,                               ,                      ,                      ,                  ,                       ,                       ,                      ,                               ,                    ,                       ,                       ,                      ,                        ,                                       ,              ,                         ,                         ,                    ,                  ,               ,                         ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
