Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra spp.,Reticulofenestra samodurovii,Ericsonia formosa,Chiasmolithus spp.,Zygrhablithus bijugatus,Chiasmolithus solitus,Reticulofenestra dictyoda,Chiasmolithus expansus,Reticulofenestra umbilica,Reticulofenestra reticulata,Chiasmolithus oamaruensis,Dictyococcites bisectus,Sphenolithus moriformis,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Coccolithus pelagicus,Chiasmolithus altus,Discoaster spp.,Coccolithus miopelagicus,Reticulofenestra pseudoumbilica,Calcidiscus premacintyrei,Calcidiscus macintyrei,Calcidiscus leptoporus,Sphenolithus heteromorphus,Reticulofenestra gelida,Helicosphaera spp.,Discoaster variabilis,Reticulofenestra perplexa,Discoaster bellus,Discoaster pentaradiatus,Discoaster brouweri,Discoaster challengeri,Discoaster loeblichii,Discoaster lodoensis,Triquetrorhabdulus rugosus,Discoaster surculus,Discoaster quinqueramus,Discoaster intercalaris,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus ninae,Helicosphaera kamptneri,Discoaster triradiatus,Discoaster calcaris,Pseudoemiliania lacunosa,Gephyrocapsa > 4.5,Comment
  IR,                 ,                 ,                  ,              ,189,1172,A, 39,X,CC,  27.00,    364.3400,nannos   ,Nannofossils                                 ,A              ,M                 ,                     ,                            ,                 ,                  ,                       ,                     ,                         ,                      ,A                        ,C                          ,A                        ,                       ,                       ,                           ,                          ,                     ,                   ,               ,                        ,                               ,                         ,                      ,                      ,                          ,                       ,                  ,                     ,                         ,                 ,                        ,                   ,                      ,                     ,                    ,                          ,                   ,                       ,                       ,                      ,                   ,                  ,                       ,                      ,                   ,                        ,                  ,no I. recurvus
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 40,X,CC,  26.00,    374.0000,nannos   ,Nannofossils                                 ,A              ,M                 ,                     ,C                           ,                 ,                  ,R                      ,                     ,                         ,C                     ,A                        ,F                          ,                         ,R                      ,                       ,                           ,                          ,                     ,                   ,               ,                        ,                               ,                         ,                      ,                      ,                          ,                       ,                  ,                     ,                         ,                 ,                        ,                   ,                      ,                     ,                    ,                          ,                   ,                       ,                       ,                      ,                   ,                  ,                       ,                      ,                   ,                        ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 41,X,CC,  31.00,    383.4500,nannos   ,Nannofossils                                 ,A              ,M                 ,                     ,                            ,                 ,                  ,                       ,                     ,                         ,C                     ,C                        ,C                          ,R                        ,                       ,                       ,                           ,                          ,                     ,                   ,               ,                        ,                               ,                         ,                      ,                      ,                          ,                       ,                  ,                     ,                         ,                 ,                        ,                   ,                      ,                     ,                    ,                          ,                   ,                       ,                       ,                      ,                   ,                  ,                       ,                      ,                   ,                        ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 42,X,CC,  51.00,    393.1800,nannos   ,Nannofossils                                 ,A              ,M                 ,                     ,                            ,                 ,                  ,                       ,                     ,                         ,                      ,C                        ,C                          ,                         ,                       ,                       ,                           ,                          ,                     ,                   ,               ,                        ,                               ,                         ,                      ,                      ,                          ,                       ,                  ,                     ,                         ,                 ,                        ,                   ,                      ,                     ,                    ,                          ,                   ,                       ,                       ,                      ,                   ,                  ,                       ,                      ,                   ,                        ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 43,X,CC,  33.00,    402.8300,nannos   ,Nannofossils                                 ,A              ,M                 ,                     ,                            ,                 ,                  ,                       ,C                    ,                         ,                      ,C                        ,C                          ,                         ,                       ,                       ,                           ,                          ,                     ,                   ,               ,                        ,                               ,                         ,                      ,                      ,                          ,                       ,                  ,                     ,                         ,                 ,                        ,                   ,                      ,                     ,                    ,                          ,                   ,                       ,                       ,                      ,                   ,                  ,                       ,                      ,                   ,                        ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 44,X,CC,  32.00,    412.4700,nannos   ,Nannofossils                                 ,C              ,P                 ,                     ,                            ,                 ,                  ,                       ,R                    ,                         ,                      ,R                        ,                           ,                         ,                       ,                       ,                           ,                          ,                     ,                   ,               ,                        ,                               ,                         ,                      ,                      ,                          ,                       ,                  ,                     ,                         ,                 ,                        ,                   ,                      ,                     ,                    ,                          ,                   ,                       ,                       ,                      ,                   ,                  ,                       ,                      ,                   ,                        ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 45,X,CC,  41.00,    422.1100,nannos   ,Nannofossils                                 ,C              ,P                 ,                     ,                            ,                 ,                  ,                       ,                     ,                         ,                      ,C                        ,                           ,                         ,                       ,                       ,                           ,                          ,                     ,                   ,               ,                        ,                               ,                         ,                      ,                      ,                          ,                       ,                  ,                     ,                         ,                 ,                        ,                   ,                      ,                     ,                    ,                          ,                   ,                       ,                       ,                      ,                   ,                  ,                       ,                      ,                   ,                        ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 53,X,CC,  34.00,    498.8000,nannos   ,Nannofossils                                 ,C              ,P                 ,                     ,                            ,                 ,                  ,                       ,F                    ,C                        ,F                     ,                         ,                           ,                         ,                       ,                       ,                           ,                          ,                     ,                   ,               ,                        ,                               ,                         ,                      ,                      ,                          ,                       ,                  ,                     ,                         ,                 ,                        ,                   ,                      ,                     ,                    ,                          ,                   ,                       ,                       ,                      ,                   ,                  ,                       ,                      ,                   ,                        ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 54,X,CC,  12.00,    504.4400,nannos   ,Nannofossils                                 ,A              ,M                 ,A                    ,                            ,                 ,                  ,R                      ,C                    ,                         ,                      ,                         ,                           ,                         ,                       ,                       ,                           ,                          ,                     ,                   ,               ,                        ,                               ,                         ,                      ,                      ,                          ,                       ,                  ,                     ,                         ,                 ,                        ,                   ,                      ,                     ,                    ,                          ,                   ,                       ,                       ,                      ,                   ,                  ,                       ,                      ,                   ,                        ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1172,A, 55,X,CC,  26.00,    509.0700,nannos   ,Nannofossils                                 ,F              ,P                 ,F                    ,R                           ,R                ,F                 ,                       ,                     ,                         ,                      ,                         ,                           ,                         ,                       ,                       ,                           ,                          ,                     ,                   ,               ,                        ,                               ,                         ,                      ,                      ,                          ,                       ,                  ,                     ,                         ,                 ,                        ,                   ,                      ,                     ,                    ,                          ,                   ,                       ,                       ,                      ,                   ,                  ,                       ,                      ,                   ,                        ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
