Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ticinella raynaudi,Ticinella primula,Ticinella praeticinensis,Rotalipora ticinensis,Rotalipora subticinensis,Hedbergella delrioensis,Biticinella breggiensis,Ticinella roberti,Favusella washitensis,Hedbergella simplicissima,Praeglobotruncana delrioensis,Planomalina praebuxtorfi,Hedbergella simplex,Guembelitria cenomana,Costellagerina libyca,Planomalina buxtorfi,Schackoina cenomana,Rotalipora appenninica,Heterohelix moremani,Hedbergella crassa,Rotalipora brotzeni,Rugoglobigerina rugosa,Rotalipora greenhornensis,Racemiguembelina fructicosa,Globotruncanita stuartiformis,Globotruncana arca,Contusotruncana fornicata,Heterohelix globulosa,Globotruncana orientalis,Contusotruncana patelliformis,Pseudotextularia nuttalli,Globigerinelloides prairiehillensis,Planoglobulina acervulinoides,Globotruncanella petaloidea,Globotruncana linneiana,Globigerinelloides subcarinatus,Globotruncana falsostuarti,Planoglobulina multicamerata,Laeviheterohelix glabrans,Heterohelix navarroensis,Globotruncanita stuarti,Globigerinelloides alvarezi,Contusotruncana walfischensis,Globotruncana aegyptiaca,Globotruncanella havanensis,Globotruncana esnehensis,Globotruncana dupeublei,Contusotruncana plicata,Contusotruncana contusa,Pseudoguembelina palpebra,Pseudoguembelina excolata,Globotruncana rosetta,Abathomphalus mayaroensis,Abathomphalus intermedius,Rugoglobigerina rotundata,Rugoglobigerina hexacamerata,Pseudotextularia elegans,Gublerina cuvillieri,Rugoglobigerina macrocephala,Woodringina hornerstownensis,Woodringina claytonensis,Parvularugoglobigerina eugubina,Subbotina triloculinoides,Parasubbotina pseudobulloides,Praemurica inconstans,Morozovella trinidadensis,Globanomalina compressa,Morozovella praecursoria,Praemurica uncinata,Morozovella praeangulata,Eoglobigerina spiralis,Morozovella angulata,Eoglobigerina eobulloides,Chiloguembelina subtriangularis,Chiloguembelina midwayensis,Subbotina trivialis,Parasubbotina varianta,Igorina pusilla,Globoconusa daubjergensis,Morozovella conicotruncata,Morozovella velascoensis,Turborotalia pseudomayeri,Turborotalia pomeroli,Truncorotaloides rohri,Subbotina venezuelana,Morozovella spinulosa,Hantkenina dumblei,Globigerinatheka mexicana,Globigerinatheka index,Catapsydrax dissimilis,Acarinina bullbrooki,Turborotalia cerroazulensis,Subbotina linaperta,Pseudohastigerina micra,Globigerinatheka beckmanni,Acarinina primitiva,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. appenninica,171,1052,E, 41,R, 3,  49.00,    523.7900,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,R                    ,                        ,                       ,                       ,                 ,                     ,                         ,F                            ,F                       ,                   ,                     ,R                    ,F                   ,                   ,F                     ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. appenninica,171,1052,E, 41,R,CC,  20.00,    529.5800,Bellier  ,Planktonic Foraminifers                      ,A              ,VG                ,                  ,                 ,                        ,                     ,                        ,R                      ,P                      ,                 ,P                    ,R                        ,R                            ,                        ,                   ,P                    ,F                    ,A                   ,P                  ,A                     ,P                   ,P                 ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,R. fucticosa contam.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 42,R,CC,  10.00,    538.3300,Bellier  ,Planktonic Foraminifers                      ,A              ,VG                ,                  ,                 ,                        ,F                    ,R                       ,                       ,R                      ,F                ,                     ,R                        ,                             ,                        ,                   ,R                    ,F                    ,F                   ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,R. fucticosa contam.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 43,R,CC,  30.00,    549.5100,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                  ,                 ,                        ,R                    ,                        ,                       ,F                      ,                 ,                     ,                         ,                             ,F                       ,                   ,R                    ,R                    ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 44,R,CC,  16.00,    558.0700,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,F                 ,R                ,                        ,R                    ,                        ,                       ,                       ,R                ,                     ,                         ,                             ,F                       ,R                  ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 45,R,CC,   0.00,    561.0600,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,F                 ,R                ,                        ,F                    ,                        ,                       ,F                      ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 46,R,CC,   8.00,    575.6600,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,P                 ,                 ,                        ,R                    ,                        ,                       ,R                      ,                 ,                     ,                         ,                             ,R                       ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 47,R, 7,  42.00,    587.4200,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,R                 ,                 ,                        ,R                    ,                        ,                       ,R                      ,                 ,                     ,                         ,                             ,                        ,P                  ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 48,R,CC,  19.00,    597.4100,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                  ,                 ,                        ,R                    ,                        ,P                      ,P                      ,                 ,                     ,                         ,                             ,P                       ,P                  ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 49,R,CC,   0.00,    604.3900,Bellier  ,Planktonic Foraminifers                      ,R              ,G                 ,                  ,                 ,                        ,R                    ,P                       ,                       ,R                      ,                 ,                     ,                         ,R                            ,P                       ,P                  ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 50,R,CC,   0.00,    610.7300,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                  ,                 ,                        ,R                    ,                        ,R                      ,P                      ,                 ,P                    ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 51,R,CC,  13.00,    619.3100,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                  ,                 ,                        ,F                    ,                        ,                       ,F                      ,                 ,P                    ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,Well-preserved R. ticinensis may be contam. from above.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 52,R,CC,  22.00,    627.6600,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                  ,                 ,                        ,F                    ,                        ,                       ,F                      ,F                ,                     ,R                        ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,Well-preserved R. ticinensis may be contam. from above.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 53,R,CC,   0.00,    635.1800,Bellier  ,Planktonic Foraminifers                      ,R              ,G                 ,                  ,                 ,                        ,F                    ,                        ,                       ,F                      ,                 ,P                    ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 55,R, 7,  39.00,    655.7900,Bellier  ,Planktonic Foraminifers                      ,R              ,G                 ,                  ,                 ,                        ,F                    ,                        ,                       ,R                      ,R                ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 57,R,CC,  23.00,    675.4800,Bellier  ,Planktonic Foraminifers                      ,R              ,G                 ,                  ,                 ,                        ,R                    ,                        ,R                      ,R                      ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Albian           ,                  ,R. ticinensis ,171,1052,E, 58,R,CC,  17.00,    682.6000,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,R                 ,P                ,P                       ,F                    ,R                       ,R                      ,R                      ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
