Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stylosphaera coronata,Stylatractus ostracion,Theocyrtis litos,Cenosphaera eocenica,Dictyomitra amygdala,Lithocarpium titan,Carposphaera magnaporulosa,Cenosphaera coronata,Sphaeropyle robusta,Cenosphaera sp.,Stylosphaera angelina,Lithocarpium polyacantha,Cyrtocapsella tetrapera,Stylatractus universus,Anthocyrtella (?) callopisma,Amphymenium amphistylium,Cyrtocapsella cornuta,Cyrtocapsella japonica,Cenosphaera coronataformis,Gen. et sp. indet,Stichocorys wolffii,Stichocorys diploconus,Stichocorys delmontensis,Cycladophora cosma cosma,Sphaeropyle langii,Lipmanella redondoensis,Diplocyclas cornutoides,Cornutella profunda,Acrospyris lingi,Theocorys redondoensis,Prunopyle hayesi,Corythospyris? sp.,Eucyrtidium calvertense,Eucyrtidium asanoi,Amphymenium amphistylium group,Lithopera renzae,Eucyrtidium inflatum,Dictyophimus splendens,Clathrocyclas bicornis group,Lychnocanoma nipponica magnacornuta,Lychnocanium nipponicum magnacornutum,Lychnocanoma nipponica nipponica,Phormostichoartus fistula,Stichocorys peregrina,Stichocorys sp. P,Botryostrobus bramlettei,Botryostrobus auritus/australis,Actinomma popofskii,Stylacontarium acquilonium,Cycladophora pliocenica,Axoprunum acquilonius,Botryostrobus aquilonaris,Lamprocyrtis heteroporos,Androcyclas heteroporos,Haliommetta miocenica,Cycladophora davisiana davisiana,Lamprocyrtis neoheteroporos,Diplocyclas davisiana,Lychnocanoma nipponica sakaii,Androcyclas neoheteroporos,Axoprunum bispiculum,Phormostichoartus pitomorphus,Eucyrtidium matuyamai,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 884,B, 21,X,CC,  25.00,    180.1500,Shilov   ,Radiolarians                                 ,R              ,G                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,R                 ,                       ,R                      ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,C                    ,F                        ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 884,B, 22,X,CC,  13.00,    189.6000,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,R                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,R                 ,                       ,F                      ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,C                    ,R                        ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 23,X, 5, 131.00,    197.1100,Morley   ,Radiolarians                                 ,R              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,R                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,F                       ,T                 ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,F                         ,                       ,                     ,R                        ,T                       ,                       ,R                    ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 884,B, 23,X,CC,  20.00,    199.3700,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,R                 ,                       ,F                      ,R                  ,                ,                      ,                ,                  ,R                      ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,R                ,R                       ,R                              ,                   ,                          ,                       ,A                    ,R                        ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,A. acquilonius is recorded as C-A;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 884,B, 24,X,CC,  19.00,    208.9900,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,C                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,R                 ,                       ,R                      ,F                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,R                              ,                   ,                          ,                       ,F                    ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 25,X, 5, 135.00,    216.4500,Morley   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,F                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,F                       ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,R                         ,R                      ,                     ,T                        ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 884,B, 25,X,CC,  27.00,    218.7600,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,F                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,R                      ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,R                              ,                   ,                          ,                       ,R                    ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 884,B, 26,X,CC,  19.00,    228.0000,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,R                 ,                       ,                       ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,R                    ,                         ,                        ,R                      ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 27,X, 5, 135.00,    235.7500,Morley   ,Radiolarians                                 ,R              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,T                  ,               ,                     ,                        ,                       ,F                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,C                       ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,T                         ,F                      ,                     ,                         ,F                       ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 884,B, 27,X,CC,  27.00,    238.0100,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,F                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,R                 ,                       ,F                      ,F                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,R                              ,                   ,                          ,                       ,R                    ,                         ,                        ,R                      ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,C. profunda is recorded as R-F;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 884,B, 28,X,CC,  10.00,    239.2600,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,C                    ,R                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,R                 ,                       ,R                      ,C                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,F                    ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,C. profunda is recorded as F-C;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 29,X, 1, 135.00,    248.9500,Morley   ,Radiolarians                                 ,F              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,                     ,                        ,                       ,F                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,F                       ,T                 ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,F                         ,T                      ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 884,B, 29,X,CC,  28.00,    252.3800,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,C                    ,F                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,R                 ,                       ,                       ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,C                    ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,L. polyacantha gr is recorded as R-F;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 884,B, 30,X,CC,  27.00,    266.8200,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,F                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,R                      ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,R                       ,                               ,                   ,                          ,                       ,C                    ,R                        ,                        ,R                      ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 31,X, 5, 135.00,    274.3500,Morley   ,Radiolarians                                 ,F              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,T                  ,               ,                     ,                        ,                       ,T                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,F                       ,                  ,                       ,                       ,                   ,                ,T                     ,                ,                  ,                       ,                  ,                              ,                ,                    ,T                     ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,R                         ,F                      ,                     ,                         ,R                       ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,A. acquilonius    ,              ,145, 884,B, 31,X,CC,  21.00,    276.7800,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,F                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,R                 ,                       ,R                      ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,C                    ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,A. acquilonius    ,              ,145, 884,B, 32,X,CC,  14.00,    286.2100,Shilov   ,Radiolarians                                 ,R              ,P                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,R                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,R                      ,F                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,C                    ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,C. profunda is recorded as R-F;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 33,X, 4, 135.00,    292.1500,Morley   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,F                       ,                  ,                       ,                       ,                   ,                ,R                     ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,F                         ,F                      ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,A. acquilonius    ,              ,145, 884,B, 33,X,CC,  18.00,    293.5800,Shilov   ,Radiolarians                                 ,R              ,P                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,R                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,R                      ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,R                    ,R                        ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,A.. acq.-L. redond.,              ,145, 884,B, 34,X,CC,  12.00,    300.0300,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,R                      ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,R                              ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 35,X, 1, 135.00,    307.0500,Morley   ,Radiolarians                                 ,F              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,T                  ,               ,                     ,                        ,                       ,F                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,F                       ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,R                     ,                            ,                                   ,                                     ,                                ,                         ,R                    ,                 ,                        ,                               ,                   ,F                         ,R                      ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,A.. acq.-L. redond.,              ,145, 884,B, 35,X,CC,  14.00,    315.4100,Shilov   ,Radiolarians                                 ,R              ,G                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,R                    ,R                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,R                    ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,A.. acq.-L. redond.,              ,145, 884,B, 36,X,CC,  26.00,    325.0800,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,R                    ,R                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,R                      ,                       ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,R                       ,                               ,                   ,                          ,                       ,R                    ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 37,X, 5, 135.00,    332.3500,Morley   ,Radiolarians                                 ,F              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,R                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,F                       ,                  ,                       ,                       ,                   ,                ,T                     ,                ,                  ,                       ,                  ,                              ,                ,                    ,T                     ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,R                         ,F                      ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,A.. acq.-L. redond.,              ,145, 884,B, 37,X,CC,   0.00,    334.6100,Shilov   ,Radiolarians                                 ,R              ,G                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,R                    ,R                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,R                      ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,R                       ,R                              ,                   ,                          ,                       ,R                    ,R                        ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
