Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiosira oestrupii,Stephanopyxis turris,Rhizosolenia barboi,Neodenticula koizumii,Neodenticula kamtschatica,Neodenticula cf. N. seminae,Grammatophora sp.,Coscinodiscus marginatus,Thalassiosira convexa,Thalassiosira antiqua,Rhaphoneis sp.,Paralia sulcata,Hemidiscus cuneiformis,Azpeitia nodulifera,Thalassiothrix longissima,Nitzschia granulata,Cocconeis scutellum,Denticulopsis lauta s.l.,Cocconeis costata,Pinn* spp.,Neodenticula seminae,Cocconeis sp.,Amphora sp.,Nitzschia reinholdii,Neodenticula cf. N. koizumii,Coscinodiscus radiatus,Nitzschia fossilis,Cymbella sp.,Rhopalodia sp.,Cocconeis decipiens,Actinoptychus senarius,Thalassiothrix spp.,Thalassiosira leptopus,Neodenticula cf. N. kamtschatica,Actinocyclus curvatulus,Actinocyclus oculatus,Neodenticula seminae (sensu Akiba),Nitzschia marina,Diatom fragments (girdle bands),Actinocyclus ingens,Thalassionema nitzschioides,Rhizosolenia curvirostris,Aulacosira granulata,Thalassiosira spp.,Navicula sp.,Denticulopsis hustedtii,Biddulphia aurita,Coscinodiscus sp.,Actinocyclus ehrenbergii,Pseudoeunotia doliolus,Denticulopsis lauta,Delphineis spp.,Cocconeis californica,Epithemia sp.,Denticulopsis hyalina,Thalassiosira eccentrica,Sponge spicules,Thalassionema nitzschioides  var. parva,Gomphonema sp.,Cocconeis cf. C. californica,Comment
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 30,X,CC,  30.00,    281.9500,Maruyama ,Diatoms                                      ,A              ,P/M               ,                       ,                    ,C                  ,F                    ,                         ,                           ,                 ,                        ,                     ,                     ,              ,               ,F                     ,                   ,                         ,                   ,                   ,                        ,                 ,          ,F                   ,             ,           ,                    ,                            ,                      ,                  ,            ,              ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 31,X,CC,  28.00,    291.5200,Maruyama ,Diatoms                                      ,C              ,P/M               ,                       ,F                   ,R                  ,                     ,                         ,                           ,                 ,R                       ,                     ,                     ,              ,               ,                      ,                   ,                         ,                   ,                   ,                        ,                 ,          ,F                   ,             ,           ,R                   ,                            ,                      ,R                 ,            ,              ,                   ,                      ,                   ,                      ,                                ,                       ,R                    ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 32,X,CC,  33.00,    301.2000,Maruyama ,Diatoms                                      ,A              ,P/M               ,                       ,F                   ,F                  ,F                    ,                         ,                           ,                 ,C                       ,F                    ,                     ,              ,               ,                      ,                   ,                         ,                   ,                   ,                        ,                 ,          ,F                   ,             ,           ,                    ,                            ,                      ,                  ,            ,              ,                   ,                      ,                   ,R                     ,R                               ,R                      ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 33,X,CC,  30.00,    310.8400,Maruyama ,Diatoms                                      ,A              ,P/M               ,                       ,F                   ,R                  ,F                    ,                         ,                           ,                 ,R                       ,                     ,                     ,              ,               ,                      ,                   ,R                        ,                   ,                   ,                        ,                 ,          ,F                   ,             ,           ,R                   ,                            ,                      ,                  ,            ,              ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 34,X,CC,  24.00,    320.4100,Maruyama ,Diatoms                                      ,C              ,P/M               ,                       ,A                   ,C                  ,F                    ,                         ,                           ,                 ,                        ,R                    ,                     ,              ,               ,                      ,                   ,                         ,                   ,                   ,                        ,                 ,          ,                    ,             ,           ,                    ,                            ,                      ,                  ,            ,              ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 35,X,CC,  31.00,    330.0700,Maruyama ,Diatoms                                      ,A              ,P                 ,                       ,F                   ,C                  ,F                    ,                         ,                           ,                 ,                        ,                     ,                     ,              ,               ,                      ,                   ,F                        ,                   ,                   ,                        ,                 ,          ,T                   ,             ,           ,                    ,                            ,                      ,                  ,            ,              ,                   ,                      ,C                  ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 36,X,CC,  27.00,    339.7400,Maruyama ,Diatoms                                      ,A              ,M                 ,                       ,R                   ,R                  ,                     ,                         ,                           ,                 ,R                       ,                     ,                     ,              ,               ,                      ,                   ,                         ,                   ,                   ,                        ,R                ,          ,R                   ,             ,           ,                    ,R                           ,                      ,R                 ,            ,              ,R                  ,R                     ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 37,X,CC,  33.00,    349.4900,Maruyama ,Diatoms                                      ,C              ,P                 ,                       ,R                   ,R                  ,R                    ,                         ,                           ,R                ,R                       ,R                    ,                     ,              ,               ,                      ,                   ,                         ,                   ,                   ,                        ,                 ,          ,                    ,             ,           ,                    ,                            ,                      ,                  ,            ,R             ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 38,X,CC,  31.00,    359.1800,Maruyama ,Diatoms                                      ,C              ,P/M               ,                       ,R                   ,R                  ,                     ,                         ,                           ,                 ,R                       ,                     ,                     ,              ,               ,                      ,                   ,R                        ,                   ,                   ,                        ,                 ,          ,                    ,             ,           ,                    ,                            ,                      ,R                 ,R           ,              ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 39,X,CC,  32.00,    368.8000,Maruyama ,Diatoms                                      ,C              ,M                 ,R                      ,R                   ,R                  ,R                    ,R                        ,                           ,                 ,                        ,                     ,                     ,              ,               ,                      ,                   ,                         ,                   ,                   ,                        ,                 ,          ,                    ,             ,           ,R                   ,R                           ,R                     ,                  ,            ,              ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 40,X,CC,  33.00,    378.4800,Maruyama ,Diatoms                                      ,F              ,P                 ,R                      ,                    ,R                  ,R                    ,                         ,                           ,                 ,R                       ,R                    ,                     ,              ,               ,                      ,                   ,R                        ,                   ,                   ,                        ,                 ,R         ,R                   ,R            ,R          ,                    ,                            ,                      ,                  ,            ,              ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 41,X,CC,  30.00,    388.0600,Maruyama ,Diatoms                                      ,C              ,P/M               ,R                      ,F                   ,                   ,R                    ,                         ,                           ,                 ,R                       ,                     ,                     ,              ,               ,                      ,                   ,F                        ,                   ,                   ,R                       ,R                ,          ,                    ,             ,           ,                    ,                            ,                      ,                  ,            ,              ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 42,X,CC,   9.00,    397.4600,Maruyama ,Diatoms                                      ,F              ,P/M               ,                       ,                    ,R                  ,R                    ,                         ,                           ,                 ,R                       ,                     ,                     ,              ,               ,                      ,                   ,                         ,R                  ,R                  ,                        ,                 ,          ,                    ,             ,           ,                    ,                            ,                      ,                  ,            ,              ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 43,X,CC,   0.00,    406.9400,Maruyama ,Diatoms                                      ,C              ,P/M               ,                       ,R                   ,R                  ,                     ,                         ,                           ,                 ,                        ,                     ,                     ,              ,               ,R                     ,                   ,R                        ,                   ,                   ,                        ,                 ,          ,                    ,             ,           ,                    ,                            ,                      ,                  ,            ,              ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 9             ,              ,167,1018,A, 44,X,CC,  34.00,    416.7700,Maruyama ,Diatoms                                      ,F              ,P                 ,R                      ,                    ,R                  ,R                    ,                         ,                           ,                 ,R                       ,R                    ,R                    ,R             ,R              ,R                     ,R                  ,                         ,                   ,                   ,                        ,                 ,          ,                    ,             ,           ,                    ,                            ,                      ,                  ,            ,              ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,                 ,NPD 8             ,              ,167,1018,A, 45,X,CC,  10.00,    426.2400,Maruyama ,Diatoms                                      ,F              ,P/M               ,F                      ,F                   ,F                  ,R                    ,F                        ,R                          ,R                ,F                       ,                     ,                     ,              ,               ,                      ,                   ,                         ,                   ,                   ,                        ,                 ,          ,                    ,             ,           ,                    ,                            ,                      ,                  ,            ,              ,                   ,                      ,                   ,                      ,                                ,                       ,                     ,                                  ,                ,                               ,                   ,                           ,                         ,                    ,                  ,            ,                       ,                 ,                 ,                        ,                      ,                   ,               ,                     ,             ,                     ,                        ,               ,                                       ,              ,                            ,from IR. Ch 12. Table 6.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
