Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocapsa spp.	Cenosphaera spp.	Stylosphaera coronata	Podocyrtis mitrella	Lithomitra  micropore	Gorgospyris hemisphaerica	Dictyoprora amphora	Eusyringium striata striata	Dictyoprora mongolfieri	Dictyomitra amygdala	Phormocyrtis embolum	Artobotrys auriculaleporis	Stylatractus ostracion	Lithomitrella elizabethae	Lychnocanium conicum	Lithomitrella minuta	Lychnocanella babylonis	Axoprunum losbanosensis	Stylosphaera minor	Dictyopora urceolus	Clathrocyclas extensa	Artobotrys titanothericeraos	Spongosphaera pachystyla	Cenosphaera aspera	Cenosphaera eocenica	Calocyclas asperum	Stylosphaera angelina	Clathrocyclas universa	Axoprunum bispiculum	Lithocarpium titan	Spongodiscus osculosus	Cenosphaera coronata	Sphaeropyle robusta	Lipmanella redondoensis	Cyrtocapsella tetrapera	Amphymenium amphistylium group	Cyrtocapsella cornuta	Cenosphaera coronataformis	Stichocorys delmontensis	Diplocyclas cornutoides	Stichocorys diploconus	Lithocarpium polyacantha	Lithocampe subligata	Acrospyris lingi	Stichocorys sp. P	Eucyrtidium calvertense	Eucyrtidium asanoi	Cornutella profunda	Cyrtocapsella japonica	Eucyrtidium inflatum	Lychnocanium nipponicum magnacornutum	Lychnocanium nipponicum	Botryostrobus auritus/australis	Stichocorys wolffii	Axoprunum acquilonius	Botryostrobus bramlettei	Clathrocyclas bicornis group	Androcyclas heteroporos	Botryostrobus aquilonaris	Sphaeropyle langii	Diplocyclas davisiana	Comment

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 36	X	CC	  14.00	    333.0200	Shilov   	Radiolarians                                 	R              	G                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	R                      	                       	                              	                     	                          	                        	R                      	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	rR                 	R                    	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 37	X	CC	  10.00	    345.7300	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	R                  	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 38	X	CC	  25.00	    360.2400	Shilov   	Radiolarians                                 	R              	G                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	R                	                       	                  	R                  	                      	                    	                                     	                       	                               	                   	R                    	R                       	R                           	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 39	X	CC	  15.00	    369.7400	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	                   	F                      	                       	                              	                     	                          	R                       	R                      	                      	                        	                    	                	                 	                       	                  	F                  	                      	                    	                                     	                       	                               	                   	F                    	R                       	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 40	X	CC	  25.00	    380.1600	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	R                  	C                      	                       	                              	                     	                          	R                       	R                      	                      	R                       	                    	                	                 	                       	                  	C                  	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	L. redondoensis is recorded as F-C; from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 41	X	CC	   9.00	    388.7100	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	R                  	C                      	                       	                              	                     	                          	R                       	R                      	                      	                        	                    	                	                 	                       	                  	C                  	                      	                    	                                     	                       	                               	                   	R                    	                        	                            	                       	                         	                  	                     	L. redondoensis is recorded as F-C; from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 42	X	CC	  30.00	    399.4500	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	R                  	C                      	                       	                              	                     	                          	R                       	R                      	                      	                        	                    	                	R                	                       	                  	C                  	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	L. redondoensis is recorded as R-C; from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 43	X	CC	  17.00	    409.2500	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	R                  	R                      	                       	                              	                     	                          	R                       	F                      	                      	                        	                    	                	                 	                       	                  	R                  	                      	                    	                                     	                       	                               	                   	R                    	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 44	X	CC	  16.00	    418.4800	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	R                  	R                      	                       	                              	                     	                          	                        	R                      	                      	                        	                    	                	R                	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 45	X	CC	  12.00	    428.9500	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	                   	R                      	                       	                              	                     	                          	R                       	R                      	                      	                        	                    	                	C                	                       	                  	R                  	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 46	X	CC	   0.00	    429.0000	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	                   	C                      	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	R                	                       	                  	R                  	                      	                    	                                     	                       	                               	                   	R                    	                        	                            	                       	                         	                  	                     	L. redondoensis is recorded as R-C; from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	Early Pliocene   	A.. acq.-L. redond.	              	145	 883	B	 47	X	CC	   0.00	    438.9000	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	                   	R                      	                       	                              	                     	                          	R                       	                       	                      	                        	                    	                	R                	                       	                  	                   	R                     	                    	                                     	                       	                               	rR                 	R                    	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	                 	L. redondoensis   	              	145	 883	B	 48	H	CC	  21.00	    458.0100	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	R                      	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	R                  	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	                 	L. redondoensis   	              	145	 883	B	 49	X	CC	  27.00	    468.1500	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	R                       	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	                 	L. redondoensis   	              	145	 883	B	 50	X	CC	  21.00	    477.6200	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	R                      	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	R                  	                      	                    	                                     	                       	R                              	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	                 	L. redondoensis   	              	145	 883	B	 51	X	CC	  33.00	    487.4700	Shilov   	Radiolarians                                 	R              	G                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	R                  	R                      	                       	                              	                     	                          	R                       	R                      	                      	                        	                    	                	                 	                       	                  	R                  	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	                 	L. redondoensis   	              	145	 883	B	 53	X	CC	  27.00	    507.6600	Shilov   	Radiolarians                                 	A              	G                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	F                    	                      	                    	                  	                      	                    	                   	A                      	C                      	                              	R                    	                          	R                       	                       	                      	                        	                    	                	                 	                       	rR                	                   	                      	                    	rR                                   	R                      	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	                 	L. redondoensis   	              	145	 883	B	 54	X	CC	  30.00	    517.4900	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	                   	R                      	                       	                              	                     	                          	                        	R                      	                      	                        	                    	                	                 	                       	                  	R                  	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	                 	L. redondoensis   	              	145	 883	B	 55	X	CC	  27.00	    527.2500	Shilov   	Radiolarians                                 	R              	G                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	                   	R                      	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	R                                    	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Miocene     	                 	L. nippon. magnacorn	              	145	 883	B	 57	X	CC	  28.00	    547.0000	Shilov   	Radiolarians                                 	R              	G                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	                    	R                  	R                      	                       	                              	                     	                          	                        	                       	                      	R                       	                    	                	                 	                       	                  	                   	                      	                    	R                                    	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Middle Miocene   	                 	E. inflatum       	              	145	 883	B	 58	X	CC	  13.00	    547.9000	Shilov   	Radiolarians                                 	A              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	R                 	                      	                    	R                  	A                      	                       	                              	                     	                          	R                       	R                      	                      	R                       	                    	                	                 	                       	                  	                   	                      	C                   	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Middle Miocene   	                 	E. asanoi         	              	145	 883	B	 59	X	CC	  30.00	    566.9300	Shilov   	Radiolarians                                 	A              	G                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	C                    	                      	                    	R                 	                      	                    	                   	C                      	A                      	                              	C                    	                          	                        	                       	                      	R                       	                    	                	                 	                       	C                 	                   	R                     	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Middle Miocene   	                 	E. asanoi         	              	145	 883	B	 60	X	CC	  29.00	    576.0600	Shilov   	Radiolarians                                 	A              	G                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	C                    	                      	R                   	R                 	                      	                    	R                  	A                      	A                      	                              	F                    	                          	                        	                       	                      	R                       	                    	                	R                	R                      	R                 	R                  	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Early Miocene    	                 	A. lingi          	              	145	 883	B	 61	X	CC	  29.00	    586.9400	Shilov   	Radiolarians                                 	A              	G                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	R                 	                      	                    	?                  	A                      	F                      	                              	R                    	                          	                        	                       	R                     	R                       	                    	A               	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Early Miocene    	                 	A. lingi          	              	145	 883	B	 62	X	CC	  31.00	    596.8500	Shilov   	Radiolarians                                 	A              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	C                    	                      	                    	R                 	                      	                    	                   	C                      	                       	R                             	                     	                          	                        	F                      	                      	R                       	                    	A               	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Early Miocene    	                 	L. subligata      	              	145	 883	B	 63	X	CC	  24.00	    606.9000	Shilov   	Radiolarians                                 	A              	G                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	C                    	                      	                    	                  	                      	                    	                   	R                      	A                      	                              	R                    	                          	R                       	                       	R                     	R                       	A                   	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Early Miocene    	                 	C. coronataformis 	              	145	 883	B	 64	X	CC	  12.00	    609.4500	Shilov   	Radiolarians                                 	A              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	R                    	                      	                    	                  	                      	C                   	                   	                       	A                      	                              	R                    	C                         	R                       	R                      	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100
