Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus moriformis	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilica	Reticulofenestra minutula	Reticulofenestra minuta	Helicosphaera euphratis	Helicosphaera carteri	Discolithina multipora	Discoaster variabilis	Discoaster deflandrei	Discoaster brouweri	Cyclicargolithus floridanus	Cyclicargolithus abisectus	Coccolithus pelagicus	Calcidiscus leptoporus	Sphenolithus abies	Discoaster bollii	Discoaster barbadiensis	Thoracosphaera spp.	Discoaster pansus	Discoaster calcaris	Catinaster coalitus	Calcidiscus tropicus	Discolithina japonica	Discoaster hamatus	Discoaster pentaradiatus	Hayaster perplexus	Discoaster neohamatus	Sphenolithus grandis	Umbilicosphaera sibogae	Scapholithus fossilis	Discolithina discopora	Catinaster calyculus	Dictyococcites productellus	Discoaster signus	Rhabdosphaera clavigera	Discoaster moorei	Discoaster neorectus	Discoaster prepentaradiatus	Discoaster tamalis	Discoaster intercalaris	Syracosphaera pulchra	Discoaster quinqueramus	Discoaster berggrenii	Discoaster surculus	Comment
  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 37	R	 4	 103.00	    706.3300	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	R                              	                         	                       	                       	                     	                      	                     	                     	                   	                           	                          	                     	VR                    	                  	R                	                       	                   	                 	                   	VR                 	                    	                     	VR                	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 37	R	 6	  14.00	    708.4400	Shyu     	Nannofossils                                 	               	                  	                       	                          	F                              	VR                       	                       	                       	R                    	                      	                     	                     	                   	                           	                          	                     	R                     	                  	R                	                       	                   	                 	R                  	F                  	                    	                     	?                 	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 38	R	 1	  19.00	    710.6900	Shyu     	Nannofossils                                 	               	                  	R                      	                          	F                              	                         	                       	                       	VR                   	                      	                     	                     	                   	                           	                          	VR                   	VR                    	                  	VR               	                       	VR                 	                 	                   	R                  	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 38	R	 2	  19.00	    712.1900	Shyu     	Nannofossils                                 	               	                  	                       	                          	VR                             	                         	                       	                       	                     	                      	                     	                     	                   	                           	                          	VR                   	                      	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN9               	              	124	 768	C	 38	R	 3	  16.00	    713.6600	Shyu     	Nannofossils                                 	               	                  	R                      	                          	F                              	R                        	VR                     	                       	F                    	                      	VR                   	                     	VR                 	                           	                          	VR                   	R                     	VR                	F                	                       	VR                 	                 	R                  	F                  	                    	VR                   	VR                	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN8               	              	124	 768	C	 38	R	 4	  19.00	    715.1900	Shyu     	Nannofossils                                 	               	                  	                       	                          	                               	                         	                       	                       	                     	                      	R                    	                     	                   	                           	                          	VR                   	                      	                  	VR               	                       	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Late Miocene     	                 	NN8               	              	124	 768	C	 39	R	 3	  32.00	    723.5200	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	F                              	VR                       	                       	                       	VR                   	                      	                     	                     	VR                 	                           	                          	                     	                      	VR                	                 	                       	                   	                 	VR                 	R                  	VR                  	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Middle Miocene   	                 	NN8               	              	124	 768	C	 39	R	 4	  85.00	    725.5500	Shyu     	Nannofossils                                 	               	                  	VR                     	                          	                               	VR                       	VR                     	                       	                     	                      	                     	                     	                   	                           	                          	                     	                      	                  	VR               	                       	                   	                 	                   	VR                 	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Middle Miocene   	                 	NN8               	              	124	 768	C	 40	R	 4	 132.00	    735.7200	Shyu     	Nannofossils                                 	               	                  	                       	VR                        	F                              	                         	VR                     	                       	VR                   	                      	VR                   	                     	VR                 	                           	                          	                     	VR                    	VR                	                 	                       	VR                 	VR               	VR                 	VR                 	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Middle Miocene   	                 	NN7               	              	124	 768	C	 42	R	 1	 113.00	    750.4300	Shyu     	Nannofossils                                 	               	                  	R                      	VR                        	R                              	                         	                       	                       	                     	                      	VR                   	R                    	VR                 	R                          	VR                        	                     	R                     	VR                	VR               	VR                     	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

  SR	Middle Miocene   	                 	NN7               	              	124	 768	C	 42	R	 3	 149.00	    753.7900	Shyu     	Nannofossils                                 	               	                  	R                      	F                         	R                              	VR                       	VR                     	VR                     	VR                   	VR                    	R                    	VR                   	VR                 	R                          	VR                        	VR                   	VR                    	                  	                 	                       	                   	                 	                   	                   	                    	                     	                  	                        	                  	                     	                    	                       	                     	                      	                    	                           	                 	                       	                 	                    	                           	                  	                       	                     	                       	                     	                   	from ODP Leg 124 SR Chapter 10 Table 5 p 142-144

