Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Vaginulina petila	Trocholina infragranulata	Tristix acutangulus	Spirillina minima	Saracenaria sp.	Rhizammina spp.	Pyrulina cylindroides	Pyramidulina sceptrum	Pseudonodosaria sp. 1	Planularia complanata	Patellina subcretacea	Osangularia sp. 2	Osangularia sp. 1	Oolina sulcata	Oolina sp.	Nothia latissima	Neobulimina albertensis	Miliolid taxa	Marginulinopsis striatocostata	Lingulonodosaria nodosaria	Lingulina spp.	Lenticulina spp.	Laevidentalina spp. 	Laevidentalina oligostegia	Laevidentalina nana	Laevidentalina linearis	Laevidentalina debilis	Gyroidinoides cf. nitidus	Globulina spp.	Globulina prisca	Globorotalites sp.	Gavelinella spp.	Fursenkoina viscida	Frondicularia lamellatta	Charltonina australis	Bolivina sp. 1	Bolivina sp.	Bolivina anambra	Berthelina  intermedia	Berthelina sp. 	Astacolus calliopsis	?Spiroplectinella sp. 1	Oolina  cf. sulcata	Comment
  SR	                 	                 	                  	              	159	 962	D	 24	R	 2	 141.00	    299.9100	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	2                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	18                   	6                	3                	3             	-         	-               	1                      	1            	-                             	-                         	1             	-               	2                   	-                         	-                  	-                      	1                     	-                        	-             	-               	-                 	18              	-                  	1                       	-                    	19            	-           	-               	8                     	-              	-                   	1                      	-                  	Total BF specimens = 85. Total BF species = 15. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 24	R	 3	  13.00	    300.1300	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	3                        	-                  	1                	-              	-              	-                    	-                    	2                    	-                    	37                   	63               	10               	1             	-         	-               	-                      	14           	1                             	1                         	1             	-               	-                   	-                         	-                  	1                      	-                     	-                        	-             	6               	-                 	74              	-                  	2                       	-                    	27            	-           	-               	5                     	-              	1                   	1                      	-                  	Total BF specimens = 251. Total BF species = 19. Radiolaria = A. Ostracodes = 2. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 25	R	 1	  67.00	    302.6700	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	7                        	1                  	-                	-              	1              	-                    	-                    	-                    	-                    	36                   	32               	1                	1             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	2             	-               	-                 	24              	-                  	1                       	-                    	1             	-           	-               	12                    	-              	-                   	-                      	-                  	Total BF specimens = 119. Total BF species = 12. Radiolaria = C. Diatoms = 19. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 25	R	CC	   8.00	    303.3000	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	31                       	-                  	91               	-              	-              	-                    	-                    	-                    	-                    	-                    	3                	4                	3             	35        	-               	-                      	-            	3                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	1                        	1             	-               	-                 	50              	1                  	2                       	                     	3             	-           	                	1                     	-              	-                   	-                      	-                  	Total BF specimens = 308. Total BF species = 16. Radiolaria = C. Ostracodes = 3. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 26	R	 2	   0.00	    308.1000	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	3                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	23                   	33               	3                	3             	-         	-               	-                      	2            	-                             	-                         	-             	-               	1                   	-                         	-                  	-                      	-                     	-                        	-             	3               	-                 	59              	-                  	3                       	-                    	22            	-           	-               	17                    	-              	-                   	2                      	-                  	Total BF specimens = 174. Total BF species = 13. Radiolaria = R. Ostracodes = 1. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 26	R	 2	   4.00	    308.1400	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	1                        	-                  	-                	1              	-              	-                    	-                    	-                    	-                    	13                   	9                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	1             	-               	-                 	14              	-                  	-                       	-                    	8             	-           	-               	9                     	-              	-                   	-                      	-                  	Total BF specimens = 56. Total BF species = 8. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 27	R	 1	  24.00	    311.5400	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	5                        	-                  	-                	-              	-              	-                    	-                    	2                    	-                    	48                   	53               	4                	2             	3         	-               	-                      	1            	-                             	1                         	-             	-               	4                   	2                         	-                  	-                      	-                     	1                        	-             	-               	-                 	50              	2                  	-                       	-                    	10            	1           	-               	21                    	-              	-                   	-                      	-                  	Total BF specimens = 210. Total BF species = 17. Radiolaria = C. Ostracodes = 2. Diatoms = 3. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 27	R	 1	  96.00	    312.2600	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	2                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	15                   	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	2               	-                  	-                       	-                    	8             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 27. Total BF species = 4. Ostracodes = 1.  from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 27	R	 2	  58.00	    313.3800	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	4                        	-                  	-                	-              	-              	1                    	-                    	-                    	-                    	48                   	11               	3                	4             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	43              	1                  	-                       	-                    	5             	-           	-               	26                    	-              	-                   	-                      	-                  	Total BF specimens = 146. Total BF species = 10. Radiolaria = C. Diatoms = 41. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 28	R	 1	  26.00	    316.5600	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	4                    	4                	-                	-             	-         	-               	1                      	-            	1                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	12              	1                  	-                       	-                    	2             	-           	-               	6                     	-              	-                   	-                      	-                  	Total BF specimens = 31. Total BF species = 8. Radiolaria = C. Diatoms = 5. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 28	R	 1	  93.00	    317.2300	Holbourn 	Benthic Foraminifers                         	               	G                 	1                	9                        	1                  	5                	-              	1              	-                    	-                    	3                    	1                    	53                   	50               	12               	4             	-         	-               	7                      	21           	1                             	1                         	1             	1               	3                   	-                         	2                  	-                      	-                     	-                        	-             	-               	-                 	92              	-                  	5                       	-                    	9             	-           	-               	29                    	-              	1                   	13                     	                   	Total BF specimens = 325. Total BF species = 24. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 28	R	 2	  49.00	    318.2900	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	2                        	-                  	-                	-              	-              	1                    	-                    	-                    	-                    	7                    	2                	-                	-             	-         	-               	2                      	-            	-                             	-                         	1             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	16              	1                  	-                       	-                    	1             	-           	-               	2                     	-              	-                   	-                      	-                  	Total BF specimens = 35. Total BF species = 10. Radiolaria = A. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 28	R	 2	  67.00	    318.4700	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	2                        	-                  	-                	-              	-              	-                    	-                    	-                    	1                    	15                   	2                	-                	-             	-         	-               	4                      	-            	-                             	1                         	-             	-               	1                   	-                         	-                  	-                      	-                     	-                        	-             	1               	-                 	31              	1                  	-                       	-                    	1             	-           	-               	4                     	-              	-                   	-                      	-                  	Total BF specimens = 64. Total BF species = 12. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 29	R	 1	  60.00	    326.6000	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	2                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	22                   	26               	5                	3             	-         	-               	3                      	7            	-                             	-                         	-             	-               	3                   	-                         	-                  	-                      	-                     	5                        	1             	-               	-                 	54              	6                  	-                       	-                    	4             	-           	-               	18                    	-              	-                   	8                      	-                  	Total BF specimens = 167. Total BF species = 15. Radiolaria = C. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 30	R	 1	  80.00	    336.4000	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	3                    	-                	-                	1             	-         	-               	2                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	6               	-                  	-                       	-                    	-             	-           	-               	5                     	-              	-                   	-                      	-                  	Total BF specimens = 17. Total BF species = 5. Diatoms = 2. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 30	R	 1	  94.00	    336.5400	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	5                        	1                  	-                	-              	-              	-                    	-                    	-                    	-                    	19                   	39               	12               	-             	-         	-               	9                      	1            	-                             	-                         	-             	-               	1                   	-                         	-                  	-                      	-                     	-                        	1             	-               	-                 	95              	-                  	5                       	-                    	14            	-           	-               	24                    	-              	-                   	2                      	-                  	Total BF specimens = 228. Total BF species = 14. Radiolaria = R. Diatoms = 41. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 30	R	 1	 108.00	    336.6800	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	4                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	32                   	96               	8                	1             	-         	-               	4                      	2            	-                             	-                         	-             	-               	1                   	1                         	-                  	-                      	-                     	-                        	-             	-               	-                 	122             	-                  	-                       	-                    	12            	-           	-               	42                    	-              	-                   	16                     	-                  	Total BF specimens = 341. Total BF species = 13. Diatoms = 6. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 30	R	 2	  52.00	    337.6200	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	-                        	-                  	1                	-              	-              	1                    	1                    	1                    	-                    	32                   	47               	7                	2             	-         	-               	8                      	4            	-                             	1                         	-             	1               	-                   	-                         	-                  	-                      	-                     	-                        	1             	-               	-                 	70              	-                  	1                       	-                    	9             	-           	-               	29                    	-              	-                   	5                      	-                  	Total BF specimens = 221. Total BF species = 18. Radiolaria = C. Diatoms = 1. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 31	R	 1	  10.00	    345.4000	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	8                    	10               	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	1               	-                 	8               	3                  	-                       	-                    	5             	-           	-               	1                     	-              	-                   	1                      	-                  	Total BF specimens = 37. Total BF species = 8. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 31	R	 2	  16.00	    346.9600	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	2                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	21                   	5                	1                	1             	-         	-               	-                      	2            	-                             	-                         	-             	-               	1                   	1                         	-                  	-                      	-                     	-                        	-             	-               	-                 	17              	-                  	1                       	-                    	16            	-           	-               	9                     	-              	-                   	-                      	-                  	Total BF specimens = 77. Total BF species = 12. Radiolaria = C. Diatoms = 1. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 31	R	 2	  36.00	    347.1600	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	13                   	5                	-                	-             	-         	-               	-                      	-            	-                             	1                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	7               	-                  	-                       	-                    	2             	-           	-               	3                     	-              	-                   	-                      	-                  	Total BF specimens = 31. Total BF species = 6. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 31	R	 2	  75.00	    347.5500	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	4                	1                	1             	-         	-               	-                      	1            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	11              	-                  	1                       	-                    	-             	-           	-               	1                     	-              	-                   	-                      	-                  	Total BF specimens = 20. Total BF species = 7. Radiolaria = C. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 33	R	 1	  33.00	    364.9300	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	3                    	4                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	5               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 12. Total BF species = 3. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 33	R	 1	  58.00	    365.1800	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	13                       	-                  	3                	-              	-              	-                    	-                    	-                    	-                    	21                   	5                	1                	-             	-         	-               	1                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	3               	-                 	19              	-                  	4                       	-                    	23            	-           	-               	1                     	-              	-                   	-                      	-                  	Total BF specimens = 94. Total BF species = 11. Radiolaria = C. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 33	R	 2	  16.00	    366.1900	Holbourn 	Benthic Foraminifers                         	B              	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	-               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 34	R	 1	  91.00	    370.2100	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	2                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	8                    	7                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	1             	-               	-                 	13              	-                  	-                       	-                    	2             	-           	-               	4                     	-              	-                   	-                      	-                  	Total BF specimens = 37. Total BF species = 7. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 34	R	 1	 118.00	    370.4800	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	8                        	-                  	4                	-              	-              	-                    	1                    	5                    	-                    	24                   	37               	4                	1             	-         	-               	1                      	8            	-                             	1                         	1             	-               	2                   	1                         	-                  	-                      	-                     	-                        	-             	1               	-                 	38              	1                  	2                       	-                    	38            	-           	-               	16                    	-              	-                   	3                      	-                  	Total BF specimens = 197. Total BF species = 21. Radiolaria = A. Ostracodes = 1. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 34	R	 3	  11.00	    372.4100	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	2                        	-                  	6                	-              	-              	-                    	-                    	-                    	-                    	4                    	2                	1                	1             	-         	-               	21                     	-            	-                             	-                         	-             	-               	1                   	1                         	-                  	-                      	-                     	-                        	-             	-               	-                 	10              	-                  	1                       	-                    	14            	-           	-               	8                     	-              	-                   	-                      	-                  	Total BF specimens = 72. Total BF species = 13. Radiolaria = A. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 34	R	 3	  43.00	    372.7300	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	1                        	-                  	-                	-              	-              	-                    	-                    	-                    	2                    	22                   	20               	-                	1             	-         	-               	1                      	4            	-                             	1                         	2             	-               	2                   	-                         	-                  	-                      	-                     	-                        	-             	-               	8                 	23              	-                  	4                       	-                    	16            	2           	-               	16                    	-              	-                   	-                      	-                  	Total BF specimens = 125. Total BF species = 16. Radiolaria = A. Ostracodes = 3. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 35	R	 2	   4.00	    375.8400	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	1                    	-                    	6                    	11               	-                	-             	-         	-               	-                      	-            	1                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	11              	-                  	-                       	-                    	-             	-           	-               	1                     	-              	-                   	-                      	-                  	Total BF specimens = 31. Total BF species = 6. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 35	R	 2	 107.00	    376.8700	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	5                    	11               	-                	1             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	10              	-                  	-                       	-                    	5             	-           	-               	2                     	-              	-                   	1                      	-                  	Total BF specimens = 35. Total BF species = 7. Radiolaria = R. Diatoms = 1. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 35	R	 3	  18.00	    377.4800	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	2                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	1               	-                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 3. Total BF species = 2. Diatoms = 2. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 35	R	 3	  87.00	    378.1700	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	20                       	-                  	2                	-              	-              	-                    	-                    	2                    	-                    	142                  	38               	1                	4             	1         	-               	2                      	-            	-                             	-                         	-             	-               	2                   	-                         	-                  	-                      	-                     	-                        	-             	3               	-                 	67              	-                  	3                       	-                    	-             	-           	-               	29                    	-              	-                   	-                      	-                  	Total BF specimens = 316. Total BF species = 14. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 36	R	 1	  48.00	    384.3800	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	56                       	1                  	1                	-              	-              	-                    	-                    	7                    	1                    	115                  	103              	7                	-             	4         	-               	5                      	9            	1                             	5                         	-             	-               	1                   	-                         	-                  	-                      	-                     	-                        	3             	8               	-                 	160             	-                  	5                       	-                    	81            	-           	-               	11                    	-              	2                   	1                      	-                  	Total BF specimens = 587. Total BF species = 22. Ostracodes = 7. Diatoms = 3. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 36	R	 1	  85.00	    384.7500	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	1                        	-                  	-                	-              	-              	1                    	-                    	-                    	-                    	2                    	3                	-                	8             	-         	-               	1                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	8               	-                  	-                       	-                    	-             	-           	-               	3                     	-              	-                   	-                      	-                  	Total BF specimens = 27. Total BF species = 8. Radiolaria = R. Diatoms = 6. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 36	R	 2	 106.00	    386.4600	Holbourn 	Benthic Foraminifers                         	               	VP                	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	2                	-                	-             	-         	-               	1                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	1               	1                 	2               	1                  	-                       	-                    	-             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 8. Total BF species = 6. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 36	R	 3	  34.00	    387.2400	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	1                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	7                    	17               	-                	-             	-         	-               	2                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	14              	-                  	-                       	-                    	3             	-           	-               	5                     	-              	-                   	1                      	-                  	Total BF specimens = 50. Total BF species = 8. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 36	R	 3	  98.00	    387.8800	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	2                        	-                  	4                	-              	-              	-                    	-                    	-                    	-                    	8                    	13               	2                	-             	-         	-               	1                      	3            	-                             	-                         	-             	-               	1                   	-                         	-                  	-                      	-                     	1                        	-             	-               	-                 	25              	-                  	1                       	-                    	5             	-           	-               	4                     	-              	-                   	1                      	-                  	Total BF specimens = 71. Total BF species = 14. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 37	R	 1	  69.00	    389.1900	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	-                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	-                    	8                	-                	1             	-         	-               	34                     	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	37              	2                  	-                       	-                    	2             	-           	-               	34                    	-              	-                   	-                      	-                  	Total BF specimens = 118. Total BF species = 7. Radiolaria = R. Diatoms = 1. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 37	R	 2	   0.00	    390.0000	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	3                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	3                    	-                	-                	-             	1         	-               	1                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	5               	-                  	-                       	-                    	1             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 14. Total BF species = 6. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 37	R	 2	  13.00	    390.1300	Holbourn 	Benthic Foraminifers                         	               	P                 	-                	1                        	-                  	-                	-              	-              	-                    	-                    	-                    	-                    	3                    	-                	-                	-             	-         	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	1               	1                  	-                       	-                    	2             	-           	-               	-                     	-              	-                   	-                      	-                  	Total BF specimens = 8. Total BF species = 5. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 37	R	 2	 143.00	    391.4300	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	26                       	-                  	3                	-              	-              	-                    	-                    	-                    	-                    	57                   	86               	24               	1             	-         	-               	9                      	30           	-                             	1                         	-             	-               	-                   	1                         	-                  	1                      	-                     	-                        	-             	-               	-                 	133             	-                  	-                       	-                    	62            	1           	-               	25                    	-              	-                   	6                      	-                  	Total BF specimens = 465. Total BF species = 15. Radiolaria = R. Diatoms = 3. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 37	R	 4	  23.00	    393.2300	Holbourn 	Benthic Foraminifers                         	               	G                 	-                	4                        	-                  	1                	-              	-              	-                    	-                    	-                    	-                    	4                    	13               	3                	-             	-         	-               	3                      	1            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	-               	-                 	31              	-                  	1                       	-                    	1             	-           	-               	6                     	-              	-                   	-                      	-                  	Total BF specimens = 68. Total BF species = 11. Radiolaria = R. from 159SR Ch 28 Table 2

  SR	                 	                 	                  	              	159	 962	D	 37	R	CC	   6.00	    393.9100	Holbourn 	Benthic Foraminifers                         	               	M                 	-                	9                        	-                  	58               	-              	-              	4                    	-                    	-                    	-                    	2                    	1                	1                	1             	17        	-               	-                      	-            	-                             	-                         	-             	-               	-                   	-                         	-                  	-                      	-                     	-                        	-             	1               	-                 	28              	-                  	-                       	-                    	-             	-           	-               	5                     	-              	-                   	-                      	                   	Total BF specimens = 153. Total BF species = 13. Radiolaria = R. from 159SR Ch 28 Table 2

