Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix globulosa	Hedbergella delrioensis	Dicarinella hagni	Whiteinella sp. cf.  W. aprica	Hedbergella sp.	Marginotruncana sinuosa ?	Dicarinella concavata-asymetrica	Dicarinella concavata	Contusotruncana fornicata	Archaeoglobigerina blowi	Globorotalia mayeri	Globoquadrina venezuelana	Catapsydrax unicavus	Catapsydrax dissimilis	Globorotaloides suteri	Globorotaloides hexagona	Globoquadrina dehiscens	Globigerinoides subquadratus	Globigerinoides sacculifer	Globigerinita uvula	Tenuitella sp.	Globigerinita glutinata	Globorotaloides variabilis	Globigerinoides diminutus	Fohsella peripheroronda	Globorotalia praescitula	Globorotalia continuosa	Globigerinoides parawoodi	Globigerinoides bisphericus	Globigerinella praesiphonifera	Clavatorella bermudezi	Protentella prolixa	Globoturborotalita woodi	Fohsella peripheroacuta	Globorotalia archeomenardii	Globigerinoides obliquus	Praeorbulina sicana	Praeorbulina glomerosa	Orbulina suturalis	Dentoglobigerina altispira	Sphaeroidinellopsis seminulina	Sphaeroidinellopsis kochi	Fohsella lenguaensis	Orbulina universa	Neogloboquadrina humerosa	Globoturborotalita nepenthes	Globorotalia scitula	Globorotalia plesiotumida	Globigerinella aequilateralis	Globorotalia merotumida	Globigerinella obesa	Neogloboquadrina acostaensis	Globorotalia cibaoensis	Globigerinoides extremus	Globigerinoides bulloideus	Globigerina bulloides	Globoturborotalita decoraperta	Globoturborotalita apertura	Globigerinoides seigliei	Globigerinoides bollii	Candeina nitida	Beella praedigitata	Orbulina bilobata	Globigerinoides conglobatus	Globorotalia juanai	Globorotalia limbata	Globorotalia margaritae	Globorotalia tumida	Globorotalia menardii	Neogloboquadrina dutertrei	Sphaeroidinellopsis paenedehiscens	Neogloboquadrina pachyderma (sinistral)	Sphaeroidinella dehiscens	Pulleniatina primalis	Globorotalia hirsuta	Globorotalia crassaformis	Pulleniatina praecursor	Pulleniatina obliquiloculata	Beella digitata	Globorotalia multicamerata	Globorotalia exilis	Globigerinoides ruber	Globorotalia puncticulata	Globorotalia pseudomiocenica	Globigerinoides sacculifer fistulosus	Globorotalia pertenuis	Globorotalia miocenica	Globorotalia tosaensis	Globorotalia inflata	Globorotalia triangula	Globigerinella calida	Neogloboquadrina pachyderma (dextral)	Globorotalia truncatulinoides	Comment

  SR	Late Pliocene    	                 	PL3               	              	159	 960	C	  4	H	 7	  34.00	     34.5400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	F                         	R                             	R                        	                    	R                	                         	                            	                    	                         	R                            	                       	                    	R                           	                       	F                       	                          	R                    	R                             	R                          	                        	R                     	               	                   	                 	                           	                   	                    	                       	R                  	R                    	C                         	R                                 	                                       	                         	                     	                    	R                        	                       	                            	               	                          	                   	R                    	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Pliocene    	                 	PL3               	              	159	 960	C	  5	H	 1	  35.00	     35.0500	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	C                       	                   	                      	                  	R                         	R                             	                         	                    	R                	                         	                            	                    	                         	R                            	                       	R                   	R                           	                       	F                       	                          	R                    	R                             	R                          	                        	R                     	R              	                   	                 	R                          	                   	                    	                       	R                  	R                    	C                         	                                  	                                       	                         	                     	                    	R                        	                       	                            	               	                          	                   	R                    	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Pliocene    	                 	PL3               	              	159	 960	C	  5	H	 2	  35.00	     36.5500	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	C                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	R                       	                   	                      	                  	R                         	R                             	                         	                    	T                	                         	                            	                    	                         	R                            	                       	                    	                            	                       	F                       	                          	F                    	                              	R                          	                        	R                     	               	                   	                 	R                          	                   	                    	                       	                   	R                    	C                         	R                                 	                                       	                         	                     	                    	R                        	                       	                            	               	                          	F                  	R                    	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Pliocene    	                 	PL3               	              	159	 960	C	  5	H	 3	  35.00	     38.0500	Norris   	Planktonic Foraminifers                      	A              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	C                         	                   	              	F                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	F                       	                   	                      	R                 	R                         	R                             	R                        	                    	R                	                         	                            	                    	                         	R                            	                       	                    	R                           	                       	F                       	                          	R                    	R                             	R                          	                        	R                     	               	                   	                 	R                          	                   	                    	                       	C                  	R                    	F                         	                                  	                                       	                         	R                    	R                   	R                        	                       	R                           	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Pliocene   	                 	PL2               	              	159	 960	C	  5	H	 4	  35.00	     39.5500	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	R                         	R                             	                         	                    	R                	                         	                            	                    	                         	R                            	                       	R                   	R                           	                       	F                       	                          	R                    	R                             	R                          	                        	R                     	               	                   	                 	                           	                   	                    	R                      	F                  	R                    	C                         	                                  	                                       	                         	                     	                    	R                        	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Pliocene   	                 	PL2               	              	159	 960	C	  5	H	 5	  35.00	     41.0500	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	C                         	R                  	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	R                       	                   	                      	R                 	R                         	R                             	                         	                    	R                	                         	                            	                    	                         	R                            	                       	R                   	R                           	                       	F                       	                          	R                    	                              	R                          	                        	R                     	               	                   	                 	R                          	                   	                    	R                      	F                  	R                    	C                         	                                  	                                       	                         	                     	                    	R                        	                       	                            	               	R                         	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Pliocene   	                 	PL2               	              	159	 960	C	  5	H	 6	  35.00	     42.5500	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	C                         	R                  	              	F                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	R                       	                   	                      	                  	R                         	R                             	                         	                    	R                	                         	                            	                    	                         	R                            	                       	R                   	R                           	                       	C                       	                          	R                    	                              	R                          	                        	                      	R              	                   	R                	R                          	                   	                    	R                      	F                  	F                    	F                         	                                  	                                       	                         	                     	                    	R                        	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Pliocene   	                 	PL2               	              	159	 960	C	  5	H	 7	  35.00	     44.0500	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	R                       	                   	                      	                  	R                         	F                             	                         	                    	R                	                         	                            	                    	                         	R                            	                       	R                   	R                           	                       	F                       	                          	F                    	R                             	R                          	                        	R                     	               	                   	                 	R                          	                   	                    	R                      	F                  	F                    	F                         	                                  	                                       	R                        	R                    	                    	R                        	                       	F                           	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Pliocene   	                 	PL2               	              	159	 960	C	  6	H	 1	  34.00	     44.5400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	R                 	R                         	R                             	R                        	                    	R                	                         	                            	                    	                         	R                            	                       	R                   	R                           	                       	R                       	                          	R                    	R                             	R                          	                        	R                     	               	                   	R                	R                          	                   	                    	R                      	F                  	F                    	F                         	R                                 	                                       	                         	                     	                    	R                        	                       	F                           	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Pliocene   	                 	PL2               	              	159	 960	C	  6	H	 2	  34.00	     46.0400	Norris   	Planktonic Foraminifers                      	A              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	F                        	                    	                      	                      	R                       	                       	                            	F                         	R                  	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	R                         	R                             	R                        	                    	R                	                         	                            	                    	R                        	R                            	                       	R                   	                            	                       	R                       	                          	                     	R                             	R                          	                        	R                     	R              	                   	                 	R                          	                   	                    	R                      	                   	R                    	F                         	                                  	                                       	                         	                     	                    	R                        	R                      	R                           	R              	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Pliocene   	                 	PL2               	              	159	 960	C	  6	H	 3	  34.00	     47.5400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	R                         	R                             	R                        	                    	R                	                         	                            	                    	T                        	R                            	                       	                    	R                           	                       	F                       	                          	                     	R                             	R                          	                        	                      	               	                   	                 	R                          	                   	                    	R                      	                   	R                    	C                         	R                                 	                                       	                         	R                    	R                   	R                        	R                      	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  6	H	 4	  34.00	     49.0400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	R                 	R                         	R                             	R                        	                    	F                	                         	R                           	                    	R                        	R                            	                       	                    	R                           	                       	F                       	                          	R                    	R                             	R                          	                        	R                     	               	                   	                 	R                          	                   	                    	R                      	R                  	F                    	C                         	R                                 	                                       	                         	                     	                    	R                        	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  6	H	 5	  34.00	     50.5400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	                         	                    	                      	                      	R                       	                       	                            	C                         	                   	              	F                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	R                         	R                             	R                        	                    	R                	                         	R                           	                    	R                        	R                            	                       	R                   	R                           	                       	F                       	                          	R                    	                              	R                          	                        	                      	               	                   	R                	R                          	                   	                    	R                      	R                  	F                    	C                         	                                  	                                       	                         	R                    	R                   	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  6	H	 6	  34.00	     52.0400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	R                       	                   	                      	R                 	R                         	R                             	R                        	                    	R                	                         	T                           	                    	R                        	R                            	                       	R                   	R                           	                       	R                       	                          	R                    	R                             	R                          	                        	                      	               	                   	                 	R                          	                   	                    	R                      	R                  	F                    	C                         	                                  	                                       	                         	R                    	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  6	H	 7	  34.00	     53.5400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	                         	                    	                      	                      	R                       	                       	                            	R                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	R                         	R                             	R                        	                    	R                	                         	R                           	                    	R                        	R                            	                       	R                   	R                           	R                      	R                       	                          	R                    	R                             	R                          	                        	R                     	R              	                   	R                	R                          	                   	                    	R                      	R                  	R                    	F                         	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  7	H	 1	  35.00	     54.0500	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	                         	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	R                         	R                             	                         	                    	R                	                         	T                           	                    	R                        	R                            	                       	R                   	R                           	                       	F                       	                          	R                    	R                             	R                          	                        	R                     	R              	                   	                 	R                          	                   	R                   	R                      	R                  	R                    	F                         	R                                 	                                       	R                        	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  7	H	 2	  34.00	     55.5400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	R                         	R                             	R                        	                    	R                	                         	R                           	                    	                         	R                            	                       	R                   	R                           	                       	F                       	                          	                     	R                             	R                          	                        	                      	R              	                   	R                	                           	                   	R                   	R                      	R                  	F                    	C                         	                                  	                                       	R                        	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  7	H	 3	  34.00	     57.0400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	                         	                    	                      	                      	R                       	                       	                            	C                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	R                 	R                         	R                             	R                        	                    	R                	                         	R                           	                    	R                        	R                            	                       	R                   	R                           	                       	F                       	                          	                     	                              	R                          	                        	R                     	R              	                   	R                	                           	                   	R                   	R                      	                   	F                    	C                         	R                                 	R                                      	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4
