Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Unidentified benthic forams,Bolivinopsis spp.,Globobulimina spp.,Vulvulina spp.,Gaudryina spp.,Elphidium saginatum,Chilostomella oolina,Lenticulina spp.,Dentalina spp.,Bulimina spp.,Vaginulinopsis spp.,Ostracoda spp.,Reophax spp.,Guttulina spp.,Nonion deceptrix,Stilostomella spp.,Eggerelloides spp.,Astacolus spp.,Spirillina spp.,Pleurostomella spp.,Gyroidinoides spp.,Pyrulina spp.,Pullenia spp.,Cibicidoides spp.,Nodosaria spp.,Unilocular species,Anomalinoides spp.,Melonis barleeanus,Nuttallides umbonifera,Oridorsalis umbonatus,Parrelloides bradyi,Bulimina alazanensis,Bathysiphon spp.,Plectofrondicularia spp.,Pullenia bulloides,Buliminella spp.,Globocassidulina subglobosa,Uvigerina peregrina,Uvigerina hispida,Textularia spp.,Nonion spp.,Karreriella bradyi,Gyroidina zealandica,Cibicidoides mundulus,Cibicides lobatulus,Bulimina aculeata,Bolivina spp.,Laticarinina pauperata,Comment
  IR,                 ,                 ,                  ,              ,189,1171,D, 46,R,CC,   0.00,    677.7900,benthics ,Benthic Foraminifers                         ,C              ,P                 ,F                          ,                 ,                  ,T             ,R             ,R                  ,                    ,R               ,              ,             ,R                  ,T             ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,C + A + other A (Karrel)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 47,R,CC,  17.00,    690.2400,benthics ,Benthic Foraminifers                         ,A              ,P                 ,F                          ,                 ,                  ,              ,R             ,R                  ,                    ,R               ,              ,             ,R                  ,T             ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,C + lots of A + other A (Karrel)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 48,R,CC,   0.00,    699.5000,benthics ,Benthic Foraminifers                         ,R              ,P                 ,R                          ,                 ,                  ,              ,              ,                   ,                    ,T               ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + trace of C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 49,R,CC,   0.00,    709.3500,benthics ,Benthic Foraminifers                         ,R              ,P                 ,F                          ,                 ,                  ,              ,              ,T                  ,                    ,T               ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + trace of C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 50,R,CC,  23.00,    718.4800,benthics ,Benthic Foraminifers                         ,R              ,P                 ,F                          ,                 ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 51,R,CC,   0.00,    726.9400,benthics ,Benthic Foraminifers                         ,F              ,P                 ,F                          ,                 ,T                 ,              ,              ,T                  ,                    ,T               ,              ,             ,T                  ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + other A (Reo) + few C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 52,R,CC,   8.00,    738.1100,benthics ,Benthic Foraminifers                         ,R              ,P                 ,R                          ,                 ,                  ,              ,              ,T                  ,                    ,T               ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + other A (Reo) + few C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 53,R,CC,  16.00,    745.8000,benthics ,Benthic Foraminifers                         ,R              ,P                 ,R                          ,                 ,                  ,              ,T             ,                   ,                    ,T               ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + traces of C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 54,R,CC,   9.00,    757.2600,benthics ,Benthic Foraminifers                         ,F              ,P                 ,R                          ,                 ,R                 ,              ,R             ,R                  ,                    ,                ,              ,R            ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + other A (Karrel) + C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 55,R,CC,  11.00,    766.9500,benthics ,Benthic Foraminifers                         ,F              ,P                 ,R                          ,                 ,T                 ,              ,R             ,T                  ,                    ,T               ,T             ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + other A + C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 56,R,CC,  17.00,    771.4000,benthics ,Benthic Foraminifers                         ,R              ,P                 ,R                          ,                 ,                  ,              ,R             ,T                  ,T                   ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + other A + C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 57,R,CC,  16.00,    781.7300,benthics ,Benthic Foraminifers                         ,R              ,P                 ,R                          ,F                ,                  ,T             ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + other A (Spiro) + traces of C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 58,R,CC,  11.00,    795.4900,benthics ,Benthic Foraminifers                         ,F              ,M                 ,R                          ,F                ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + other A (Spiro)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 59,R,CC,  10.00,    805.3200,benthics ,Benthic Foraminifers                         ,F              ,M                 ,R                          ,C                ,T                 ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,other A (Spiro) + A + trace of C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 60,R,CC,  10.00,    814.6000,benthics ,Benthic Foraminifers                         ,R              ,P                 ,R                          ,                 ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + lots of tubes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 61,R,CC,   6.00,    822.6000,benthics ,Benthic Foraminifers                         ,F              ,P                 ,R                          ,C                ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,other A (Spiro) + A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 62,R,CC,   9.00,    834.1500,benthics ,Benthic Foraminifers                         ,F              ,P                 ,R                          ,                 ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 63,R,CC,  15.00,    843.8100,benthics ,Benthic Foraminifers                         ,F              ,P                 ,R                          ,C                ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,other A (Spiro) + A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 64,R,CC,   9.00,    852.0100,benthics ,Benthic Foraminifers                         ,F              ,P                 ,R                          ,                 ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 65,R,CC,  20.00,    863.0000,benthics ,Benthic Foraminifers                         ,R              ,P                 ,R                          ,                 ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 66,R,CC,   0.00,    870.7100,benthics ,Benthic Foraminifers                         ,R              ,P                 ,R                          ,                 ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + traces of C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 67,R,CC,  21.00,    882.2200,benthics ,Benthic Foraminifers                         ,F              ,P                 ,R                          ,                 ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,A + traces of C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 68,R,CC,   0.00,    889.4200,benthics ,Benthic Foraminifers                         ,T              ,P                 ,T                          ,                 ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,few coarse A + few C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 69,R,CC,  27.00,    901.0800,benthics ,Benthic Foraminifers                         ,T              ,P                 ,R                          ,                 ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,coarse A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 70,R,CC,  17.00,    908.0700,benthics ,Benthic Foraminifers                         ,F              ,P                 ,R                          ,F                ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,other A (Spiro) + coarse A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 71,R,CC,  34.00,    919.1200,benthics ,Benthic Foraminifers                         ,C              ,P                 ,F                          ,C                ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,other A (Spiro) + coarse A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 72,R,CC,   0.00,    929.2900,benthics ,Benthic Foraminifers                         ,C              ,P                 ,F                          ,C                ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,other A (Spiro) + coarse A + C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 73,R,CC,   0.00,    939.5100,benthics ,Benthic Foraminifers                         ,C              ,P                 ,F                          ,C                ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,other A (Spiro) + coarse A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 74,R,CC,   0.00,    939.5000,benthics ,Benthic Foraminifers                         ,F              ,P                 ,F                          ,C                ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,other A (Spiro) + coarse A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,D, 75,R,CC,  23.00,    954.9400,benthics ,Benthic Foraminifers                         ,F              ,P                 ,R                          ,R                ,                  ,              ,              ,                   ,                    ,                ,              ,             ,                   ,              ,            ,              ,                ,                  ,                  ,              ,               ,                   ,                  ,             ,             ,                 ,              ,                  ,                  ,                  ,                      ,                     ,                   ,                    ,                ,                        ,                  ,                ,                           ,                   ,                 ,               ,           ,                  ,                    ,                     ,                   ,                 ,             ,                      ,other A (Spiro) + coarse A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
