Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Systematophora placacantha,Spiniferites spp.,Spiniferites elongatus,Palaeocystodinium golzowense,Operculodinium spp.,Operculodinium centrocarpum,Nematosphaeropsis rigida,Impagidinium spp.,Distatodinium spp.,Cordosphaeridium minimum,Batiacasphaera sphaerica,Batiacasphaera micropapillata,Achomosphaera sp.1,Unipontidinium aquaeductum,Spiniferites pseudofurcatus,Reticulatosphaera actinocoronata,Lejeunecysta spp.,Labyrinthodinium truncatum,Dapsilidinium spp.,Batiacasphaera minuta,Tectatodinium psilatum,Tectatodinium pellitum,Lingulodinium machaerophorum,Dinoflagellate cyst sp.908,Pentadinium laticinctum,Impagidinium strialatum,Hystrichostrogylon coninckii,Distatodinium paradoxum,Spiniferites mirabilis,Palaeocystodinium spp.,Oligosphaeridium spp.,Dinoflagellate cysts indet.,Dapsilidinium pastielsii,Tuberculodinium vancampoae,Distatodinium craterum,Nematosphaeropsis lemniscata,Operculodinium israelianum,Amiculosphaera umbracula,Protoperidinium spp.,Impletosphaeridium spp.,Votadinium spp.,Operculodinium piaseckii,Polysphaeridium congregatum,Phelodinium spp.,Impagidinium japonicum,Barssidinium graminosum,"Protoperidinium spp. ""round browns""",Batiacasphaera hirsuta,Impagidinium? pallidum,Batiacasphaera spp.,Palaeocystodinium sp.1,Operculodinium cf. giganteum ,Operculodinium? eirikianum,Lingulodinium brevispinosum,Hystrichosphaeropsis obscura,Cymatiosphaera ?invaginata,Bitectatodinium spp.,Habibacysta tectata,Melitasphaeridium choanophorum,Impagidinium patulum,Filisphaera filifera,Trinovantedinium spp.,Incertae sedis sp.1,Evittosphaerula? sp. 2 ,Comment
  SR,Middle Miocene   ,Late Miocene     ,Mio4              ,Mio5          ,151, 907,A, 17,H, 2,  14.00,    151.4400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,                            ,                   ,R                          ,R                       ,                 ,                  ,                        ,C                       ,                             ,                  ,                          ,                           ,                                ,                 ,                          ,                  ,                     ,                      ,                      ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,R                       ,                           ,                ,                      ,                       ,R                                  ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,Mio4              ,Mio5          ,151, 907,A, 17,H, 4,  14.00,    154.4400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,                            ,                   ,R                          ,F                       ,                 ,                  ,                        ,                        ,R                            ,                  ,                          ,                           ,                                ,                 ,F                         ,                  ,                     ,R                     ,C                     ,                            ,                          ,                       ,R                      ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,R                     ,R                  ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,Mio4              ,Mio5          ,151, 907,A, 17,H,CC,  23.00,    159.7700,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,                            ,                   ,R                          ,F                       ,                 ,                  ,                        ,VA                      ,R                            ,R                 ,                          ,                           ,                                ,                 ,                          ,R                 ,                     ,                      ,                      ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,R                   ,                       ,               ,                        ,                           ,                ,                      ,                       ,R                                  ,R                     ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,Mio4              ,Mio5          ,151, 907,A, 18,H, 2,  14.00,    160.9400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,                            ,                   ,                           ,                        ,                 ,                  ,                        ,R                       ,                             ,                  ,                          ,                           ,                                ,                 ,                          ,                  ,                     ,                      ,                      ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,Mio4              ,Mio5          ,151, 907,A, 18,H, 4,  14.00,    163.9400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,                            ,R                  ,                           ,R                       ,                 ,                  ,                        ,                        ,                             ,                  ,                          ,R                          ,                                ,                 ,                          ,R                 ,                     ,                      ,R                     ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,Mio4              ,Mio5          ,151, 907,A, 18,H,CC,  23.00,    169.1300,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,R                           ,                   ,                           ,R                       ,                 ,                  ,                        ,                        ,F                            ,                  ,                          ,                           ,                                ,                 ,                          ,                  ,VA                   ,                      ,                      ,                            ,                          ,                       ,R                      ,                            ,                       ,R                     ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,R                       ,F                          ,R               ,R                     ,R                      ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,Mio4              ,Mio5          ,151, 907,A, 19,H, 2,  14.00,    170.4400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,                 ,                      ,R                           ,                   ,                           ,R                       ,                 ,                  ,                        ,C                       ,                             ,                  ,                          ,R                          ,F                               ,                 ,R                         ,R                 ,A                    ,F                     ,                      ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,R                       ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,Mio4              ,Mio5          ,151, 907,A, 19,H, 4,  14.00,    173.4400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,                            ,                   ,R                          ,                        ,                 ,R                 ,                        ,VA                      ,R                            ,                  ,                          ,R                          ,                                ,                 ,                          ,                  ,                     ,                      ,                      ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,R                       ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,Mio4              ,Mio5          ,151, 907,A, 19,H, 6,  14.00,    176.4400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,F                           ,                   ,R                          ,R                       ,R                ,                  ,                        ,                        ,A                            ,                  ,                          ,                           ,R                               ,                 ,R                         ,                  ,A                    ,                      ,R                     ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,R                       ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,Mio4              ,Mio5          ,151, 907,A, 20,H, 2,  14.00,    179.9400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,                            ,                   ,                           ,                        ,                 ,                  ,R                       ,A                       ,R                            ,                  ,                          ,                           ,                                ,                 ,                          ,                  ,                     ,                      ,                      ,                            ,                          ,R                      ,                       ,                            ,                       ,                      ,R                     ,R                    ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,R                   ,                       ,R              ,R                       ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,Mio4              ,Mio5          ,151, 907,A, 20,H, 4,  14.00,    182.9400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,                            ,                   ,R                          ,R                       ,                 ,                  ,                        ,F                       ,R                            ,                  ,                          ,                           ,                                ,                 ,                          ,                  ,                     ,                      ,                      ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,R                          ,R                       ,                          ,                      ,                            ,                          ,                        ,R                   ,R                      ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,151, 907,A, 20,H,CC,  22.00,    188.1200,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,F                           ,                   ,R                          ,                        ,                 ,R                 ,                        ,A                       ,R                            ,R                 ,                          ,                           ,                                ,R                ,R                         ,R                 ,                     ,                      ,                      ,                            ,                          ,R                      ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,R                         ,R                       ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 907,A, 21,H, 2,  14.00,    189.4400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,R                           ,                   ,R                          ,                        ,                 ,                  ,R                       ,A                       ,A                            ,R                 ,                          ,                           ,                                ,                 ,R                         ,                  ,R                    ,                      ,                      ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,R                    ,                           ,                        ,                          ,                      ,R                           ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 907,A, 21,H, 4,  14.00,    192.4400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,                 ,                      ,R                           ,                   ,                           ,                        ,                 ,                  ,                        ,VA                      ,                             ,                  ,                          ,                           ,                                ,                 ,                          ,                  ,R                    ,                      ,                      ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,R                    ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 907,A, 21,H,CC,   0.00,    197.3800,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,                            ,R                  ,R                          ,R                       ,                 ,                  ,                        ,C                       ,                             ,                  ,F                         ,                           ,R                               ,R                ,                          ,R                 ,                     ,                      ,                      ,R                           ,                          ,                       ,                       ,                            ,                       ,R                     ,                      ,                     ,                           ,                        ,R                         ,R                     ,                            ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 907,A, 22,H, 2,  14.00,    198.9400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,F                ,                      ,                            ,                   ,R                          ,                        ,                 ,R                 ,R                       ,A                       ,                             ,                  ,R                         ,R                          ,R                               ,R                ,R                         ,                  ,                     ,                      ,                      ,                            ,                          ,                       ,                       ,                            ,                       ,F                     ,R                     ,R                    ,R                          ,R                       ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 907,A, 22,H, 4,  14.00,    201.9400,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,R                           ,R                  ,F                          ,F                       ,                 ,                  ,R                       ,                        ,                             ,                  ,R                         ,                           ,F                               ,                 ,                          ,                  ,                     ,R                     ,R                     ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 907,A, 22,H,CC,   0.00,    206.8500,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                          ,R                ,                      ,R                           ,                   ,F                          ,                        ,                 ,                  ,R                       ,                        ,R                            ,                  ,F                         ,                           ,F                               ,                 ,                          ,                  ,                     ,                      ,                      ,                            ,F                         ,R                      ,R                      ,C                           ,R                      ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 907,A, 23,H, 2,  20.00,    208.5000,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R                         ,R                ,                      ,F                           ,                   ,R                          ,                        ,                 ,                  ,                        ,F                       ,                             ,                  ,                          ,                           ,R                               ,R                ,                          ,                  ,R                    ,F                     ,R                     ,R                           ,R                         ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Mio3              ,              ,151, 907,A, 23,H, 4,  20.00,    211.5000,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R                         ,R                ,                      ,C                           ,                   ,C                          ,R                       ,R                ,                  ,R                       ,                        ,VA                           ,F                 ,F                         ,F                          ,R                               ,R                ,F                         ,R                 ,R                    ,                      ,                      ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,151, 907,A, 23,H,CC,  15.00,    216.5500,Manum    ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R                         ,R                ,R                     ,R                           ,R                  ,R                          ,R                       ,R                ,R                 ,R                       ,A                       ,R                            ,R                 ,                          ,                           ,                                ,                 ,                          ,                  ,                     ,                      ,                      ,                            ,                          ,                       ,                       ,                            ,                       ,                      ,                      ,                     ,                           ,                        ,                          ,                      ,                            ,                          ,                        ,                    ,                       ,               ,                        ,                           ,                ,                      ,                       ,                                   ,                      ,                      ,                   ,                      ,                             ,                          ,                           ,                            ,                          ,                    ,                   ,                              ,                    ,                    ,                     ,                   ,                       ,Rare reworked dinoflagellate cysts. From Leg 151SR. Ch 14. Fig 3. p. 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
