Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Cyclicargolithus floridanus,Triquetrorhabdulus carinatus,Sphenolithus umbrellus,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus distentus,Sphenolithus ciperoensis,Reticulofenestra bisecta,Helicosphaera intermedia,Helicosphaera euphratis,Discoaster deflandrei,Coccolithus pelagicus,Clausicoccus fenestratus,Chiasmolithus altus,Sphenolithus dissimilis,Coronocyclus nitescens,Pyrocyclus orangensis,Helicosphaera sp. cf. H. orientalis,Pontosphaera sp.,Helicosphaera sp.,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Bramletteius serraculoides,Sphenolithus conicus,Discoaster adamanteus,Reticulofenestra spp. small,Discoaster druggii,Coccolithus sp.,Calcidiscus macintyrei,Syracosphaera sp.,Pedinocyclus larvalis,Helicosphaera carteri,Discoaster variabilis,Reticulofenestra pseudoumbilica,Umbilicosphaera sibogae,Discoaster pseudovariabilis,Sphenolithus heteromorphus,Sphenolithus belemnos,Helicosphaera mediterranea,Discoaster sp. cf. D. deflandrei (with web),Discoaster pansus,Discoaster moorei,Discoaster icarus,Discoaster exilis,Discoaster challengeri,Calcidiscus leptoporus,Helicosphaera californiana,Triquetrorhabdulus rugosus,Discoaster intercalaris,Discoaster sp.,Discoaster kugleri,Helicosphaera philippinensis,Discoaster bollii,Helicosphaera rhomba,Discoaster neohamatus,Clausicoccus sp. (small),Catinaster coalitus,Helicosphaera granulata,Catinaster sp. cf. C. calyculus,Rhabdosphaera sp.,Helicosphaera orientalis,Discoaster sp. cf. D. bolli,Discoaster prepentaradiatus,Discoaster hamatus,Coronocyclus sp.,Catinaster calyculus,Discoaster calcaris,Minylitha convallis,Sphenolithus neoabies,Sphenolithus abies,Helicosphaera sellii,Discoaster triradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster loeblichii,Discoaster brouweri,Discoaster blackstockae,Discoaster berggrenii,Discoaster neorectus,Discoaster surculus,Discoaster bergenii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,126, 792,E, 19,R, 2,  39.00,    310.8900,Firth    ,Nannofossils                                 ,               ,                  ,R                          ,                            ,                      ,                         ,R                      ,                      ,                        ,                        ,                        ,                       ,                     ,F                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,R                    ,F                          ,                  ,               ,F                     ,                 ,                     ,                     ,F                    ,C                              ,F                      ,                           ,                          ,                     ,                          ,F                                          ,                 ,R                ,                 ,R                ,R                     ,F                     ,                          ,R                         ,R                      ,F             ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,126, 792,E, 19,R, 3,  42.00,    312.4200,Firth    ,Nannofossils                                 ,               ,                  ,                           ,                            ,                      ,                         ,C                      ,                      ,                        ,                        ,                        ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,A                          ,                  ,               ,F                     ,                 ,                     ,R                    ,F                    ,C                              ,C                      ,                           ,                          ,                     ,                          ,R                                          ,                 ,R                ,                 ,F                ,F                     ,R                     ,                          ,                          ,R                      ,              ,R                 ,R                           ,                 ,R                   ,R                    ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,126, 792,E, 19,R,CC,   7.00,    312.8800,Firth    ,Nannofossils                                 ,               ,                  ,                           ,                            ,                      ,                         ,R                      ,                      ,                        ,                        ,                        ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,C                          ,                  ,               ,                      ,                 ,                     ,                     ,F                    ,C                              ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,F                ,                      ,R                     ,R                         ,                          ,                       ,              ,R                 ,                            ,R                ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,126, 792,E, 20,R, 1,  40.00,    319.0000,Firth    ,Nannofossils                                 ,               ,                  ,                           ,                            ,                      ,                         ,F                      ,                      ,                        ,                        ,                        ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,F               ,                 ,                     ,                              ,                          ,                    ,                     ,C                          ,                  ,               ,F                     ,                 ,                     ,                     ,C                    ,C                              ,C                      ,R                          ,                          ,                     ,                          ,R                                          ,                 ,                 ,                 ,F                ,F                     ,F                     ,                          ,                          ,                       ,R             ,F                 ,R                           ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,126, 792,E, 20,R, 3,  40.00,    322.0000,Firth    ,Nannofossils                                 ,               ,                  ,                           ,                            ,                      ,                         ,F                      ,                      ,                        ,                        ,                        ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,F               ,                 ,                     ,                              ,                          ,                    ,                     ,A                          ,                  ,               ,C                     ,                 ,                     ,F                    ,F                    ,A                              ,C                      ,                           ,                          ,                     ,                          ,R                                          ,                 ,R                ,                 ,F                ,F                     ,C                     ,R                         ,R                         ,F                      ,F             ,R                 ,R                           ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,126, 792,E, 20,R,CC,   7.00,    322.4500,Firth    ,Nannofossils                                 ,               ,                  ,                           ,                            ,                      ,                         ,F                      ,                      ,                        ,                        ,                        ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,C                          ,                  ,               ,C                     ,                 ,                     ,R                    ,F                    ,C                              ,                       ,                           ,                          ,                     ,                          ,R                                          ,                 ,R                ,                 ,F                ,F                     ,                      ,                          ,                          ,                       ,R             ,R                 ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,126, 792,E, 21,R, 1,  40.00,    328.7000,Firth    ,Nannofossils                                 ,               ,                  ,                           ,                            ,                      ,                         ,F                      ,                      ,                        ,                        ,                        ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,F               ,                 ,                     ,                              ,                          ,                    ,                     ,C                          ,                  ,               ,F                     ,                 ,                     ,F                    ,R                    ,A                              ,F                      ,                           ,                          ,                     ,                          ,F                                          ,                 ,                 ,                 ,F                ,F                     ,F                     ,                          ,                          ,F                      ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,126, 792,E, 21,R,CC,   9.00,    330.4800,Firth    ,Nannofossils                                 ,               ,                  ,                           ,                            ,                      ,                         ,                       ,                      ,                        ,                        ,                        ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,R               ,                 ,                     ,                              ,                          ,                    ,                     ,C                          ,                  ,               ,F                     ,                 ,                     ,F                    ,                     ,A                              ,                       ,R                          ,                          ,                     ,R                         ,F                                          ,                 ,                 ,                 ,F                ,F                     ,F                     ,R                         ,                          ,F                      ,F             ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,126, 792,E, 22,R, 1,  40.00,    338.3000,Firth    ,Nannofossils                                 ,               ,                  ,F                          ,                            ,                      ,                         ,F                      ,                      ,                        ,                        ,                        ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,C                          ,                  ,               ,F                     ,                 ,                     ,                     ,                     ,C                              ,C                      ,                           ,                          ,                     ,                          ,F                                          ,                 ,R                ,                 ,R                ,R                     ,F                     ,                          ,                          ,R                      ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,126, 792,E, 22,R, 3,  38.00,    341.2800,Firth    ,Nannofossils                                 ,               ,                  ,F                          ,                            ,                      ,                         ,F                      ,                      ,                        ,                        ,                        ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,R               ,                 ,                     ,                              ,                          ,                    ,R                    ,C                          ,                  ,               ,F                     ,                 ,                     ,                     ,C                    ,A                              ,F                      ,                           ,                          ,                     ,R                         ,F                                          ,                 ,R                ,                 ,F                ,                      ,F                     ,R                         ,R                         ,R                      ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,126, 792,E, 22,R,CC,   8.00,    342.5800,Firth    ,Nannofossils                                 ,               ,                  ,C                          ,                            ,                      ,                         ,F                      ,                      ,                        ,                        ,                        ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,A                          ,                  ,               ,F                     ,                 ,                     ,F                    ,F                    ,A                              ,                       ,                           ,                          ,                     ,R                         ,F                                          ,                 ,                 ,                 ,R                ,R                     ,                      ,                          ,R                         ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,126, 792,E, 23,R, 1,  39.00,    347.9900,Firth    ,Nannofossils                                 ,               ,                  ,F                          ,                            ,                      ,                         ,C                      ,                      ,                        ,                        ,                        ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,R               ,                 ,                     ,                              ,                          ,                    ,R                    ,A                          ,                  ,               ,F                     ,                 ,                     ,F                    ,F                    ,A                              ,C                      ,                           ,                          ,                     ,                          ,F                                          ,                 ,                 ,                 ,F                ,R                     ,F                     ,R                         ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,126, 792,E, 23,R,CC,  11.00,    349.6400,Firth    ,Nannofossils                                 ,               ,                  ,A                          ,                            ,                      ,                         ,C                      ,                      ,                        ,                        ,R                       ,                       ,                     ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,R               ,                 ,                     ,                              ,                          ,                    ,                     ,A                          ,                  ,               ,F                     ,                 ,                     ,F                    ,C                    ,A                              ,F                      ,                           ,                          ,                     ,R                         ,F                                          ,F                ,F                ,F                ,F                ,R                     ,F                     ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,126, 792,E, 24,R, 1,  46.00,    357.7600,Firth    ,Nannofossils                                 ,               ,                  ,C                          ,                            ,                      ,                         ,F                      ,                      ,                        ,F                       ,                        ,                       ,C                    ,C                    ,F                       ,                   ,                       ,R                     ,R                    ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,F                    ,C                          ,                  ,               ,                      ,                 ,                     ,                     ,R                    ,                               ,F                      ,                           ,R                         ,C                    ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,126, 792,E, 24,R,CC,  10.00,    358.5700,Firth    ,Nannofossils                                 ,               ,                  ,C                          ,                            ,                      ,                         ,C                      ,                      ,                        ,R                       ,                        ,                       ,A                    ,C                    ,F                       ,                   ,                       ,R                     ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,F                    ,C                          ,                  ,               ,                      ,                 ,R                    ,                     ,R                    ,F                              ,C                      ,                           ,R                         ,F                    ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN1c              ,              ,126, 792,E, 25,R, 1,  40.00,    367.4000,Firth    ,Nannofossils                                 ,               ,                  ,C                          ,                            ,                      ,                         ,F                      ,                      ,                        ,F                       ,                        ,                       ,C                    ,C                    ,F                       ,                   ,R                      ,                      ,R                    ,                                   ,                ,                 ,                     ,                              ,                          ,F                   ,F                    ,C                          ,                  ,               ,                      ,                 ,R                    ,                     ,R                    ,C                              ,F                      ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN1c              ,              ,126, 792,E, 25,R,CC,   6.00,    368.6900,Firth    ,Nannofossils                                 ,               ,                  ,C                          ,                            ,                      ,                         ,F                      ,                      ,                        ,R                       ,                        ,                       ,C                    ,C                    ,                        ,                   ,R                      ,R                     ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,F                    ,C                          ,                  ,               ,                      ,                 ,                     ,                     ,R                    ,F                              ,F                      ,F                          ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN1c              ,              ,126, 792,E, 26,R, 1,  39.00,    376.9900,Firth    ,Nannofossils                                 ,               ,                  ,C                          ,                            ,                      ,                         ,C                      ,                      ,                        ,                        ,                        ,                       ,C                    ,A                    ,R                       ,                   ,                       ,R                     ,                     ,                                   ,R               ,                 ,                     ,                              ,                          ,                    ,F                    ,A                          ,                  ,F              ,                      ,                 ,F                    ,                     ,R                    ,C                              ,C                      ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN1c              ,              ,126, 792,E, 26,R,CC,   6.00,    377.8500,Firth    ,Nannofossils                                 ,               ,                  ,A                          ,                            ,                      ,                         ,C                      ,                      ,                        ,                        ,                        ,                       ,C                    ,A                    ,F                       ,                   ,R                      ,                      ,R                    ,                                   ,                ,R                ,                     ,                              ,                          ,                    ,                     ,A                          ,                  ,               ,                      ,                 ,F                    ,R                    ,                     ,A                              ,C                      ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN1c              ,              ,126, 792,E, 27,R, 3,  39.00,    388.8100,Firth    ,Nannofossils                                 ,               ,                  ,A                          ,                            ,                      ,                         ,F                      ,                      ,                        ,F                       ,                        ,                       ,C                    ,A                    ,                        ,                   ,                       ,                      ,F                    ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,F                    ,F                          ,                  ,               ,                      ,                 ,F                    ,                     ,R                    ,R                              ,R                      ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN1c              ,              ,126, 792,E, 27,R, 4,  40.00,    390.3200,Firth    ,Nannofossils                                 ,               ,                  ,A                          ,                            ,                      ,                         ,C                      ,                      ,                        ,F                       ,                        ,                       ,A                    ,C                    ,R                       ,                   ,                       ,R                     ,F                    ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,F                    ,                           ,R                 ,               ,                      ,                 ,R                    ,                     ,R                    ,R                              ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 Chapter 16 Table 9 p 254-255
